Mã,Ngày,Số chứng từ,Diễn giải,Vật tư,Tên vật tư,Đvt,Kho,Số lượng,Giá,Tiền vốn,Tk Nợ,Tk Có,Đối tượng,Nhân viên,Phân xưởng,Bộ phận,Đơn hàng/Hợp đồng bán,Lệnh sản xuất,Công đoạn,Trung tâm chi phí,Sản phẩm,Mã vụ việc,Mã giao dịch
DC,4/23/2024,DC04/24-0059,Chuyển Kho Thành Phẩm Bao sang kho Kinh Doanh cont 66 LUMUT 23/04/2024,TPH066099TDMFM.LM9901-1,"Bao TP-PP, trắng đục, K66.0x99.0LL, TL: 120.0g/cái, MK: LM-9901. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]",CAI,KTP001,1512.3,5090.17692,66172300,15517,15515,KH020012,001306,,,SO2404-0005,,,,,,2260
DC,4/23/2024,DC04/24-0059,Chuyển Kho Thành Phẩm Bao sang kho Kinh Doanh cont 66 LUMUT 23/04/2024,TPH066099TDMFM.LM9902-1,"Bao TP-PP, trắng đục, K66.0x99.0LL, TL: 120.0g/cái, MK: LM-9902. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]",CAI,KTP001,3374.9,5093.56145,147713282,15517,15515,KH020012,001306,,,SO2404-0005,,,,,,2260
DC,4/23/2024,DC04/24-0059,Chuyển Kho Thành Phẩm Bao sang kho Kinh Doanh cont 66 LUMUT 23/04/2024,TPH066099TDMFM.LM9902C-1,"Bao TP-PP, trắng đục, K66.0x99.0LL, TL: 120.0g/cái, MK: LM-9902C. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]",CAI,KTP001,4004.1,4592.92556,156159469,15517,15515,KH020012,001306,,,SO2404-0005,,,,,,2260
DC,4/23/2024,DC04/24-0059,Chuyển Kho Thành Phẩm Bao sang kho Kinh Doanh cont 66 LUMUT 23/04/2024,TPH066109TDMFM.LM8802-1,"Bao TP-PP, trắng đục, K66.0x109.0LL, TL: 132.0g/cái, MK: LM-8802. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 6 ngang x 1 dọc]",CAI,KTP001,380.6,5312.94967,15938849,15517,15515,KH020012,001306,,,SO2404-0005,,,,,,2260
HD,4/23/2024,215,Xuất bán cho khách hàng ngày 23/04/2024. Số xe 51C-144.87_HĐ 215,01JBO-TC002-01-0000,"Bao Jumbo thân tròn, trắng đục, có in marka: DING LI, kích thước: 95x95x130cm, có ống nạp, ống xả, có túi lồng PE; TL: 2.45kg/cái; Bao xếp làm 4, ép kiện 10 cái/kiện",CAI,,2674.4,0,0,6323,15516,KH010020,,,,SO2401-0035,,,,,,2301
HD,4/23/2024,NB-041,Xuất bán phế ngày 23/04/2024: phế bao tạp: 1389kg*5.000đ _Xe 63C-097.15,PHE-PHETAP,PHẾ TẠP DƠ - VẢI ÁO BAO MANH QUẤN CUỘN BỊ DƠ,KG,,1389,0,0,,,KH010013,,,,,,,,,,2301
LR,4/23/2024,LR04/24-0053,Chuyển phế xuất gia công LUCKY SRAT,PHE-HDPETT,"Phế HDPE thổi, màu trắng trong",KG,KPH001,3230,5000,16150000,15512,1527,CTY00001,,,,,,,,,,2270
LR,4/23/2024,LR04/24-0055,Chuyển cuộn đồng cấp xuất bán cuộn xuất khẩu,0102109030000000,"Vải cuộn PP, hấp PE bên trong, trắng trong, K58.5cm, TL: 100g/m. [850D, 8.0x8.0, 20micron]/HAPHAL585100TRTR",M,KCU001,560.4,199.23716,1202197,15512,15515,CTY00001,,,,,,,,,,2270
P1,4/23/2024,SIM04/24-067,Xk bán hàng ngày 23/04/2024;Số cont : EITU3033995 ;Số seal : EMCNMD6243 ; INV : 097,TPH066099TDMFM.LM9900-1,"Bao TP-PP, trắng đục, K66.0x99.0LL, TL: 120.0g/cái, MK: LM-9900. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]",CAI,KKD001,712.4,5659.01217,33954073,6321,15517,KH020004,001436,,,SO2404-0005,,,,,,2240
P1,4/23/2024,SIM04/24-067,Xk bán hàng ngày 23/04/2024;Số cont : EITU3033995 ;Số seal : EMCNMD6243 ; INV : 097,TPH066099TDMFM.LM9901-1,"Bao TP-PP, trắng đục, K66.0x99.0LL, TL: 120.0g/cái, MK: LM-9901. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]",CAI,KKD001,1512.3,5090.17692,66172300,6321,15517,KH020004,001436,,,SO2404-0005,,,,,,2240
P1,4/23/2024,SIM04/24-067,Xk bán hàng ngày 23/04/2024;Số cont : EITU3033995 ;Số seal : EMCNMD6243 ; INV : 097,TPH066099TDMFM.LM9902-1,"Bao TP-PP, trắng đục, K66.0x99.0LL, TL: 120.0g/cái, MK: LM-9902. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]",CAI,KKD001,3374.9,5093.56145,147713282,6321,15517,KH020004,001436,,,SO2404-0005,,,,,,2240
P1,4/23/2024,SIM04/24-067,Xk bán hàng ngày 23/04/2024;Số cont : EITU3033995 ;Số seal : EMCNMD6243 ; INV : 097,TPH066099TDMFM.LM9902C-1,"Bao TP-PP, trắng đục, K66.0x99.0LL, TL: 120.0g/cái, MK: LM-9902C. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]",CAI,KKD001,4004.1,4592.92556,156159469,6321,15517,KH020004,001436,,,SO2404-0005,,,,,,2240
P1,4/23/2024,SIM04/24-067,Xk bán hàng ngày 23/04/2024;Số cont : EITU3033995 ;Số seal : EMCNMD6243 ; INV : 097,TPH066109TDMFM.LM8802-1,"Bao TP-PP, trắng đục, K66.0x109.0LL, TL: 132.0g/cái, MK: LM-8802. [850D] [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 6 ngang x 1 dọc]",CAI,KKD001,380.6,5312.94967,15938849,6321,15517,KH020004,001436,,,SO2404-0005,,,,,,2240
P1,4/23/2024,SIM04/24-068,"Xk bán hàng ngày 23/04/2024,Xe 51C-144.87",01JBO-TC002-01-0000,"Bao Jumbo thân tròn, trắng đục, có in marka: DING LI, kích thước: 95x95x130cm, có ống nạp, ống xả, có túi lồng PE; TL: 2.45kg/cái; Bao xếp làm 4, ép kiện 10 cái/kiện",CAI,KKD001,2674.4,45667.54912,46489565,6323,15517,KH010020,001436,,,SO2401-0035,,,,,,2240
P1,4/23/2024,SIM04/24-069,Xuất bán phế ngày 23/04/2024  Phế tạp 1389kg *5.000đ/kg-  XE 63C-097.15,PHE-PHETAP,PHẾ TẠP DƠ - VẢI ÁO BAO MANH QUẤN CUỘN BỊ DƠ,KG,KTL001,1389,0,0,6325,1527,KH010013,000009,,,,,,,,,2241
P1,4/23/2024,SIM04/24-070,Xk bán hàng ngày 23/04/2024;Số cont : CAAU5993516 ;Số seal : EMCNKZ5783 ; INV : 096,0102107002000000,"Vải manh cuộn PP, trắng đục, K113cm, MĐ: 7x7, 900D, caro láng, TL: 64.0g/m.  [5000m/cuộn]/THACUECL113070070064TRDU",M,KKD001,3886.5,1897.95117,113877070,6322,15517,KH020006,001436,,,SO2403-0029,,,,,,2242
P1,4/23/2024,SIM04/24-070,Xk bán hàng ngày 23/04/2024;Số cont : CAAU5993516 ;Số seal : EMCNKZ5783 ; INV : 096,0102107003000000,"Vải manh cuộn PP, trắng đục, K116cm, MĐ: 7x7, 900D, caro láng, TL: 66.0g/m. [5000m/cuộn]/THACUECL116070070066TRDU",M,KKD001,2661,863.36095,34534438,6322,15517,KH020006,001436,,,SO2403-0029,,,,,,2242
P1,4/23/2024,SIM04/24-070,Xk bán hàng ngày 23/04/2024;Số cont : CAAU5993516 ;Số seal : EMCNKZ5783 ; INV : 096,0102107004000000,"Vải manh cuộn PP, trắng đục, K117cm, MĐ: 7x7, 900D, caro láng, TL: 66.5g/m. [5000m/cuộn]/THACUECL117070070665TRDU",M,KKD001,1313,2172.25395,43445079,6322,15517,KH020006,001436,,,SO2403-0029,,,,,,2242
P1,4/23/2024,SIM04/24-070,Xk bán hàng ngày 23/04/2024;Số cont : CAAU5993516 ;Số seal : EMCNKZ5783 ; INV : 096,0102107006000000,"Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU",M,KKD001,12804,1309.30038,248767073,6322,15517,KH020006,001436,,,SO2403-0029,,,,,,2242
P1,4/23/2024,SIM04/24-070,Xk bán hàng ngày 23/04/2024;Số cont : CAAU5993516 ;Số seal : EMCNKZ5783 ; INV : 096,0102107008000000,"Vải manh cuộn PP, trắng đục, K120cm, MĐ: 7x7, 900D, caro láng, TL: 68.6g/m. [5000m/cuộn]/THACUECL120070070686TRDU",M,KKD001,4136.5,829.18678,49751207,6322,15517,KH020006,001436,,,SO2403-0029,,,,,,2242
PX,4/23/2024,PX04/24-0344,XUẤT VẬT TƯ DỆT NGÀY 23/4/24,0700100030000000,nhớt 10,LIT,KHC001,200,29545.45,5909091,627314,1523,CTY00001,,Xưởng dệt,,,,,,,,2216B
PX,4/23/2024,PX04/24-0346,Yêu cầu vải cắt ngày 23/04,THACAKCP600103110100TRTA,"Vải cuộn PP, màu trắng tẩy, khổ 60cm, MĐ: 10.3x11.0, kiểu dệt 2x1, TL: 100gr/mét.",M,KCU001,957.1,1938.45164,15150938,62115,15514,CTY00001,,Phân xưởng 8,,SO2404-0024,LSX04/24-055,BAOBT,,CMA060096TTKCP20.1111,,2215
PX,4/23/2024,PX04/24-0346,Yêu cầu vải cắt ngày 23/04,THACAPER450086080495PR16,"Vải cuộn PP, K45cm, sọc màu (Đen-Đỏ-Vàng-XD-TĐ), MĐ: 8.6x8, TL: 49.5g/mét.",M,KCU001,574.4,1356.55218,15075907,62115,15514,CTY00001,,Phân xưởng 8,,SO2312-0002,LSX04/24-008,BAOBT,,CMA045055G29.58PR16,,2215
PX,4/23/2024,PX04/24-0346,Yêu cầu vải cắt ngày 23/04,THACAPER450086080495PR21,"Vải cuộn PP, K45cm, sọc màu (Đen-Đỏ-Vàng-XD), MĐ: 8.6x8, TL: 49.5g/mét.",M,KCU001,199.9,732.08907,3261530,62115,15514,CTY00001,,Phân xưởng 8,,SO2312-0002,LSX04/24-008,BAOBT,,CMA045055G29.58PR21,,2215
PX,4/23/2024,PX04/24-0346,Yêu cầu vải cắt ngày 23/04,THACAPER550086080605PR15,"Vải cuộn PP, K55cm, sọc màu PR15 (Đen-Đỏ-Vàng-Ngọc), MĐ: 8.6x8.0, TL: 60.5g/mét.",M,KCU001,248.1,1136.59925,4569129,62115,15514,CTY00001,,Phân xưởng 8,,SO2307-0046,LSX07/23-077,BAOBT,,CMA055065G42.19PR15,,2215
PX,4/23/2024,PX04/24-0347,Xuat NVL theo LSX,THACAUNP175120130480TRDU,"Vải cuộn PP, K175.0cm, MĐ: 12.0x13.0, TL: 480.2g/m. [UNP-140gsm]",M,KCU001,1492.9,8075.63975,33432341,62116,15514,CTY00001,,Phân xưởng 2 (jumbo),,SO2403-0036,LSX03/24-061,BAOJUMBO,,MANH175125G602TDUNP,,2221
PX,4/23/2024,PX04/24-0348,Yêu cầu vải mẫu inter,THACAINT500105110092TRTA,"Cuộn PP, trắng tẩy, K50cm(+1/-0.5), MĐ: 10.5x11.0, TL: 92g/m(+/-3).",M,KCU001,19.7,3853.43694,855463,62115,15514,CTY00001,,Phân xưởng 8,,SO2404-0027,LSX04/24-051,BAOBT,,CMA050074G073TT.INT,,2215
PX,4/23/2024,PX04/24-0349,YÊU CẦU VẢI PERU LSX03/24-033,THACAPER450086080495PR21,"Vải cuộn PP, K45cm, sọc màu (Đen-Đỏ-Vàng-XD), MĐ: 8.6x8, TL: 49.5g/mét.",M,KCU001,189.1,838.42469,3085319,62115,15514,CTY00001,,Phân xưởng 8,,SO2312-0016,LSX03/24-033,BAOBT,,CMA045055G29.58PR21,,2215
PX,4/23/2024,PX04/24-0350,Yêu cầu xuất nl cắt  ngày 19/4/2024,THACAPRE710110110110TR50,"Cuộn PP, trắng đục, K71cm(+1/-0.5), MĐ: 11.0x11.0, TL: 110g/m(+/-3.3) (500N).",M,KCU001,997.5,1939.52119,17478965,62115,15514,CTY00001,,Phân xưởng 8,,SO2402-0011,LSX04/24-020,BAOBT,,CMA071130TDPRE5,,2215
PX,4/23/2024,PX04/24-0351,YÊU CẦU VẢI CẮT 09/04,THACAPER450085080495PR49,"Vải cuộn PP khổ 45cm, thiết kế giống PR10 sọc màu (Đen - đỏ - Xanh ngọc - vàng), dệt 8.5x8, 49.5gr/mét (PR49)",M,KCU001,211.2,1718.21528,6927844,62115,15514,CTY00001,,Phân xưởng 8,,SO2312-0002,LSX04/24-008,BAOBT,,CMA045055G29.58PR49,,2215
PX,4/23/2024,PX04/24-0352,Yêu cầu xuất nl cắt  ngày 4/3/2024,THACAPER450086080495PR16,"Vải cuộn PP, K45cm, sọc màu (Đen-Đỏ-Vàng-XD-TĐ), MĐ: 8.6x8, TL: 49.5g/mét.",M,KCU001,37.7,879.07605,989488,62115,15514,CTY00001,,Phân xưởng 8,,SO2312-0001,LSX02/24-016,BAOBT,,CMA045055G29.58PR16,,2215
PX,4/23/2024,PX04/24-0354,Yêu cầu xuất NL Sợi X01 ca đêm 23/04/2024-ngày 24/04-2024,HAT-EMMV8C,Hạt phụ gia MV8C (Châu Âu),KG,KNL001,3.13,23000,71990,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2404-0013,LSX04/24-045,SOI,,SOI-SP31-1,,2211
PX,4/23/2024,PX04/24-0354,Yêu cầu xuất NL Sợi X01 ca đêm 23/04/2024-ngày 24/04-2024,HAT-EMMV8C,Hạt phụ gia MV8C (Châu Âu),KG,KNL001,1.63,23000,37490,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2404-0013,LSX04/24-045,SOI,,SOI-SP31-1,,2211
PX,4/23/2024,PX04/24-0354,Yêu cầu xuất NL Sợi X01 ca đêm 23/04/2024-ngày 24/04-2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,KNL001,2368.83,27299.47,64667809,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2402-0008,LSX03/24-058,SOI,,SOI-SP31,,2211
PX,4/23/2024,PX04/24-0354,Yêu cầu xuất NL Sợi X01 ca đêm 23/04/2024-ngày 24/04-2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,KNL001,195.71,27299.47,5342780,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2404-0013,LSX04/24-045,SOI,,SOI-SP31-1,,2211
PX,4/23/2024,PX04/24-0354,Yêu cầu xuất NL Sợi X01 ca đêm 23/04/2024-ngày 24/04-2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,KNL001,101.76,27299.47,2777994,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2404-0013,LSX04/24-045,SOI,,SOI-SP31-1,,2211
PX,4/23/2024,PX04/24-0354,Yêu cầu xuất NL Sợi X01 ca đêm 23/04/2024-ngày 24/04-2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,KNL001,4460.63,27299.47,121772845,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2403-0008,LSX04/24-047,SOI,,SOI-MA3-1,,2211
PX,4/23/2024,PX04/24-0354,Yêu cầu xuất NL Sợi X01 ca đêm 23/04/2024-ngày 24/04-2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,KNL001,3070.38,27299.47,83819754,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2403-0027,LSX04/24-033,SOI,,SOI-AGF1,,2211
PX,4/23/2024,PX04/24-0354,Yêu cầu xuất NL Sợi X01 ca đêm 23/04/2024-ngày 24/04-2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,KNL001,888.13,27299.47,24245480,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2402-0011,LSX03/24-056,SOI,,SOI-PRE1,,2211
PX,4/23/2024,PX04/24-0354,Yêu cầu xuất NL Sợi X01 ca đêm 23/04/2024-ngày 24/04-2024,HAT-TACKS,Hạt Taical kéo sợi,KG,KNL001,1421.39,6800,9665452,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2402-0008,LSX03/24-058,SOI,,SOI-SP31,,2211
PX,4/23/2024,PX04/24-0354,Yêu cầu xuất NL Sợi X01 ca đêm 23/04/2024-ngày 24/04-2024,HAT-TACKS,Hạt Taical kéo sợi,KG,KNL001,117.42,6800,798456,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2404-0013,LSX04/24-045,SOI,,SOI-SP31-1,,2211
PX,4/23/2024,PX04/24-0354,Yêu cầu xuất NL Sợi X01 ca đêm 23/04/2024-ngày 24/04-2024,HAT-TACKS,Hạt Taical kéo sợi,KG,KNL001,61.05,6800,415140,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2404-0013,LSX04/24-045,SOI,,SOI-SP31-1,,2211
PX,4/23/2024,PX04/24-0354,Yêu cầu xuất NL Sợi X01 ca đêm 23/04/2024-ngày 24/04-2024,HAT-TACKS,Hạt Taical kéo sợi,KG,KNL001,5.37,6800,36516,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2403-0008,LSX04/24-047,SOI,,SOI-MA3-1,,2211
PX,4/23/2024,PX04/24-0354,Yêu cầu xuất NL Sợi X01 ca đêm 23/04/2024-ngày 24/04-2024,HAT-TACKS,Hạt Taical kéo sợi,KG,KNL001,837.38,6800,5694184,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2403-0027,LSX04/24-033,SOI,,SOI-AGF1,,2211
PX,4/23/2024,PX04/24-0354,Yêu cầu xuất NL Sợi X01 ca đêm 23/04/2024-ngày 24/04-2024,HAT-TACKS,Hạt Taical kéo sợi,KG,KNL001,634.37,6800,4313716,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2402-0011,LSX03/24-056,SOI,,SOI-PRE1,,2211
PX,4/23/2024,PX04/24-0354,Yêu cầu xuất NL Sợi X01 ca đêm 23/04/2024-ngày 24/04-2024,SUI-TRANG,Sủi trắng,KG,KNL001,947.67,4177.82,3959199,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2402-0008,LSX03/24-058,SOI,,SOI-SP31,,2211
PX,4/23/2024,PX04/24-0354,Yêu cầu xuất NL Sợi X01 ca đêm 23/04/2024-ngày 24/04-2024,SUI-TRANG,Sủi trắng,KG,KNL001,39.13,4177.82,163478,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2404-0013,LSX04/24-045,SOI,,SOI-SP31-1,,2211
PX,4/23/2024,PX04/24-0354,Yêu cầu xuất NL Sợi X01 ca đêm 23/04/2024-ngày 24/04-2024,SUI-TRANG,Sủi trắng,KG,KNL001,20.34,4177.82,84977,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2404-0013,LSX04/24-045,SOI,,SOI-SP31-1,,2211
PX,4/23/2024,PX04/24-0354,Yêu cầu xuất NL Sợi X01 ca đêm 23/04/2024-ngày 24/04-2024,SUI-TRANG,Sủi trắng,KG,KNL001,203,4177.82,848098,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2402-0011,LSX03/24-056,SOI,,SOI-PRE1,,2211
PX,4/23/2024,PX04/24-0355,Yêu cầu xuất NL Sợi X07 ca đêm 23/04/2024-ngày 24/04-2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,KNL001,3907.75,27299.47,106679513,62112,1521,CTY00001,,Phân xưởng 7,,SO2403-0042,LSX04/24-041,SOI,,SOI-SMY2,,2211
PX,4/23/2024,PX04/24-0355,Yêu cầu xuất NL Sợi X07 ca đêm 23/04/2024-ngày 24/04-2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,KNL001,2000.72,27299.47,54618600,62112,1521,CTY00001,,Phân xưởng 7,,SO2404-0024,LSX04/24-055,SOI,,SOI-MK13-1,,2211
PX,4/23/2024,PX04/24-0355,Yêu cầu xuất NL Sợi X07 ca đêm 23/04/2024-ngày 24/04-2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,KNL001,2540.07,27299.47,69342571,62112,1521,CTY00001,,Phân xưởng 7,,SO2404-0032,LSX04/24-060,SOI,,SOI-SMT1,,2211
PX,4/23/2024,PX04/24-0355,Yêu cầu xuất NL Sợi X07 ca đêm 23/04/2024-ngày 24/04-2024,HAT-TACKS,Hạt Taical kéo sợi,KG,KNL001,1065.75,6800,7247100,62112,1521,CTY00001,,Phân xưởng 7,,SO2403-0042,LSX04/24-041,SOI,,SOI-SMY2,,2211
PX,4/23/2024,PX04/24-0355,Yêu cầu xuất NL Sợi X07 ca đêm 23/04/2024-ngày 24/04-2024,HAT-TACKS,Hạt Taical kéo sợi,KG,KNL001,1542.9,6800,10491720,62112,1521,CTY00001,,Phân xưởng 7,,SO2404-0024,LSX04/24-055,SOI,,SOI-MK13-1,,2211
PX,4/23/2024,PX04/24-0355,Yêu cầu xuất NL Sợi X07 ca đêm 23/04/2024-ngày 24/04-2024,HAT-TACKS,Hạt Taical kéo sợi,KG,KNL001,1319.5,6800,8972600,62112,1521,CTY00001,,Phân xưởng 7,,SO2404-0032,LSX04/24-060,SOI,,SOI-SMT1,,2211
PX,4/23/2024,PX04/24-0355,Yêu cầu xuất NL Sợi X07 ca đêm 23/04/2024-ngày 24/04-2024,HAT-TAYOP10,Hạt tẩy trắng quang học OP10 (Đại Á),KG,KNL001,5.05,91000,459550,62112,1521,CTY00001,,Phân xưởng 7,,SO2404-0024,LSX04/24-055,SOI,,SOI-MK13-1,,2211
PX,4/23/2024,PX04/24-0355,Yêu cầu xuất NL Sợi X07 ca đêm 23/04/2024-ngày 24/04-2024,HAT-UVMU001D,Hạt UVMU001D (Colorful VN),KG,KNL001,99,103074.77,10204402,62112,1521,CTY00001,,Phân xưởng 7,,SO2404-0032,LSX04/24-060,SOI,,SOI-SMT1,,2211
PX,4/23/2024,PX04/24-0355,Yêu cầu xuất NL Sợi X07 ca đêm 23/04/2024-ngày 24/04-2024,SUI-TRANG,Sủi trắng,KG,KNL001,515.39,4177.82,2153209,62112,1521,CTY00001,,Phân xưởng 7,,SO2404-0024,LSX04/24-055,SOI,,SOI-MK13-1,,2211
PX,4/23/2024,PX04/24-0355,Yêu cầu xuất NL Sợi X07 ca đêm 23/04/2024-ngày 24/04-2024,SUI-TRANG,Sủi trắng,KG,KNL001,2639,4177.82,11025279,62112,1521,CTY00001,,Phân xưởng 7,,SO2404-0032,LSX04/24-060,SOI,,SOI-SMT1,,2211
PX,4/23/2024,PX04/24-0357,Yêu cầu xuất NL Dệt ngày 23/04/2024,SOI-ECL5-1,"Sợi PP, trắng đục, 850D, 3.33mm. [19.50%]",KG,KSO001,1035,13075.79,13533442,62114,15512,CTY00001,,Xưởng dệt,,SO2404-0020,LSX04/24-034,VAICUON,,0102107006000000,,2213
PX,4/23/2024,PX04/24-0357,Yêu cầu xuất NL Dệt ngày 23/04/2024,SOI-GL15,"Sợi PP, trắng đục, 920D, 2.25mm. [33.3TC] [Recycled]",KG,KSO001,592.6,20440.61,12113106,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0032,LSX04/24-005,VAICUON,,0102109009000000,,2213
PX,4/23/2024,PX04/24-0357,Yêu cầu xuất NL Dệt ngày 23/04/2024,SOI-GL4-3,"Sợi PP, trắng đục, 760D, 2.60mm. [33%]",KG,KSO001,182.7,17948.71,3279230,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0032,LSX04/24-028,VAICUON,,0102125007000000,,2213
PX,4/23/2024,PX04/24-0357,Yêu cầu xuất NL Dệt ngày 23/04/2024,SOI-GL4-4,"Sợi PP, trắng đục, 760D, 2.60mm. [No recycle]",KG,KSO001,2450,20633.22,50551396,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0049,LSX04/24-023,VAICUON,,0102125012000000,,2213
PX,4/23/2024,PX04/24-0357,Yêu cầu xuất NL Dệt ngày 23/04/2024,SOI-HV14,"Sợi PP, trắng đục, 730D, 2.55mm. [Non-Recycled]",KG,KSO001,505.5,9371.62,4737354,62114,15512,CTY00001,,Xưởng dệt,,SO2404-0016,LSX04/24-049,VAICUON,,THACAHAW810100110113TRDU,,2213
PX,4/23/2024,PX04/24-0357,Yêu cầu xuất NL Dệt ngày 23/04/2024,SOI-IT3,"Sợi PP, màu trắng tẩy, 730D, 2.80mm, 2.1kgF, 18%.",KG,KSO001,125.5,17399.34,2183618,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0019,LSX03/24-059,VAICUON,,THACAINT750100100099TRTA,,2213
PX,4/23/2024,PX04/24-0357,Yêu cầu xuất NL Dệt ngày 23/04/2024,SOI-JB58,"Sợi PP trắng UV 1600D, bản sợi 5mm [8.5%TC]",KG,KSO001,154.4,28879.93,4459060,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0037,LSX04/24-053,VAICUON,,THACAUNP175120122546TRDU,,2213
PX,4/23/2024,PX04/24-0357,Yêu cầu xuất NL Dệt ngày 23/04/2024,SOI-MS01,"Sợi  denier 840 bản chỉ 2.55 mm, trắng đục",KG,KSO001,521.7,21739.75,11341625,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0047,LSX04/24-004,VAICUON,,0102125065000000,,2213
PX,4/23/2024,PX04/24-0357,Yêu cầu xuất NL Dệt ngày 23/04/2024,SOI-MS01-1,"Sợi PP 820D bản chỉ 2.5 mm, trắng đục [Dùng MV8C]",KG,KSO001,1080,21197.24,22893017,62114,15512,CTY00001,,Xưởng dệt,,SO2404-0004,LSX04/24-022,VAICUON,,0102133039000000,,2213
PX,4/23/2024,PX04/24-0357,Yêu cầu xuất NL Dệt ngày 23/04/2024,SOI-MTD-01,"Sợi PP, trắng đục, 760D, 2.47mm.",KG,KSO001,850,22290.42,18946856,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0064,LSX03/24-064,VAICUON,,THACUASU119100100083TRDU,,2213
PX,4/23/2024,PX04/24-0357,Yêu cầu xuất NL Dệt ngày 23/04/2024,SOI-NXDE01-1,"Sợi PP màu đen có UV, 600D, bản sợi 2.5mm",KG,KSO001,110.6,14387.74,1591285,62114,15512,CTY00001,,Xưởng dệt,,SO2404-0021,LSX04/24-044,VAICUON,,THACAUNP055100100059DE00,,2213
PX,4/23/2024,PX04/24-0357,Yêu cầu xuất NL Dệt ngày 23/04/2024,SOI-PRE1,"Sợi PP, trắng đục, 820D, 2.55mm.",KG,KSO001,802,16080.12,12896253,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0011,LSX03/24-056,VAICUON,,THACAPRE710110110110TR50,,2213
PX,4/23/2024,PX04/24-0357,Yêu cầu xuất NL Dệt ngày 23/04/2024,SOI-RC3,"Sợi PP màu trắng đục, 940D, 2.50mm, 3.38KgF, 18%, long đền 5.5mm.",KG,KSO001,1400,17756.66,24859321,62114,15512,CTY00001,,Xưởng dệt,,SO2312-0047,LSX12/23-055,VAICUON,,THACAMFM485100120915TRDU,,2213
