Mã,Ngày,Số chứng từ,Diễn giải,Vật tư,Tên vật tư,Đvt,Kho,Số lượng,Giá,Tiền vốn,Tk Nợ,Tk Có,Đối tượng,Nhân viên,Phân xưởng,Bộ phận,Đơn hàng/Hợp đồng bán,Lệnh sản xuất,Công đoạn,Trung tâm chi phí,Sản phẩm,Mã vụ việc,Mã giao dịch
PX,5/23/2024,PX05/24-0355,Lấy ycxk đẫ duyệt xuất cho ngày 23/05/2024,SOI-GL4-4,"Sợi PP, trắng đục, 760D, 2.60mm. [No recycle]",KG,KSO001,393.5,18935.18,7450992,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0013,LSX04/24-024,VAICUON,,0119109032000000,,2213
PX,5/23/2024,PX05/24-0355,Lấy ycxk đẫ duyệt xuất cho ngày 23/05/2024,SOI-GL4-4,"Sợi PP, trắng đục, 760D, 2.60mm. [No recycle]",KG,KSO001,1131.3,18935.18,21421366,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0013,LSX04/24-024,VAICUON,,0119109032000000,,2213
PX,5/23/2024,PX05/24-0355,Lấy ycxk đẫ duyệt xuất cho ngày 23/05/2024,SOI-GL4-4,"Sợi PP, trắng đục, 760D, 2.60mm. [No recycle]",KG,KSO001,212.7,18935.18,4027512,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0049,LSX04/24-023,VAICUON,,0102125012000000,,2213
PX,5/23/2024,PX05/24-0355,Lấy ycxk đẫ duyệt xuất cho ngày 23/05/2024,SOI-JB54,"Sợi PP, trắng UV, 1160D,2.15mm (cũ 2.20mm).",KG,KSO001,157.8,16482.01,2600861,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0038,LSX04/24-057,VAICUON,,THACAUNP175120122574TRDU,,2213
PX,5/23/2024,PX05/24-0355,Lấy ycxk đẫ duyệt xuất cho ngày 23/05/2024,SOI-JB54,"Sợi PP, trắng UV, 1160D,2.15mm (cũ 2.20mm).",KG,KSO001,141.5,16482.01,2332205,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0038,LSX04/24-057,VAICUON,,THACAUNP175120122574TRDU,,2213
PX,5/23/2024,PX05/24-0355,Lấy ycxk đẫ duyệt xuất cho ngày 23/05/2024,SOI-JB54,"Sợi PP, trắng UV, 1160D,2.15mm (cũ 2.20mm).",KG,KSO001,207.8,16482.01,3424962,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0038,LSX04/24-057,VAICUON,,THACAUNP175120122574TRDU,,2213
PX,5/23/2024,PX05/24-0355,Lấy ycxk đẫ duyệt xuất cho ngày 23/05/2024,SOI-JB55,"Sợi PP, trắng UV, 1850D, 5.0mm.",KG,KSO001,54.1,24600.26,1330874,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0038,LSX04/24-057,VAICUON,,THACAUNP175120122574TRDU,,2213
PX,5/23/2024,PX05/24-0355,Lấy ycxk đẫ duyệt xuất cho ngày 23/05/2024,SOI-JB55,"Sợi PP, trắng UV, 1850D, 5.0mm.",KG,KSO001,185.3,24600.26,4558427,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0038,LSX04/24-057,VAICUON,,THACAUNP175120122574TRDU,,2213
PX,5/23/2024,PX05/24-0355,Lấy ycxk đẫ duyệt xuất cho ngày 23/05/2024,SOI-JB55,"Sợi PP, trắng UV, 1850D, 5.0mm.",KG,KSO001,151.8,24600.26,3734319,62114,15512,CTY00001,,Xưởng dệt,,SO2402-0038,LSX04/24-057,VAICUON,,THACAUNP175120122574TRDU,,2213
PX,5/23/2024,PX05/24-0355,Lấy ycxk đẫ duyệt xuất cho ngày 23/05/2024,SOI-KD01,"Sợi PP màu trắng đục, bản sợi 2.4mm, 880D",KG,KSO001,30.8,14819.28,456434,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0035,LSX05/24-038,VAICUON,,THACUKID098100100078TRDU,,2213
PX,5/23/2024,PX05/24-0355,Lấy ycxk đẫ duyệt xuất cho ngày 23/05/2024,SOI-MTD-01,"Sợi PP, trắng đục, 760D, 2.47mm.",KG,KSO001,958.77,20031.2,19205312,62114,15512,CTY00001,,Xưởng dệt,,SO2401-0030,LSX03/24-014,VAICUON,,THACUASU122100100085TRDU,,2213
PX,5/23/2024,PX05/24-0355,Lấy ycxk đẫ duyệt xuất cho ngày 23/05/2024,SOI-RC3,"Sợi PP màu trắng đục, 940D, 2.50mm, 3.38KgF, 18%, long đền 5.5mm.",KG,KSO001,33.3,19849.44,660986,62114,15512,CTY00001,,Xưởng dệt,,SO2312-0047,LSX12/23-055,VAICUON,,THACAMFM485100120915TRDU,,2213
PX,5/23/2024,PX05/24-0355,Lấy ycxk đẫ duyệt xuất cho ngày 23/05/2024,SOI-RC3,"Sợi PP màu trắng đục, 940D, 2.50mm, 3.38KgF, 18%, long đền 5.5mm.",KG,KSO001,18.3,19849.44,363245,62114,15512,CTY00001,,Xưởng dệt,,SO2312-0047,LSX12/23-055,VAICUON,,THACAMFM485100120915TRDU,,2213
PX,5/23/2024,PX05/24-0355,Lấy ycxk đẫ duyệt xuất cho ngày 23/05/2024,SOI-SMY2,"Sợi PP denier 950D , bản chỉ 3.33mm (khách hàng San Miguel )",KG,KSO001,81.4,20866.5,1698533,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0042,LSX05/24-023,VAICUON,,0102129003000000,,2213
PX,5/23/2024,PX05/24-0355,Lấy ycxk đẫ duyệt xuất cho ngày 23/05/2024,SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",KG,KSO001,778.4,16384.36,12753584,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0007,LSX05/24-028,VAICUON,,THACAPRE500102112084TRDU,,2213
PX,5/23/2024,PX05/24-0355,Lấy ycxk đẫ duyệt xuất cho ngày 23/05/2024,SOI-UNP5,"Sợi PP màu xanh lá 770D, bản sợi 2.8mm",KG,KSO001,123.09,22120.34,2722792,62114,15512,CTY00001,,Xưởng dệt,,SO2404-0034,LSX05/24-015,VAICUON,,THACAUNP510100110075XALA,,2213
PX,5/23/2024,PX05/24-0355,Lấy ycxk đẫ duyệt xuất cho ngày 23/05/2024,SOI-UNP5,"Sợi PP màu xanh lá 770D, bản sợi 2.8mm",KG,KSO001,22.4,22120.34,495496,62114,15512,CTY00001,,Xưởng dệt,,SO2404-0034,LSX05/24-015,VAICUON,,THACAUNP565100110083XALA,,2213
PX,5/23/2024,PX05/24-0360,YÊU CẦU VẢI INTER LSX05/24-039,THACAINT500105110092TRTA,"Cuộn PP, trắng tẩy, K50cm(+1/-0.5), MĐ: 10.5x11.0, TL: 92g/m(+/-3).",M,KCU001,151.06,2152.20792,3891278,62115,15514,CTY00001,,Phân xưởng 8,,SO2405-0034,LSX05/24-039,BAOBT,,CMA050074G073TT.INT,,2215
PX,5/23/2024,PX05/24-0360,YÊU CẦU VẢI INTER LSX05/24-039,THACAINT500105110092TRTA,"Cuộn PP, trắng tẩy, K50cm(+1/-0.5), MĐ: 10.5x11.0, TL: 92g/m(+/-3).",M,KCU001,155.38,2655.90893,4002561,62115,15514,CTY00001,,Phân xưởng 8,,SO2405-0038,LSX05/24-045,BAOBT,,CMA050074G073TT.INT,,2215
PX,5/23/2024,PX05/24-0360,YÊU CẦU VẢI INTER LSX05/24-039,THACAINT500105110092TRTA,"Cuộn PP, trắng tẩy, K50cm(+1/-0.5), MĐ: 10.5x11.0, TL: 92g/m(+/-3).",M,KCU001,401.67,2369.90252,10346947,62115,15514,CTY00001,,Phân xưởng 8,,SO2405-0038,LSX05/24-045,BAOBT,,CMA050080G080TT.INT,,2215
PX,5/23/2024,PX05/24-0360,YÊU CẦU VẢI INTER LSX05/24-039,THACAINT500105110092TRTA,"Cuộn PP, trắng tẩy, K50cm(+1/-0.5), MĐ: 10.5x11.0, TL: 92g/m(+/-3).",M,KCU001,401.67,2369.90252,10346947,62115,15514,CTY00001,,Phân xưởng 8,,SO2405-0038,LSX05/24-045,BAOBT,,CMA050080G080TT.INT,,2215
PX,5/23/2024,PX05/24-0361,YÊU CẦU VẢI IN CUỘN MEKONG 59.5,THACAMEK595100110116TRDU,"Vải cuộn PP trắng đục có tẩy khổ 59.5cm, MĐ: 10.0x11.0, dọc: caro khít, ngang: 2x1; TL: 116.3g/m",M,KCU001,332.5,1610.19667,4830590,62115,15514,CTY00001,,Phân xưởng 8,,SO2404-0006,LSX04/24-040,BAOBT,,THAINMEK595950TD.CF2,,2215
PX,5/23/2024,PX05/24-0362,YÊU CẦU VẢI CẮT,THACAPRE710110110110TR50,"Cuộn PP, trắng đục, K71cm(+1/-0.5), MĐ: 11.0x11.0, TL: 110g/m(+/-3.3) (500N).",M,KCU001,4754,1810.72698,76224363,62115,15514,CTY00001,,Phân xưởng 8,,SO2402-0012,LSX04/24-062,BAOBT,,CMA071130TDPRE5,,2215
PX,5/23/2024,PX05/24-0363,YÊU CẦU VẢI UNIPACK,THACAUNP565100110083XALA,"Vải cuộn PP xanh lá, K56.5cm, MĐ: 10.0x11.0, kiểu dệt 1x1 TL: 83.5g/m.",M,KCU001,489.9,2482.69993,14528760,62115,15514,CTY00001,,Phân xưởng 8,,SO2404-0034,LSX05/24-015,BAOBT,,CMA056105G091XL.UNP,,2215
PX,5/23/2024,PX05/24-0364,YÊU CẦU VẢI CẮT PRESTASI,THACAPRE500102112084TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 10.2.0x11.2, TL: 84.5g/m",M,KCU001,230.18,1641.82966,4472344,62115,15514,CTY00001,,Phân xưởng 8,,SO2402-0012,LSX05/24-027,BAOBT,,CMA050086G076TDPRE,,2215
PX,5/23/2024,PX05/24-0364,YÊU CẦU VẢI CẮT PRESTASI,THACAPRE500102112084TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 10.2.0x11.2, TL: 84.5g/m",M,KCU001,526.1,1641.82477,10222001,62115,15514,CTY00001,,Phân xưởng 8,,SO2402-0012,LSX05/24-027,BAOBT,,THAINPRE5076.BLAHO,,2215
PX,5/23/2024,PX05/24-0365,YÊU CẦU VẢI IN CUỘN,THACAMOL530100110063TRDU,"Vải cuộn PP, trắng đục, K53.5cm (+1/-0.5), MĐ: 10.0x11.0, TL: 63.0g/m (+/-1.9).",M,KCU001,2343.4,2378.94579,77688281,62115,15514,CTY00001,,Phân xưởng 8,,SO2403-0043,LSX04/24-070,BAOBT,,THAIN053089TDMOL.EXFIRE,,2215
PX,5/23/2024,PX05/24-0365,YÊU CẦU VẢI IN CUỘN,THACAMOL530100110063TRDU,"Vải cuộn PP, trắng đục, K53.5cm (+1/-0.5), MĐ: 10.0x11.0, TL: 63.0g/m (+/-1.9).",M,KCU001,2403.12,1862.55995,79668115,62115,15514,CTY00001,,Phân xưởng 8,,SO2403-0043,LSX04/24-070,BAOBT,,THAIN053089TDMOL.EXFIRE,,2215
PX,5/23/2024,PX05/24-0366,Yêu cầu xuất nl Hấp ngày 13/5/2024,THACUHAL595085080778TRTR,"Vải cuộn PP, trắng trong, dệt lồng PE, K59.5cm (+/-0.5), TL: PP-77.8g/m + HDPE-22.2g/m = 100g/m (TL vải: 65.4gsm)",M,KCU001,2961.01,2393.79359,72342836,62114,15514,CTY00001,,Phân xưởng 8,,SO2404-0041,LSX05/24-012,BAOBT,,0102109030000000,,2215A
PX,5/23/2024,PX05/24-0376,Yêu cầu xuất NL Dệt (BS ngày 23/05/2024),SOI-KD01,"Sợi PP màu trắng đục, bản sợi 2.4mm, 880D",KG,KSO001,1707.3,14819.28,25300957,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0035,LSX05/24-038,VAICUON,,THACUKID098100100078TRDU,,2213
PX,5/23/2024,PX05/24-0376,Yêu cầu xuất NL Dệt (BS ngày 23/05/2024),SOI-MS01-1,"Sợi PP 820D bản chỉ 2.5 mm, trắng đục [Dùng MV8C]",KG,KSO001,208,20635.92,4292272,62114,15512,CTY00001,,Xưởng dệt,,SO2404-0007,LSX05/24-037,VAICUON,,0102125059000000,,2213
PX,5/23/2024,PX05/24-0376,Yêu cầu xuất NL Dệt (BS ngày 23/05/2024),SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",KG,KSO001,1219.6,16384.36,19982362,62114,15512,CTY00001,,Xưởng dệt,,SO2403-0051,LSX05/24-035,VAICUON,,0102125009000000,,2213
XK,5/23/2024,121,"Xuất kho bán hàng, INV:121",0102129003000000,"Vải manh PP, trắng đục, K127cm (Xẻ 2 hông thành 2 manh 127cm), MĐ: 7x7, TL: 76.0g/m. [4000 mét/cuộn]/THACUSMY127007007076TRDU",M,,25358,0,0,6322,15514,KH020015,,,,SO2403-0042,,,,,,2301
D1,5/24/2024,D105/24-0249,,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,KQC001,28000,23723.63,664261714,1521,1521,NCC020022,,,,,,,,,,
D1,5/24/2024,D105/24-0250,,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,KQC001,84000,23723.63,1992785142,1521,1521,NCC020022,,,,,,,,,,
D1,5/24/2024,D105/24-0251,,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,KQC001,56000,23723.63,1328523428,1521,1521,NCC020022,,,,,,,,,,
D1,5/24/2024,D105/24-0252,,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,KQC001,84000,23723.63,1992785142,1521,1521,NCC020022,,,,,,,,,,
D1,5/24/2024,D105/24-0253,,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,KQC001,84000,23723.63,1992785142,1521,1521,NCC020022,,,,,,,,,,
D1,5/24/2024,D105/24-0254,,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,KQC001,28000,23723.63,664261714,1521,1521,NCC020022,,,,,,,,,,
D1,5/24/2024,D105/24-0255,,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,KQC001,84000,23723.63,1992785142,1521,1521,NCC020022,,,,,,,,,,
DC,5/24/2024,DC05/24-0067,Chuyển Kho Thành Phẩm Bao sang kho Kinh Doanh xuất xe 51C-672.66 đi Cty Inter,TPH050074G074INT.PIGL254,"Bao TP-PP, trắng tẩy, K50x74LL, TL: 74g/cái, MK: PINK GLOBE - CODE 254 (2+0) (Mã: 5000591). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",CAI,KTP001,380,2110.868,10554340,15517,15515,KH010014,001306,,,SO2405-0034,,,,,,2260
DC,5/24/2024,DC05/24-0067,Chuyển Kho Thành Phẩm Bao sang kho Kinh Doanh xuất xe 51C-672.66 đi Cty Inter,TPH050074G074INT.PIGL255,"Bao TP-PP, trắng tẩy, K50x74LL, TL: 74g/cái, MK: PINK GLOBE - CODE 255 (2+0) (Mã: 5000591). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",CAI,KTP001,378.5,2110.119,10550595,15517,15515,KH010014,001306,,,SO2405-0034,,,,,,2260
DC,5/24/2024,DC05/24-0067,Chuyển Kho Thành Phẩm Bao sang kho Kinh Doanh xuất xe 51C-672.66 đi Cty Inter,TPH060085G102INT.DFIN107,"Bao TP-PP, trắng tẩy, K60x85LL, TL: 102g/cái, MK: DFIN PP 40KG - CODE 107 (2+0) (Mã: 5000407). [Tép 20 cái gấp 3, code ra ngoài; Bó 5 tép, dây cột trắng, cột chữ thập]",Cái,KTP001,215.5,1447.693,2895386,15517,15515,KH010014,001306,,,SO2405-0034,,,,,,2260
DC,5/24/2024,DC05/24-0067,Chuyển Kho Thành Phẩm Bao sang kho Kinh Doanh xuất xe 51C-672.66 đi Cty Inter,TPH060088INT.AQ34THAC322,"Bao TP-PP, trắng tẩy, K60x88LL, TL: 105g/cái, MK: AQUA FLOUR 34 THAI - CODE 322 (2+1) (Mã: 5000620). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",Cái,KTP001,539.5,1500.1544,7500772,15517,15515,KH010014,001306,,,SO2405-0034,,,,,,2260
DC,5/24/2024,DC05/24-0068,Chuyển Kho Thành Phẩm Bao sang kho Kinh Doanh xuất xe 51C-672.66 đi Cty MÊ KÔNG,TPH595920G112MEK.JP1,"Bao TP-PP, trắng tẩy, K59.5x92.0PB (cm), TL: 112.0 (±3.0)g/cái, MK: JP1 - 40KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài, bỏ vào túi HDPE, dán tem nhận diện]",Cái,KTP001,2773.5,3900.5784,97514460,15517,15515,KH010025,002221,,,SO2404-0006,,,,,,2260
DC,5/24/2024,DC05/24-0069,Chuyển Kho Thành Phẩm Bao sang kho Kinh Doanh cont SABAH 24/05/2024,TPH050076G70TDSAB.BHRC,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: BLUE HORSE R-CANAI (5000039). [EK: 500cái/kiện, có bao MK nhận dạng bên ngoài, bắn đai 4 ngang x 1 dọc]",CAI,KTP001,279.8,1539.8785,6159514,15517,15515,KH020014,,,,SO2403-0062,,,,,,2260
DC,5/24/2024,DC05/24-0069,Chuyển Kho Thành Phẩm Bao sang kho Kinh Doanh cont SABAH 24/05/2024,TPH050076G70TDSAB.BLHOEX,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 69.6g/cái (+/-5%), MK: BLUE HORSE EXP (3+0) (5000031). [EK: 500cái/kiện, có bao MK nhận dạng bên ngoài, bắn đai 4 ngang x 1 dọc]",CAI,KTP001,694.5,1538.6202,15386202,15517,15515,KH020014,,,,SO2403-0062,,,,,,2260
DC,5/24/2024,DC05/24-0069,Chuyển Kho Thành Phẩm Bao sang kho Kinh Doanh cont SABAH 24/05/2024,TPH050076G70TDSAB.BRHC,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: BROWN HORSE CRACKER (5000455). [EK: 500cái/kiện, có bao MK nhận dạng bên ngoài, bắn đai 4 ngang x 1 dọc]",CAI,KTP001,210,1536.45767,4609373,15517,15515,KH020014,,,,SO2403-0062,,,,,,2260
DC,5/24/2024,DC05/24-0069,Chuyển Kho Thành Phẩm Bao sang kho Kinh Doanh cont SABAH 24/05/2024,TPH050076G70TDSAB.GABR,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GARDENIA BRUNEI (3+0) (5000113). [EK: 500cái/kiện, có bao MK nhận dạng bên ngoài, bắn đai 4 ngang x 1 dọc]",CAI,KTP001,210,1539.696,4619088,15517,15515,KH020014,,,,SO2403-0062,,,,,,2260
DC,5/24/2024,DC05/24-0069,Chuyển Kho Thành Phẩm Bao sang kho Kinh Doanh cont SABAH 24/05/2024,TPH050076G70TDSAB.GHSPEX,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GOLD Horse SP EX CAP KUDA (3+0) (5000137). [EK: 500cái/kiện, có bao MK nhận dạng bên ngoài, bắn đai 4 ngang x 1 dọc]",CAI,KTP001,209.4,1535.958,4607874,15517,15515,KH020014,,,,SO2403-0062,,,,,,2260
