Ngày lập đơn,Số yêu cầu,Diễn giải,Yêu cầu mua hàng,Đơn đặt hàng,Mã mặt hàng,Tên mặt hàng,Đơn vị tính 1,Hệ số,Đơn vị tính 2,Số lượng (1),Số lượng (2)
11/23/2023,LN11/23-090,ĐỀ XUẤT MUA VPP THÁNG 11.2023 PO11/23-051,PR23/11-042,PO11/23-051,5300100490000000,Giấy A4 Màu Vàng 70,GRAM,1,GRAM,3,3
12/27/2023,LN12/23-114,ĐỀ XUẤT VPP THÁNG 12/2023 PO12/23-070/074.,PR23/12-059,PO12/23-070,5300100940000000,Giấy A3,GRAM,1,GRAM,1,1
11/17/2023,LN11/23-055,Vật tư sử dụng thay thế cho MMTB của phân xưởng dệt. PO10/23-044/054.,PR23/10-045,PO10/23-044,0902209570000000,Giắc cắm sạc xe nâng 3P - 200A,CAI,1,CAI,3,3
11/17/2023,LN11/23-055,Vật tư sử dụng thay thế cho MMTB của phân xưởng dệt. PO10/23-044/054.,PR23/10-049,PO10/23-054,0902209570000000,Giắc cắm sạc xe nâng 3P - 200A,CAI,1,CAI,2,2
12/28/2023,LN12/23-118,"Vật tư làm dàn hoa cho nhà văn phòng mới, PO12/23-027/044/067.",PR23/12-056,PO12/23-067,0902210040000000,Giá kẹp Bóng sấy IR hồng ngoại.,CAI,1,CAI,40,40
12/22/2023,LN12/23-099,Đặt khắc bản in cao su PO12/23-032/048.,PR23/12-042,PO12/23-048,5200108480000000,GFI-78x130,CM2,1,CM2,4050,4050
12/22/2023,LN12/23-100,Đặt khắc bản in cao su PO12/23-048.,PR23/12-042,PO12/23-048,5200108480000000,GFI-78x130,CM2,1,CM2,5950,5950
12/30/2023,LN12/23-131,Đặt khắc bản in cao su PO12/23-075.,PR23/12-063,PO12/23-075,5200108470000000,GFI-66x100,CM2,1,CM2,5960,5960
10/10/2023,LN10/23-033,"Xây mương dẫn nước lối đi bên đường, xây chậu cảnh PO09/23-078/096 VÀ PO10/23-021.",PR23/10-015,PO10/23-021,918200030000000,Gạch ống,VIEN,1,VIEN,2500,2500
12/21/2023,LN12/23-093,Kế hoạch làm chuồng chim bồ câu và xây bờ gốc cây (A Hợi) PO10/23-072 VÀ PO12/23-045.,PR23/12-037,PO12/23-045,918200030000000,Gạch ống,VIEN,1,VIEN,1700,1700
11/29/2023,LN11/23-127,Xây dựng đường đi và mạng thoát nước (theo đề xuất của chú Hợi) PO09/23-096.,PR23/09-081,PO09/23-096,0918200040000000,Gạch đinh,VIEN,1,VIEN,2000,2000
10/10/2023,LN10/23-028,Đặt bản in cao su (Interflour) PO10/23-014,PR23/10-007,PO10/23-014,5200104950000000,Fortaleza,CM2,1,CM2,7952,7952
10/10/2023,LN10/23-034,Đặt bản in Jipper (Dongwon) PO10/23-014/019.,PR23/10-007,PO10/23-014,5200104950000000,Fortaleza,CM2,1,CM2,2048,2048
11/20/2023,LN11/23-064,Đặt khắc bản in cao su PO11/23-012/026.,PR23/11-020,PO11/23-026,5200104950000000,Fortaleza,CM2,0.6922,CM2,6922,4791.4084
10/10/2023,LN10/23-034,Đặt bản in Jipper (Dongwon) PO10/23-014/019.,PR23/10-014,PO10/23-019,5200104870000000,FERRER ULTRA,CM2,1,CM2,7215,7215
10/16/2023,LN10/23-052,Đặt bản in Jipper (Dongwon),PR23/10-037,PO10/23-039,5200104860000000,FERRER SUPER,CM2,1,CM2,5369,5369
11/10/2023,LN11/23-028,Đặt khắc bản in ĐH San Cristobal PO11/23-012.,PR23/11-011,PO11/23-012,5200104860000000,FERRER SUPER,CM2,1,CM2,5053,5053
10/10/2023,LN10/23-034,Đặt bản in Jipper (Dongwon) PO10/23-014/019.,PR23/10-014,PO10/23-019,5200104850000000,FERRER FLOR,CM2,1,CM2,5468,5468
10/31/2023,LN10/23-118,ĐẶT KHẮC BẢN IN CAO SU (ĐH MEKONG) PO10/23-063.,PR23/10-058,PO10/23-063,52001051350000000,Fairy-25kg,CM2,1,CM2,8193,8193
12/28/2023,LN12/23-118,"Vật tư làm dàn hoa cho nhà văn phòng mới, PO12/23-027/044/067.",PR23/12-043,PO12/23-044,0902210010000000,Encoder E40H8 - 600-3-T- 24 .,CAI,1,CAI,2,2
10/17/2023,LN10/23-060,Vật tư lắp điện chiếu sáng cho máy dệt NOVA61. Và vật tư sửa chữa máy thổi 02. PO09/23-090 và PO10/23-033.,PR23/10-031,PO10/23-033,0902209343000000,Đuôi đèn công nghiệp E27.,CAI,1,CAI,45,45
12/7/2023,LN12/23-030,Vật tư sử dụng của bộ phận sx dệt sợi. Và vật tư làm dao cắt nhiệt NOVA61 theo đề xuất. PO11/23-093 và PO12/23-010.,PR23/11-094,PO11/23-093,0902209343000000,Đuôi đèn công nghiệp E27.,CAI,1,CAI,15,15
11/27/2023,LN11/23-101,"ĐẶT MỰC IN GIÁN TIẾP ĐƠN HÀNG 66 MFM PO11/23-064.  ĐỀ NGHỊ NK THEO SL THỰC NHẬN CÓ MẦU XANH DƯƠNG 39 THÊM 32 KG,",PR23/11-060,PO11/23-064,MDM-DMLPLM,Dung Môi PP Polime - Dung Môi gián tiếp - Mực Pha,KG,1,KG,160,160
11/27/2023,LN11/23-113,"ĐẶT MỰC IN TRỰC TIẾP  ĐƠN HÀNG INTER , MEKONG PO11/23-074.",PR23/11-075,PO11/23-074,MDM-DMLPLM,Dung Môi PP Polime - Dung Môi gián tiếp - Mực Pha,KG,1,KG,1020,1020
10/6/2023,LN10/23-015,"ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG ĐƠN HÀNG CHINA, INTER",PR23/10-006,PO10/23-010,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1,KG,680,680
10/17/2023,LN10/23-064,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG 66 MFM VÀ UNIPACK(SO2310-0029+SO2309-0040) po10/23-038/040.,PR23/10-036,PO10/23-038,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1,KG,1020,1020
10/26/2023,LN10/23-098,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG 66 LUMUT + INTER PO10/23-061.,PR23/10-059,PO10/23-061,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1,KG,1020,1020
10/26/2023,LN10/23-110,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG AGRI FEED  (SO2309-0035) +INTER,PR23/10-065,PO10/23-065,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1,KG,1020,1020
11/2/2023,LN11/23-006,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG AGRI FEED + UNIPACK+ INTER: SO2310-0056+SO2309-0040 PO11/23-002.,PR23/11-004,PO11/23-002,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1,KG,1020,1020
11/13/2023,LN11/23-034,"ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG CHINA, MFM, INTER, LAHAD: SO2310-0050, SO2309-0064, SO2311-0003 PO11/23-028",PR23/11-022,PO11/23-028,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1,KG,1020,1020
11/20/2023,LN11/23-069,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG MFM (SO2311-0004) PO11/23-048.,PR23/11-041,PO11/23-048,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1,KG,850,850
11/23/2023,LN11/23-092,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG 66 LUMUT (SO2311-0005). PO11/23-061,PR23/11-059,PO11/23-061,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1,KG,510,510
12/4/2023,LN12/23-013,"ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG MEKONG, INTER, 66 LUMUT PO11/23-096.",PR23/11-091,PO11/23-096,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1,KG,510,510
12/8/2023,LN12/23-036,ĐẶT DUNG MÔI +MỰC IN PO12/23-022.,PR23/12-014,PO12/23-022,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1,KG,1020,1020
12/14/2023,LN12/23-067,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG 66 PASIR + MEKONG:SO2312-0005 PO12/23-037.,PR23/12-032,PO12/23-037,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1,KG,1020,1020
12/22/2023,LN12/23-095,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG 66 LIMUT+ INTER+ MEKONG : SO2312-0037+SO2312-0036+SO2310-0034 PO12/23-065.,PR23/12-055,PO12/23-065,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1,KG,340,340
12/28/2023,LN12/23-117,"ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG INTER, MEKONG: SO2312-0049,SO2312-0045 PO12/23-080.",PR23/12-066,PO12/23-080,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1,KG,1020,1020
10/17/2023,LN10/23-064,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG 66 MFM VÀ UNIPACK(SO2310-0029+SO2309-0040) po10/23-038/040.,PR23/10-036,PO10/23-038,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,1,KG,24,24
10/26/2023,LN10/23-110,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG AGRI FEED  (SO2309-0035) +INTER,PR23/10-065,PO10/23-065,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,1,KG,24,24
11/2/2023,LN11/23-006,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG AGRI FEED + UNIPACK+ INTER: SO2310-0056+SO2309-0040 PO11/23-002.,PR23/11-004,PO11/23-002,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,1,KG,24,24
11/13/2023,LN11/23-034,"ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG CHINA, MFM, INTER, LAHAD: SO2310-0050, SO2309-0064, SO2311-0003 PO11/23-028",PR23/11-022,PO11/23-028,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,1,KG,24,24
11/20/2023,LN11/23-069,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG MFM (SO2311-0004) PO11/23-048.,PR23/11-041,PO11/23-048,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,1,KG,24,24
11/27/2023,LN11/23-113,"ĐẶT MỰC IN TRỰC TIẾP  ĐƠN HÀNG INTER , MEKONG PO11/23-074.",PR23/11-075,PO11/23-074,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,1,KG,24,24
12/4/2023,LN12/23-013,"ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG MEKONG, INTER, 66 LUMUT PO11/23-096.",PR23/11-091,PO11/23-096,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,1,KG,24,24
12/22/2023,LN12/23-095,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG 66 LIMUT+ INTER+ MEKONG : SO2312-0037+SO2312-0036+SO2310-0034 PO12/23-065.,PR23/12-055,PO12/23-065,MDM-DMPLMT,Dung môi POLIME trục tiếp,KG,1,KG,48,48
11/20/2023,LN11/23-069,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG MFM (SO2311-0004) PO11/23-048.,PR23/11-041,PO11/23-048,MDM-DMNK,Dung môi nhanh khô,KG,1,KG,72,72
10/6/2023,LN10/23-015,"ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG ĐƠN HÀNG CHINA, INTER",PR23/10-006,PO10/23-010,MDM-DMC,Dung môi Chỉnh,KG,1,KG,100,100
10/26/2023,LN10/23-098,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG 66 LUMUT + INTER PO10/23-061.,PR23/10-059,PO10/23-061,MDM-DMC,Dung môi Chỉnh,KG,1,KG,100,100
11/9/2023,LN11/23-023,ĐẶTMỰC IN TRỰC TIẾP ĐƠN HÀNG CHINA (SO2310-0050)  PO11/23-011.,PR23/11-010,PO11/23-011,MDM-DMC,Dung môi Chỉnh,KG,1,KG,100,100
12/4/2023,LN12/23-013,"ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG MEKONG, INTER, 66 LUMUT PO11/23-096.",PR23/11-091,PO11/23-096,MDM-DMC,Dung môi Chỉnh,KG,1,KG,75,75
12/11/2023,LN12/23-047,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG SARAWAK (SO2311-0047) + MEKONG PO12/23-030,PR23/12-019,PO12/23-030,MDM-DMC,Dung môi Chỉnh,KG,1,KG,75,75
12/22/2023,LN12/23-095,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG 66 LIMUT+ INTER+ MEKONG : SO2312-0037+SO2312-0036+SO2310-0034 PO12/23-065.,PR23/12-055,PO12/23-065,MDM-DMC,Dung môi Chỉnh,KG,1,KG,75,75
10/16/2023,LN10/23-058,Thiết bị sử dụng của bộ phận sản xuất theo đề xuất. PO09/23-039/090/097 VÀ PO10/23-032.,PR23/09-078,PO09/23-090,0917300060000000,Dũa hợp kim Tròn dài 200mm.,CAI,1,CAI,1,1
10/16/2023,LN10/23-058,Thiết bị sử dụng của bộ phận sản xuất theo đề xuất. PO09/23-039/090/097 VÀ PO10/23-032.,PR23/09-078,PO09/23-090,0917300070000000,Dũa hợp kim Tam giác dài 200mm.,CAI,1,CAI,1,1
10/16/2023,LN10/23-058,Thiết bị sử dụng của bộ phận sản xuất theo đề xuất. PO09/23-039/090/097 VÀ PO10/23-032.,PR23/09-078,PO09/23-090,0917300080000000,Dũa hợp kim dẹp dài 200mm.,CAI,1,CAI,1,1
10/16/2023,LN10/23-058,Thiết bị sử dụng của bộ phận sản xuất theo đề xuất. PO09/23-039/090/097 VÀ PO10/23-032.,PR23/09-078,PO09/23-090,0917300090000000,Dũa hợp kim Bán nguyệt dài 200mm.,CAI,1,CAI,1,1
10/31/2023,LN10/23-130,Kế Hoạch Phòng HCNS PO10/23-068.,PR23/10-067,PO10/23-068,0905100090000000,Đũa ăn cơm,DOI,1,DOI,20,20
12/11/2023,LN12/23-039,Thiết bị sử dụng của bộ phận Kho theo đề xuất. PO11/23-071/079/093.,PR23/11-079,PO11/23-079,0910700090000000,Đồng thau lục giác 30x1000mm,CAY,1,CAY,2,2
12/12/2023,LN12/23-052,Vật tư thay thế cho máy sợi LOHIA. PO11/23-009/066/071 VÀ PO12/23-012.,PR23/11-069,PO11/23-071,0902700780000000,Đồng Hồ Đo Tốc Độ Autonics MP5W-41,CAI,1,CAI,3,3
10/6/2023,LN10/23-012,VT sữa chữa ben xe nâng cuộn xưởng 5.,PR23/09-023,PO09/23-035,0902700770000000,Đồng hồ điều khiển nhiệt độ VX4 - USNA - A2.,CAI,1,CAI,4,4
12/12/2023,LN12/23-052,Vật tư thay thế cho máy sợi LOHIA. PO11/23-009/066/071 VÀ PO12/23-012.,PR23/11-057,PO11/23-066,0902209970000000,Domino sứ TC-652-A-2P KT: (L32.9 x W29.2 x H22),CAI,1,CAI,15,15
12/12/2023,LN12/23-052,Vật tư thay thế cho máy sợi LOHIA. PO11/23-009/066/071 VÀ PO12/23-012.,PR23/11-057,PO11/23-066,0902209960000000,Domino sứ TC-503-A-3P KT: (L37 x W22.1 x H19),CAI,1,CAI,15,15
12/30/2023,LN12/23-134,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG INTER + MEKONG PO12/23-088.,PR24/01-001,PO12/23-088,MDM-FL16,Đỏ Sen 16 FL,KG,1,KG,25,25
10/26/2023,LN10/23-098,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG 66 LUMUT + INTER PO10/23-061.,PR23/10-059,PO10/23-061,MDM-FL10,Đỏ Cam 10 FL,KG,1,KG,50,50
11/20/2023,LN11/23-069,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG MFM (SO2311-0004) PO11/23-048.,PR23/11-041,PO11/23-048,MDM-FL10,Đỏ Cam 10 FL,KG,1,KG,25,25
11/27/2023,LN11/23-113,"ĐẶT MỰC IN TRỰC TIẾP  ĐƠN HÀNG INTER , MEKONG PO11/23-074.",PR23/11-075,PO11/23-074,MDM-FL10,Đỏ Cam 10 FL,KG,1,KG,75,75
12/4/2023,LN12/23-013,"ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG MEKONG, INTER, 66 LUMUT PO11/23-096.",PR23/11-091,PO11/23-096,MDM-FL10,Đỏ Cam 10 FL,KG,1,KG,50,50
12/11/2023,LN12/23-047,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG SARAWAK (SO2311-0047) + MEKONG PO12/23-030,PR23/12-019,PO12/23-030,MDM-FL10,Đỏ Cam 10 FL,KG,1,KG,25,25
12/22/2023,LN12/23-095,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG 66 LIMUT+ INTER+ MEKONG : SO2312-0037+SO2312-0036+SO2310-0034 PO12/23-065.,PR23/12-055,PO12/23-065,MDM-FL10,Đỏ Cam 10 FL,KG,1,KG,50,50
12/28/2023,LN12/23-117,"ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG INTER, MEKONG: SO2312-0049,SO2312-0045 PO12/23-080.",PR23/12-066,PO12/23-080,MDM-FL10,Đỏ Cam 10 FL,KG,1,KG,75,75
10/9/2023,LN10/23-026,ĐẶT MỰC IN GIÁN TIẾP ĐƠN HÀNG CHINA SO2310-0011,PR23/10-012,PO10/23-017,MDM-FL485,Đỏ 485C,KG,1,KG,40,40
10/9/2023,LN10/23-024,ĐẶT MỰC IN GIÁN TIẾP HÀNG SAN SO2310-0011 (HÀNG GẤP ),PR23/10-005,PO10/23-009,MDM-FLDO192GT,Đỏ 192C FL gián tiếp,KG,1,KG,64,64
10/26/2023,LN10/23-099,ĐẶT MỰC IN GIÁN TIẾP ĐƠN HÀNG SÀI GÒN XANH + 66 LUMUT: SO2310-0028+SO2310-0029 PO10/23-,PR23/10-060,PO10/23-062,MDM-FLDO192GT,Đỏ 192C FL gián tiếp,KG,1,KG,64,64
11/13/2023,LN11/23-036,"ĐẶT MỰC IN GIÁN TIẾP ĐƠN SGX + MFM: SO2311-0003, SO2311-0005 PO11/23-027.",PR23/11-021,PO11/23-027,MDM-FLDO192GT,Đỏ 192C FL gián tiếp,KG,1,KG,32,32
11/27/2023,LN11/23-101,"ĐẶT MỰC IN GIÁN TIẾP ĐƠN HÀNG 66 MFM PO11/23-064.  ĐỀ NGHỊ NK THEO SL THỰC NHẬN CÓ MẦU XANH DƯƠNG 39 THÊM 32 KG,",PR23/11-060,PO11/23-064,MDM-FLDO192GT,Đỏ 192C FL gián tiếp,KG,1,KG,32,32
12/21/2023,LN12/23-092,ĐẶT MỰC IN GIÁN TIẾP ĐƠN HÀNG GFI SO2311-0040 PO12/23-064. ĐỀ NGHỊ NHẬP KHO THEO SỐ LƯỢNG THỰC NHẬN.,PR23/12-053,PO12/23-064,MDM-FLDO192GT,Đỏ 192C FL gián tiếp,KG,1,KG,25,25
10/4/2023,LN10/23-004,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG CHINA DEVAL (SO2309-0044),PR23/09-088,PO10/23-001,MDM-FLDO192,Đỏ 192C FL,KG,1,KG,75,75
10/6/2023,LN10/23-015,"ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG ĐƠN HÀNG CHINA, INTER",PR23/10-006,PO10/23-010,MDM-FLDO192,Đỏ 192C FL,KG,1,KG,75,75
10/26/2023,LN10/23-098,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG 66 LUMUT + INTER PO10/23-061.,PR23/10-059,PO10/23-061,MDM-FLDO192,Đỏ 192C FL,KG,1,KG,50,50
11/13/2023,LN11/23-034,"ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG CHINA, MFM, INTER, LAHAD: SO2310-0050, SO2309-0064, SO2311-0003 PO11/23-028",PR23/11-022,PO11/23-028,MDM-FLDO192,Đỏ 192C FL,KG,1,KG,50,50
11/28/2023,LN11/23-120,Vật tư sử dụng của phân xưởng sx sợi. PO11/23-078.,PR23/11-078,PO11/23-078,MDM-FLDO192,Đỏ 192C FL,KG,1,KG,25,25
12/11/2023,LN12/23-047,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG SARAWAK (SO2311-0047) + MEKONG PO12/23-030,PR23/12-019,PO12/23-030,MDM-FLDO192,Đỏ 192C FL,KG,1,KG,50,50
12/22/2023,LN12/23-095,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG 66 LIMUT+ INTER+ MEKONG : SO2312-0037+SO2312-0036+SO2310-0034 PO12/23-065.,PR23/12-055,PO12/23-065,MDM-FLDO192,Đỏ 192C FL,KG,1,KG,25,25
12/30/2023,LN12/23-134,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG INTER + MEKONG PO12/23-088.,PR24/01-001,PO12/23-088,MDM-FLDO192,Đỏ 192C FL,KG,1,KG,75,75
12/21/2023,LN12/23-093,Kế hoạch làm chuồng chim bồ câu và xây bờ gốc cây (A Hợi) PO10/23-072 VÀ PO12/23-045.,PR23/12-037,PO12/23-045,913900200000000,Đinh vít 3 phân,BICH,1,BICH,1,1
12/21/2023,LN12/23-093,Kế hoạch làm chuồng chim bồ câu và xây bờ gốc cây (A Hợi) PO10/23-072 VÀ PO12/23-045.,PR23/12-037,PO12/23-045,0913900080000000,Đinh thép 4 phân,Kg,1,Kg,1,1
12/30/2023,LN12/23-132,"Vật tư thay thế cho máy sợi LOHIA 1-2, vật tư sửa chữa máy móc thiết bị của phòng kỹ thuật. PO12/23-067/085.",PR23/12-070,PO12/23-085,913900210000000,Định nổ dùng cho súng bắn đinh nổ.,CAI,1,CAI,200,200
11/28/2023,LN11/23-116,Vật tư sử dụng sửa chữa của phòng kỹ thuật. PO11/23-024/044/073.,PR23/11-019,PO11/23-024,0913900070000000,Đinh 5 phân,Kg,1,Kg,35,35
11/28/2023,LN11/23-116,Vật tư sử dụng sửa chữa của phòng kỹ thuật. PO11/23-024/044/073.,PR23/11-019,PO11/23-024,0913900060000000,Đinh 4cm,KG,1,KG,15,15
11/21/2023,LN11/23-075,Vật tư sử dụng chạy hàng của phân xưởng JUMBO theo đề xuất. PO11/23-046,PR23/11-035,PO11/23-046,0902209920000000,Điện trở nhiệt sử phi 330x40mm - 240V- 2500W,CAI,1,CAI,1,1
12/4/2023,LN12/23-003,Vật tư thay thế và dự phòng thay thế cho máy sợi LOHIA1+2 PO11/23-082.,PR23/11-084,PO11/23-082,0902209990000000,Điện trở nhiệt phi 16.8 x 220mm - 230V - 1500W. ( GC theo bản vẽ),CAY,1,CAY,8,8
12/27/2023,LN12/23-104,Vật tư sử dụng cho máy cắt máy JUMBO theo đề xuất. ĐIỆN TRỞ 01 BỘ GỒM 04 CÁI. PO12/23-039.,PR23/12-034,PO12/23-039,0902209361000000,Điện trở nhiệt đúc nhôm 45x20x170mm - 240V-800W ( GC theo bản vẽ),CAI,1,CAI,1,1
11/20/2023,LN11/23-063,Đặt khắc bản in cao su PO11/23-026.,PR23/11-020,PO11/23-026,5200104600000000,Diamond,CM2,1,CM2,4524,4524
10/31/2023,LN10/23-130,Kế Hoạch Phòng HCNS PO10/23-068.,PR23/10-067,PO10/23-068,0905100110000000,Đĩa size Trung,CAI,1,CAI,6,6
10/31/2023,LN10/23-130,Kế Hoạch Phòng HCNS PO10/23-068.,PR23/10-067,PO10/23-068,0905100100000000,Đĩa Size Nhỏ,CAI,1,CAI,6,6
10/31/2023,LN10/23-130,Kế Hoạch Phòng HCNS PO10/23-068.,PR23/10-067,PO10/23-068,0905100120000000,Đĩa size lớn,CAI,1,CAI,6,6
10/31/2023,LN10/23-130,Kế Hoạch Phòng HCNS PO10/23-068.,PR23/10-067,PO10/23-068,0905100080000000,Đĩa Muối Tiêu,CAI,1,CAI,6,6
10/12/2023,LN10/23-043,Mua bạt che nhà xe (theo đề xuất chú hợi) PO10/23-021,PR23/10-015,PO10/23-021,0902209690000000,Đèn rọi cột ngoài 7W,CAI,1,CAI,21,21
10/12/2023,LN10/23-043,Mua bạt che nhà xe (theo đề xuất chú hợi) PO10/23-021,PR23/10-015,PO10/23-021,0902209650000000,Đèn led dây ánh sáng vàng,CUON,1,CUON,2,2
12/7/2023,LN12/23-025,Mua vật tư thay phao bồn nước x8 và đèn chân cầu thang văn phòng mới ( anh hợi) PO12/23-004,PR23/12-004,PO12/23-004,0902209650000000,Đèn led dây ánh sáng vàng,CUON,1,CUON,3,3
11/27/2023,LN11/23-106,Thiết bị sử dụng của bộ phận Kho theo đề xuất. PO11/23-071,PR23/11-068,PO11/23-071,0902209930000000,Đèn led âm trần Anfaco AFC-731 - Ánh sáng vàng 3200K.,CAI,1,CAI,24,24
11/27/2023,LN11/23-106,Thiết bị sử dụng của bộ phận Kho theo đề xuất. PO11/23-071,PR23/11-068,PO11/23-071,0902209940000000,Đèn led âm trần Anfaco AFC-731 - Ánh sáng trug tính- 4200K.,CAI,1,CAI,7,7
11/23/2023,LN11/23-089,Vật tư thay thế cho máy sợi LOHIA. PO10/23-072 VÀ PO11/23-009/024/032.,PR23/11-027,PO11/23-032,0902209910000000,Đèn báo màu đỏ phi 22-24V- Schneider - XB7EV04BP.,CAI,1,CAI,40,40
10/23/2023,LN10/23-087,ĐẶT MỰC IN GIÁN TIẾP ĐƠN HÀNG MẪU SÀI GÒN XANH. PO10/23-046.,PR23/10-043,PO10/23-046,MDM-FL92GT,Đen 92 FL gián tiếp,KG,1,KG,32,32
10/26/2023,LN10/23-099,ĐẶT MỰC IN GIÁN TIẾP ĐƠN HÀNG SÀI GÒN XANH + 66 LUMUT: SO2310-0028+SO2310-0029 PO10/23-,PR23/10-060,PO10/23-062,MDM-FL92GT,Đen 92 FL gián tiếp,KG,1,KG,32,32
11/13/2023,LN11/23-036,"ĐẶT MỰC IN GIÁN TIẾP ĐƠN SGX + MFM: SO2311-0003, SO2311-0005 PO11/23-027.",PR23/11-021,PO11/23-027,MDM-FL92GT,Đen 92 FL gián tiếp,KG,1,KG,64,64
11/27/2023,LN11/23-101,"ĐẶT MỰC IN GIÁN TIẾP ĐƠN HÀNG 66 MFM PO11/23-064.  ĐỀ NGHỊ NK THEO SL THỰC NHẬN CÓ MẦU XANH DƯƠNG 39 THÊM 32 KG,",PR23/11-060,PO11/23-064,MDM-FL92GT,Đen 92 FL gián tiếp,KG,1,KG,96,96
12/4/2023,LN12/23-008,ĐẶT MỰC IN GIÁN TIẾP ĐƠN HÀNG MEKONG VÀ SGX PO11/23-091. ĐỀ NGHỊ NHẬP KHO THEO SL THỰC NHẬN.,PR23/11-092,PO11/23-091,MDM-FL92GT,Đen 92 FL gián tiếp,KG,1,KG,50,50
12/21/2023,LN12/23-092,ĐẶT MỰC IN GIÁN TIẾP ĐƠN HÀNG GFI SO2311-0040 PO12/23-064. ĐỀ NGHỊ NHẬP KHO THEO SỐ LƯỢNG THỰC NHẬN.,PR23/12-053,PO12/23-064,MDM-FL92GT,Đen 92 FL gián tiếp,KG,1,KG,100,100
10/4/2023,LN10/23-004,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG CHINA DEVAL (SO2309-0044),PR23/09-088,PO10/23-001,MDM-FL92,Đen 92 FL,KG,1,KG,50,50
10/6/2023,LN10/23-015,"ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG ĐƠN HÀNG CHINA, INTER",PR23/10-006,PO10/23-010,MDM-FL92,Đen 92 FL,KG,1,KG,25,25
10/26/2023,LN10/23-110,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG AGRI FEED  (SO2309-0035) +INTER,PR23/10-065,PO10/23-065,MDM-FL92,Đen 92 FL,KG,1,KG,50,50
