Ngày lập đơn,Số yêu cầu,Diễn giải,Yêu cầu mua hàng,Đơn đặt hàng,Mã mặt hàng,Tên mặt hàng,Đơn vị tính 1,Hệ số,Đơn vị tính 2,Số lượng (1),Số lượng (2)
11/27/2023,LN11/23-101,"ĐẶT MỰC IN GIÁN TIẾP ĐƠN HÀNG 66 MFM PO11/23-064.  ĐỀ NGHỊ NK THEO SL THỰC NHẬN CÓ MẦU XANH DƯƠNG 39 THÊM 32 KG,",PR23/11-060,PO11/23-064,MDM-FLXL3415CGT,Xanh Lá 3415C FL gián tiếp,KG,1,KG,16,16
12/21/2023,LN12/23-092,ĐẶT MỰC IN GIÁN TIẾP ĐƠN HÀNG GFI SO2311-0040 PO12/23-064. ĐỀ NGHỊ NHẬP KHO THEO SỐ LƯỢNG THỰC NHẬN.,PR23/12-053,PO12/23-064,MDM-FLXL3415CGT,Xanh Lá 3415C FL gián tiếp,KG,1,KG,25,25
10/4/2023,LN10/23-004,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG CHINA DEVAL (SO2309-0044),PR23/09-088,PO10/23-001,MDM-FLXL3415C,Xanh Lá 3415C FL,KG,1,KG,50,50
10/6/2023,LN10/23-015,"ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG ĐƠN HÀNG CHINA, INTER",PR23/10-006,PO10/23-010,MDM-FLXL3415C,Xanh Lá 3415C FL,KG,1,KG,50,50
10/17/2023,LN10/23-064,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG 66 MFM VÀ UNIPACK(SO2310-0029+SO2309-0040) po10/23-038/040.,PR23/10-036,PO10/23-038,MDM-FLXL3415C,Xanh Lá 3415C FL,KG,1,KG,25,25
11/23/2023,LN11/23-092,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG 66 LUMUT (SO2311-0005). PO11/23-061,PR23/11-059,PO11/23-061,MDM-FLXL3415C,Xanh Lá 3415C FL,KG,1,KG,50,50
11/28/2023,LN11/23-120,Vật tư sử dụng của phân xưởng sx sợi. PO11/23-078.,PR23/11-078,PO11/23-078,MDM-FLXL3415C,Xanh Lá 3415C FL,KG,1,KG,50,50
12/14/2023,LN12/23-067,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG 66 PASIR + MEKONG:SO2312-0005 PO12/23-037.,PR23/12-032,PO12/23-037,MDM-FLXL3415C,Xanh Lá 3415C FL,KG,1,KG,125,125
12/22/2023,LN12/23-095,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG 66 LIMUT+ INTER+ MEKONG : SO2312-0037+SO2312-0036+SO2310-0034 PO12/23-065.,PR23/12-055,PO12/23-065,MDM-FLXL3415C,Xanh Lá 3415C FL,KG,1,KG,100,100
12/28/2023,LN12/23-117,"ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG INTER, MEKONG: SO2312-0049,SO2312-0045 PO12/23-080.",PR23/12-066,PO12/23-080,MDM-FLXL3415C,Xanh Lá 3415C FL,KG,1,KG,50,50
10/12/2023,LN10/23-042,ĐẶT MỰC IN GIÁN TIẾP ĐƠN HÀNG CHINA SO2310-0011,PR23/10-012,PO10/23-016,MDM-FLREFBLUEGT,Xanh Dương Reflex Blue C gián tiếp,KG,1,KG,160,160
10/16/2023,LN10/23-050,ĐẶT MỰC IN GIÁN TIẾP ĐƠN HÀNG CHINA SO2310-0011 PO10/23-016.,PR23/10-012,PO10/23-016,MDM-FLREFBLUEGT,Xanh Dương Reflex Blue C gián tiếp,KG,1,KG,80,80
10/9/2023,LN10/23-026,ĐẶT MỰC IN GIÁN TIẾP ĐƠN HÀNG CHINA SO2310-0011,PR23/10-012,PO10/23-017,MDM-FLREFBLUE,Xanh Dương Reflex Blue C,KG,1,KG,375,375
10/26/2023,LN10/23-110,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG AGRI FEED  (SO2309-0035) +INTER,PR23/10-065,PO10/23-065,MDM-FLREFBLUE,Xanh Dương Reflex Blue C,KG,1,KG,150,150
11/2/2023,LN11/23-006,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG AGRI FEED + UNIPACK+ INTER: SO2310-0056+SO2309-0040 PO11/23-002.,PR23/11-004,PO11/23-002,MDM-FLREFBLUE,Xanh Dương Reflex Blue C,KG,1,KG,150,150
11/27/2023,LN11/23-100,ĐẶT MỰC IN GIÁN TIẾP ĐƠN HÀNG GẤP MEKONG (SO2310-0034) PO11/23-067.,PR23/11-062,PO11/23-067,MDM-FL39GT,Xanh Dương 39 FL gián tiếp,KG,1,KG,32,32
11/28/2023,LN11/23-118,ĐẶT BỔ SUNG MỰC IN GIÁN TIẾP XANH 39 PO11/23-076.,PR23/11-081,PO11/23-076,MDM-FL39GT,Xanh Dương 39 FL gián tiếp,KG,1,KG,32,32
10/4/2023,LN10/23-004,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG CHINA DEVAL (SO2309-0044),PR23/09-088,PO10/23-001,MDM-FL39,Xanh Dương 39 FL,KG,1,KG,25,25
10/17/2023,LN10/23-064,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG 66 MFM VÀ UNIPACK(SO2310-0029+SO2309-0040) po10/23-038/040.,PR23/10-036,PO10/23-038,MDM-FL39,Xanh Dương 39 FL,KG,1,KG,50,50
11/2/2023,LN11/23-006,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG AGRI FEED + UNIPACK+ INTER: SO2310-0056+SO2309-0040 PO11/23-002.,PR23/11-004,PO11/23-002,MDM-FL39,Xanh Dương 39 FL,KG,1,KG,50,50
11/9/2023,LN11/23-023,ĐẶTMỰC IN TRỰC TIẾP ĐƠN HÀNG CHINA (SO2310-0050)  PO11/23-011.,PR23/11-010,PO11/23-011,MDM-FL39,Xanh Dương 39 FL,KG,1,KG,225,225
12/4/2023,LN12/23-013,"ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG MEKONG, INTER, 66 LUMUT PO11/23-096.",PR23/11-091,PO11/23-096,MDM-FL39,Xanh Dương 39 FL,KG,1,KG,100,100
12/4/2023,LN12/23-013,"ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG MEKONG, INTER, 66 LUMUT PO11/23-096.",PR23/11-091,PO11/23-096,MDM-FL39,Xanh Dương 39 FL,KG,1,KG,25,25
12/22/2023,LN12/23-095,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG 66 LIMUT+ INTER+ MEKONG : SO2312-0037+SO2312-0036+SO2310-0034 PO12/23-065.,PR23/12-055,PO12/23-065,MDM-FL39,Xanh Dương 39 FL,KG,1,KG,50,50
12/28/2023,LN12/23-117,"ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG INTER, MEKONG: SO2312-0049,SO2312-0045 PO12/23-080.",PR23/12-066,PO12/23-080,MDM-FL39,Xanh Dương 39 FL,KG,1,KG,50,50
10/9/2023,LN10/23-024,ĐẶT MỰC IN GIÁN TIẾP HÀNG SAN SO2310-0011 (HÀNG GẤP ),PR23/10-005,PO10/23-009,MDM-FLXD2763GT,Xanh Dương 2763 FL gián tiếp,KG,1,KG,16,16
11/13/2023,LN11/23-036,"ĐẶT MỰC IN GIÁN TIẾP ĐƠN SGX + MFM: SO2311-0003, SO2311-0005 PO11/23-027.",PR23/11-021,PO11/23-027,MDM-FLXD2763GT,Xanh Dương 2763 FL gián tiếp,KG,1,KG,15.5,15.5
10/6/2023,LN10/23-015,"ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG ĐƠN HÀNG CHINA, INTER",PR23/10-006,PO10/23-010,MDM-FLXD2763,Xanh Dương 2763 FL,KG,1,KG,25,25
10/17/2023,LN10/23-064,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG 66 MFM VÀ UNIPACK(SO2310-0029+SO2309-0040) po10/23-038/040.,PR23/10-036,PO10/23-038,MDM-FLXD2763,Xanh Dương 2763 FL,KG,1,KG,25,25
11/20/2023,LN11/23-069,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG MFM (SO2311-0004) PO11/23-048.,PR23/11-041,PO11/23-048,MDM-FLXD2763,Xanh Dương 2763 FL,KG,1,KG,35,35
11/28/2023,LN11/23-120,Vật tư sử dụng của phân xưởng sx sợi. PO11/23-078.,PR23/11-078,PO11/23-078,MDM-FLXD2763,Xanh Dương 2763 FL,KG,1,KG,50,50
12/14/2023,LN12/23-067,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG 66 PASIR + MEKONG:SO2312-0005 PO12/23-037.,PR23/12-032,PO12/23-037,MDM-FLXD2763,Xanh Dương 2763 FL,KG,1,KG,50,50
11/28/2023,LN11/23-117,Vật tư làm dàn hoa công viên văn phòng mới. PO11/23-073,PR23/11-073,PO11/23-073,0700100080000000,Xăng thơm công nghiệp.,LIT,1,LIT,5,5
11/29/2023,LN11/23-128,Vật tư sơn dàn hoa công viên văn phòng mới. PO11/23-079/081.,PR23/11-085,PO11/23-081,0700100080000000,Xăng thơm công nghiệp.,LIT,1,LIT,5,5
12/7/2023,LN12/23-024,Vật tư làm dàn hoa công viên văn phòng mới.PO11/23-073 và PO12/23-012.,PR23/11-073,PO11/23-073,0700100080000000,Xăng thơm công nghiệp.,LIT,1,LIT,5,5
12/21/2023,LN12/23-091,"Vật tư dụng làm nhà kho khu vực Ó, và vật tư sửa chữa thiết bị văn phòng. PO12/23-059.",PR23/12-050,PO12/23-059,0700100080000000,Xăng thơm công nghiệp.,LIT,1,LIT,10,10
12/4/2023,LN12/23-015,"Đề xuất mua: xà phòng rửa tay CN, xe vắt có thùng lau nhà; nước lau san nhà; nước lau kính; swim PO10/23-020/079/086.",PR23/11-077,PO11/23-079,5200110650000003,Xà phòng rửa chén,THUNG,1,THUNG,4,4
12/27/2023,LN12/23-109,Đặt khắc bản in cao su PO12/23-075.,PR23/12-063,PO12/23-075,5200107220000000,WHITE TIGER,CM2,1,CM2,2594,2594
12/30/2023,LN12/23-137,Đặt khắc bản in cao su PO12/23-089.,PR24/01-005,PO12/23-089,5200107210000000,White Globe,CM2,1,CM2,1539,1539
11/20/2023,LN11/23-066,Vật tư sửa chữa MMTB của phòng kỹ thuật. PO11/23-009/039.,PR23/11-030,PO11/23-039,0902900370000000,Vòng sin phi ngoài 70x6mm,SOI,1,SOI,5,5
11/20/2023,LN11/23-066,Vật tư sửa chữa MMTB của phòng kỹ thuật. PO11/23-009/039.,PR23/11-030,PO11/23-039,0902900400000000,Vòng sin phi ngoài 70x3.5mm,SOI,1,SOI,5,5
11/20/2023,LN11/23-066,Vật tư sửa chữa MMTB của phòng kỹ thuật. PO11/23-009/039.,PR23/11-030,PO11/23-039,0902900180000000,Vòng sin phi ngoài 35 x 3.5mm,SOI,1,SOI,5,5
11/20/2023,LN11/23-066,Vật tư sửa chữa MMTB của phòng kỹ thuật. PO11/23-009/039.,PR23/11-030,PO11/23-039,0902900390000000,Vòng sin phi ngoài 20x1.5mm,SOI,1,SOI,5,5
11/20/2023,LN11/23-066,Vật tư sửa chữa MMTB của phòng kỹ thuật. PO11/23-009/039.,PR23/11-030,PO11/23-039,0902900380000000,Vòng sin phi ngoài 16x2.5mm,SOI,1,SOI,5,5
10/16/2023,LN10/23-057,Vật tư lắp máy dệt NOVA 61. PO08/23-099 VÀ PO09/23-088.,PR23/08-056,PO08/23-099,090300025000000,Vít đuôi cá đầu dù 4x15mm,BICH,1,BICH,2,2
10/16/2023,LN10/23-057,Vật tư lắp máy dệt NOVA 61. PO08/23-099 VÀ PO09/23-088.,PR23/08-056,PO08/23-099,0903000010000000,Vít bắn tôn đuôi cá đầu lục giác 5x20mm.,Kg,1,Kg,2,2
10/16/2023,LN10/23-058,Thiết bị sử dụng của bộ phận sản xuất theo đề xuất. PO09/23-039/090/097 VÀ PO10/23-032.,PR23/10-031,PO10/23-032,0903000010000000,Vít bắn tôn đuôi cá đầu lục giác 5x20mm.,Kg,1,Kg,3,3
11/17/2023,LN11/23-049,Mua vật tư làm mái che đóng balet (chú Hợi) PO10/23-060 VÀ PO11/23-045.,PR23/10-056,PO10/23-060,0905501940000000,VÍT BẮN TÔN 50mm,KG,1,KG,4,4
11/20/2023,LN11/23-070,DỤNG CỤ BẾP THIÊN PHÁT ĐỢT 2 PO11/23-049.,PR23/11-045,PO11/23-049,5200109300000000,VẬT TƯ PHỤ,BO,1,BO,1,1
10/4/2023,LN10/23-004,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG CHINA DEVAL (SO2309-0044),PR23/09-088,PO10/23-001,MDM-FL23,Vàng Chanh 23 FL,KG,1,KG,50,50
10/17/2023,LN10/23-064,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG 66 MFM VÀ UNIPACK(SO2310-0029+SO2309-0040) po10/23-038/040.,PR23/10-036,PO10/23-038,MDM-FL23,Vàng Chanh 23 FL,KG,1,KG,25,25
10/17/2023,LN10/23-064,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG 66 MFM VÀ UNIPACK(SO2310-0029+SO2309-0040) po10/23-038/040.,PR23/10-038,PO10/23-040,MDM-FL23,Vàng Chanh 23 FL,KG,1,KG,50,50
10/26/2023,LN10/23-098,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG 66 LUMUT + INTER PO10/23-061.,PR23/10-059,PO10/23-061,MDM-FL23,Vàng Chanh 23 FL,KG,1,KG,75,75
10/26/2023,LN10/23-110,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG AGRI FEED  (SO2309-0035) +INTER,PR23/10-065,PO10/23-065,MDM-FL23,Vàng Chanh 23 FL,KG,1,KG,50,50
11/9/2023,LN11/23-023,ĐẶTMỰC IN TRỰC TIẾP ĐƠN HÀNG CHINA (SO2310-0050)  PO11/23-011.,PR23/11-010,PO11/23-011,MDM-FL23,Vàng Chanh 23 FL,KG,1,KG,25,25
11/23/2023,LN11/23-092,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG 66 LUMUT (SO2311-0005). PO11/23-061,PR23/11-059,PO11/23-061,MDM-FL23,Vàng Chanh 23 FL,KG,1,KG,50,50
11/27/2023,LN11/23-113,"ĐẶT MỰC IN TRỰC TIẾP  ĐƠN HÀNG INTER , MEKONG PO11/23-074.",PR23/11-075,PO11/23-074,MDM-FL23,Vàng Chanh 23 FL,KG,1,KG,75,75
11/28/2023,LN11/23-120,Vật tư sử dụng của phân xưởng sx sợi. PO11/23-078.,PR23/11-078,PO11/23-078,MDM-FL23,Vàng Chanh 23 FL,KG,1,KG,25,25
12/4/2023,LN12/23-013,"ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG MEKONG, INTER, 66 LUMUT PO11/23-096.",PR23/11-091,PO11/23-096,MDM-FL23,Vàng Chanh 23 FL,KG,1,KG,25,25
12/7/2023,LN12/23-027,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG MEKONG PO12/23-008.,PR23/12-006,PO12/23-008,MDM-FL23,Vàng Chanh 23 FL,KG,1,KG,50,50
12/11/2023,LN12/23-047,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG SARAWAK (SO2311-0047) + MEKONG PO12/23-030,PR23/12-019,PO12/23-030,MDM-FL23,Vàng Chanh 23 FL,KG,1,KG,100,100
12/14/2023,LN12/23-067,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG 66 PASIR + MEKONG:SO2312-0005 PO12/23-037.,PR23/12-032,PO12/23-037,MDM-FL23,Vàng Chanh 23 FL,KG,1,KG,25,25
12/22/2023,LN12/23-095,ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG 66 LIMUT+ INTER+ MEKONG : SO2312-0037+SO2312-0036+SO2310-0034 PO12/23-065.,PR23/12-055,PO12/23-065,MDM-FL23,Vàng Chanh 23 FL,KG,1,KG,75,75
12/28/2023,LN12/23-117,"ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG INTER, MEKONG: SO2312-0049,SO2312-0045 PO12/23-080.",PR23/12-066,PO12/23-080,MDM-FL23,Vàng Chanh 23 FL,KG,1,KG,100,100
12/28/2023,LN12/23-117,"ĐẶT MỰC IN TRỰC TIẾP ĐƠN HÀNG INTER, MEKONG: SO2312-0049,SO2312-0045 PO12/23-080.",PR23/12-066,PO12/23-080,MDM-FL23,Vàng Chanh 23 FL,KG,1,KG,100,100
10/5/2023,LN10/23-011,Vật tư sử dụng hằng ngày của PKT và dự phòng thay thế máy móc thiết bị phục vụ sản xuất.PO23/09-018/065/084/097/0100.,PR23/08-038,PO09/23-018,0903900890000000,Van ty cổng inox phi 42,CAI,1,CAI,3,3
12/7/2023,LN12/23-025,Mua vật tư thay phao bồn nước x8 và đèn chân cầu thang văn phòng mới ( anh hợi) PO12/23-004,PR23/12-004,PO12/23-004,0903900800000000,VAN PHAO CƠ INOX PHI 27,Cái,1,Cái,1,1
11/2/2023,LN11/23-005,Vật tư thay bồn cầu viglacera (A Hợi) PO11/23-001,PR23/11-001,PO11/23-001,0903900610000000,Van Nhựa 49,CAI,1,CAI,1,1
11/28/2023,LN11/23-115,Vật tư sửa chữa máy móc thiết bị của phòng kỹ thuật. PO11/23-066.,PR23/11-061,PO11/23-066,0903901120000000,Van an toàn xả khí nén ren ngoài 17mm,CAI,1,CAI,5,5
10/16/2023,LN10/23-055,Vật tư thay thế cho máy sợi LOHIA-8. ANH PHƯƠNG BÁO 16/10/2023 BỎ MỤC CỐT MÓC PO09/23-035/065 VÀ PO10/23-015/023.,PR23/10-016,PO10/23-023,0909700010000000,Vải lau,Kg,1,Kg,800,800
11/23/2023,LN11/23-089,Vật tư thay thế cho máy sợi LOHIA. PO10/23-072 VÀ PO11/23-009/024/032.,PR23/10-072,PO10/23-069,0909700010000000,Vải lau,Kg,1,Kg,300,300
12/27/2023,LN12/23-115,Đề xuất mua khung gỗ để chính sách chất lượng PO12/23-057/059.,PR23/12-048,PO12/23-057,0909700010000000,Vải lau,Kg,1,Kg,800,800
12/27/2023,LN12/23-115,Đề xuất mua khung gỗ để chính sách chất lượng PO12/23-057/059.,PR23/12-049,PO12/23-059,0909700010000000,Vải lau,Kg,1,Kg,200,200
10/6/2023,LN10/23-096,"Nhân NVL gia công may HIỆP PHƯỚC
SO2310-0013.",,,03CAT-TU001-05-0000-DEDA,"Vải không dệt, đệm đai; KT: 10.0x8.0cm; TL: 3.0g/cái",Cái,0.003,KG,16000,48
10/12/2023,LN10/23-097,"Nhân NVL gia công may HIỆP PHƯỚC
SO2310-0013.",,,03CAT-TU001-05-0000-DEDA,"Vải không dệt, đệm đai; KT: 10.0x8.0cm; TL: 3.0g/cái",Cái,0.003,KG,8000,24
10/27/2023,LN10/23-112,"YCNK hàng phế ĐẠI AN trả về của chuyến 1, ngày 26/10/2023 100.2kg phế",,,THACUDAA185135168351VA00,"Vải cuộn PP, màu vàng, K93.5cm(+/-0.5), xếp hông 2 bên 45.75cm (dệt khổ tròn 185cm, khổ banh 370cm), xẻ giữa không bung + gập biên 2cm, MĐ: 13.5x16.8 [KH: 14x14], TL: 351.5g/m. [Đánh dấu lỗi dệt bằng băng keo đỏ]",KG,1,KG,100.2,100.2
12/18/2023,LN12/23-082,"YCNK hàng phế ĐẠI AN trả về của chuyến 2, ngày 18/12/2023; 81.8kg phế",,,THACUDAA185135168351VA00,"Vải cuộn PP, màu vàng, K93.5cm(+/-0.5), xếp hông 2 bên 45.75cm (dệt khổ tròn 185cm, khổ banh 370cm), xẻ giữa không bung + gập biên 2cm, MĐ: 13.5x16.8 [KH: 14x14], TL: 351.5g/m. [Đánh dấu lỗi dệt bằng băng keo đỏ]",KG,1,KG,81.8,81.8
12/19/2023,LN12/23-083,"YCNK hàng phế ĐẠI AN trả về của chuyến 2, ngày 18/12/2023; 81.8kg phế + 16.6kg=98.4 kg phế chuyến 2",,,THACUDAA185135168351VA00,"Vải cuộn PP, màu vàng, K93.5cm(+/-0.5), xếp hông 2 bên 45.75cm (dệt khổ tròn 185cm, khổ banh 370cm), xẻ giữa không bung + gập biên 2cm, MĐ: 13.5x16.8 [KH: 14x14], TL: 351.5g/m. [Đánh dấu lỗi dệt bằng băng keo đỏ]",KG,1,KG,16.6,16.6
10/6/2023,LN10/23-096,"Nhân NVL gia công may HIỆP PHƯỚC
SO2310-0013.",,,03CAT-TU001-05-0000-VABD,"Vải bọc đai màu trắng, có tráng; KT: 17.0x34.0cm; TL: 10.8g/cái.",Cái,0.0108,KG,3500,37.8
10/12/2023,LN10/23-097,"Nhân NVL gia công may HIỆP PHƯỚC
SO2310-0013.",,,03CAT-TU001-05-0000-VABD,"Vải bọc đai màu trắng, có tráng; KT: 17.0x34.0cm; TL: 10.8g/cái.",Cái,0.0108,KG,8500,91.8
10/11/2023,LN10/23-038,Bổ sung số lượng thực thế mẫu Jumbo GFI PO09/23-090 và PO10/23-015.,PR23/09-077,PO09/23-090,0910000030000000,"Vải bố bọc ty, màu ngà vàng, định lượng 348gsm dùng cho Máy Thổi",M,1,M,20,20
10/6/2023,LN10/23-096,"Nhân NVL gia công may HIỆP PHƯỚC
SO2310-0013.",,,03CAT-TU001-05-0000-VCP0,"Vách ngăn chống phình PP, có tráng, K54.0cmx100.0cm, TL: 57.8g/cái. (Đã tạo chống phình)",Cái,0.0578,KG,4000,231.2
