Chứng từ,Ngày tạo,Số chứng từ,Diễn giải,Vật tư,Tên vật tư,Kho,Đơn vị tính (1),SL 1,Đơn vị tính (2),SL 2,Giá,Tiền vốn,Tk Nợ,Tk Có,Đối tượng,Nhân viên,Phân xưởng,Bộ phận,Đơn hàng/Hợp đồng bán,Lệnh sản xuất,Công đoạn,Trung tâm chi phí,Sản phẩm,Mã vụ việc,Mã giao dịch
PX,45201,PX10/23-0002,Yêu cầu xuất NL Sợi X01 ca đêm 30/09/2023-ngày 01/10-2023,SUI-TRANG,Sủi trắng,KNL001,KG,243.6,KG,243.6,4325.86,1053778,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2308-0047,LSX08/23-072,SOI,,SOI-SP21-HD,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-DUONG-EMH7016,"Hạt màu xanh dương, EMH7016 (EUP)",KNL001,KG,4.83,KG,4.83,83883.08,405155,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR23,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-DUONG-EMH7016,"Hạt màu xanh dương, EMH7016 (EUP)",KNL001,KG,8.61,KG,8.61,83883.08,722233,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR23,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-DUONG-EMH7016,"Hạt màu xanh dương, EMH7016 (EUP)",KNL001,KG,0.94,KG,0.94,83883.08,78850,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR23,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-DUONG-EMH7016,"Hạt màu xanh dương, EMH7016 (EUP)",KNL001,KG,4.42,KG,4.42,83883.08,370763,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR23,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-DUONG-EMH7016,"Hạt màu xanh dương, EMH7016 (EUP)",KNL001,KG,0.41,KG,0.41,83883.08,34392,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR23,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-DUONG-EMH7016,"Hạt màu xanh dương, EMH7016 (EUP)",KNL001,KG,0.41,KG,0.41,83883.08,34392,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR23,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-DUONG-EMH7016,"Hạt màu xanh dương, EMH7016 (EUP)",KNL001,KG,0.6,KG,0.6,83883.08,50330,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR23,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-DUONG-EMH7016,"Hạt màu xanh dương, EMH7016 (EUP)",KNL001,KG,25.19,KG,25.19,83883.08,2113015,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR23,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-DUONG-EMH7016,"Hạt màu xanh dương, EMH7016 (EUP)",KNL001,KG,4.22,KG,4.22,83883.08,353987,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR23,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-DUONG-EMH7016,"Hạt màu xanh dương, EMH7016 (EUP)",KNL001,KG,19.32,KG,19.32,83883.08,1620621,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR23,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-DUONG-EMH7016,"Hạt màu xanh dương, EMH7016 (EUP)",KNL001,KG,17.21,KG,17.21,83883.08,1443628,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR23,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-DUONG-EMH7016,"Hạt màu xanh dương, EMH7016 (EUP)",KNL001,KG,2.12,KG,2.12,83883.08,177832,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR23,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-DUONG-EMH7016,"Hạt màu xanh dương, EMH7016 (EUP)",KNL001,KG,2.12,KG,2.12,83883.08,177832,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR23,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-DUONG-EMH7016,"Hạt màu xanh dương, EMH7016 (EUP)",KNL001,KG,3.16,KG,3.16,83883.08,265071,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR23,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-EMH4022,Hạt màu đỏ EMH4022 - Châu âu,KNL001,KG,4.83,KG,4.83,83641.31,403988,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR25,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-EMH4022,Hạt màu đỏ EMH4022 - Châu âu,KNL001,KG,4.63,KG,4.63,83641.31,387259,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR25,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-EMH4022,Hạt màu đỏ EMH4022 - Châu âu,KNL001,KG,0.94,KG,0.94,83641.31,78623,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR25,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-EMH4022,Hạt màu đỏ EMH4022 - Châu âu,KNL001,KG,8.61,KG,8.61,83641.31,720152,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR25,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-EMH4022,Hạt màu đỏ EMH4022 - Châu âu,KNL001,KG,0.81,KG,0.81,83641.31,67749,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR25,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-EMH4022,Hạt màu đỏ EMH4022 - Châu âu,KNL001,KG,0.94,KG,0.94,83641.31,78623,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR25,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-EMH4022,Hạt màu đỏ EMH4022 - Châu âu,KNL001,KG,0.6,KG,0.6,83641.31,50185,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR25,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-EMH4022,Hạt màu đỏ EMH4022 - Châu âu,KNL001,KG,4.4,KG,4.4,83641.31,368022,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR25,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-EMH4022,Hạt màu đỏ EMH4022 - Châu âu,KNL001,KG,0.6,KG,0.6,83641.31,50185,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR25,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-EMH4022,Hạt màu đỏ EMH4022 - Châu âu,KNL001,KG,0.41,KG,0.41,83641.31,34293,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR25,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-EMH4022,Hạt màu đỏ EMH4022 - Châu âu,KNL001,KG,1.07,KG,1.07,83641.31,89496,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR25,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-EMH4022,Hạt màu đỏ EMH4022 - Châu âu,KNL001,KG,17.62,KG,17.62,83641.31,1473760,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR25,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,KNL001,Kg,2028.78,Kg,2028.78,21340.18,43294532,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0056,LSX09/23-045,SOI,,SOI-SP22,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,KNL001,Kg,181.52,Kg,181.52,21340.18,3873670,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR25,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,KNL001,Kg,173.98,Kg,173.98,21340.18,3712765,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR25,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,KNL001,Kg,35.37,Kg,35.37,21340.18,754802,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR25,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,KNL001,Kg,323.38,Kg,323.38,21340.18,6900988,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR25,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,KNL001,Kg,30.32,Kg,30.32,21340.18,647034,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR25,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,KNL001,Kg,35.38,Kg,35.38,21340.18,755016,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR25,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,KNL001,Kg,22.7,Kg,22.7,21340.18,484422,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR25,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,KNL001,Kg,166.47,Kg,166.47,21340.18,3552500,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR25,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,KNL001,Kg,22.71,Kg,22.71,21340.18,484636,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR25,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,KNL001,Kg,15.13,Kg,15.13,21340.18,322877,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR25,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,KNL001,Kg,158.4,Kg,158.4,21340.18,3380285,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR25,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,KNL001,Kg,661.64,Kg,661.64,21340.18,14119517,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR25,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,KNL001,Kg,188.81,Kg,188.81,21340.18,4029240,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0016,LSX09/23-018,SOI,,SOI-DTD-01-1,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,KNL001,Kg,188.81,Kg,188.81,21340.18,4029240,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0016,LSX09/23-018,SOI,,SOI-DTD-01-1,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,KNL001,Kg,188.81,Kg,188.81,21340.18,4029240,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0016,LSX09/23-018,SOI,,SOI-DTD-01-1,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,KNL001,Kg,705.38,Kg,705.38,21340.18,15052937,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0033,LSX09/23-022,SOI,,SOI-DTD-01-1,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,KNL001,Kg,181.52,Kg,181.52,21340.18,3873670,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR23,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,KNL001,Kg,323.39,Kg,323.39,21340.18,6901201,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR23,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,KNL001,Kg,35.38,Kg,35.38,21340.18,755016,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR23,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,KNL001,Kg,166.42,Kg,166.42,21340.18,3551433,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR23,,2211
PX,45201,PX10/23-0003,Yêu cầu xuất NL Sợi X07 ca đêm 30/09/2023-ngày 01/10-2023,HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,KNL001,Kg,15.13,Kg,15.13,21340.18,322877,62112,1521,CTY00001,,Phân xưởng 7,,SO2309-0051,LSX09/23-053,SOI,,SOI-PR23,,2211
