Mã số,Mặt hàng,Đvt (2),SL (2),Đvt (1),SL (1),Date
0927600116000000,Bạc đạn UCF - 212,CAI,2,CAI,2,03/04/2025
0924200010000000,Kính hàn điện tử Weldcom W202A,CAI,3,CAI,3,03/04/2025
5200109950000000,"Mỏ hàn thiếc tự động 100W KPS (1C/H, 48C/T) – CÁI",CAI,1,CAI,1,03/04/2025
0905401250000000,Đầu cốt nichifu R3.5-4,CAI,600,CAI,600,03/04/2025
0905401260000000,Đầu cốt nichifu R8-6S.,CAI,600,CAI,600,03/04/2025
0906900410000000,Chụp mũ màu NICHIFU TIC 8 ( đỏ - vàng - xanh - đen ),CAI,800,CAI,800,03/04/2025
0903100570000000,Thanh Trung Tính Nối đất 12P (10x10x120mm),CAI,12,CAI,12,03/04/2025
0905401270000000,Đầu cos đồng nhôm DTL-1-120,CAI,40,CAI,40,03/04/2025
0905401280000000,Đầu cos đồng nhôm DTLC- 70mm2,CAI,40,CAI,40,03/04/2025
0902211670000000,Rơ le LED 2C/0 230VAC - RXM2AB2P7.,CAI,10,CAI,10,03/04/2025
0902211680000000,Rơ le LED - RXM4AB2P7. - 14 chân,CAI,10,CAI,10,03/04/2025
0905401290000000,Đầu cốt loại vuông NICHIFU CB 22-8S,CAI,60,CAI,60,03/04/2025
0902211690000000,Máng điện tráng kẽm 120x80x2.5mm.,M,60,M,60,03/04/2025
0902211700000000,Co Lên Máng điện tráng kẽm 120x80x2.5mm.,CAI,2,CAI,2,03/04/2025
0902211710000000,Co Xuống Máng điện tráng kẽm 120x80x2.5mm.,CAI,2,CAI,2,03/04/2025
0902211720000000,T Máng điện tráng kẽm 120x80x2.5mm.,CAI,2,CAI,2,03/04/2025
0906900420000000,Chụp mũ màu NICHIFU TIC 22 ( đỏ - vàng - xanh - đen ),CAI,400,CAI,400,03/04/2025
0906400080000000,Ốc siết cáp nhựa PG-16,CAI,20,CAI,20,03/04/2025
0906400100000000,Ốc siết cáp nhựa PG-21,CAI,20,CAI,20,03/04/2025
0906400120000000,Ốc siết cáp nhựa PG-29,CAI,20,CAI,20,03/04/2025
0906400140000000,Ốc siết cáp nhựa PG-42,CAI,20,CAI,20,03/04/2025
0906400150000000,Ốc siết cáp nhựa PG-48,CAI,20,CAI,20,03/04/2025
0905800240000000,Mũi khoét hợp kim phi 27,CAI,1,CAI,1,03/04/2025
0905800790000000,Mũi khoét hợp kim phi 60,CAI,1,CAI,1,03/04/2025
0905800800000000,Mũi khoét hợp kim phi 65,CAI,1,CAI,1,03/04/2025
0905800530000000,Mũi khoét hợp kim phi 53,CAI,1,CAI,1,03/04/2025
0905401300000000,Đầu cốt loại vuông NICHIFU CB 70-10,CAI,20,CAI,20,03/04/2025
0906600780000000,Chụp mũ màu nichifu TIC 70 (đỏ - vàng - xanh - đen ),CAI,20,CAI,20,03/04/2025
0902211730000000,Tủ điện nhựa 300x400x250mm,CAI,2,CAI,2,03/04/2025
0902205050000000,Đèn LED pha 50W KITAWA chíp led COB 5054. AC:DP03.50.,CAI,4,CAI,4,03/04/2025
0902211740000000,MCB - 1P- 6A-10KA- A9F84106 Schneider.,CAI,2,CAI,2,03/04/2025
0912400030000000,Băng tải máy in cái chu vi 10000x800x2mm,CAI,1,CAI,1,03/04/2025
0902101070000000,"Dây đai răng bước H, Khoảng cách răng 12.7mm - bản 45mm, chất liệu PU lõi thép - dài 2620mm",SOI,2,SOI,2,03/04/2025
9045002480000238,Khuôn dập hình chữ nhật ( kích thước 14cm x50cm),CAI,2,CAI,2,03/04/2025
9045002480000241,Khuôn dập hình chữ nhật ( kích thước 15cm x 25 cm),CAI,2,CAI,2,03/04/2025
9045002480000244,Khuôn dập hình chữ nhật ( kích thước 20cm x 70 cm),CAI,2,CAI,2,03/04/2025
9045002480000245,Khuôn dập chi tiết bao Jumbo 10cmx30cm (Góc bầu).,CAI,4,CAI,4,03/04/2025
0911700070000000,Cành hoa Đào trang trí.,CAI,2,CAI,2,03/04/2025
5300102290000000,Giấy xếp đỏ 54x79cm.,TO,3,TO,3,03/04/2025
5300102300000000,"Dây chữ trang trí "" CHÚC MỪNG NĂM MỚI """,CAI,3,CAI,3,03/04/2025
5300102310000000,"Dây chữ trang trí "" AN KHANG THỊNH VƯỢNG """,CAI,2,CAI,2,03/04/2025
5300102320000000,"Dây chữ trang trí "" VẠN SỰ NHƯ Ý """,CAI,9,CAI,9,03/04/2025
5300102330000000,Quạt giấy trang trí tết.,CAI,2,CAI,2,03/04/2025
5300102340000000,"Số ""2025"" trang trí tết.",CAI,1,CAI,1,03/04/2025
5300102350000000,Dây đèn led nháy nhiều màu trang trí.,Sợi,16,Sợi,16,03/04/2025
0911700080000000,Hoa mai giấy trang trí,KG,1,KG,1,03/04/2025
0911700090000000,Liễn treo trang trí.,CAI,13,CAI,13,03/04/2025
0906800290000000,CÂN SÀN ĐIỆN TỬ  XK3190 -T7E /  2 TẤN - KT: 1.5mx1.5m,CAI,1,CAI,1,03/04/2025
0907100450000000,Motor Quạt 220v-130w,CAI,-3,CAI,-3,03/04/2025
5200103770000000,Aqua32,CM2,0,CM2,0,03/04/2025
5200104150000000,Blue Horse,CM2,0,CM2,0,03/04/2025
5200108091000000,Vòng Căng bụng đường kính 34.7cm,CAI,3,CAI,3,03/04/2025
5200111310000000,"Quạt hút EBMPAPST 614NHHR, 24VDC, 60x60x25mm",CAI,10,CAI,10,03/04/2025
0902210600000000,Tụ điện CD60-75UF -0250VAC,CAI,2,CAI,2,03/04/2025
051001050000000,ORO UNO (polime),CM2,575,CM2,575,03/04/2025
HAT-PP456J,Hạt Nhựa 456j,KG,362.56,KG,362.56,03/04/2025
HAT-PPA-3MB910,"Hạt phụ gia trợ gia công PPA cho thổi.  , ve sinh truc vit may soi",KG,82,KG,82,03/04/2025
HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,7500,KG,7500,03/04/2025
HAT-PPM9600,Hạt nhựa PP M9600,KG,29325.4,KG,29325.4,03/04/2025
HAT-PPKC-114G,Hạt nhựa PP kéo sợi - 114G,Kg,193.33,Kg,193.33,03/04/2025
HAT-PPKC-H030SG,Hạt nhựa PP kéo sợi - H030SG,Kg,182000,Kg,182000,03/04/2025
HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,Kg,23,Kg,23,03/04/2025
HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,124723.95,Kg,124723.95,03/04/2025
HAT-PPKC-GY130,Hạt nhựa PP kéo sợi - GY130,KG,21.31,KG,21.31,03/04/2025
HAT-PPKC-GRADE-1,Hạt nhựa PP kéo sợi  Grade - 1,KG,326.88,KG,326.88,03/04/2025
HAT-PP-HP550J,Hạt nhựa PP HP550J,KG,37537.32,KG,37537.32,03/04/2025
HAT-HDKC,"Hạt nhựa HDPE kéo chỉ. [5000S (Inno Plus), 5480s (SCG), MF5000 (Lotte)...]",KG,1500,KG,1500,03/04/2025
HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,24750,KG,24750,03/04/2025
HAT-LDPE.THOI,Hạt nhựa LDPE thổi gồm các mã: 2427H; 0374; 4024W; .....,KG,8525,KG,8525,03/04/2025
HAT-LDPE.TRANG,"Hạt nhựa LDPE tráng LDPE. [LDPE 801YY, D777C, SUMITOMO L705]",KG,575,KG,575,03/04/2025
HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,10256.7,KG,10256.7,03/04/2025
HAT-BEIGE-EMH66111A,Hạt màu beige EMH66111A.,KG,12,KG,12,03/04/2025
HAT-BEIGE-EMH66125A,Hạt màu beige EMH66125A.,KG,287.46,KG,287.46,03/04/2025
HAT-BLUEMPP3007,Hạt màu xanh da trời blue MPP 3007,KG,50,KG,50,03/04/2025
HAT-CAM-EMH33113,Hạt màu cam EMH33113.,KG,51,KG,51,03/04/2025
HAT-CAM-EMH33113B,Hạt màu cam EMH33113B ( hạt màu của Thiệu Trinh),KG,50,KG,50,03/04/2025
HAT-DEN-MPP330,Hạt màu đen mã số MPP 330 (Chính Phát Thành),KG,10.5,KG,10.5,03/04/2025
HAT-EMH-22103A,"Hạt màu vàng, châu Âu, 22103A.",KG,165,KG,165,03/04/2025
HAT-EMH4022,Hạt màu đỏ EMH4022 - Châu âu,KG,120,KG,120,03/04/2025
HAT-EMH5022,Hạt màu XANH NGỌC EMH5022. [EuP],KG,52.5,KG,52.5,03/04/2025
HAT-EMH55196,Hạt màu xanh lá EMH55196. [EUP] [376C],KG,192.89,KG,192.89,03/04/2025
HAT-EMH77197,Hạt màu xanh dương EMH77197. [EUP] [2195C],KG,286.64,KG,286.64,03/04/2025
HAT-MCAM.EMH3004A,"Hạt màu cam, EMH3004A (EuP). [Cam DW]",KG,175,KG,175,03/04/2025
HAT-MPP1484L2,Hạt màu vàng MPP 1484 L2,KG,100,KG,100,03/04/2025
HAT-MV.MPP-2864,Hạt màu vàng MPP-2864,KG,25,KG,25,03/04/2025
HAT-MVCA-2014,Hạt màu vàng EMP2014(C. Âu),KG,428.65,KG,428.65,03/04/2025
HAT-MVCA-22269,Hạt màu vàng EMH 22269 (Châu Âu),KG,98,KG,98,03/04/2025
HAT-BEIGE-EMH66145B,Hạt màu beige EMH66145B.,KG,40,KG,40,03/04/2025
HAT-EMH1050,Hạt màu Trắng 1050,Kg,16,Kg,16,03/04/2025
HAT-EMH22269,Hạt màu EMH22269,Kg,251.8,Kg,251.8,03/04/2025
HAT-CAM-33102C,Hạt màu cam EMH33102C,Kg,878.2,Kg,878.2,03/04/2025
HAT-DEN-04H8004,Hạt màu đen mã số 04H8004 (Tân Hùng Cơ),KG,67.14,KG,67.14,03/04/2025
HAT-CAM-EMH33113A,Hạt màu cam EMH33113A.,KG,284.5,KG,284.5,03/04/2025
HAT-BEIGE-EMH66170,Hạt màu beige EMH66170.,KG,25,KG,25,03/04/2025
HAT-MAUBEIGE-49006U,Hạt màu beige  49006U.(Polymerasia),KG,200,KG,200,03/04/2025
HAT-BEIGE-EMH66170A,Hạt màu beige EMH66170A.,KG,148.7,KG,148.7,03/04/2025
HAT-BEIGE-EMH66185,Hạt màu beige EMH66185,KG,310.77,KG,310.77,03/04/2025
HAT-M001-TAICAL-PP02M,Hạt mẫu Taical mã PP02M.,KG,200,KG,200,03/04/2025
HAT-TACCA,Hạt Taical tráng Châu Âu 1005.,KG,8622.197,KG,8622.2,03/04/2025
HAT-TACKS,Hạt Taical kéo sợi,KG,6125,KG,6125,03/04/2025
HAT-TACKS-JB,Hạt Taical kéo sợi Jumbo. [Hanotech: HF006R] [Châu Âu: PP1002BRT],KG,4297.74,KG,4297.74,03/04/2025
HAT-TALC-THOI,Hạt Taical thổi PE1001-2C +  IF-PE114C7 (Đại Á),KG,0,KG,0,03/04/2025
HAT-TACKS-1001,Hạt Taical EFPP1001 trắng sáng,Kg,25181.83,Kg,25181.83,03/04/2025
HAT-TACKS-1470REB,[Hạt Taical mẫu] Grade: HP 1470REB. [Hanotech] [Mã so sánh: EUP1001],Kg,200,Kg,200,03/04/2025
HAT-TACKS-AP442,Hạt Taical kéo sợi APP442,Kg,4625,Kg,4625,03/04/2025
TAICAL-EFPP1003D,Taical EFPP1003D,Kg,150,Kg,150,03/04/2025
TP-07PPS,Hạt Taical kéo sợi - mẫu,KG,200,KG,200,03/04/2025
TP-09PP,Hạt Taical kéo sợi - mẫu,KG,200,KG,200,03/04/2025
TP-9625T,Hạt Taical kéo sợi - mẫu,KG,50,KG,50,03/04/2025
HAT-TACKS-BDE40,Hạt taical kéo sợi ADE40,KG,50,KG,50,03/04/2025
HAT-TALC-THOI-IFC7,Hạt taical thổi HDPE IF-PE114C7 (Đại Á),KG,8201.64,KG,8201.64,03/04/2025
TAICAL-IFPP111CR-VTM,Hạt taical kéo sợi IFPP111CR-VTM D/A,KG,400,KG,400,03/04/2025
HAT-TACKS-HP1260RT,Hạt Taical kéo sợi HP1260RT,KG,300,KG,300,03/04/2025
HAT-TACKS-UF211,Hạt Taical kéo sợi UF211,KG,200,KG,200,03/04/2025
HAT-SUIMAU(TAH00059),Tạo hạt sủi màu beige (TAH00059),KG,2000,KG,2000,03/04/2025
SUI-DEN,Sủi đen,KG,10040,KG,10040,03/04/2025
SUI-HDPE,Sủi HDPE.,KG,7650,KG,7650,03/04/2025
SUI-KIENG-I,Sủi kiếng loại I.,KG,200,KG,200,03/04/2025
SUI-KIENG-III-TP,Sủi kiếng loại III TP. [Màu đen],KG,4989.11,KG,4989.11,03/04/2025
SUI-LDPE,Sủi LDPE.,KG,11068,KG,11068,03/04/2025
SUI-MAUCAM,Sủi màu CAM,KG,2380,KG,2380,03/04/2025
SUI-MAUDO,Sủi màu đỏ.,KG,2080,KG,2080,03/04/2025
SUI-RUALAI,"Hạt nhựa đổ, rửa ó lại",KG,9600,KG,9600,03/04/2025
SUI-TAPMAU,Sủi tạp màu.,KG,1500,KG,1500,03/04/2025
SUI-TRANG,Sủi trắng,KG,9100,KG,9100,03/04/2025
SUI-VANG,Sủi vàng,KG,15817.52,KG,15817.52,03/04/2025
SUI-XANHLA,Sủi màu xanh lá,KG,2200,KG,2200,03/04/2025
SUI-BEIGE,Sủi màu beige. ( Mã mua ngoài ),KG,5751.74,KG,5751.74,03/04/2025
TAY-TRANG,Tẩy trắng,KG,9.18,KG,9.18,03/04/2025
HAT-TAYOP10,Hạt tẩy trắng quang học OP10 (Đại Á),KG,320.47,KG,320.47,03/04/2025
HAT-TAYW0282,Hạt tẩy W0282 (Hồng Vĩnh Phát),KG,18.26,KG,18.26,03/04/2025
HAT-D2W-93190-C,Hạt phụ gia tự hủy d2w 93190/C.,KG,25,KG,25,03/04/2025
HAT-EMPP-MF,"Hạt ổn định MFI. (MF4X, MF5X, MF6X)",KG,2746.83,KG,2746.83,03/04/2025
HAT-EVA,"Hạt nhựa EVA: H2181, 7350M...",KG,3518.67,KG,3518.67,03/04/2025
HAT-PA05D,Hạt phụ gia trợ gia công PA 05D.,KG,25,KG,25,03/04/2025
HAT-HUPET,Hạt phụ gia Hupet,Kg,825,Kg,825,03/04/2025
UVDL,UV 20783PP,Kg,20,Kg,20,03/04/2025
HAT-UV218TA,"Hạt UV218TA (Đại Á, test UV 300h)",KG,50.42,KG,50.42,03/04/2025
HAT-IMSL5A,Hạt slip IM-SL5A (Đại Á),KG,225,KG,225,03/04/2025
HAT-HATPLC,Hạt PoLyCom,KG,175,KG,175,03/04/2025
HAT-ATB-EMA203,"Hạt phụ gia chống dính Antiblock, EM A 203",KG,20,KG,20,03/04/2025
HAT-UV783PPM,Hạt IM - UV783PPM (Đại Á- UV 200h),KG,4,KG,4,03/04/2025
HAT-EMMV8C,Hạt phụ gia MV8C (Châu Âu),KG,1655.74,KG,1655.74,03/04/2025
HAT-UV881C,Hạt UV 881C (Châu Âu),KG,1252.19,KG,1252.19,03/04/2025
HAT-MAUXAMVSM,Hat màu xám. Dùng để vệ sinh trục vít.,KG,25,KG,25,03/04/2025
HAT-UV670,"Hạt UV 670 (Hossin, 250h)",KG,10,KG,10,03/04/2025
HAT-TPP,"Hạt nhựa TPP: FL7632L, Hạt L6000N ...",KG,3474.42,KG,3474.42,03/04/2025
0914400014000001,Bộ chia HDMI,CAI,1,CAI,1,03/04/2025
0905800580000000,Mũi khoét hợp kim phi 42,CAI,1,CAI,1,03/04/2025
0906201129000000,Bàn Hút Bụi (HITACHI),CAI,1,CAI,1,03/04/2025
5200110510000000,"Tạp dề vải có túi dùng trong công nghiệp, Màu nâu ( túi phía trước lớn để đựng công cụ dụng cụ )",CAI,103,CAI,103,03/04/2025
5300102200000000,Kệ mica chức vụ 2 mặt 75x240MM,CAI,20,CAI,20,03/04/2025
0905400240000000,Đầu cos Nichifu CB100,Cái,40,Cái,40,03/04/2025
0905400250000000,Đầu cos Nichiful CB 80,Cái,40,Cái,40,03/04/2025
0905400260000000,Đầu cos nichifu CB 70,Cái,40,Cái,40,03/04/2025
5300102270000000,Ghế nhựa Cao Duy Tân kt: 33x33x44.5cm.,CAI,5,CAI,5,03/04/2025
5200109101000000,Nón Kết Lưỡi Trai,CAI,600,CAI,600,03/04/2025
5200109570000000,Chổi cỏ.,CAY,17,CAY,17,03/04/2025
0926700020000000,"CỤC CHÊM CUỘN(Đáy dưới: L 12cm x W 10cm, Đáy trên: L 3cm x W 10cm, Mặt dựng: H 10cm x W 10cm, Mặt vát: L 12cm x W 10cm)c",CAI,500,CAI,500,03/04/2025
0906801200000000,Màn hình máy tính,CAI,8,CAI,10,03/04/2025
0926700030000000,CỤC THAU 032022,CAI,1,CAI,1,03/04/2025
0903900450000000,VAN NHỰA TAY GẠT PHI 60,CAI,2,CAI,2,03/04/2025
5200109140000000,Hệ thống Hút khói,Cái,5.4,M,5.4,03/04/2025
5200109150000000,Phin lọc mỡ,Cái,5.4,M,5.4,03/04/2025
5200109160000000,Ống hút khói +ông gom khói,Cái,11.4,M,11.4,03/04/2025
5200109170000000,Bẫy Tách Mỡ,CAI,1,CAI,1,03/04/2025
53BCCMZMT3,Bình chữa cháy khí CO2 MT3( CÓ DỒNG HỒ),BINH,-29,BINH,-29,03/04/2025
53BCCMZMT5,Bình chữa cháy khí CO2 MT5,BINH,-6,BINH,-6,03/04/2025
53BCCMFZ4,Bình chữa cháy  bột,BINH,-7,BINH,-7,03/04/2025
53BCCMFZ8,Bình chữa cháy  bột ( CÓ DỒNG HỒ),BINH,-28,BINH,-28,03/04/2025
53BCCMFZL35,Bình chữa cháy  bột,BINH,-5,BINH,-5,03/04/2025
0908300410000000,Ổn Áp Robot Reno 5KVA (90-250v) - Reno 818,CAI,2,CAI,2,03/04/2025
0906801000000000,Máy vi tính để bàn,CAI,3,CAI,3,03/04/2025
5200109310000000,Dép tổ ong màu xanh dương Size 43,DOI,62,DOI,62,03/04/2025
0909900054000000,Khung gắn Motor giải nhiệt tháp 30RT.,BO,1,BO,1,03/04/2025
5200110650000004,Thuốc Panadol,HOP,2,HOP,2,03/04/2025
5200110650000005,Thuốc Decogel,HOP,2,HOP,2,03/04/2025
5200110650000010,Băng cá nhân,HOP,2,HOP,2,03/04/2025
5200110650000012,Thuốc Salonpas,HOP,5,HOP,5,03/04/2025
5300101760000000,Bìa còng F7 khổ A5,CAI,2,CAI,2,03/04/2025
VPP-010000001000000,Mỳ tôm hảo hảo,THUNG,60,THUNG,60,03/04/2025
5300100650000000,Thẻ Xe Máy,CAI,60,CAI,60,03/04/2025
53NONTAMKHA00491,Nón (tạm cho khách),CAI,750,CAI,750,03/04/2025
5300100101000000,Bìa Trình Ký Nhựa,CAI,58,CAI,58,03/04/2025
5300100310000000,BB Double,CAI,145,CAI,145,03/04/2025
5300100360000000,Bút lông dầu đỏ,CAY,24,CAY,24,03/04/2025
5300100410000000,Bút xóa,CAY,12,CAY,11,03/04/2025
5300100450000000,Ghim Giấy,HOP,13,HOP,13,03/04/2025
5300100460000000,Giấy A472,Gram,82,Gram,82,03/04/2025
5300100480000000,Giấy A482,Gram,11,Gram,11,03/04/2025
5300100510000000,Giấy A5/70,Gram,24,Gram,24,03/04/2025
5300100530000000,Giấy in liên tục 3 liên,THUNG,2,THUNG,2,03/04/2025
5300100540000000,Kẹp Bướm 15 mm,HOP,6,HOP,6,03/04/2025
5300100550000000,Kẹp Bướm 19mm,HOP,13,HOP,13,03/04/2025
5300100560000000,Kẹp Bướm 25 mm,HOP,6,HOP,6,03/04/2025
5300100590000000,Lưỡi Dao Lớn,HOP,6,HOP,6,03/04/2025
5300100610000000,Phấn màu không bụi 100 viên,CAI,14,CAI,14,03/04/2025
5300101250000000,Giấy in liên tục 3 liên ( chia đội),THUNG,1,THUNG,1,03/04/2025
5300101280000000,Bấm Kim 10 Plus,CAI,13,CAI,13,03/04/2025
5300101620000000,Bút bi đỏ,CAY,15,CAY,15,03/04/2025
53-5300100370000000,Bút lông dầu xanh,CAY,14,CAY,14,03/04/2025
53AOCNDOZZL00061N,Áo Thun CN (đỏ viền đen)-size L,CAI,33,CAI,33,03/04/2025
53AOCNDOZZM00060N,Áo Thun CN (đỏ viền đen)-size M,CAI,6,CAI,6,03/04/2025
VPP001,ACCO Nhựa,HOP,10,HOP,10,03/04/2025
VPP003,Bìa Lổ Mỏng,XAP,7,XAP,7,03/04/2025
VPP004,Decal Oji,XAP,58,XAP,58,03/04/2025
VPP007,Mực lông dầu đỏ,HOP,48,HOP,48,03/04/2025
VPP008,Mực lông dầu xanh,HOP,14,HOP,14,03/04/2025
VPP-010000005000000,Bút lông dầu đen,CAI,8,CAI,8,03/04/2025
5300101670000000,Nước suối aquafina 500ml,CHAI,1270,CHAI,2312,03/04/2025
53NUOCKH33000495,Nước suối Aquafina 355ml,CHAI,480,CHAI,480,03/04/2025
5300100260000000,Bao lì xì .,Cái,452,Cái,452,03/04/2025
5300100320000000,Bìa Còng 7 cm,Cái,7,Cái,7,03/04/2025
5300100340000000,Bìa Nút A4/F4 My Clear (Bìa Sơ Mi),Cái,259,Cái,259,03/04/2025
5300100350000000,Bút Lông Bảng xanh,Cây,24,Cây,24,03/04/2025
5300100400000000,Bút Gel B01,Cây,1,Cây,1,03/04/2025
5300100470000000,Giấy A4 80 Hồng,GRAM,17,GRAM,17,03/04/2025
5300100490000000,Giấy A4 Màu Vàng 70,GRAM,11,GRAM,11,03/04/2025
5300100500000000,Giấy A4 Màu xanh 70,GRAM,15,GRAM,15,03/04/2025
5300100520000000,Giấy Giới Thiệu,QUYEN,1,QUYEN,1,03/04/2025
5300100570000000,Kẹp Bướm 32 mm,Hộp,13,Hộp,13,03/04/2025
5300100600000000,Lưỡi dao nhỏ,Hộp,1,Hộp,1,03/04/2025
5300100640000000,Tập SV 200 trang,QUYEN,12,QUYEN,12,03/04/2025
5300100700000000,Phiếu Xuất Kho 3 Liên,QUYEN,5,QUYEN,5,03/04/2025
5300100720000000,Phiếu Nhập Kho 3 Liên,QUYEN,3,QUYEN,3,03/04/2025
5300100730000000,Hồ Dán,LO,7,LO,7,03/04/2025
5300100780000000,Bút Chì,Cây,12,Cây,12,03/04/2025
5300100850000000,Kẹp Bướm 41 mm,Hộp,1,Hộp,1,03/04/2025
5300100880000000,Mực Dấu Xanh,Hộp,4,Hộp,4,03/04/2025
5300100890000000,Mực Dấu Đỏ,Hộp,3,Hộp,3,03/04/2025
5300100900000000,Bao Thư 12x18,Cái,105,Cái,105,03/04/2025
5300100910000000,Bìa Kiếng A4,Cái,4,Cái,4,03/04/2025
5300100940000000,Giấy A3,GRAM,2,GRAM,2,03/04/2025
5300100960000000,Sổ Ca Rô 25x33 Dày,QUYEN,11,QUYEN,11,03/04/2025
5300101100000000,Bấm 2 lỗ 837,Cái,1,Cái,1,03/04/2025
5300101130000000,Bút lông bảng đỏ,Cây,16,Cây,16,03/04/2025
5300101220000000,Giấy nêm Phong,XẤP,2,XẤP,2,03/04/2025
5300101350000000,Giấy NoTe Mũi Tên,XẤP,8,XẤP,8,03/04/2025
5300101390000000,Nhựa ép plastic A4.,XẤP,4,XẤP,4,03/04/2025
5300101450000000,Ghi Chú,XẤP,2,XẤP,2,03/04/2025
5300101460000000,Kim bấm Trio23//17,Cái,1,Cái,1,03/04/2025
5300101730000000,Túi Y Tế Loại C,Cái,4,Cái,4,03/04/2025
5300101830000000,Bút lông đâu Highper-B màu đỏ,Cây,18,Cây,18,03/04/2025
53AOCANTINL00082N,Áo nhân viên nhà ăn-size L,Cái,19,Cái,19,03/04/2025
53AOCANTINM00080N,Áo nhân viên nhà ăn-size M,Cái,30,Cái,30,03/04/2025
53AOCNDOZXL00062N,Áo Thun CN (đỏ viền đen)-size XL,Cái,59,Cái,59,03/04/2025
53AOCNDXXXL00064N,Áo Thun CN (đỏ viền đen)-size XXXL,Cái,3,Cái,3,03/04/2025
53AOKCSNAXL00006N,Áo KCS Nam- size XL,Cái,10,Cái,10,03/04/2025
53AOKCSNUXL00013N,Áo KCS Nữ- size XL,Cái,11,Cái,11,03/04/2025
53AOKCSNUZL00012N,Áo KCS Nữ- size L,Cái,8,Cái,8,03/04/2025
53AOKCSNUZM00011N,Áo KCS Nữ- size M,Cái,11,Cái,11,03/04/2025
53AOKCSNXXL00007N,Áo KCS Nam- size XXL,CAI,10,CAI,10,03/04/2025
53AOKTHDTZL00068N,Áo Xanh đen Kỹ thuật tay dài-size L,Cái,2,Cái,2,03/04/2025
53AOKTHNTZL00075N,Áo Xanh đen Kỹ thuật tay ngắn-size L,Cái,5,Cái,5,03/04/2025
53AOKTHNXXL00077N,Áo Xanh đen Kỹ thuật tay ngắn-size XXL,Cái,6,Cái,6,03/04/2025
53AOVBDOXXL00021N,Áo Nam (VP) màu đỏ-size XXL,Cái,10,Cái,10,03/04/2025
53AOVBDXXXL00022N,Áo Nam (VP) màu đỏ-size XXXL,Cái,1,Cái,1,03/04/2025
53AOVPBDOXL00020N,Áo Nam (VP) màu đỏ-size XL,Cái,49,Cái,49,03/04/2025
53AOVPBDOZL00019N,Áo Nam (VP) màu đỏ-size L,Cái,16,Cái,16,03/04/2025
53AOVPBDOZM00018N,Áo Nam (VP) màu đỏ-size M,Cái,11,Cái,11,03/04/2025
53AOVPBDOZS00017N,Áo Nam (VP) màu đỏ-size S,Cái,123,Cái,123,03/04/2025
53AOVPBVANL00026N,Áo Nam (VP) màu Vàng-size L,Cái,25,Cái,25,03/04/2025
53AOVPBVANM00025N,Áo Nam (VP) màu Vàng-size M,Cái,3,Cái,3,03/04/2025
53AOVPBVANS00024N,Áo Nam (VP) màu Vàng-size S,Cái,4,Cái,4,03/04/2025
53AOVPBVAXL00027N,Áo Nam (VP) màu Vàng-size XL,Cái,48,Cái,48,03/04/2025
53AOVPBVXXL00028N,Áo Nam (VP) màu Vàng-size XXL,Cái,21,Cái,21,03/04/2025
53AOVPBXANL00033N,Áo Nam (VP) màu Xanh-size L,Cái,27,Cái,27,03/04/2025
53AOVPBXANM00032N,Áo Nam (VP) màu Xanh-size M,Cái,19,Cái,19,03/04/2025
53AOVPBXANS00031N,Áo Nam (VP) màu Xanh-size S,Cái,71,Cái,71,03/04/2025
53AOVPBXAXL00034N,Áo Nam (VP) màu Xanh-size XL,Cái,53,Cái,53,03/04/2025
53AOVPBXXXL00035N,Áo Nam (VP) màu Xanh-size XXL,Cái,20,Cái,20,03/04/2025
53AOVPGDOXL00041N,Áo Nữ (VP) màu đỏ-size XL,Cái,14,Cái,14,03/04/2025
53AOVPGDOZL00040N,Áo Nữ (VP) màu đỏ-size L,Cái,51,Cái,51,03/04/2025
53AOVPGDOZM00039N,Áo Nữ (VP) màu đỏ-size M,Cái,35,Cái,35,03/04/2025
53AOVPGDOZS00038N,Áo Nữ (VP) màu đỏ-size S,Cái,60,Cái,60,03/04/2025
53AOVPGDXXL00042N,Áo Nữ  (VP) màu đỏ-size XXL,Cái,13,Cái,13,03/04/2025
53AOVPGVANL00047N,Áo Nữ (VP) màu Vàng-size L,Cái,53,Cái,53,03/04/2025
53AOVPGVANM00046N,Áo Nữ (VP) màu Vàng-size M,Cái,36,Cái,36,03/04/2025
53AOVPGVANS00045N,Áo Nữ(VP) màu Vàng-size S,Cái,57,Cái,57,03/04/2025
53AOVPGVAXL00048N,Áo Nữ (VP) màu Vàng-size XL,Cái,17,Cái,17,03/04/2025
53AOVPGVXXL00049N,Áo Nữ (VP) màu Vàng-size XXL,Cái,10,Cái,10,03/04/2025
53AOVPGXANL00054N,Áo Nữ (VP) màu Xanh-size L,Cái,58,Cái,58,03/04/2025
53AOVPGXANM00053N,Áo Nữ (VP) màu Xanh-size M,Cái,37,Cái,37,03/04/2025
53AOVPGXANS00052N,Áo Nữ (VP) màu Xanh-size S,Cái,60,Cái,60,03/04/2025
