LINK SO,KHÁCH HÀNG,SLG,LOẠI FT,H.THỨC,LỊCH BAN ĐẦU,LỊCH ĐIỀU CHỈNH,XUẤT TT,THÁNG TT,NĂM TT,WEEK,NOTE 2,ĐƠN HÀNG TỔNG / DỰ TRÙ,LỊCH YÊU CẦU,LỊCH YÊU CẦU (MONTH),LỊCH YÊU CẦU (YEAR),SL YÊU CẦU (1),SL YÊU CẦU (2),ĐƠN HÀNG,THÁNG SO,NĂM SO,MÃ SP,CHI TIẾT SẢN PHẨM,LOẠI SP,S.LG,T.LG (KG),S.LG GIAO,T.LG GIAO (KG),ĐÃ GIAO TT,ĐÃ GIAO (Kg) TT,KHỔ DỆT,g/m,MK,BTP Dệt,Reason,KHTK
SO2212-0035,48 LUMUT,,20FT,Oversea,1/18/2023,1/18/2023,1/18/2023,1,2023,4,,,,,,,,SO2212-0035,THÁNG 12,NĂM 2022,0119119001017000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: ROTI CANAI B. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMROCAB",BAG,3000,240,3000,240,3000,231.6,48.5,91.5,,,HIT,0
SO2212-0035,48 LUMUT,,20FT,Oversea,1/18/2023,1/18/2023,1/18/2023,1,2023,4,,,,,,,,SO2212-0035,THÁNG 12,NĂM 2022,0119119001019000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: SEMOLINA. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMSEMO",BAG,2000,160,2000,160,2000,157.4,48.5,91.5,,,HIT,0
SO2212-0035,48 LUMUT,,20FT,Oversea,1/18/2023,1/18/2023,1/18/2023,1,2023,4,,,,,,,,SO2212-0035,THÁNG 12,NĂM 2022,0119119001013000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: PEACHES (2+1). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMPEAC",BAG,1000,80,1000,80,1000,77.3,48.5,91.5,,,HIT,0
SO2212-0035,48 LUMUT,,20FT,Oversea,1/18/2023,1/18/2023,1/18/2023,1,2023,4,,,,,,,,SO2212-0035,THÁNG 12,NĂM 2022,0119119002033000,"Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: CHAKKI ATTA (2+2). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.LMGARDEN",BAG,3000,249,3000,249,3000,235,48.5,91.5,,,HIT,0
SO2212-0035,48 LUMUT,,20FT,Oversea,1/18/2023,1/18/2023,1/18/2023,1,2023,4,,,,,,,,SO2212-0035,THÁNG 12,NĂM 2022,0119119004042000,"Bao TP-PP, trắng đục, K48.5x91.5LL(+/-1), TL: 93g/cái(+/-2.8), MK: NEUTRAL (WITHOUT WEIGHT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485915TDMFM.LMNTWW",BAG,10000,930,10000,930,10000,887.4,48.5,91.5,,,HIT,0
SO2302-0014,48 LUMUT,1,20FT,Oversea,3/1/2023,3/1/2023,3/1/2023,3,2023,10,,,,,,,,SO2302-0014,THÁNG 02,NĂM 2023,0119119001001000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BALANCE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBALA",BAG,5000,400,5000,400,5000,390.9,48.5,91.5,,,HIT,0
SO2302-0014,48 LUMUT,,20FT,Oversea,3/1/2023,3/1/2023,3/1/2023,3,2023,10,,,,,,,,SO2302-0014,THÁNG 02,NĂM 2023,0119119001002000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE BLUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIBL",BAG,10000,800,10000,800,10000,779.6,48.5,91.5,,,HIT,0
SO2302-0014,48 LUMUT,,20FT,Oversea,3/1/2023,3/1/2023,3/1/2023,3,2023,10,,,,,,,,SO2302-0014,THÁNG 02,NĂM 2023,0119119001005000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE BICYCLE (EXPORT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLBIEX",BAG,3000,240,3000,240,3000,234.5,48.5,91.5,,,HIT,0
SO2302-0014,48 LUMUT,,20FT,Oversea,3/1/2023,3/1/2023,3/1/2023,3,2023,10,,,,,,,,SO2302-0014,THÁNG 02,NĂM 2023,0119119001003000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE GREEN. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIGR",BAG,27000,2160,27000,2160,27000,2089,48.5,91.5,,,HIT,0
SO2302-0014,48 LUMUT,,20FT,Oversea,3/1/2023,3/1/2023,3/1/2023,3,2023,10,,,,,,,,SO2302-0014,THÁNG 02,NĂM 2023,0119119001004000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE RED. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIRE",BAG,12000,960,12000,960,12000,929.1,48.5,91.5,,,HIT,0
SO2302-0014,48 LUMUT,,20FT,Oversea,3/1/2023,3/1/2023,3/1/2023,3,2023,10,,,,,,,,SO2302-0014,THÁNG 02,NĂM 2023,0119119001006000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE BICYCLE WISH & ABLE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLBIWI",BAG,6000,480,6000,480,6000,468,48.5,91.5,,,HIT,0
SO2302-0014,48 LUMUT,,20FT,Oversea,3/1/2023,3/1/2023,3/1/2023,3,2023,10,,,,,,,,SO2302-0014,THÁNG 02,NĂM 2023,0119119001008000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: DIAMOND. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMDIMO",BAG,32000,2560,32000,2560,32000,2483.1,48.5,91.5,,,HIT,0
SO2302-0014,48 LUMUT,,20FT,Oversea,3/1/2023,3/1/2023,3/1/2023,3,2023,10,,,,,,,,SO2302-0014,THÁNG 02,NĂM 2023,0119119001009000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: EAGLE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMEAGLE",BAG,1000,80,1000,80,1000,78.3,48.5,91.5,,,HIT,0
SO2302-0014,48 LUMUT,,20FT,Oversea,3/1/2023,3/1/2023,3/1/2023,3,2023,10,,,,,,,,SO2302-0014,THÁNG 02,NĂM 2023,0119119001010000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: GOLDEN STATUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMGOST",BAG,2000,160,2000,160,2000,154.2,48.5,91.5,,,HIT,0
SO2302-0014,48 LUMUT,,20FT,Oversea,3/1/2023,3/1/2023,3/1/2023,3,2023,10,,,,,,,,SO2302-0014,THÁNG 02,NĂM 2023,0119119001011000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: LOVE BIRD. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMLOBI",BAG,21000,1680,21000,1680,21000,1627.1,48.5,91.5,,,HIT,0
SO2302-0014,48 LUMUT,,20FT,Oversea,3/1/2023,3/1/2023,3/1/2023,3,2023,10,,,,,,,,SO2302-0014,THÁNG 02,NĂM 2023,0119119001012000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: NB SPECIAL. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMNBSP",BAG,6000,480,6000,480,6000,461,48.5,91.5,,,HIT,0
SO2302-0014,48 LUMUT,,20FT,Oversea,3/1/2023,3/1/2023,3/1/2023,3,2023,10,,,,,,,,SO2302-0014,THÁNG 02,NĂM 2023,0119119001007000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE ROSES PAU. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLROP",BAG,4000,320,4000,320,4000,311.1,48.5,91.5,,,HIT,0
SO2302-0014,48 LUMUT,,20FT,Oversea,3/1/2023,3/1/2023,3/1/2023,3,2023,10,,,,,,,,SO2302-0014,THÁNG 02,NĂM 2023,0119119001014000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: RED ROSES. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMRERO",BAG,7000,560,7000,560,7000,545.8,48.5,91.5,,,HIT,0
SO2302-0014,48 LUMUT,,20FT,Oversea,3/1/2023,3/1/2023,3/1/2023,3,2023,10,,,,,,,,SO2302-0014,THÁNG 02,NĂM 2023,0119119001015000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: RED ROSES EXPORT. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMREROEX",BAG,2000,160,2000,160,2000,155.8,48.5,91.5,,,HIT,0
SO2302-0014,48 LUMUT,,20FT,Oversea,3/1/2023,3/1/2023,3/1/2023,3,2023,10,,,,,,,,SO2302-0014,THÁNG 02,NĂM 2023,0119119002036000,"Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: YELLOW ROSES. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.LMYERO",BAG,2000,166,2000,166,2000,159.2,48.5,91.5,,,HIT,0
SO2302-0014,48 LUMUT,,20FT,Oversea,3/1/2023,3/1/2023,3/1/2023,3,2023,10,,,,,,,,SO2302-0014,THÁNG 02,NĂM 2023,0119119001016000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: ROTI CANAI. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMROCA",BAG,1000,80,1000,80,1000,77.5,48.5,91.5,,,HIT,0
SO2302-0014,48 LUMUT,,20FT,Oversea,3/1/2023,3/1/2023,3/1/2023,3,2023,10,,,,,,,,SO2302-0014,THÁNG 02,NĂM 2023,0119119001017000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: ROTI CANAI B. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMROCAB",BAG,3000,240,3000,240,3000,229.1,48.5,91.5,,,HIT,0
SO2302-0014,48 LUMUT,,20FT,Oversea,3/1/2023,3/1/2023,3/1/2023,3,2023,10,,,,,,,,SO2302-0014,THÁNG 02,NĂM 2023,0119119001019000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: SEMOLINA. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMSEMO",BAG,1000,80,1000,80,1000,79.8,48.5,91.5,,,HIT,0
SO2302-0014,48 LUMUT,,20FT,Oversea,3/1/2023,3/1/2023,3/1/2023,3,2023,10,,,,,,,,SO2302-0014,THÁNG 02,NĂM 2023,0119119002035000,"Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: NEUTRAL (WITHOUT WEIGHT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.LMNTWW",BAG,5000,415,5000,415,5000,406.9,48.5,91.5,,,HIT,0
SO2303-0004,48 LUMUT,,20FT,Oversea,3/22/2023,3/22/2023,3/22/2023,3,2023,13,,,,,,,,SO2303-0004,THÁNG 03,NĂM 2023,0119119001001000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BALANCE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBALA",BAG,2000,160,2000,160,2000,154.6,48.5,91.5,,,HIT,0
SO2303-0004,48 LUMUT,,20FT,Oversea,3/22/2023,3/22/2023,3/22/2023,3,2023,13,,,,,,,,SO2303-0004,THÁNG 03,NĂM 2023,0119119001002000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE BLUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIBL",BAG,50000,4000,50000,4000,50000,3881.4,48.5,91.5,,,HIT,0
SO2303-0004,48 LUMUT,,20FT,Oversea,3/22/2023,3/22/2023,3/22/2023,3,2023,13,,,,,,,,SO2303-0004,THÁNG 03,NĂM 2023,0119119001003000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE GREEN. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIGR",BAG,40000,3200,40000,3200,40000,3111.6,48.5,91.5,,,HIT,0
SO2303-0004,48 LUMUT,,20FT,Oversea,3/22/2023,3/22/2023,3/22/2023,3,2023,13,,,,,,,,SO2303-0004,THÁNG 03,NĂM 2023,0119119001004000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE RED. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIRE",BAG,5000,400,5000,400,5000,384.4,48.5,91.5,,,HIT,0
SO2303-0004,48 LUMUT,,20FT,Oversea,3/22/2023,3/22/2023,3/22/2023,3,2023,13,,,,,,,,SO2303-0004,THÁNG 03,NĂM 2023,0119119001009000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: EAGLE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMEAGLE",BAG,2000,160,2000,160,2000,155.5,48.5,91.5,,,HIT,0
SO2303-0004,48 LUMUT,,20FT,Oversea,3/22/2023,3/22/2023,3/22/2023,3,2023,13,,,,,,,,SO2303-0004,THÁNG 03,NĂM 2023,0119119001010000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: GOLDEN STATUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMGOST",BAG,1000,80,1000,80,1000,78.1,48.5,91.5,,,HIT,0
SO2303-0004,48 LUMUT,,20FT,Oversea,3/22/2023,3/22/2023,3/22/2023,3,2023,13,,,,,,,,SO2303-0004,THÁNG 03,NĂM 2023,0119119001011000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: LOVE BIRD. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMLOBI",BAG,9000,720,9000,720,9000,696.9,48.5,91.5,,,HIT,0
SO2303-0004,48 LUMUT,,20FT,Oversea,3/22/2023,3/22/2023,3/22/2023,3,2023,13,,,,,,,,SO2303-0004,THÁNG 03,NĂM 2023,0119119001012000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: NB SPECIAL. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMNBSP",BAG,3000,240,3000,240,3000,227.9,48.5,91.5,,,HIT,0
SO2303-0004,48 LUMUT,,20FT,Oversea,3/22/2023,3/22/2023,3/22/2023,3,2023,13,,,,,,,,SO2303-0004,THÁNG 03,NĂM 2023,0119119001007000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE ROSES PAU. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLROP",BAG,13000,1040,13000,1040,13000,993.8,48.5,91.5,,,HIT,0
SO2303-0004,48 LUMUT,,20FT,Oversea,3/22/2023,3/22/2023,3/22/2023,3,2023,13,,,,,,,,SO2303-0004,THÁNG 03,NĂM 2023,0119119001014000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: RED ROSES. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMRERO",BAG,10000,800,10000,800,10000,755.9,48.5,91.5,,,HIT,0
SO2303-0004,48 LUMUT,,20FT,Oversea,3/22/2023,3/22/2023,3/22/2023,3,2023,13,,,,,,,,SO2303-0004,THÁNG 03,NĂM 2023,0119119001015000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: RED ROSES EXPORT. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMREROEX",BAG,1000,80,1000,80,1000,77.1,48.5,91.5,,,HIT,0
SO2303-0004,48 LUMUT,,20FT,Oversea,3/22/2023,3/22/2023,3/22/2023,3,2023,13,,,,,,,,SO2303-0004,THÁNG 03,NĂM 2023,0119119001016000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: ROTI CANAI. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMROCA",BAG,4000,320,4000,320,4000,306.4,48.5,91.5,,,HIT,0
SO2303-0004,48 LUMUT,,20FT,Oversea,3/22/2023,3/22/2023,3/22/2023,3,2023,13,,,,,,,,SO2303-0004,THÁNG 03,NĂM 2023,0119119001017000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: ROTI CANAI B. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMROCAB",BAG,1000,80,1000,80,1000,76.2,48.5,91.5,,,HIT,0
SO2303-0004,48 LUMUT,,20FT,Oversea,3/22/2023,3/22/2023,3/22/2023,3,2023,13,,,,,,,,SO2303-0004,THÁNG 03,NĂM 2023,0119119001019000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: SEMOLINA. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMSEMO",BAG,2000,160,2000,160,2000,155.7,48.5,91.5,,,HIT,0
SO2303-0004,48 LUMUT,,20FT,Oversea,3/22/2023,3/22/2023,3/22/2023,3,2023,13,,,,,,,,SO2303-0004,THÁNG 03,NĂM 2023,0119119002035000,"Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: NEUTRAL (WITHOUT WEIGHT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.LMNTWW",BAG,3000,249,3000,249,3000,239.3,48.5,91.5,,,HIT,0
SO2303-0004,48 LUMUT,,20FT,Oversea,3/22/2023,3/22/2023,3/22/2023,3,2023,13,,,,,,,,SO2303-0004,THÁNG 03,NĂM 2023,0119119001013000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: PEACHES (2+1). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMPEAC",BAG,1000,80,1000,80,1000,76.4,48.5,91.5,,,HIT,0
SO2303-0004,48 LUMUT,,20FT,Oversea,3/22/2023,3/22/2023,3/22/2023,3,2023,13,,,,,,,,SO2303-0004,THÁNG 03,NĂM 2023,0119119002033000,"Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: CHAKKI ATTA (2+2). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.LMGARDEN",BAG,3000,249,3000,249,3000,239.7,48.5,91.5,,,HIT,0
SO2303-0045,48 LUMUT,,20FT,Oversea,4/19/2023,4/19/2023,4/19/2023,4,2023,17,,,,,,,,SO2303-0045,THÁNG 03,NĂM 2023,0119119001001000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BALANCE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBALA",BAG,2000,160,2000,160,2000,155.2,48.5,91.5,,,HIT,0
SO2303-0045,48 LUMUT,,20FT,Oversea,4/19/2023,4/19/2023,4/19/2023,4,2023,17,,,,,,,,SO2303-0045,THÁNG 03,NĂM 2023,0119119001002000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE BLUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIBL",BAG,41000,3280,41000,3280,41000,3190.3,48.5,91.5,,,HIT,0
SO2303-0045,48 LUMUT,,20FT,Oversea,4/19/2023,4/19/2023,4/19/2023,4,2023,17,,,,,,,,SO2303-0045,THÁNG 03,NĂM 2023,0119119001005000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE BICYCLE (EXPORT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLBIEX",BAG,4000,320,4000,320,4000,314.5,48.5,91.5,,,HIT,0
SO2303-0045,48 LUMUT,,20FT,Oversea,4/19/2023,4/19/2023,4/19/2023,4,2023,17,,,,,,,,SO2303-0045,THÁNG 03,NĂM 2023,0119119001003000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE GREEN. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIGR",BAG,40000,3200,40000,3200,40000,3107,48.5,91.5,,,HIT,0
SO2303-0045,48 LUMUT,,20FT,Oversea,4/19/2023,4/19/2023,4/19/2023,4,2023,17,,,,,,,,SO2303-0045,THÁNG 03,NĂM 2023,0119119001004000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE RED. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIRE",BAG,7000,560,7000,560,7000,543.8,48.5,91.5,,,HIT,0
SO2303-0045,48 LUMUT,,20FT,Oversea,4/19/2023,4/19/2023,4/19/2023,4,2023,17,,,,,,,,SO2303-0045,THÁNG 03,NĂM 2023,0119119001006000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE BICYCLE WISH & ABLE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLBIWI",BAG,2000,160,2000,160,2000,157.1,48.5,91.5,,,HIT,0
