LINK SO,KHÁCH HÀNG,SLG,LOẠI FT,H.THỨC,LỊCH BAN ĐẦU,LỊCH ĐIỀU CHỈNH,XUẤT TT,THÁNG TT,NĂM TT,WEEK,NOTE 2,ĐƠN HÀNG TỔNG / DỰ TRÙ,LỊCH YÊU CẦU,LỊCH YÊU CẦU (MONTH),LỊCH YÊU CẦU (YEAR),SL YÊU CẦU (1),SL YÊU CẦU (2),ĐƠN HÀNG,THÁNG SO,NĂM SO,MÃ SP,CHI TIẾT SẢN PHẨM,LOẠI SP,S.LG,T.LG (KG),S.LG GIAO,T.LG GIAO (KG),ĐÃ GIAO TT,ĐÃ GIAO (Kg) TT,KHỔ DỆT,g/m,MK,BTP Dệt,Reason,KHTK
SO2402-0024,48 PASIR,,20FT,Oversea,3/20/2024,3/20/2024,3/21/2024,3,2024,12,,SO2312-0047,,,,,,SO2402-0024,THÁNG 02,NĂM 2024,0119119001023000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE RED. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSBIRE",BAG,5000,400,5000,400,5000,370.3,48.5,91.5,,,XNK,1
SO2402-0024,48 PASIR,,20FT,Oversea,3/20/2024,3/20/2024,3/21/2024,3,2024,12,,SO2312-0047,,,,,,SO2402-0024,THÁNG 02,NĂM 2024,0119119001020000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BALANCE NB. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSBALANB",BAG,2000,160,2000,160,2000,152.2,48.5,91.5,,,XNK,1
SO2402-0024,48 PASIR,,20FT,Oversea,3/20/2024,3/20/2024,3/21/2024,3,2024,12,,SO2312-0047,,,,,,SO2402-0024,THÁNG 02,NĂM 2024,0119119001024000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE BICYCLE (FOR EXPORT ONLY). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSBLBIEX",BAG,1000,80,1000,80,1000,77.6,48.5,91.5,,,XNK,1
SO2402-0024,48 PASIR,,20FT,Oversea,3/20/2024,3/20/2024,3/21/2024,3,2024,12,,SO2312-0047,,,,,,SO2402-0024,THÁNG 02,NĂM 2024,0119119001026000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: GOLDEN STATUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSGOST",BAG,1000,80,1000,80,1000,76.2,48.5,91.5,,,XNK,1
SO2402-0024,48 PASIR,,20FT,Oversea,3/20/2024,3/20/2024,3/21/2024,3,2024,12,,SO2312-0047,,,,,,SO2402-0024,THÁNG 02,NĂM 2024,0119119001029000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: RED ROSES. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSRERO",BAG,10000,800,10000,800,10000,767.5,48.5,91.5,,,XNK,1
SO2402-0024,48 PASIR,,20FT,Oversea,3/20/2024,3/20/2024,3/21/2024,3,2024,12,,SO2312-0047,,,,,,SO2402-0024,THÁNG 02,NĂM 2024,0119119003045000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: SEMOLINA (3+1). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]-Pasir",BAG,1000,80,1000,80,1000,73.9,48.5,91.5,,,XNK,1
SO2402-0024,48 PASIR,,20FT,Oversea,3/20/2024,3/20/2024,3/21/2024,3,2024,12,,SO2312-0047,,,,,,SO2402-0024,THÁNG 02,NĂM 2024,0119119001030000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: REWORK (2 mặt). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSREWORK",BAG,1000,80,1000,80,1000,79,48.5,91.5,,,XNK,1
SO2402-0024,48 PASIR,,20FT,Oversea,3/20/2024,3/20/2024,3/21/2024,3,2024,12,,SO2312-0047,,,,,,SO2402-0024,THÁNG 02,NĂM 2024,0119119001034000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: PS-GBX WHEAT FLOUR (3+1). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSGBXWF",BAG,13000,1040,13000,1040,13000,984.4,48.5,91.5,,,XNK,1
SO2402-0024,48 PASIR,,20FT,Oversea,3/20/2024,3/20/2024,3/21/2024,3,2024,12,,SO2312-0047,,,,,,SO2402-0024,THÁNG 02,NĂM 2024,0119119003044000,"Bao TP-PP, trắng đục, K48.5x84LL(+/-1), TL: 85g/cái(+/-5%), MK: PS-NEUTRAL (WITHOUT WEIGHT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]",BAG,27000,2295,27000,2295,27000,2267.5,48.5,91.5,,,XNK,1
SO2402-0024,48 PASIR,,20FT,Oversea,3/20/2024,3/20/2024,3/21/2024,3,2024,12,,SO2312-0047,,,,,,SO2402-0024,THÁNG 02,NĂM 2024,0119119001036000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: LOVE BIRDS (3+1). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc] (PS)",BAG,7000,560,7000,560,7000,547.3,48.5,91.5,,,XNK,1
SO2405-0023,48 PASIR,1,20FT,Oversea,6/19/2024,6/19/2024,6/19/2024,6,2024,25,,SO2312-0047,,,,,,SO2405-0023,THÁNG 05,NĂM 2024,0119119001031000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: ROTI CANAI. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSROCA",BAG,6000,480,6000,480,6000,469.8,48.5,91.5,,,HIT,0
SO2405-0023,48 PASIR,,20FT,Oversea,6/19/2024,6/19/2024,6/19/2024,6,2024,25,,SO2312-0047,,,,,,SO2405-0023,THÁNG 05,NĂM 2024,0119119001021000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE BLUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSBIBL",BAG,31000,2480,31000,2480,31000,2451.3,48.5,91.5,,,HIT,0
SO2405-0023,48 PASIR,,20FT,Oversea,6/19/2024,6/19/2024,6/19/2024,6,2024,25,,SO2312-0047,,,,,,SO2405-0023,THÁNG 05,NĂM 2024,0119119001022000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE GREEN. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSBIGR",BAG,13000,1040,13000,1040,13000,1013.7,48.5,91.5,,,HIT,0
SO2405-0023,48 PASIR,,20FT,Oversea,6/19/2024,6/19/2024,6/19/2024,6,2024,25,,SO2312-0047,,,,,,SO2405-0023,THÁNG 05,NĂM 2024,0119119001025000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: DIAMOND UBF. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSDIMOUBF",BAG,12000,960,12000,960,12000,930,48.5,91.5,,,HIT,0
SO2405-0023,48 PASIR,,20FT,Oversea,6/19/2024,6/19/2024,6/19/2024,6,2024,25,,SO2312-0047,,,,,,SO2405-0023,THÁNG 05,NĂM 2024,0119119001028000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: NB SPECIAL. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSNBSP",BAG,5000,400,5000,400,5000,390.1,48.5,91.5,,,HIT,0
SO2405-0023,48 PASIR,,20FT,Oversea,6/19/2024,6/19/2024,6/19/2024,6,2024,25,,SO2312-0047,,,,,,SO2405-0023,THÁNG 05,NĂM 2024,0119119002039000,"Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: SPIII. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.PSSPIII",BAG,6000,498,6000,498,6000,488.6,48.5,91.5,,,HIT,0
SO2405-0023,48 PASIR,,20FT,Oversea,6/19/2024,6/19/2024,6/19/2024,6,2024,25,,SO2312-0047,,,,,,SO2405-0023,THÁNG 05,NĂM 2024,0119119001023000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE RED. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSBIRE",BAG,4000,320,4000,320,4000,310.6,48.5,91.5,,,HIT,0
SO2405-0023,48 PASIR,,20FT,Oversea,6/19/2024,6/19/2024,6/19/2024,6,2024,25,,SO2312-0047,,,,,,SO2405-0023,THÁNG 05,NĂM 2024,0119119001029000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: RED ROSES. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSRERO",BAG,2000,160,2000,160,2000,159.4,48.5,91.5,,,HIT,0
SO2405-0023,48 PASIR,,20FT,Oversea,6/19/2024,6/19/2024,6/19/2024,6,2024,25,,SO2312-0047,,,,,,SO2405-0023,THÁNG 05,NĂM 2024,0119119003046000,"Bao TP-PP, trắng đục, K48.5x84LL(+/-1), TL: 84g/cái(+/-5%), không in. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng bao bên ngoài, bắn đai 5 ngang x 1 dọc]",BAG,8000,672,8000,672,8000,677.8,48.5,91.5,,,HIT,0
SO2405-0023,48 PASIR,,20FT,Oversea,6/19/2024,6/19/2024,6/19/2024,6,2024,25,,SO2312-0047,,,,,,SO2405-0023,THÁNG 05,NĂM 2024,0119119001030000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: REWORK (2 mặt). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSREWORK",BAG,3000,240,3000,240,3000,233.4,48.5,91.5,,,HIT,0
SO2405-0023,48 PASIR,,20FT,Oversea,6/19/2024,6/19/2024,6/19/2024,6,2024,25,,SO2312-0047,,,,,,SO2405-0023,THÁNG 05,NĂM 2024,0119119001034000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: PS-GBX WHEAT FLOUR (3+1). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSGBXWF",BAG,17000,1360,17000,1360,17000,1332.1,48.5,91.5,,,HIT,0
SO2405-0023,48 PASIR,,20FT,Oversea,6/19/2024,6/19/2024,6/19/2024,6,2024,25,,SO2312-0047,,,,,,SO2405-0023,THÁNG 05,NĂM 2024,0119119003044000,"Bao TP-PP, trắng đục, K48.5x84LL(+/-1), TL: 85g/cái(+/-5%), MK: PS-NEUTRAL (WITHOUT WEIGHT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]",BAG,35000,2975,35000,2975,35000,2917.6,48.5,91.5,,,HIT,0
SO2405-0023,48 PASIR,,20FT,Oversea,6/19/2024,6/19/2024,6/19/2024,6,2024,25,,SO2312-0047,,,,,,SO2405-0023,THÁNG 05,NĂM 2024,0119119001036000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: LOVE BIRDS (3+1). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc] (PS)",BAG,8000,640,8000,640,8000,634.6,48.5,91.5,,,HIT,0
SO2407-0019,48 PASIR,1,20FT,Oversea,8/7/2024,8/7/2024,8/7/2024,8,2024,32,,SO2312-0047,,,,,,SO2407-0019,THÁNG 07,NĂM 2024,0119119001021000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE BLUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSBIBL",BAG,29000,2320,29000,2320,29000,2242,48.5,91.5,,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",HIT,0
SO2407-0019,48 PASIR,,20FT,Oversea,8/7/2024,8/7/2024,8/7/2024,8,2024,32,,SO2312-0047,,,,,,SO2407-0019,THÁNG 07,NĂM 2024,0119119001022000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE GREEN. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSBIGR",BAG,3000,240,3000,240,3000,237.7,48.5,91.5,,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",HIT,0
SO2407-0019,48 PASIR,,20FT,Oversea,8/7/2024,8/7/2024,8/7/2024,8,2024,32,,SO2312-0047,,,,,,SO2407-0019,THÁNG 07,NĂM 2024,0119119001023000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE RED. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSBIRE",BAG,5000,400,5000,400,5000,390.9,48.5,91.5,,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",HIT,0
SO2407-0019,48 PASIR,,20FT,Oversea,8/7/2024,8/7/2024,8/7/2024,8,2024,32,,SO2312-0047,,,,,,SO2407-0019,THÁNG 07,NĂM 2024,0119119001024000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE BICYCLE (FOR EXPORT ONLY). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSBLBIEX",BAG,1000,80,1000,80,1000,81.7,48.5,91.5,,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",HIT,0
SO2407-0019,48 PASIR,,20FT,Oversea,8/7/2024,8/7/2024,8/7/2024,8,2024,32,,SO2312-0047,,,,,,SO2407-0019,THÁNG 07,NĂM 2024,0119119001025000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: DIAMOND UBF. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSDIMOUBF",BAG,15000,1200,15000,1200,15000,1166,48.5,91.5,,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",HIT,0
SO2407-0019,48 PASIR,,20FT,Oversea,8/7/2024,8/7/2024,8/7/2024,8,2024,32,,SO2312-0047,,,,,,SO2407-0019,THÁNG 07,NĂM 2024,0119119001026000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: GOLDEN STATUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSGOST",BAG,1000,80,1000,80,1000,80.3,48.5,91.5,,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",HIT,0
SO2407-0019,48 PASIR,,20FT,Oversea,8/7/2024,8/7/2024,8/7/2024,8,2024,32,,SO2312-0047,,,,,,SO2407-0019,THÁNG 07,NĂM 2024,0119119001036000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: LOVE BIRDS (3+1). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc] (PS)",BAG,13000,1040,13000,1040,13000,1024.6,48.5,91.5,,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",HIT,0
SO2407-0019,48 PASIR,,20FT,Oversea,8/7/2024,8/7/2024,8/7/2024,8,2024,32,,SO2312-0047,,,,,,SO2407-0019,THÁNG 07,NĂM 2024,0119119001027000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: LP. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSLP",BAG,1000,80,1000,80,1000,78.6,48.5,91.5,,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",HIT,0
SO2407-0019,48 PASIR,,20FT,Oversea,8/7/2024,8/7/2024,8/7/2024,8,2024,32,,SO2312-0047,,,,,,SO2407-0019,THÁNG 07,NĂM 2024,0119119001028000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: NB SPECIAL. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSNBSP",BAG,7000,560,7000,560,7000,547,48.5,91.5,,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",HIT,0
SO2407-0019,48 PASIR,,20FT,Oversea,8/7/2024,8/7/2024,8/7/2024,8,2024,32,,SO2312-0047,,,,,,SO2407-0019,THÁNG 07,NĂM 2024,0119119001034000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: PS-GBX WHEAT FLOUR (3+1). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSGBXWF",BAG,15000,1200,15000,1200,15000,1161.4,48.5,91.5,,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",HIT,0
SO2407-0019,48 PASIR,,20FT,Oversea,8/7/2024,8/7/2024,8/7/2024,8,2024,32,,SO2312-0047,,,,,,SO2407-0019,THÁNG 07,NĂM 2024,0119119001029000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: RED ROSES. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSRERO",BAG,6000,480,6000,480,6000,455,48.5,91.5,,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",HIT,0
SO2407-0019,48 PASIR,,20FT,Oversea,8/7/2024,8/7/2024,8/7/2024,8,2024,32,,SO2312-0047,,,,,,SO2407-0019,THÁNG 07,NĂM 2024,0119119001030000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: REWORK (2 mặt). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSREWORK",BAG,2000,160,2000,160,2000,155.9,48.5,91.5,,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",HIT,0
SO2407-0019,48 PASIR,,20FT,Oversea,8/7/2024,8/7/2024,8/7/2024,8,2024,32,,SO2312-0047,,,,,,SO2407-0019,THÁNG 07,NĂM 2024,0119119001031000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: ROTI CANAI. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSROCA",BAG,9000,720,9000,720,9000,700.9,48.5,91.5,,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",HIT,0
SO2407-0019,48 PASIR,,20FT,Oversea,8/7/2024,8/7/2024,8/7/2024,8,2024,32,,SO2312-0047,,,,,,SO2407-0019,THÁNG 07,NĂM 2024,0119119001032000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: WASTE X (1+1). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSWASTEX",BAG,1000,80,1000,80,1000,81.4,48.5,91.5,,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",HIT,0
SO2407-0019,48 PASIR,,20FT,Oversea,8/7/2024,8/7/2024,8/7/2024,8,2024,32,,SO2312-0047,,,,,,SO2407-0019,THÁNG 07,NĂM 2024,0119119002039000,"Bao TP-PP, trắng đục, K48.5x81.3LL(+/-1), TL: 83g/cái(+/-5%), MK: SPIII. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485813TDMFM.PSSPIII",BAG,1000,83,1000,83,1000,84.5,48.5,91.5,,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",HIT,0
SO2407-0019,48 PASIR,,20FT,Oversea,8/7/2024,8/7/2024,8/7/2024,8,2024,32,,SO2312-0047,,,,,,SO2407-0019,THÁNG 07,NĂM 2024,0119119003046000,"Bao TP-PP, trắng đục, K48.5x84LL(+/-1), TL: 84g/cái(+/-5%), không in. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng bao bên ngoài, bắn đai 5 ngang x 1 dọc]",BAG,10000,840,10000,840,10000,827.7,48.5,91.5,,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",HIT,0
SO2407-0019,48 PASIR,,20FT,Oversea,8/7/2024,8/7/2024,8/7/2024,8,2024,32,,SO2312-0047,,,,,,SO2407-0019,THÁNG 07,NĂM 2024,0119119003044000,"Bao TP-PP, trắng đục, K48.5x84LL(+/-1), TL: 85g/cái(+/-5%), MK: PS-NEUTRAL (WITHOUT WEIGHT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]",BAG,31000,2635,31000,2635,31000,2534.8,48.5,91.5,,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",HIT,0
SO2409-0016,48 PASIR,1,20FT,Oversea,10/23/2024,10/23/2024,10/23/2024,10,2024,43,,SO2312-0047,,,,,,SO2409-0016,THÁNG 09,NĂM 2024,0119119001021000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE BLUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSBIBL",BAG,10000,800,10000,800,10000,793.8,48.5,91.5,,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",HIT,0
SO2409-0016,48 PASIR,,20FT,Oversea,10/23/2024,10/23/2024,10/23/2024,10,2024,43,,SO2312-0047,,,,,,SO2409-0016,THÁNG 09,NĂM 2024,0119119001022000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE GREEN. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSBIGR",BAG,15000,1200,15000,1200,15000,1194.5,48.5,91.5,,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",HIT,0
SO2409-0016,48 PASIR,,20FT,Oversea,10/23/2024,10/23/2024,10/23/2024,10,2024,43,,SO2312-0047,,,,,,SO2409-0016,THÁNG 09,NĂM 2024,0119119001023000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE RED. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.PSBIRE",BAG,4000,320,4000,320,4000,311.6,48.5,91.5,,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",HIT,0
