KHÁCH HÀNG;SLG;LOẠI FT;H.THỨC;LỊCH BAN ĐẦU;LỊCH ĐIỀU CHỈNH;XUẤT TT;THÁNG TT;NĂM TT;WEEK;NOTE 2;ĐƠN HÀNG;THÁNG SO;NĂM SO;MÃ SP;CHI TIẾT SẢN PHẨM;LOẠI SP; S.LG ; T.LG (KG) ;S.LG GIAO;T.LG GIAO (KG);ĐÃ GIAO TT;ĐÃ GIAO (Kg) TT;SO - XN;KHTK;LSX
DONGWON;;40FT;Oversea;30/07/2024;08/09/2024;08/09/2024;9;2024;36;PO 6 - 2024;SO2407-0037;THÁNG 07;NĂM 2024;TPH455066G70TDUDW24.71C;[71C] Bao TP-PP, màu trắng đục, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 71C. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 10.000,00 ; 700,00 ;10.000,00;700,00;10.100,00;683,00;;;
DONGWON;;40FT;Oversea;30/07/2024;08/09/2024;08/09/2024;9;2024;36;PO 6 - 2024;SO2407-0037;THÁNG 07;NĂM 2024;TPH455066G70CAMDW24.76A;[76A] Bao TP-PP, màu cam, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 76A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 15.000,00 ; 1.050,00 ;15.000,00;1.050,00;15.239,00;1.053,20;;;
DONGWON;;40FT;Oversea;30/07/2024;08/09/2024;08/09/2024;9;2024;36;PO 6 - 2024;SO2407-0037;THÁNG 07;NĂM 2024;TPH455066G70XLBTDW24.76B;[76B] Bao TP-PP, màu  xanh lá biên trong, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 76B. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 15.000,00 ; 1.050,00 ;15.000,00;1.050,00;14.788,00;997,20;;;
DONGWON;;40FT;Oversea;30/07/2024;18/09/2024;18/09/2024;9;2024;38;PO 6 - 2024;SO2407-0037;THÁNG 07;NĂM 2024;TPH455066G70TDUDW24.76C;[76C] Bao TP-PP, màu trắng đục, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 76C. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 3.000,00 ; 210,00 ;3.000,00;210,00;;;;;
DONGWON;;40FT;Oversea;10/08/2024;05/09/2024;05/09/2024;9;2024;36;PO 7 - 2024;SO2408-0008;THÁNG 08;NĂM 2024;TPH455068G67CAMDW24.77A;[77A] Bao TP-PP, màu cam, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 77A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 10.000,00 ; 670,00 ;10.000,00;670,00;;;;;
DONGWON;;40FT;Oversea;10/08/2024;18/09/2024;18/09/2024;9;2024;38;PO 7 - 2024;SO2408-0008;THÁNG 08;NĂM 2024;TPH455068G67CAMDW24.78A;[78A] Bao TP-PP, màu cam, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 78A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 25.000,00 ; 1.675,00 ;25.000,00;1.675,00;;;;;
DONGWON;;40FT;Oversea;10/08/2024;18/09/2024;18/09/2024;9;2024;38;PO 7 - 2024;SO2408-0008;THÁNG 08;NĂM 2024;TPH455068G67CAMDW24.78B;[78B] Bao TP-PP, màu cam, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 78B. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 3.000,00 ; 201,00 ;3.000,00;201,00;;;;;
DONGWON;;40FT;Oversea;10/08/2024;18/09/2024;18/09/2024;9;2024;38;PO 7 - 2024;SO2408-0008;THÁNG 08;NĂM 2024;TPH455068G67CAMDW24.79A;[79A] Bao TP-PP, màu cam, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 79A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 3.000,00 ; 201,00 ;3.000,00;201,00;;;;;
DONGWON;;40FT;Oversea;10/08/2024;18/09/2024;18/09/2024;9;2024;38;PO 7 - 2024;SO2408-0008;THÁNG 08;NĂM 2024;TPH455068G67TDUDW24.79B;[79B] Bao TP-PP, màu trắng đục, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 79B. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 1.000,00 ; 67,00 ;1.000,00;67,00;;;;;
DONGWON;;40FT;Oversea;10/08/2024;08/09/2024;08/09/2024;9;2024;36;PO 7 - 2024;SO2408-0008;THÁNG 08;NĂM 2024;TPH455068G67CAMDW24.80A;[80A] Bao TP-PP, màu cam, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 80A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 20.000,00 ; 1.340,00 ;20.000,00;1.340,00;20.177,00;1.275,20;;;
DONGWON;;40FT;Oversea;10/08/2024;18/09/2024;18/09/2024;9;2024;38;PO 7 - 2024;SO2408-0008;THÁNG 08;NĂM 2024;TPH455068G67CAMDW24.80B;[80B] Bao TP-PP, màu cam, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 80B. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 5.000,00 ; 335,00 ;5.000,00;335,00;;;;;
DONGWON;;40FT;Oversea;10/08/2024;18/09/2024;18/09/2024;9;2024;38;PO 7 - 2024;SO2408-0008;THÁNG 08;NĂM 2024;TPH455068G67TDUDW24.80C;[80C] Bao TP-PP, màu trắng đục, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 80C. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 5.000,00 ; 335,00 ;5.000,00;335,00;;;;;
DONGWON;;40FT;Oversea;10/08/2024;05/09/2024;05/09/2024;9;2024;36;PO 7 - 2024;SO2408-0008;THÁNG 08;NĂM 2024;TPH455068G67CAMDW24.81A;[81A] Bao TP-PP, màu cam, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 81A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 9.000,00 ; 603,00 ;9.000,00;603,00;;;;;
DONGWON;;40FT;Oversea;10/08/2024;18/09/2024;18/09/2024;9;2024;38;PO 7 - 2024;SO2408-0008;THÁNG 08;NĂM 2024;TPH455068G67TDUDW24.81B;[81B] Bao TP-PP, màu trắng đục, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 81B. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 2.000,00 ; 134,00 ;2.000,00;134,00;;;;;
DONGWON;;40FT;Oversea;10/08/2024;18/09/2024;18/09/2024;9;2024;38;PO 7 - 2024;SO2408-0008;THÁNG 08;NĂM 2024;TPH455068G67TDUDW24.82A;[82A] Bao TP-PP, màu trắng đục, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 82A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 13.000,00 ; 871,00 ;13.000,00;871,00;;;;;
DONGWON;;40FT;Oversea;10/08/2024;18/09/2024;18/09/2024;9;2024;38;PO 7 - 2024;SO2408-0008;THÁNG 08;NĂM 2024;TPH455068G67VBTDW24.82B;[82B] Bao TP-PP, màu vàng biên trong, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW23 - 82B. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 2.000,00 ; 134,00 ;2.000,00;134,00;;;;;
DONGWON;;40FT;Oversea;10/08/2024;08/09/2024;08/09/2024;9;2024;36;PO 7 - 2024;SO2408-0008;THÁNG 08;NĂM 2024;TPH455068G67CAMDW24.83A;[83A] Bao TP-PP, màu cam, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 83A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 20.000,00 ; 1.340,00 ;20.000,00;1.340,00;20.300,00;1.340,70;;;
DONGWON;;40FT;Oversea;10/08/2024;18/09/2024;18/09/2024;9;2024;38;PO 7 - 2024;SO2408-0008;THÁNG 08;NĂM 2024;TPH455068G67XLBTDW24.83B;[83B] Bao TP-PP, màu xanh lá biên trong , may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 83B. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 5.000,00 ; 335,00 ;5.000,00;335,00;;;;;
DONGWON;;40FT;Oversea;10/08/2024;18/09/2024;18/09/2024;9;2024;38;PO 7 - 2024;SO2408-0008;THÁNG 08;NĂM 2024;TPH455068G67VBTDW24.83C;[83C] Bao TP-PP, màu vàng biên trong, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 83C. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 2.000,00 ; 134,00 ;2.000,00;134,00;;;;;
DONGWON;;40FT;Oversea;10/08/2024;08/09/2024;08/09/2024;9;2024;36;PO 7 - 2024;SO2408-0008;THÁNG 08;NĂM 2024;TPH455068G67CAMDW24.83D;[83D] Bao TP-PP, màu cam, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 83D. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 50.000,00 ; 3.350,00 ;50.000,00;3.350,00;50.790,00;3.266,90;;;
DONGWON;;40FT;Oversea;10/08/2024;18/09/2024;18/09/2024;9;2024;38;PO 7 - 2024;SO2408-0008;THÁNG 08;NĂM 2024;TPH455068G67XLBTDW24.83E;[83E] Bao TP-PP, màu xanh lá biên trong , may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 83E. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 5.000,00 ; 335,00 ;5.000,00;335,00;;;;;
DONGWON;;40FT;Oversea;10/08/2024;18/09/2024;18/09/2024;9;2024;38;PO 7 - 2024;SO2408-0008;THÁNG 08;NĂM 2024;TPH455068G67VBTDW24.83F;[83F] Bao TP-PP, màu vàng biên trong, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 83F. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 3.000,00 ; 201,00 ;3.000,00;201,00;;;;;
DONGWON;;40FT;Oversea;10/08/2024;18/09/2024;18/09/2024;9;2024;38;PO 7 - 2024;SO2408-0008;THÁNG 08;NĂM 2024;TPH455068G67CAMDW24.86A;[86A] Bao TP-PP, màu cam, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 86A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 25.000,00 ; 1.675,00 ;25.000,00;1.675,00;;;;;
DONGWON;;40FT;Oversea;10/08/2024;18/09/2024;18/09/2024;9;2024;38;PO 7 - 2024;SO2408-0008;THÁNG 08;NĂM 2024;TPH455068G67VACDW24.86B;[86B] Bao TP-PP, màu vàng chanh, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 86B. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 3.000,00 ; 201,00 ;3.000,00;201,00;;;;;
DONGWON;;40FT;Oversea;10/08/2024;05/09/2024;05/09/2024;9;2024;36;PO 7 - 2024;SO2408-0008;THÁNG 08;NĂM 2024;TPH455068G67CAMDW24.88A;[88A] Bao TP-PP, màu cam, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 88A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 30.000,00 ; 2.010,00 ;30.000,00;2.010,00;;;;;
DONGWON;;40FT;Oversea;10/08/2024;05/09/2024;05/09/2024;9;2024;36;PO 7 - 2024;SO2408-0008;THÁNG 08;NĂM 2024;TPH455068G67TDUDW24.88B;[88B] Bao TP-PP, màu trắng đục, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 88B. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 2.000,00 ; 134,00 ;2.000,00;134,00;;;;;
DONGWON;;40FT;Oversea;;;;;;;PO 7 - 2024 - [HUỶ];SO2408-0009;THÁNG 08;NĂM 2024;TPH455066G76VBTDW24.84A;[84A] Bao TP-PP, màu vàng biên trong, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng LDPE-K48x75x19g, TL: PP-57g + PE-19g = 76g/bộ, MK: DW23 - 84A [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 40.000,00 ; 3.040,00 ;;;;;;;
DONGWON;;40FT;Oversea;;;;;;;PO 7 - 2024 - [HUỶ];SO2408-0009;THÁNG 08;NĂM 2024;TPH455066G76CBTDW24.84B;[84B] Bao TP-PP, cam  biên trong gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng LDPE-K48x75x19g, TL: PP-57g + PE-19g = 76g/bộ, MK: DW24 - 84B [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 5.000,00 ; 380,00 ;;;;;;;
DONGWON;;40FT;Oversea;10/08/2024;18/09/2024;18/09/2024;9;2024;38;PO 7 - 2024;SO2408-0009;THÁNG 08;NĂM 2024;TPH455066G70CAMDW24.85A;[85A] Bao TP-PP, màu cam, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 85A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 25.000,00 ; 1.750,00 ;25.000,00;1.750,00;;;;;
DONGWON;;40FT;Oversea;10/08/2024;05/09/2024;05/09/2024;9;2024;36;PO 7 - 2024;SO2408-0009;THÁNG 08;NĂM 2024;TPH455066G70VACDW24.85B;[85B] Bao TP-PP, màu vàng, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 85B [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 5.000,00 ; 350,00 ;5.000,00;350,00;;;;;
DONGWON;;40FT;Oversea;10/08/2024;18/09/2024;18/09/2024;9;2024;38;PO 7 - 2024;SO2408-0009;THÁNG 08;NĂM 2024;TPH455066G70XLBTDW24.85C;[85C] Bao TP-PP, màu  xanh lá biên trong, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 85C. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 5.000,00 ; 350,00 ;5.000,00;350,00;;;;;
DONGWON;;40FT;Oversea;10/08/2024;18/09/2024;18/09/2024;9;2024;38;PO 7 - 2024;SO2408-0009;THÁNG 08;NĂM 2024;TPH455066G70CAMDW24.87A;[87A] Bao TP-PP, màu cam, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 87A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 25.000,00 ; 1.750,00 ;25.000,00;1.750,00;;;;;
DONGWON;;40FT;Oversea;10/08/2024;18/09/2024;18/09/2024;9;2024;38;PO 7 - 2024;SO2408-0009;THÁNG 08;NĂM 2024;TPH455066G70VBTDW24.87B;[87B] Bao TP-PP, vàng biên trong, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 87B. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 4.500,00 ; 315,00 ;4.500,00;315,00;;;;;
DONGWON;;40FT;Oversea;20/08/2024;16/09/2024;16/09/2024;9;2024;38;PO 8 - 2024;SO2408-0045;THÁNG 08;NĂM 2024;TPH455068G73VBTDW24.101A;[101A] Bao TP-PP, màu vàng biên trong, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng LDPE-K48x75x19g, TL: PP-52g + Dây-2g + PE-19g = 73g/bộ, MK: DW24 - 101A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 30.000,00 ; 2.190,00 ;30.000,00;2.190,00;;;;;
DONGWON;;40FT;Oversea;20/08/2024;16/09/2024;16/09/2024;9;2024;38;PO 8 - 2024;SO2408-0045;THÁNG 08;NĂM 2024;TPH455068G73CAMDW24.101B;[101B] Bao TP-PP, màu cam, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng LDPE-K48x75x19g, TL: PP-52g + Dây-2g + PE-19g = 73g/bộ, MK: DW24 - 101B. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 30.000,00 ; 2.190,00 ;30.000,00;2.190,00;;;;;
DONGWON;;40FT;Oversea;20/08/2024;16/09/2024;16/09/2024;9;2024;38;PO 8 - 2024;SO2408-0045;THÁNG 08;NĂM 2024;TPH455068G73VBTDW24.90A1;[90A1] Bao TP-PP, màu vàng biên trong, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng LDPE-K48x75x19g, TL: PP-52g + Dây-2g + PE-19g = 73g/bộ, MK: DW24 - 90A1. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 10.000,00 ; 730,00 ;10.000,00;730,00;;;;;
DONGWON;;40FT;Oversea;20/08/2024;16/09/2024;16/09/2024;9;2024;38;PO 8 - 2024;SO2408-0045;THÁNG 08;NĂM 2024;TPH455068G73CBTDW24.90A2;[90A2] Bao TP-PP, màu cam biên trong, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng LDPE-K48x75x19g, TL: PP-52g + Dây-2g + PE-19g = 73g/bộ, MK: DW24 - 90A2. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 10.000,00 ; 730,00 ;10.000,00;730,00;;;;;
DONGWON;;40FT;Oversea;20/08/2024;16/09/2024;16/09/2024;9;2024;38;PO 8 - 2024;SO2408-0045;THÁNG 08;NĂM 2024;TPH455068G73XLBTDW2490A3;[90A3] Bao TP-PP, màu xanh lá biên trong, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng LDPE-K48x75x19g, TL: PP-52g + Dây-2g + PE-19g = 73g/bộ, MK: DW24 - 90A3. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 5.000,00 ; 365,00 ;5.000,00;365,00;;;;;
DONGWON;;40FT;Oversea;20/08/2024;16/09/2024;16/09/2024;9;2024;38;PO 8 - 2024;SO2408-0045;THÁNG 08;NĂM 2024;TPH455068G67CAMDW24.91A;[91A] Bao TP-PP, màu cam, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 91A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 10.000,00 ; 670,00 ;10.000,00;670,00;;;;;
DONGWON;;40FT;Oversea;20/08/2024;16/09/2024;16/09/2024;9;2024;38;PO 8 - 2024;SO2408-0045;THÁNG 08;NĂM 2024;TPH455068G67CAMDW24.93A;[93A] Bao TP-PP, màu cam, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 93A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 12.000,00 ; 804,00 ;12.000,00;804,00;;;;;
DONGWON;;40FT;Oversea;20/08/2024;16/09/2024;16/09/2024;9;2024;38;PO 8 - 2024;SO2408-0045;THÁNG 08;NĂM 2024;TPH455068G67CAMDW24.94A;[94A] Bao TP-PP, màu cam, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 94A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 5.000,00 ; 335,00 ;5.000,00;335,00;;;;;
DONGWON;;40FT;Oversea;20/08/2024;16/09/2024;16/09/2024;9;2024;38;PO 8 - 2024;SO2408-0045;THÁNG 08;NĂM 2024;TPH455068G73CAMDW24.95A;[95A] Bao TP-PP, màu cam, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng LDPE-K48x75x19g, TL: PP-52g + Dây-2g + PE-19g = 73g/bộ, MK: DW24 - 95A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 30.000,00 ; 2.190,00 ;30.000,00;2.190,00;;;;;
DONGWON;;40FT;Oversea;20/08/2024;18/09/2024;18/09/2024;9;2024;38;PO 8 - 2024;SO2408-0045;THÁNG 08;NĂM 2024;TPH455068G73TDUDW24.95B;[95B] Bao TP-PP, màu trắng đục, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng LDPE-K48x75x19g, TL: PP-52g + Dây-2g + PE-19g = 73g/bộ, MK: DW24 - 95B. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 5.000,00 ; 365,00 ;5.000,00;365,00;;;;;
DONGWON;;40FT;Oversea;20/08/2024;16/09/2024;16/09/2024;9;2024;38;PO 8 - 2024;SO2408-0045;THÁNG 08;NĂM 2024;TPH455068G67CAMDW24.97A1;[97A1] Bao TP-PP, màu cam, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 97A1. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 26.000,00 ; 1.742,00 ;26.000,00;1.742,00;;;;;
DONGWON;;40FT;Oversea;20/08/2024;16/09/2024;16/09/2024;9;2024;38;PO 8 - 2024;SO2408-0045;THÁNG 08;NĂM 2024;TPH455068G67CAMDW24.97A1;[97A1] Bao TP-PP, màu cam, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 97A1. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 24.000,00 ; 1.608,00 ;24.000,00;1.608,00;;;;;
DONGWON;;40FT;Oversea;20/08/2024;18/09/2024;18/09/2024;9;2024;38;PO 8 - 2024;SO2408-0046;THÁNG 08;NĂM 2024;TPH455066G70TDUDW24.100A;[100A] Bao TP-PP, màu trắng đục, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 100A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 20.000,00 ; 1.400,00 ;20.000,00;1.400,00;;;;;
DONGWON;;40FT;Oversea;20/08/2024;18/09/2024;18/09/2024;9;2024;38;PO 8 - 2024;SO2408-0046;THÁNG 08;NĂM 2024;TPH455066G76CAMDW24.89A;[89A] Bao TP-PP, màu cam, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng LDPE-K48x75x19g, TL: PP-57g + PE-19g = 76g/bộ, MK: DW24 - 89A [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc;BAG; 20.000,00 ; 1.520,00 ;20.000,00;1.520,00;;;;;
DONGWON;;40FT;Oversea;20/08/2024;16/09/2024;16/09/2024;9;2024;38;PO 8 - 2024;SO2408-0046;THÁNG 08;NĂM 2024;TPH455066G76CAMDW24.89B;[89B] Bao TP-PP, màu cam, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng LDPE-K48x75x19g, TL: PP-57g + PE-19g = 76g/bộ, MK: DW24 - 89B [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc;BAG; 10.000,00 ; 760,00 ;10.000,00;760,00;;;;;
DONGWON;;40FT;Oversea;20/08/2024;18/09/2024;18/09/2024;9;2024;38;PO 8 - 2024;SO2408-0046;THÁNG 08;NĂM 2024;TPH455066G76TDUDW24.89C;[89C] Bao TP-PP, màu trắng đục, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng LDPE-K48x75x19g, TL: PP-57g + PE-19g = 76g/bộ, MK: DW24 - 89C [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 10.000,00 ; 760,00 ;10.000,00;760,00;;;;;
DONGWON;;40FT;Oversea;20/08/2024;18/09/2024;18/09/2024;9;2024;38;PO 8 - 2024;SO2408-0046;THÁNG 08;NĂM 2024;TPH455066G70CAMDW24.92A;[92A] Bao TP-PP, màu cam, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 92A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 10.000,00 ; 670,00 ;10.000,00;670,00;;;;;
