KHÁCH HÀNG;SLG;LOẠI FT;H.THỨC;LỊCH BAN ĐẦU;LỊCH ĐIỀU CHỈNH;XUẤT TT;THÁNG TT;NĂM TT;WEEK;NOTE 2;ĐƠN HÀNG;THÁNG SO;NĂM SO;MÃ SP;CHI TIẾT SẢN PHẨM;LOẠI SP; S.LG ; T.LG (KG) ;S.LG GIAO;T.LG GIAO (KG);ĐÃ GIAO TT;ĐÃ GIAO (Kg) TT;SO - XN;KHTK;LSX
DONGWON;;40FT;Oversea;20/08/2024;16/09/2024;16/09/2024;9;2024;38;PO 8 - 2024;SO2408-0046;THÁNG 08;NĂM 2024;TPH455066G70TDUDW24.92B;[92B] Bao TP-PP, màu trắng đục, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 92B. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 2.000,00 ; 140,00 ;2.000,00;140,00;;;;;
DONGWON;;40FT;Oversea;20/08/2024;18/09/2024;18/09/2024;9;2024;38;PO 8 - 2024;SO2408-0046;THÁNG 08;NĂM 2024;TPH455066G70CAMDW24.96A;[96A] Bao TP-PP, màu cam, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 96A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 10.000,00 ; 670,00 ;10.000,00;670,00;;;;;
DONGWON;;40FT;Oversea;20/08/2024;16/09/2024;16/09/2024;9;2024;38;PO 8 - 2024;SO2408-0046;THÁNG 08;NĂM 2024;TPH455066G70CAMDW24.97A2;[97A2] Bao TP-PP, màu cam, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 97A2. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 50.000,00 ; 3.350,00 ;50.000,00;3.350,00;;;;;
DONGWON;;40FT;Oversea;20/08/2024;16/09/2024;16/09/2024;9;2024;38;PO 8 - 2024;SO2408-0046;THÁNG 08;NĂM 2024;TPH455066G70CBTDW24.98A;[98A] Bao TP-PP, cam biên trong, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 98A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 5.000,00 ; 350,00 ;5.000,00;350,00;;;;;
DONGWON;;40FT;Oversea;20/08/2024;16/09/2024;16/09/2024;9;2024;38;PO 8 - 2024;SO2408-0046;THÁNG 08;NĂM 2024;TPH455066G70CAMDW24.99A;[99A] Bao TP-PP, màu cam, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 99A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 10.000,00 ; 670,00 ;10.000,00;670,00;;;;;
DONGWON;;40FT;Oversea;20/08/2024;18/09/2024;18/09/2024;9;2024;38;PO 8 - 2024;SO2408-0048;THÁNG 08;NĂM 2024;TPH455066G76VBTDW24.84A1;[84A1] Bao TP-PP, màu vàng biên trong, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng LDPE-K48x75x19g, TL: PP-57g + PE-19g = 76g/bộ, MK: DW23 - 84A1 [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 20.000,00 ; 1.520,00 ;20.000,00;1.520,00;;;;;
DONGWON;;40FT;Oversea;20/08/2024;16/09/2024;16/09/2024;9;2024;38;PO 8 - 2024;SO2408-0048;THÁNG 08;NĂM 2024;TPH455068G73VBTDW24.84A2;[84A2] Bao TP-PP, màu vàng biên trong, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng LDPE-K48x75x19g, TL: PP-52g + Dây-2g + PE-19g = 73g/bộ, MK: DW24 - 84A2. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 10.000,00 ; 730,00 ;10.000,00;730,00;;;;;
DONGWON;;40FT;Oversea;30/08/2024;25/09/2024;25/09/2024;9;2024;39;PO 9 - 2024;SO2409-0009;THÁNG 09;NĂM 2024;TPH455068G67CAMDW24.102A;[102A] Bao TP-PP, màu cam, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 102A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 15.000,00 ; 1.005,00 ;15.000,00;1.005,00;;;;;
DONGWON;;40FT;Oversea;30/08/2024;25/09/2024;25/09/2024;9;2024;39;PO 9 - 2024;SO2409-0009;THÁNG 09;NĂM 2024;TPH455068G67CAMDW24.102B;[102B] Bao TP-PP, màu cam, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 102B. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 5.000,00 ; 335,00 ;5.000,00;335,00;;;;;
DONGWON;;40FT;Oversea;30/08/2024;25/09/2024;25/09/2024;9;2024;39;PO 9 - 2024;SO2409-0009;THÁNG 09;NĂM 2024;TPH455068G67CAMDW24.104A;[104A] Bao TP-PP, màu cam, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 104A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 10.000,00 ; 670,00 ;10.000,00;670,00;;;;;
DONGWON;;40FT;Oversea;30/08/2024;25/09/2024;25/09/2024;9;2024;39;PO 9 - 2024;SO2409-0009;THÁNG 09;NĂM 2024;TPH455068G67CBTDW24.104B;[104B] Bao TP-PP, màu cam biên trong, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 104B. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 5.000,00 ; 335,00 ;5.000,00;335,00;;;;;
DONGWON;;40FT;Oversea;30/08/2024;25/09/2024;25/09/2024;9;2024;39;PO 9 - 2024;SO2409-0009;THÁNG 09;NĂM 2024;TPH455068G67CAMDW24.105A;[105A] Bao TP-PP, màu cam, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 105A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 10.000,00 ; 670,00 ;10.000,00;670,00;;;;;
DONGWON;;40FT;Oversea;30/08/2024;25/09/2024;25/09/2024;9;2024;39;PO 9 - 2024;SO2409-0009;THÁNG 09;NĂM 2024;TPH455068G67CAMDW24.106A;[106A] Bao TP-PP, màu cam, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 106A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 10.000,00 ; 670,00 ;10.000,00;670,00;;;;;
DONGWON;;40FT;Oversea;30/08/2024;25/09/2024;25/09/2024;9;2024;39;PO 9 - 2024;SO2409-0009;THÁNG 09;NĂM 2024;TPH455068G67CBTDW24.107A;[107A] Bao TP-PP, màu cam biên trong, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 107A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 2.000,00 ; 134,00 ;2.000,00;134,00;;;;;
DONGWON;;40FT;Oversea;30/08/2024;25/09/2024;25/09/2024;9;2024;39;PO 9 - 2024;SO2409-0009;THÁNG 09;NĂM 2024;TPH455068G73VBTDW24.109A;[109A] Bao TP-PP, màu vàng biên trong, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng LDPE-K48x75x19g, TL: PP-52g + Dây-2g + PE-19g = 73g/bộ, MK: DW24 - 109A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 12.000,00 ; 876,00 ;12.000,00;876,00;;;;;
DONGWON;;40FT;Oversea;30/08/2024;25/09/2024;25/09/2024;9;2024;39;PO 9 - 2024;SO2409-0009;THÁNG 09;NĂM 2024;TPH455068G73CBTDW24.109B;[109B] Bao TP-PP, màu cam biên trong, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng LDPE-K48x75x19g, TL: PP-52g + Dây-2g + PE-19g = 73g/bộ, MK: DW24 - 109B. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 3.000,00 ; 219,00 ;3.000,00;219,00;;;;;
DONGWON;;40FT;Oversea;30/08/2024;25/09/2024;25/09/2024;9;2024;39;PO 9 - 2024;SO2409-0009;THÁNG 09;NĂM 2024;TPH455068G67CAMDW24110A1;[110A1] Bao TP-PP, màu cam, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 110A1. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 100.000,00 ; 6.700,00 ;100.000,00;6.700,00;;;;;
DONGWON;;40FT;Oversea;30/08/2024;25/09/2024;25/09/2024;9;2024;39;PO 9 - 2024;SO2409-0010;THÁNG 09;NĂM 2024;TPH455066G70CAMDW24.103A;[103A] Bao TP-PP, màu cam, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 103A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 10.000,00 ; 670,00 ;10.000,00;670,00;;;;;
DONGWON;;40FT;Oversea;30/08/2024;25/09/2024;25/09/2024;9;2024;39;PO 9 - 2024;SO2409-0010;THÁNG 09;NĂM 2024;TPH455066G70TDUDW24.103B;[103B] Bao TP-PP, màu trắng đục, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 103B. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 5.000,00 ; 350,00 ;5.000,00;350,00;;;;;
DONGWON;;40FT;Oversea;30/08/2024;25/09/2024;25/09/2024;9;2024;39;PO 9 - 2024;SO2409-0010;THÁNG 09;NĂM 2024;TPH455066G70VBTDW24.103C;[103C] Bao TP-PP, vàng biên trong, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 103C. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 15.000,00 ; 1.050,00 ;15.000,00;1.050,00;;;;;
DONGWON;;40FT;Oversea;30/08/2024;25/09/2024;25/09/2024;9;2024;39;PO 9 - 2024;SO2409-0010;THÁNG 09;NĂM 2024;TPH455071G70CAMDW24.108A;[108A] Bao TP-PP, màu cam, K45.5x71PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 108A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 5.000,00 ; 350,00 ;5.000,00;350,00;;;;;
DONGWON;;40FT;Oversea;30/08/2024;25/09/2024;25/09/2024;9;2024;39;PO 9 - 2024;SO2409-0010;THÁNG 09;NĂM 2024;TPH455071G70TDUDW24.108B;[108B] Bao TP-PP, màu trắng đục, K45.5x71PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 108B. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 1.000,00 ; 70,00 ;1.000,00;70,00;;;;;
DONGWON;;40FT;Oversea;30/08/2024;25/09/2024;25/09/2024;9;2024;39;PO 9 - 2024;SO2409-0010;THÁNG 09;NĂM 2024;TPH455066G70CAMDW24110A2;[110A2] Bao TP-PP, màu cam, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 110A2. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 31.000,00 ; 2.077,00 ;31.000,00;2.077,00;;;;;
DONGWON;;40FT;Oversea;30/08/2024;25/09/2024;25/09/2024;9;2024;39;PO 9 - 2024;SO2409-0010;THÁNG 09;NĂM 2024;TPH455066G70CAMDW24110A2;[110A2] Bao TP-PP, màu cam, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 110A2. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 69.000,00 ; 4.623,00 ;69.000,00;4.623,00;;;;;
DONGWON;;40FT;Oversea;30/08/2024;25/09/2024;25/09/2024;9;2024;39;PO 9 - 2024;SO2409-0010;THÁNG 09;NĂM 2024;TPH455066G70TDUDW24.45A1;[45A1] Bao TP-PP, màu trắng đục, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 45A1. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 5.000,00 ; 350,00 ;5.000,00;350,00;;;;;
DONGWON;;40FT;Oversea;25/09/2024;TBA;TBA;TBA;TBA;TBA;PO 10 - 2024;SO2409-0027;THÁNG 09;NĂM 2024;TPH455068G67CAMDW24110A1;[110A1] Bao TP-PP, màu cam, may miệng luồn dây 130cm-2g, K45.5x68PB, lồng HDPE-K48x75x13g, TL: PP-52g + Dây-2g + PE-13g = 67g/bộ, MK: DW24 - 110A1. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc];BAG; 230.000,00 ; 15.410,00 ;230.000,00;15.410,00;;;;;
DONGWON;;40FT;Oversea;16/07/2024;16/07/2024;16/07/2024;7;2024;29;;SO2407-0032;THÁNG 07;NĂM 2024;5200107430000000;Dongwon Màu Xanh;CM2; 39.480,00 ;;39.480,00;;39.480,00;;;;
DONGWON;;40FT;Oversea;10/09/2024;20/10/2024;20/10/2024;10;2024;42;;SO2408-0004;THÁNG 08;NĂM 2024;TPH040080G084TDUDW.KRA01;"Bao PP trắng đục, tráng hấp KT: 40x80PB(cm) xếp hông mỗi bên 5cm, gấp đáy 1 lần may 1 đường PP1200D màu trắng đục; TL: 84g/cái, MK in : Made in Korea 01.";BAG; 50.000,00 ; 4.200,00 ;50.000,00;4.200,00;;;;;
DONGWON;;40FT;Oversea;10/09/2024;20/10/2024;20/10/2024;10;2024;42;;SO2408-0004;THÁNG 08;NĂM 2024;TPH042083G100TDUDW;"Bao PP trắng đục, tráng hấp KT: 42x83PB(cm) xếp hông mỗi bên 4cm, gấp đáy 1 lần may 1 đường PP1200D màu trắng đục; TL: 100g/cái, không in.";BAG; 50.000,00 ; 5.000,00 ;50.000,00;5.000,00;;;;;
DONGWON;;40FT;Oversea;10/09/2024;20/10/2024;20/10/2024;10;2024;42;;SO2408-0004;THÁNG 08;NĂM 2024;TPH042088G089TDUDW.KRA02;"Bao PP trắng đục, tráng hấp KT: 42x88PB(cm) xếp hông mỗi bên 5cm, gấp đáy 1 lần may 1 đường PP1200D màu trắng đục; TL: 89g/cái, MK in : Made in Korea 02.";BAG; 50.000,00 ; 4.450,00 ;50.000,00;4.450,00;;;;;
DONGWON;;40FT;Oversea;10/09/2024;20/10/2024;20/10/2024;10;2024;42;;SO2408-0004;THÁNG 08;NĂM 2024;TPH042098G117TDUDW;"Bao PP trắng đục, tráng hấp KT: 42x98PB(cm) xếp hông mỗi bên 4cm, gấp đáy 1 lần may 1 đường PP1200D màu trắng đục; TL: 117g/cái, không in.";BAG; 30.000,00 ; 3.510,00 ;30.000,00;3.510,00;;;;;
DONGWON;;40FT;Oversea;10/09/2024;28/09/2024;28/09/2024;9;2024;39;;SO2408-0004;THÁNG 08;NĂM 2024;THACUDOW035100100525TRDU;Vải cuộn PP, màu trắng đục, K35.0cm, MĐ: 10x10, kiểu dệt 5x1, TL: 52.5g/mét. Dệt 4000m/cuộn, đóng gói 4 cuộn/pallet, dùng vải phế jumbo không in lót dưới pallet và mặt trên cuộn vải trên cùng, dán tem nhận dạng đầy đủ.;ROLL; 50.000,00 ; 2.625,00 ;50.000,00;2.625,00;;;;;
DONGWON;;40FT;Oversea;10/09/2024;28/09/2024;28/09/2024;9;2024;39;;SO2408-0004;THÁNG 08;NĂM 2024;THACUDOW040100100060TRDU;Vải cuộn PP, màu trắng đục, K40.0cm, MĐ: 10x10, kiểu dệt 5x1, TL: 60.0g/mét. Dệt 4000m/cuộn, đóng gói 4 cuộn/pallet, dùng vải phế jumbo không in lót dưới pallet và mặt trên cuộn vải trên cùng, dán tem nhận dạng đầy đủ.;ROLL; 50.000,00 ; 3.000,00 ;50.000,00;3.000,00;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
ECL;1;40FT;Oversea;22/02/2023;17/02/2023;17/02/2023;2;2023;8;;SO2212-0017;THÁNG 12;NĂM 2022;0102107003000000;Vải manh cuộn PP, trắng đục, K116cm, MĐ: 7x7, 900D, caro láng, TL: 66.0g/m. [5000m/cuộn]/THACUECL116070070066TRDU;MANH; 40.000,00 ; 2.640,00 ;40.000,00;2.640,00;40.000,00;2.679,00;CHỐT;CHỐT;CHỐT
ECL;;40FT;Oversea;22/02/2023;17/02/2023;17/02/2023;2;2023;8;;SO2212-0017;THÁNG 12;NĂM 2022;0102107004000000;Vải manh cuộn PP, trắng đục, K117cm, MĐ: 7x7, 900D, caro láng, TL: 66.5g/m. [5000m/cuộn]/THACUECL117070070665TRDU;MANH; 30.000,00 ; 1.995,00 ;30.000,00;1.995,00;30.000,00;2.020,50;CHỐT;CHỐT;CHỐT
ECL;;40FT;Oversea;22/02/2023;17/02/2023;17/02/2023;2;2023;8;;SO2212-0017;THÁNG 12;NĂM 2022;0102107006000000;Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU;MANH; 250.000,00 ; 17.000,00 ;250.000,00;17.000,00;250.000,00;17.119,50;CHỐT;CHỐT;CHỐT
ECL;;40FT;Oversea;22/02/2023;17/02/2023;17/02/2023;2;2023;8;;SO2212-0017;THÁNG 12;NĂM 2022;0102107008000000;Vải manh cuộn PP, trắng đục, K120cm, MĐ: 7x7, 900D, caro láng, TL: 68.6g/m. [5000m/cuộn]/THACUECL120070070686TRDU;MANH; 50.000,00 ; 3.430,00 ;50.000,00;3.430,00;50.000,00;3.432,50;CHỐT;CHỐT;CHỐT
ECL;1;40FT;Oversea;01/03/2023;01/03/2023;02/03/2023;3;2023;10;;SO2301-0013;THÁNG 01;NĂM 2023;0102107002000000;Vải manh cuộn PP, trắng đục, K113cm, MĐ: 7x7, 900D, caro láng, TL: 64.0g/m.  [5000m/cuộn]/THACUECL113070070064TRDU;MANH; 30.000,00 ; 1.920,00 ;30.000,00;1.920,00;30.000,00;1.892,50;CHỐT;CHỐT;CHỐT
ECL;;40FT;Oversea;01/03/2023;01/03/2023;02/03/2023;3;2023;10;;SO2301-0013;THÁNG 01;NĂM 2023;0102107004000000;Vải manh cuộn PP, trắng đục, K117cm, MĐ: 7x7, 900D, caro láng, TL: 66.5g/m. [5000m/cuộn]/THACUECL117070070665TRDU;MANH; 30.000,00 ; 1.995,00 ;30.000,00;1.995,00;30.000,00;2.001,50;CHỐT;CHỐT;CHỐT
ECL;;40FT;Oversea;01/03/2023;01/03/2023;02/03/2023;3;2023;10;;SO2301-0013;THÁNG 01;NĂM 2023;0102107006000000;Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU;MANH; 290.000,00 ; 19.720,00 ;290.000,00;19.720,00;290.000,00;19.526,50;CHỐT;CHỐT;CHỐT
ECL;;40FT;Oversea;01/03/2023;01/03/2023;02/03/2023;3;2023;10;;SO2301-0013;THÁNG 01;NĂM 2023;0102107008000000;Vải manh cuộn PP, trắng đục, K120cm, MĐ: 7x7, 900D, caro láng, TL: 68.6g/m. [5000m/cuộn]/THACUECL120070070686TRDU;MANH; 20.000,00 ; 1.372,00 ;20.000,00;1.372,00;20.000,00;1.339,00;CHỐT;CHỐT;CHỐT
ECL;1;40FT;Oversea;28/03/2023;25/03/2023;25/03/2023;3;2023;13;;SO2302-0025;THÁNG 02;NĂM 2023;0102107002000000;Vải manh cuộn PP, trắng đục, K113cm, MĐ: 7x7, 900D, caro láng, TL: 64.0g/m.  [5000m/cuộn]/THACUECL113070070064TRDU;MANH; 20.000,00 ; 1.280,00 ;20.000,00;1.280,00;20.000,00;1.289,00;CHỐT;CHỐT;CHỐT
ECL;;40FT;Oversea;28/03/2023;15/05/2023;20/05/2023;5;2023;21;;SO2302-0025;THÁNG 02;NĂM 2023;0102107002000000;Vải manh cuộn PP, trắng đục, K113cm, MĐ: 7x7, 900D, caro láng, TL: 64.0g/m.  [5000m/cuộn]/THACUECL113070070064TRDU;MANH; 10.000,00 ; 640,00 ;10.000,00;640,00;10.000,00;640,00;CHỐT;CHỐT;CHỐT
ECL;;40FT;Oversea;28/03/2023;25/03/2023;25/03/2023;3;2023;13;;SO2302-0025;THÁNG 02;NĂM 2023;0102107004000000;Vải manh cuộn PP, trắng đục, K117cm, MĐ: 7x7, 900D, caro láng, TL: 66.5g/m. [5000m/cuộn]/THACUECL117070070665TRDU;MANH; 30.000,00 ; 1.995,00 ;30.000,00;1.995,00;30.000,00;1.988,00;CHỐT;CHỐT;CHỐT
ECL;;40FT;Oversea;28/03/2023;25/03/2023;25/03/2023;3;2023;13;;SO2302-0025;THÁNG 02;NĂM 2023;0102107006000000;Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU;MANH; 310.000,00 ; 21.080,00 ;310.000,00;21.080,00;310.000,00;21.222,50;CHỐT;CHỐT;CHỐT
ECL;;40FT;Oversea;25/04/2023;24/04/2023;24/04/2023;4;2023;18;;SO2303-0039;THÁNG 03;NĂM 2023;0102107002000000;Vải manh cuộn PP, trắng đục, K113cm, MĐ: 7x7, 900D, caro láng, TL: 64.0g/m.  [5000m/cuộn]/THACUECL113070070064TRDU;MANH; 40.000,00 ; 2.560,00 ;40.000,00;2.560,00;40.000,00;2.574,50;CHỐT;CHỐT;CHỐT
ECL;;40FT;Oversea;25/04/2023;24/04/2023;24/04/2023;4;2023;18;;SO2303-0039;THÁNG 03;NĂM 2023;0102107003000000;Vải manh cuộn PP, trắng đục, K116cm, MĐ: 7x7, 900D, caro láng, TL: 66.0g/m. [5000m/cuộn]/THACUECL116070070066TRDU;MANH; 50.000,00 ; 3.300,00 ;50.000,00;3.300,00;50.000,00;3.329,00;CHỐT;CHỐT;CHỐT
ECL;;40FT;Oversea;25/04/2023;24/04/2023;24/04/2023;4;2023;18;;SO2303-0039;THÁNG 03;NĂM 2023;0102107006000000;Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU;MANH; 285.000,00 ; 19.380,00 ;285.000,00;19.380,00;285.000,00;19.540,00;CHỐT;CHỐT;CHỐT
ECL;1;40FT;Oversea;25/04/2023;19/05/2023;20/05/2023;5;2023;21;;SO2303-0039;THÁNG 03;NĂM 2023;0102107006000000;Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU;MANH; 165.000,00 ; 11.220,00 ;165.000,00;11.220,00;164.706,00;11.200,00;CHỐT;CHỐT;CHỐT
ECL;;40FT;Oversea;10/05/2023;19/05/2023;20/05/2023;5;2023;21;;SO2304-0012;THÁNG 04;NĂM 2023;0102107002000000;Vải manh cuộn PP, trắng đục, K113cm, MĐ: 7x7, 900D, caro láng, TL: 64.0g/m.  [5000m/cuộn]/THACUECL113070070064TRDU;MANH; 50.000,00 ; 3.200,00 ;50.000,00;3.200,00;50.000,00;3.246,50;CHỐT;CHỐT;CHỐT
ECL;;40FT;Oversea;10/05/2023;19/05/2023;19/05/2023;5;2023;21;;SO2304-0012;THÁNG 04;NĂM 2023;0102107006000000;Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU;MANH; 120.000,00 ; 8.160,00 ;120.000,00;8.160,00;120.294,00;8.287,50;CHỐT;CHỐT;CHỐT
ECL;1;20FT;Oversea;29/05/2023;29/05/2023;29/05/2023;5;2023;23;;SO2305-0017;THÁNG 05;NĂM 2023;0102107006000000;Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU;MANH; 170.000,00 ; 11.560,00 ;170.000,00;11.560,00;165.000,00;11.333,00;CHỐT;CHỐT;CHỐT
ECL;1;40FT;Oversea;27/07/2023;27/07/2023;27/07/2023;7;2023;31;;SO2306-0027;THÁNG 06;NĂM 2023;0102107002000000;Vải manh cuộn PP, trắng đục, K113cm, MĐ: 7x7, 900D, caro láng, TL: 64.0g/m.  [5000m/cuộn]/THACUECL113070070064TRDU;MANH; 20.000,00 ; 1.280,00 ;20.000,00;1.280,00;20.000,00;1.305,00;CHỐT;CHỐT;
ECL;;40FT;Oversea;27/07/2023;27/07/2023;27/07/2023;7;2023;31;;SO2306-0027;THÁNG 06;NĂM 2023;0102107006000000;Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU;MANH; 350.000,00 ; 23.800,00 ;350.000,00;23.800,00;340.000,00;23.303,00;CHỐT;CHỐT;
ECL;1;40FT;Oversea;22/08/2023;22/09/2023;22/09/2023;9;2023;39;;SO2308-0031;THÁNG 08;NĂM 2023;0102107003000000;Vải manh cuộn PP, trắng đục, K116cm, MĐ: 7x7, 900D, caro láng, TL: 66.0g/m. [5000m/cuộn]/THACUECL116070070066TRDU;MANH; 50.000,00 ; 3.300,00 ;50.000,00;3.300,00;50.000,00;3.323,00;CHỐT;CHỐT;
ECL;;40FT;Oversea;22/08/2023;22/09/2023;22/09/2023;9;2023;39;;SO2308-0031;THÁNG 08;NĂM 2023;0102107006000000;Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU;MANH; 320.000,00 ; 21.760,00 ;320.000,00;21.760,00;320.000,00;21.534,00;CHỐT;CHỐT;
ECL;1;40FT;Oversea;09/10/2023;18/10/2023;20/10/2023;10;2023;43;;SO2309-0032;THÁNG 09;NĂM 2023;0102107004000000;Vải manh cuộn PP, trắng đục, K117cm, MĐ: 7x7, 900D, caro láng, TL: 66.5g/m. [5000m/cuộn]/THACUECL117070070665TRDU;MANH; 50.000,00 ; 3.325,00 ;50.000,00;3.325,00;50.000,00;3.296,00;CHỐT;CHỐT;
