Chứng từ,Ngày tạo,Số chứng từ,Diễn giải,Vật tư,Tên vật tư,Kho,Đơn vị tính (1),SL 1,Đơn vị tính (2),SL 2,Giá,Tiền vốn,Tk Nợ,Tk Có,Đối tượng,Nhân viên,Phân xưởng,Bộ phận,Đơn hàng/Hợp đồng bán,Lệnh sản xuất,Công đoạn,Trung tâm chi phí,Sản phẩm,Mã vụ việc,Mã giao dịch
DC,7/3/2024,DC07/24-0009,Chuyển Kho Thành Phẩm Bao sang kho Kinh Doanh xuất Cty Thạch Hồng,TPH046080G81TDUXH.THH01,"Bao TP-PP, tráng trong, trắng đục, in 2 mặt 3 màu,  K46x80LL( xếp hông 10cm),MK: THACH HONG-01 TL: 81.5g/cái,  đáy 1 lần/2 đường PP900D màu trắng. [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, bắn đai 5 ngang x 1 dọc]",KTP001,Cái,80.5,KG,1000,324.586,324586,15517,15515,KH010007,,,,SO2406-0047,,,,,,2260
HD,7/3/2024,355.,"Xuất kho bán hàng ngày 03/07/2024, 61C-469.82",TPH046080G81TDUXH.THH01,"Bao TP-PP, tráng trong, trắng đục, in 2 mặt 3 màu,  K46x80LL( xếp hông 10cm),MK: THACH HONG-01 TL: 81.5g/cái,  đáy 1 lần/2 đường PP900D màu trắng. [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, bắn đai 5 ngang x 1 dọc]",,Cái,120.5,KG,1500,0,0,6321,15515,KH010049,,,,SO2406-0047,,,,,,2301
HD,7/3/2024,364,"Xuất bán hàng ngày 01/07/2024, xe 51C-672.66",THACUKID098100100078TRDU,"Vải manh PP trắng đục K.98.5cm, MĐ: 10.0x10.0, kiểu dệt caro; TL: 78.8g/m [4000m/cuộn]",,M,1585,KG,20001,0,0,6322,15514,NCC010165,,,,SO2405-0049,,,,,,2301
HD,7/3/2024,364,"Xuất bán hàng ngày 01/07/2024, xe 51C-672.66",THACUKID117100100094TRDU,"Vải manh PP trắng đục K.117.5cm, MĐ: 10.0x10.0, kiểu dệt caro; TL: 94.0g/m [4000m/cuộn]",,M,3732.5,KG,39783,0,0,6322,15514,NCC010165,,,,SO2405-0049,,,,,,2301
HD,7/3/2024,365,"Xuất bán hàng 03/07/2024, xe 61C-469.82 (1000 cái * 3.690đ)",TPH046080G81TDUXH.THH01,"Bao TP-PP, tráng trong, trắng đục, in 2 mặt 3 màu,  K46x80LL( xếp hông 10cm),MK: THACH HONG-01 TL: 81.5g/cái,  đáy 1 lần/2 đường PP900D màu trắng. [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, bắn đai 5 ngang x 1 dọc]",,Cái,80.5,KG,1000,0,0,6321,15515,KH010049,,,,SO2406-0047,,,,,,2301
HD,7/3/2024,366,"Xuất bán hạt nhựa ngày 03.07.2024, Xe 61C-390.26 - HĐ 365",HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,,Kg,5000,Kg,5000,0,0,6325,1561,KH010005,,,,SO2406-0039,,,,,,2301
HD,7/3/2024,366,"Xuất bán hạt nhựa ngày 03.07.2024, Xe 61C-390.26 - HĐ 365",HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,,Kg,5000,Kg,5000,0,0,6325,1561,KH010005,,,,SO2406-0039,,,,,,2301
LR,7/3/2024,LR07/24-0003,Cm sợi  đồng cấp,SOI-TP13,"Sợi PP, 780D, 2.91mm, trắng trong.",KSO001,KG,416,KG,416,19654.61,8176318,15512,15512,CTY00001,,,,,,,,,,2270
LR,7/3/2024,LR07/24-0004,CM SỢI ĐỒNG CẤP,SOI-JB24-5,"Sợi PP, trắng UV, 1520D, bản sợi  5.0mm. [1.5%UV MU001D - 8.5%TC]",KSO001,KG,522,KG,522,25285.27,13198913,15512,15512,CTY00001,,,,,,,,,,2270
LR,7/3/2024,LR07/24-0005,CM SỢI TẠM,SOI-DXL-01,"Sợi PP, màu xanh lá, 770D (cũ 830D), 2.60mm.",KSO001,KG,136,KG,136,24353.22,3312038,15512,15512,CTY00001,,,,,,,,,,2270
P1,7/3/2024,SIM07/24-004,"Xk bán hàng ngày 03/07/2024,Xe 51C-672.66",THACUKID098100100078TRDU,"Vải manh PP trắng đục K.98.5cm, MĐ: 10.0x10.0, kiểu dệt caro; TL: 78.8g/m [4000m/cuộn]",KKD001,M,1585,KG,20001,873.60682,17473010,6322,15517,NCC010165,002519,,,SO2405-0049,,,,,,2242
P1,7/3/2024,SIM07/24-004,"Xk bán hàng ngày 03/07/2024,Xe 51C-672.66",THACUKID117100100094TRDU,"Vải manh PP trắng đục K.117.5cm, MĐ: 10.0x10.0, kiểu dệt caro; TL: 94.0g/m [4000m/cuộn]",KKD001,M,3732.5,KG,39783,1698.72498,67580376,6322,15517,NCC010165,002519,,,SO2405-0049,,,,,,2242
P1,7/3/2024,SIM07/24-005,Xk bán hàng ngày 03/07/2024;Số cont : BEAU5787088 ;Số seal : OOLJTZ3884; INV: 161,0102129003000000,"Vải manh PP, trắng đục, K127cm (Xẻ 2 hông thành 2 manh 127cm), MĐ: 7x7, TL: 76.0g/m. [4000 mét/cuộn]/THACUSMY127007007076TRDU",KKD001,M,25199,KG,332198,1944.07814,645818870,6322,15517,KH020015,002519,,,SO2403-0042,,,,,,2242
P1,7/3/2024,SIM07/24-006,Xk bán hàng ngày 03/07/2024;Số cont : WBPU7042070 ;Số seal : OOLJTZ3882; INV: 161,0102129003000000,"Vải manh PP, trắng đục, K127cm (Xẻ 2 hông thành 2 manh 127cm), MĐ: 7x7, TL: 76.0g/m. [4000 mét/cuộn]/THACUSMY127007007076TRDU",KKD001,M,25254.5,KG,332418,1947.07045,647241266,6322,15517,KH020015,002519,,,SO2403-0042,,,,,,2242
P1,7/3/2024,SIM07/24-007,"Xk bán hàng ngày 03/07/2024,Xe 61C-469.82",TPH046080G81TDUXH.THH01,"Bao TP-PP, tráng trong, trắng đục, in 2 mặt 3 màu,  K46x80LL( xếp hông 10cm),MK: THACH HONG-01 TL: 81.5g/cái,  đáy 1 lần/2 đường PP900D màu trắng. [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, bắn đai 5 ngang x 1 dọc]",KKD001,Cái,120.5,KG,1500,323.83933,485759,6321,15517,KH010049,002519,,,SO2406-0047,,,,,,2240
P1,7/3/2024,SIM07/24-007,"Xk bán hàng ngày 03/07/2024,Xe 61C-469.82",TPH046080G81TDUXH.THH01,"Bao TP-PP, tráng trong, trắng đục, in 2 mặt 3 màu,  K46x80LL( xếp hông 10cm),MK: THACH HONG-01 TL: 81.5g/cái,  đáy 1 lần/2 đường PP900D màu trắng. [Kiện 5 tép 100 cái trở đầu, vải áo dệt xếp, bắn đai 5 ngang x 1 dọc]",KKD001,Cái,80.5,KG,1000,324.511,324511,6321,15517,KH010049,002519,,,SO2406-0047,,,,,,2240
P1,7/3/2024,SIM07/24-008,"Xk bán hạt nhựa ngày 03/07/2024,Xe 61C-390.26",HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KKD001,Kg,5000,Kg,5000,24555.27,122776334,6325,15517,KH010005,002519,,,SO2406-0039,,,,,,2243
P1,7/3/2024,SIM07/24-008,"Xk bán hạt nhựa ngày 03/07/2024,Xe 61C-390.26",HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KKD001,Kg,5000,Kg,5000,24555.27,122776334,6325,15517,KH010005,002519,,,SO2406-0039,,,,,,2243
P1,7/3/2024,SIM07/24-009,Xk bán hàng ngày 03/07/2024;Số cont : TCKU7200737 ;Số seal : OOLJTZ3874; INV: 161,0102129004000000,"Vải manh PP, trắng đục, K127cm (Xẻ 2 hông thành 2 manh 127cm), MĐ: 8x8, TL: 86.9g/m. [4000 mét/cuộn]/THACUSMY127080080869TRDU",KKD001,M,25414.5,KG,293074,2140.27232,627258171,6322,15517,KH020015,002519,,,SO2403-0042,,,,,,2242
PX,7/3/2024,PX07/24-0044,XUẤT VẬT TƯ DỆT NGÀY 03/7/24,0700100030000000,nhớt 10,KHC001,LIT,200,LIT,200,30323.01,6064602,627314,1523,CTY00001,,Xưởng dệt,,,,,,,,2216B
PX,7/3/2024,PX07/24-0044,XUẤT VẬT TƯ DỆT NGÀY 03/7/24,0926300060000000,ĐẦU CÀNG THOI SẮT LSL6596001,KVT001,Cái,60,Cái,60,47216.09,2832965,627314,1524,CTY00001,,Xưởng dệt,,,,,,,,2216B
PX,7/3/2024,PX07/24-0044,XUẤT VẬT TƯ DỆT NGÀY 03/7/24,CHD011,CHỤP SUỐT RX6.1 Mã: VYC-01121B,KVT001,CAI,50,CAI,50,41302.26,2065113,627314,1524,CTY00001,,Xưởng dệt,,,,,,,,2216B
PX,7/3/2024,PX07/24-0045,Vật tư sửa chữa cửa chống côn trùng phân xưởng sợi dệt.,0901900640000000,Bánh xe treo cửa lùa ( loại 4 bánh),KVT001,CAI,50,CAI,50,20000,1000000,627314,1524,CTY00001,,Phòng kỹ thuật,,,,,,,,2216B
PX,7/3/2024,PX07/24-0045,Vật tư sửa chữa cửa chống côn trùng phân xưởng sợi dệt.,0905500280000000,Sắt v40x40x5mm,KVT001,CAY,3,CAY,3,230000,690000,627314,1524,CTY00001,,Phòng kỹ thuật,,,,,,,,2216B
PX,7/3/2024,PX07/24-0045,Vật tư sửa chữa cửa chống côn trùng phân xưởng sợi dệt.,0905500940000000,Sắt hộp tráng kẽm 30x60x1.8mm. - Dài 6000mm,KVT001,CAY,3,CAY,3,255000,765000,627314,1524,CTY00001,,Phòng kỹ thuật,,,,,,,,2216B
PX,7/3/2024,PX07/24-0045,Vật tư sửa chữa cửa chống côn trùng phân xưởng sợi dệt.,0905501830000000,Máng sắt cửa lùa 30x60x2mm - dài 6000,KVT001,CAY,6,CAY,6,270000,1620000,627314,1524,CTY00001,,Phòng kỹ thuật,,,,,,,,2216B
PX,7/3/2024,PX07/24-0045,Vật tư sửa chữa cửa chống côn trùng phân xưởng sợi dệt.,0927600089000000,Bạc đạn NSK - SB208 Z,KVT001,CAI,8,CAI,8,452386.75,3619094,627314,1524,CTY00001,,Phòng kỹ thuật,,,,,,,,2216B
PX,7/3/2024,PX07/24-0049,Yêu cầu xuất NL Sợi X01 ca đêm  03/07/2024 ngày 04/07/2024,HAT-EMMV8C,Hạt phụ gia MV8C (Châu Âu),KNL001,KG,31.98,KG,31.98,23000,735540,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2312-0046,LSX06/24-074,SOI,,SOI-MS01-1,,2211
PX,7/3/2024,PX07/24-0049,Yêu cầu xuất NL Sợi X01 ca đêm  03/07/2024 ngày 04/07/2024,HAT-EMMV8C,Hạt phụ gia MV8C (Châu Âu),KNL001,KG,39.51,KG,39.51,23000,908730,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2405-0042,LSX06/24-107,SOI,,SOI-SP31-1,,2211
PX,7/3/2024,PX07/24-0049,Yêu cầu xuất NL Sợi X01 ca đêm  03/07/2024 ngày 04/07/2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,2309.59,Kg,2309.59,24555.27,56712599,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2312-0046,LSX06/24-074,SOI,,SOI-MS01-1,,2211
PX,7/3/2024,PX07/24-0049,Yêu cầu xuất NL Sợi X01 ca đêm  03/07/2024 ngày 04/07/2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,3045.21,Kg,3045.21,24555.27,74775944,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2405-0042,LSX06/24-107,SOI,,SOI-SP31-1,,2211
PX,7/3/2024,PX07/24-0049,Yêu cầu xuất NL Sợi X01 ca đêm  03/07/2024 ngày 04/07/2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,3110.29,Kg,3110.29,24555.27,76374001,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2406-0002,LSX06/24-077,SOI,,SOI-TM15-1,,2211
PX,7/3/2024,PX07/24-0049,Yêu cầu xuất NL Sợi X01 ca đêm  03/07/2024 ngày 04/07/2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,888.19,KG,888.19,7055.55,6266670,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2312-0046,LSX06/24-074,SOI,,SOI-MS01-1,,2211
PX,7/3/2024,PX07/24-0049,Yêu cầu xuất NL Sợi X01 ca đêm  03/07/2024 ngày 04/07/2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,1827.04,KG,1827.04,7055.55,12890775,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2405-0042,LSX06/24-107,SOI,,SOI-SP31-1,,2211
PX,7/3/2024,PX07/24-0049,Yêu cầu xuất NL Sợi X01 ca đêm  03/07/2024 ngày 04/07/2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,1244.06,KG,1244.06,7055.55,8777530,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2406-0002,LSX06/24-077,SOI,,SOI-TM15-1,,2211
PX,7/3/2024,PX07/24-0049,Yêu cầu xuất NL Sợi X01 ca đêm  03/07/2024 ngày 04/07/2024,SUI-TRANG,Sủi trắng,KNL001,KG,608.81,KG,608.81,5841.1,3556117,62112,1521,CTY00001,,Phân xưởng 1 (Sợi),,SO2405-0042,LSX06/24-107,SOI,,SOI-SP31-1,,2211
PX,7/3/2024,PX07/24-0050,Yêu cầu xuất NL Sợi X07 ca đêm  03/07/2024 ngày 04/07/2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,3298.72,Kg,3298.72,24555.27,81000950,62112,1521,CTY00001,,Phân xưởng 7,,SO2403-0007,LSX06/24-102,SOI,,SOI-SMY2-1,,2211
PX,7/3/2024,PX07/24-0050,Yêu cầu xuất NL Sợi X07 ca đêm  03/07/2024 ngày 04/07/2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,1148.65,Kg,1148.65,24555.27,28205407,62112,1521,CTY00001,,Phân xưởng 7,,SO2312-0047,LSX12/23-055,SOI,,SOI-RC3,,2211
PX,7/3/2024,PX07/24-0050,Yêu cầu xuất NL Sợi X07 ca đêm  03/07/2024 ngày 04/07/2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,611.44,Kg,611.44,24555.27,15014072,62112,1521,CTY00001,,Phân xưởng 7,,SO2406-0064,LSX07/24-009,SOI,,SOI-JB41-1,,2211
PX,7/3/2024,PX07/24-0050,Yêu cầu xuất NL Sợi X07 ca đêm  03/07/2024 ngày 04/07/2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,2790.93,Kg,2790.93,24555.27,68532031,62112,1521,CTY00001,,Phân xưởng 7,,SO2406-0040,LSX06/24-103,SOI,,SOI-ECL5-1,,2211
PX,7/3/2024,PX07/24-0050,Yêu cầu xuất NL Sợi X07 ca đêm  03/07/2024 ngày 04/07/2024,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,KNL001,Kg,1848.73,Kg,1848.73,24555.27,45396058,62112,1521,CTY00001,,Phân xưởng 7,,SO2406-0017,LSX07/24-007,SOI,,SOI-JB5-2,,2211
PX,7/3/2024,PX07/24-0050,Yêu cầu xuất NL Sợi X07 ca đêm  03/07/2024 ngày 04/07/2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,765.77,KG,765.77,7055.55,5402930,62112,1521,CTY00001,,Phân xưởng 7,,SO2312-0047,LSX12/23-055,SOI,,SOI-RC3,,2211
PX,7/3/2024,PX07/24-0050,Yêu cầu xuất NL Sợi X07 ca đêm  03/07/2024 ngày 04/07/2024,HAT-TACKS,Hạt Taical kéo sợi,KNL001,KG,680.37,KG,680.37,7055.55,4800386,62112,1521,CTY00001,,Phân xưởng 7,,SO2406-0040,LSX06/24-103,SOI,,SOI-ECL5-1,,2211
PX,7/3/2024,PX07/24-0050,Yêu cầu xuất NL Sợi X07 ca đêm  03/07/2024 ngày 04/07/2024,HAT-TACKS-JB,Hạt Taical kéo sợi Jumbo. [Hanotech: HF006R] [Châu Âu: PP1002BRT],KNL001,KG,1015.03,KG,1015.03,9055.96,9192073,62112,1521,CTY00001,,Phân xưởng 7,,SO2403-0007,LSX06/24-102,SOI,,SOI-SMY2-1,,2211
PX,7/3/2024,PX07/24-0050,Yêu cầu xuất NL Sợi X07 ca đêm  03/07/2024 ngày 04/07/2024,HAT-TACKS-JB,Hạt Taical kéo sợi Jumbo. [Hanotech: HF006R] [Châu Âu: PP1002BRT],KNL001,KG,87,KG,87,9055.96,787869,62112,1521,CTY00001,,Phân xưởng 7,,SO2406-0064,LSX07/24-009,SOI,,SOI-JB41-1,,2211
PX,7/3/2024,PX07/24-0050,Yêu cầu xuất NL Sợi X07 ca đêm  03/07/2024 ngày 04/07/2024,HAT-TACKS-JB,Hạt Taical kéo sợi Jumbo. [Hanotech: HF006R] [Châu Âu: PP1002BRT],KNL001,KG,176.07,KG,176.07,9055.96,1594483,62112,1521,CTY00001,,Phân xưởng 7,,SO2406-0017,LSX07/24-007,SOI,,SOI-JB5-2,,2211
PX,7/3/2024,PX07/24-0050,Yêu cầu xuất NL Sợi X07 ca đêm  03/07/2024 ngày 04/07/2024,HAT-UV881C,Hạt UV 881C (Châu Âu),KNL001,KG,10.65,KG,10.65,73000,777450,62112,1521,CTY00001,,Phân xưởng 7,,SO2406-0064,LSX07/24-009,SOI,,SOI-JB41-1,,2211
PX,7/3/2024,PX07/24-0050,Yêu cầu xuất NL Sợi X07 ca đêm  03/07/2024 ngày 04/07/2024,HAT-UV881C,Hạt UV 881C (Châu Âu),KNL001,KG,30.99,KG,30.99,73000,2262270,62112,1521,CTY00001,,Phân xưởng 7,,SO2406-0017,LSX07/24-007,SOI,,SOI-JB5-2,,2211
PX,7/3/2024,PX07/24-0050,Yêu cầu xuất NL Sợi X07 ca đêm  03/07/2024 ngày 04/07/2024,SUI-TRANG,Sủi trắng,KNL001,KG,406.09,KG,406.09,5841.1,2372011,62112,1521,CTY00001,,Phân xưởng 7,,SO2312-0047,LSX12/23-055,SOI,,SOI-RC3,,2211
PX,7/3/2024,PX07/24-0051,Yêu cầu xuất nl thổ  ngày 3/7/2024,HAT-EVA,"Hạt nhựa EVA: H2181, 7350M...",KNL001,KG,265.3,KG,265.3,32173.17,8535543,62113,1521,CTY00001,,Phân xưởng 8,,SO2406-0027,LSX07/24-002,PE,,HDPE0017-1,,2218
PX,7/3/2024,PX07/24-0051,Yêu cầu xuất nl thổ  ngày 3/7/2024,HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KNL001,KG,2615.28,KG,2615.28,26550.79,69437754,62113,1521,CTY00001,,Phân xưởng 8,,SO2406-0027,LSX07/24-002,PE,,HDPE0017-1,,2218
PX,7/3/2024,PX07/24-0051,Yêu cầu xuất nl thổ  ngày 3/7/2024,HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KNL001,KG,138.69,KG,138.69,26095.61,3619200,62113,1521,CTY00001,,Phân xưởng 8,,SO2406-0027,LSX07/24-002,PE,,HDPE0017-1,,2218
PX,7/3/2024,PX07/24-0052,YÊU CẦU VẢI CẮT MEKONG 59.5,THACAMEK595100110116TRDU,"Vải cuộn PP trắng đục có tẩy khổ 59.5cm, MĐ: 10.0x11.0, dọc: caro khít, ngang: 2x1; TL: 116.3g/m",KCU001,M,229.9,KG,2026.76,1536.14044,3113388,62115,15514,CTY00001,,Phân xưởng 8,,SO2404-0011,LSX04/24-050,BAOBT,,CMA595920G111TD.MEK,,2215
PX,7/3/2024,PX07/24-0052,YÊU CẦU VẢI CẮT MEKONG 59.5,THACAMEK595100110116TRDU,"Vải cuộn PP trắng đục có tẩy khổ 59.5cm, MĐ: 10.0x11.0, dọc: caro khít, ngang: 2x1; TL: 116.3g/m",KCU001,M,475.98,KG,4121.82,1563.84583,6445891,62115,15514,CTY00001,,Phân xưởng 8,,SO2404-0011,LSX04/24-050,BAOBT,,CMA595920G111TD.MEK,,2215
PX,7/3/2024,PX07/24-0053,YÊU CẦU VẢI CẮT SABAH,THACAPRE500102112084TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 10.2.0x11.2, TL: 84.5g/m",KCU001,M,210.24,KG,2488.05,1653.54876,4114112,62115,15514,CTY00001,,Phân xưởng 8,,SO2403-0063,LSX06/24-014,BAOBT,,CMA050076TDSAB6,,2215
PX,7/3/2024,PX07/24-0053,YÊU CẦU VẢI CẮT SABAH,THACAPRE500102112084TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 10.2.0x11.2, TL: 84.5g/m",KCU001,M,210.74,KG,2493.96,1653.55338,4123896,62115,15514,CTY00001,,Phân xưởng 8,,SO2403-0063,LSX06/24-014,BAOBT,,CMA050076TDSAB6,,2215
PX,7/3/2024,PX07/24-0053,YÊU CẦU VẢI CẮT SABAH,THACAPRE500102112084TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 10.2.0x11.2, TL: 84.5g/m",KCU001,M,210.24,KG,2488.05,1653.54876,4114112,62115,15514,CTY00001,,Phân xưởng 8,,SO2403-0063,LSX06/24-014,BAOBT,,CMA050076TDSAB6,,2215
PX,7/3/2024,PX07/24-0053,YÊU CẦU VẢI CẮT SABAH,THACAPRE500102112084TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 10.2.0x11.2, TL: 84.5g/m",KCU001,M,210.24,KG,2488.05,1653.54876,4114112,62115,15514,CTY00001,,Phân xưởng 8,,SO2403-0063,LSX06/24-014,BAOBT,,CMA050076TDSAB6,,2215
PX,7/3/2024,PX07/24-0053,YÊU CẦU VẢI CẮT SABAH,THACAPRE500102112084TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 10.2.0x11.2, TL: 84.5g/m",KCU001,M,210.24,KG,2488.05,1653.54876,4114112,62115,15514,CTY00001,,Phân xưởng 8,,SO2403-0063,LSX06/24-014,BAOBT,,CMA050076TDSAB6,,2215
PX,7/3/2024,PX07/24-0053,YÊU CẦU VẢI CẮT SABAH,THACAPRE500102112084TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 10.2.0x11.2, TL: 84.5g/m",KCU001,M,210.24,KG,2488.05,1653.54876,4114112,62115,15514,CTY00001,,Phân xưởng 8,,SO2403-0063,LSX06/24-014,BAOBT,,CMA050076TDSAB6,,2215
PX,7/3/2024,PX07/24-0053,YÊU CẦU VẢI CẮT SABAH,THACAPRE500102112084TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 10.2.0x11.2, TL: 84.5g/m",KCU001,M,420.56,KG,4977.04,1653.55111,8229790,62115,15514,CTY00001,,Phân xưởng 8,,SO2403-0063,LSX06/24-014,BAOBT,,CMA050076TDSAB6,,2215
PX,7/3/2024,PX07/24-0054,YÊU CẦU VẢI IN CUỘN PO2 ( 17A +19A)+ 48 LUMUT,THACAMFM485100120915TRDU,"Cuộn PP, trắng đục, K48.5cm, MĐ: 10x12, TL: 91.5g/m.",KCU001,M,229.39,KG,2507,1878.9286,4710474,62115,15514,CTY00001,,Phân xưởng 8,,SO2406-0048,LSX06/24-079,BAOBT,,THAINMFM485TD.LMBIBL,,2215
PX,7/3/2024,PX07/24-0058,Yêu cầu xuất NL Dệt (BS ngày 02/07/2024),SOI-DCA-01-1,"Sợi PP,dùng sủi màu cam, 710D, 2.60mm.",KSO001,KG,155.83,KG,155.83,21226.9,3307787,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0027,LSX07/24-006,VAICUON,,THACADOW455100110065CA00,,2213
PX,7/3/2024,PX07/24-0058,Yêu cầu xuất NL Dệt (BS ngày 02/07/2024),SOI-DCA-02-1,"Sợi PP, màu cam, 730D, 3.33mm, 4.1kgF, 20%.",KSO001,KG,313.05,KG,313.05,21075.07,6597551,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0015,LSX06/24-075,VAICUON,,THACADOW100008008105CABD,,2213
PX,7/3/2024,PX07/24-0058,Yêu cầu xuất NL Dệt (BS ngày 02/07/2024),SOI-DCA-04-2,"Sợi PP, dung sui màu cam, 830D, 2.60mm.",KSO001,KG,532.28,KG,532.28,22424.1,11935900,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0027,LSX06/24-067,VAICUON,,THACADOW455100110072CA00,,2213
PX,7/3/2024,PX07/24-0058,Yêu cầu xuất NL Dệt (BS ngày 02/07/2024),SOI-DVA-03,"Sợi PP, màu vàng (EMH 22269) , 2.6mm, 830D.",KSO001,KG,468.57,KG,468.57,22802.05,10684356,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0027,LSX06/24-063,VAICUON,,THACADOW455100110072VABT,,2213
PX,7/3/2024,PX07/24-0058,Yêu cầu xuất NL Dệt (BS ngày 02/07/2024),SOI-GL4-3HD,"Sợi PP, trắng đục, 760D, 2.60mm. [33%], dùng sủi HD thổi",KSO001,KG,777.94,KG,777.94,17845.14,13882446,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0049,LSX06/24-088,VAICUON,,0102109012000000,,2213
PX,7/3/2024,PX07/24-0058,Yêu cầu xuất NL Dệt (BS ngày 02/07/2024),SOI-HV14,"Sợi PP, trắng đục, 730D, 2.55mm. [Non-Recycled]",KSO001,KG,778,KG,778,19299.8,15015243,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0002,LSX06/24-112,VAICUON,,THACUHAR510100110072TRDU,,2213
PX,7/3/2024,PX07/24-0058,Yêu cầu xuất NL Dệt (BS ngày 02/07/2024),SOI-HV14,"Sợi PP, trắng đục, 730D, 2.55mm. [Non-Recycled]",KSO001,KG,519.51,KG,519.51,19299.8,10026438,62114,15512,CTY00001,,Xưởng dệt,,SO2404-0016,LSX06/24-008,VAICUON,,THACAHAW730100110102TRDU,,2213
PX,7/3/2024,PX07/24-0058,Yêu cầu xuất NL Dệt (BS ngày 02/07/2024),SOI-MS01-1,"Sợi PP 820D bản chỉ 2.5 mm, trắng đục [Dùng MV8C]",KSO001,KG,1514.79,KG,1514.79,21932.07,33222477,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0044,LSX06/24-038,VAICUON,,0102125027000000,,2213
PX,7/3/2024,PX07/24-0058,Yêu cầu xuất NL Dệt (BS ngày 02/07/2024),SOI-PR42MI-01,"Sợi PP, xanh dương 2195C, 670D, 2.50mm. [EMH77197+20.5%Sủi xanh dương+MF4X]",KSO001,KG,43.94,KG,43.94,20734.44,911071,62114,15512,CTY00001,,Xưởng dệt,,SO2405-0065,LSX06/24-073,VAICUON,,THACUPER200100130150XD00,,2213
PX,7/3/2024,PX07/24-0058,Yêu cầu xuất NL Dệt (BS ngày 02/07/2024),SOI-SW5,"Sợi PP, trắng đục, 810D, 2.55mm. [Non-Recycled]",KSO001,KG,1777.52,KG,1777.52,20492.33,36425522,62114,15512,CTY00001,,Xưởng dệt,,SO2404-0008,LSX06/24-002,VAICUON,,0102125051000000,,2213
PX,7/3/2024,PX07/24-0058,Yêu cầu xuất NL Dệt (BS ngày 02/07/2024),SOI-TM15-1,"Sợi PP, trắng đục, 600D, 2.60mm. [Không sủi]",KSO001,KG,192.71,KG,192.71,15662.84,3018386,62114,15512,CTY00001,,Xưởng dệt,,SO2406-0002,LSX06/24-077,VAICUON,,THACAHAR500100110060TRDU,,2213
