Mã,Ngày,Số chứng từ,Diễn giải,Vật tư,Tên vật tư,Đvt,Kho,Số lượng,Giá,Tiền vốn,Tk Nợ,Tk Có,Đối tượng,Nhân viên,Bộ phận,Đơn hàng/Hợp đồng mua,Lệnh sản xuất,Công đoạn,Mã trung tâm chi phí,Sản phẩm,Mã vụ việc,Mã giao dịch
TP,7/17/2024,TP07/24-124,Nhập tp đóng gói ngày 17/7/2024,TPH595920G112MEK.CF2.X,"Bao TP-PP, trắng tẩy, K59.5x92.0PB (cm), TL: 112.0 (±3.0)g/cái, MK: CF2.X-40KG; Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài, bỏ vào túi HDPE, dán tem nhận diện bên ngoài",Cái,KTP001,1121,0,0,15515,15415,CTY00001,,,,LSX07/24-027,BAOBT,,TPH595920G112MEK.CF2.X,,2156
TP,7/17/2024,TP07/24-124,Nhập tp đóng gói ngày 17/7/2024,TPH595920G112MEK.XILO,"Bao TP-PP, trắng tẩy, K59.5x92.0PB (cm), TL: 112.0 (±3.0)g/cái, MK: Xích Lô-40KG; Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài, bỏ vào túi HDPE, dán tem nhận diện bên ngoài",Cái,KTP001,1113,0,0,15515,15415,CTY00001,,,,LSX07/24-027,BAOBT,,TPH595920G112MEK.XILO,,2156
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3,0,0,1527,15414,CTY00001,,,,LSX07/24-031,VAICUON,,0119132003000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,7,0,0,1527,15414,CTY00001,,,,LSX07/24-031,VAICUON,,0119132003000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX07/24-040,VAICUON,,TPH595920G112MEK.CHD,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,6,0,0,1527,15414,CTY00001,,,,LSX07/24-040,VAICUON,,TPH595920G112MEK.CHD,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX07/24-018,VAICUON,,TPH050080G52TDSAN.XXX,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,6,0,0,1527,15414,CTY00001,,,,LSX07/24-018,VAICUON,,TPH050080G52TDSAN.XXX,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX06/24-077,VAICUON,,0119110019000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5,0,0,1527,15414,CTY00001,,,,LSX06/24-077,VAICUON,,0119110019000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX07/24-044,VAICUON,,THACUDOW455100110070CA00,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5,0,0,1527,15414,CTY00001,,,,LSX07/24-044,VAICUON,,THACUDOW455100110070CA00,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1,0,0,1527,15414,CTY00001,,,,LSX06/24-095,VAICUON,,0102109034000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,6,0,0,1527,15414,CTY00001,,,,LSX06/24-095,VAICUON,,0102109034000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1,0,0,1527,15414,CTY00001,,,,LSX07/24-018,VAICUON,,TPH050080G52TDSAN.XXX,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,6,0,0,1527,15414,CTY00001,,,,LSX07/24-018,VAICUON,,TPH050080G52TDSAN.XXX,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX06/24-037,VAICUON,,0102125012000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5,0,0,1527,15414,CTY00001,,,,LSX06/24-037,VAICUON,,0102125012000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3,0,0,1527,15414,CTY00001,,,,LSX07/24-041,VAICUON,,TPH066XXXTDMFM.850D,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,8,0,0,1527,15414,CTY00001,,,,LSX07/24-041,VAICUON,,TPH066XXXTDMFM.850D,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX07/24-052,VAICUON,,0102125027000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,6,0,0,1527,15414,CTY00001,,,,LSX07/24-052,VAICUON,,0102125027000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX06/24-037,VAICUON,,0102125012000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5,0,0,1527,15414,CTY00001,,,,LSX06/24-037,VAICUON,,0102125012000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX06/24-037,VAICUON,,0102125012000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,6,0,0,1527,15414,CTY00001,,,,LSX06/24-037,VAICUON,,0102125012000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX06/24-111,VAICUON,,0102129004000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,7,0,0,1527,15414,CTY00001,,,,LSX06/24-111,VAICUON,,0102129004000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,8,0,0,1527,15414,CTY00001,,,,LSX06/24-111,VAICUON,,0102129004000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX06/24-102,VAICUON,,0102129003000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,7,0,0,1527,15414,CTY00001,,,,LSX06/24-102,VAICUON,,0102129003000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,7,0,0,1527,15414,CTY00001,,,,LSX06/24-102,VAICUON,,0102129003000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX07/24-022,VAICUON,,0102129003000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5,0,0,1527,15414,CTY00001,,,,LSX07/24-022,VAICUON,,0102129003000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX07/24-022,VAICUON,,0102129003000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5,0,0,1527,15414,CTY00001,,,,LSX07/24-022,VAICUON,,0102129003000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX07/24-022,VAICUON,,0102129003000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5,0,0,1527,15414,CTY00001,,,,LSX07/24-022,VAICUON,,0102129003000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX07/24-025,VAICUON,,0119124003001000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5,0,0,1527,15414,CTY00001,,,,LSX07/24-025,VAICUON,,0119124003001000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,7,0,0,1527,15414,CTY00001,,,,LSX07/24-025,VAICUON,,0119124003001000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX07/24-025,VAICUON,,0119124003001000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5,0,0,1527,15414,CTY00001,,,,LSX07/24-025,VAICUON,,0119124003001000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,10,0,0,1527,15414,CTY00001,,,,LSX06/24-106,VAICUON,,0102125059000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX07/24-031,VAICUON,,0119132003000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5,0,0,1527,15414,CTY00001,,,,LSX07/24-031,VAICUON,,0119132003000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2.7,0,0,1527,15414,CTY00001,,,,LSX07/24-040,VAICUON,,TPH595920G112MEK.CHD,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5.3,0,0,1527,15414,CTY00001,,,,LSX07/24-040,VAICUON,,TPH595920G112MEK.CHD,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2.6,0,0,1527,15414,CTY00001,,,,LSX07/24-040,VAICUON,,TPH595920G112MEK.CHD,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,4.8,0,0,1527,15414,CTY00001,,,,LSX07/24-040,VAICUON,,TPH595920G112MEK.CHD,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2.7,0,0,1527,15414,CTY00001,,,,LSX07/24-031,VAICUON,,0119132003000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,4.8,0,0,1527,15414,CTY00001,,,,LSX07/24-031,VAICUON,,0119132003000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX07/24-031,VAICUON,,0119132003000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5,0,0,1527,15414,CTY00001,,,,LSX07/24-031,VAICUON,,0119132003000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2.7,0,0,1527,15414,CTY00001,,,,LSX07/24-044,VAICUON,,THACUDOW455100110070CA00,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,4.2,0,0,1527,15414,CTY00001,,,,LSX07/24-044,VAICUON,,THACUDOW455100110070CA00,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,100,0,0,1527,15414,CTY00001,,,,LSX07/24-044,VAICUON,,THACUDOW455100110070CA00,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2.9,0,0,1527,15414,CTY00001,,,,LSX06/24-095,VAICUON,,0102109034000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5.1,0,0,1527,15414,CTY00001,,,,LSX06/24-095,VAICUON,,0102109034000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2.8,0,0,1527,15414,CTY00001,,,,LSX07/24-018,VAICUON,,TPH050080G52TDSAN.XXX,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5.2,0,0,1527,15414,CTY00001,,,,LSX07/24-018,VAICUON,,TPH050080G52TDSAN.XXX,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2.2,0,0,1527,15414,CTY00001,,,,LSX06/24-090,VAICUON,,0102125032000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5.4,0,0,1527,15414,CTY00001,,,,LSX06/24-090,VAICUON,,0102125032000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,7,0,0,1527,15414,CTY00001,,,,LSX06/24-090,VAICUON,,0102125032000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2.9,0,0,1527,15414,CTY00001,,,,LSX07/24-018,VAICUON,,TPH050080G52TDSAN.XXX,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,6.5,0,0,1527,15414,CTY00001,,,,LSX07/24-018,VAICUON,,TPH050080G52TDSAN.XXX,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,4,0,0,1527,15414,CTY00001,,,,LSX07/24-018,VAICUON,,TPH050080G52TDSAN.XXX,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2.6,0,0,1527,15414,CTY00001,,,,LSX07/24-041,VAICUON,,TPH066XXXTDMFM.850D,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,4.6,0,0,1527,15414,CTY00001,,,,LSX07/24-041,VAICUON,,TPH066XXXTDMFM.850D,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,4.2,0,0,1527,15414,CTY00001,,,,LSX07/24-041,VAICUON,,TPH066XXXTDMFM.850D,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2.7,0,0,1527,15414,CTY00001,,,,LSX06/24-037,VAICUON,,0102125012000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,4.1,0,0,1527,15414,CTY00001,,,,LSX06/24-037,VAICUON,,0102125012000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2.1,0,0,1527,15414,CTY00001,,,,LSX07/24-022,VAICUON,,0102129003000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,4.7,0,0,1527,15414,CTY00001,,,,LSX07/24-022,VAICUON,,0102129003000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2.8,0,0,1527,15414,CTY00001,,,,LSX07/24-022,VAICUON,,0102129003000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,4.3,0,0,1527,15414,CTY00001,,,,LSX07/24-022,VAICUON,,0102129003000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2.5,0,0,1527,15414,CTY00001,,,,LSX07/24-055,VAICUON,,0119124003001000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,4.9,0,0,1527,15414,CTY00001,,,,LSX07/24-055,VAICUON,,0119124003001000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2.9,0,0,1527,15414,CTY00001,,,,LSX07/24-055,VAICUON,,0119124003001000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,4.8,0,0,1527,15414,CTY00001,,,,LSX07/24-055,VAICUON,,0119124003001000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1,0,0,1527,15414,CTY00001,,,,LSX06/24-037,VAICUON,,0102125012000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2.5,0,0,1527,15414,CTY00001,,,,LSX06/24-037,VAICUON,,0102125012000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1,0,0,1527,15414,CTY00001,,,,LSX06/24-094,VAICUON,,0102125017000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3,0,0,1527,15414,CTY00001,,,,LSX06/24-094,VAICUON,,0102125017000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1.5,0,0,1527,15414,CTY00001,,,,LSX06/24-107,VAICUON,,0102125009000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3,0,0,1527,15414,CTY00001,,,,LSX06/24-107,VAICUON,,0102125009000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2,0,0,1527,15414,CTY00001,,,,LSX06/24-088,VAICUON,,0102109012000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,4,0,0,1527,15414,CTY00001,,,,LSX06/24-088,VAICUON,,0102109012000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,2.5,0,0,1527,15414,CTY00001,,,,LSX07/24-037,VAICUON,,TPH455068G054CATD.DW.XXX,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,4,0,0,1527,15414,CTY00001,,,,LSX07/24-037,VAICUON,,TPH455068G054CATD.DW.XXX,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,10,0,0,1527,15414,CTY00001,,,,LSX06/24-073,VAICUON,,0102123053000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1,0,0,1527,15414,CTY00001,,,,LSX07/24-007,VAICUON,,0119132010000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1.5,0,0,1527,15414,CTY00001,,,,LSX07/24-007,VAICUON,,0119132010000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1.5,0,0,1527,15414,CTY00001,,,,LSX07/24-007,VAICUON,,0119132010000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,3,0,0,1527,15414,CTY00001,,,,LSX07/24-007,VAICUON,,0119132010000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5,0,0,1527,15414,CTY00001,,,,LSX07/24-007,VAICUON,,0119132010000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1,0,0,1527,15414,CTY00001,,,,LSX06/24-037,VAICUON,,0102125012000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5,0,0,1527,15414,CTY00001,,,,LSX06/24-037,VAICUON,,0102125012000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1,0,0,1527,15414,CTY00001,,,,LSX06/24-094,VAICUON,,0102125017000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5,0,0,1527,15414,CTY00001,,,,LSX06/24-094,VAICUON,,0102125017000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1.5,0,0,1527,15414,CTY00001,,,,LSX06/24-088,VAICUON,,0102109012000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5,0,0,1527,15414,CTY00001,,,,LSX06/24-088,VAICUON,,0102109012000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,1,0,0,1527,15414,CTY00001,,,,LSX06/24-088,VAICUON,,0102109012000000,,2109B
TP,7/17/2024,TP07/24-126,Nhập báo cáo dệt ngày 17/07/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KG,KPH001,5,0,0,1527,15414,CTY00001,,,,LSX06/24-088,VAICUON,,0102109012000000,,2109B
