Chứng từ,Ngày tạo,Số chứng từ,Diễn giải,Vật tư,Tên vật tư,Kho,Đơn vị tính (1),SL 1,Đơn vị tính (2),SL 2,Giá,Tiền vốn,Tk Nợ,Tk Có,Đối tượng,Nhân viên,Bộ phận,Đơn hàng/Hợp đồng mua,Lệnh sản xuất,Công đoạn,Mã trung tâm chi phí,Sản phẩm,Mã vụ việc,Mã giao dịch
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-070,VAICUON,,TPH455068G054CAM.DW.XXX,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-080,VAICUON,,0119109032000000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,0,0,1527,15414,CTY00001,,,,LSX09/24-080,VAICUON,,0119109032000000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-080,VAICUON,,0119109032000000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,7,KG,7,0,0,1527,15414,CTY00001,,,,LSX09/24-080,VAICUON,,0119109032000000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,0.5,KG,0.5,0,0,1527,15414,CTY00001,,,,LSX09/24-085,VAICUON,,0119110002001000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX09/24-085,VAICUON,,0119110002001000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.4,KG,1.4,0,0,1527,15414,CTY00001,,,,LSX09/24-085,VAICUON,,0119110002001000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX09/24-085,VAICUON,,0119110002001000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,5,KG,5,0,0,1527,15414,CTY00001,,,,LSX09/24-085,VAICUON,,0119110002001000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.2,KG,1.2,0,0,1527,15414,CTY00001,,,,LSX09/24-086,VAICUON,,0102133039000000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3.5,KG,3.5,0,0,1527,15414,CTY00001,,,,LSX09/24-086,VAICUON,,0102133039000000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2.5,KG,2.5,0,0,1527,15414,CTY00001,,,,LSX09/24-086,VAICUON,,0102133039000000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-086,VAICUON,,THACUUWS430100100068TRDU,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,5,KG,5,0,0,1527,15414,CTY00001,,,,LSX09/24-086,VAICUON,,THACUUWS430100100068TRDU,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-086,VAICUON,,0102133039000000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,6,KG,6,0,0,1527,15414,CTY00001,,,,LSX09/24-086,VAICUON,,0102133039000000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-086,VAICUON,,0102133039000000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX09/24-086,VAICUON,,0102133039000000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-087,VAICUON,,THACUTAU127080080078TRDU,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX09/24-087,VAICUON,,THACUTAU127080080078TRDU,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-087,VAICUON,,THACUTAU127080080078TRDU,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.5,KG,1.5,0,0,1527,15414,CTY00001,,,,LSX09/24-087,VAICUON,,THACUTAU127080080078TRDU,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX09/24-087,VAICUON,,THACUTAU127080080078TRDU,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,6,KG,6,0,0,1527,15414,CTY00001,,,,LSX09/24-087,VAICUON,,THACUTAU127080080078TRDU,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-087,VAICUON,,THACUTAU127080080078TRDU,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,0,0,1527,15414,CTY00001,,,,LSX09/24-087,VAICUON,,THACUTAU127080080078TRDU,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-087,VAICUON,,THACUTAU127080080078TRDU,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX09/24-087,VAICUON,,THACUTAU127080080078TRDU,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.6,KG,1.6,0,0,1527,15414,CTY00001,,,,LSX09/24-087,VAICUON,,THACUTAU127080080078TRDU,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX09/24-087,VAICUON,,THACUTAU127080080078TRDU,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX09/24-087,VAICUON,,THACUTAU127080080078TRDU,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4.5,KG,4.5,0,0,1527,15414,CTY00001,,,,LSX09/24-087,VAICUON,,THACUTAU127080080078TRDU,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-087,VAICUON,,THACUTAU127080080078TRDU,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4.5,KG,4.5,0,0,1527,15414,CTY00001,,,,LSX09/24-087,VAICUON,,THACUTAU127080080078TRDU,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.3,KG,1.3,0,0,1527,15414,CTY00001,,,,LSX09/24-094,VAICUON,,0102125065000000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3.8,KG,3.8,0,0,1527,15414,CTY00001,,,,LSX09/24-094,VAICUON,,0102125065000000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-094,VAICUON,,0102125065000000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,0,0,1527,15414,CTY00001,,,,LSX09/24-094,VAICUON,,0102125065000000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-094,VAICUON,,0102125065000000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3.8,KG,3.8,0,0,1527,15414,CTY00001,,,,LSX09/24-094,VAICUON,,0102125065000000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-094,VAICUON,,0102125065000000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,0,0,1527,15414,CTY00001,,,,LSX09/24-094,VAICUON,,0102125065000000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2.5,KG,2.5,0,0,1527,15414,CTY00001,,,,LSX09/24-094,VAICUON,,0102125065000000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-094,VAICUON,,0102125065000000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,6,KG,6,0,0,1527,15414,CTY00001,,,,LSX09/24-094,VAICUON,,0102125065000000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-094,VAICUON,,0102125065000000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,7,KG,7,0,0,1527,15414,CTY00001,,,,LSX09/24-094,VAICUON,,0102125065000000,,2109B
TP,10/1/2024,TP10/24-004,Nhập báo cáo dệt ngày 01/10/2024,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2.5,KG,2.5,0,0,1527,15414,CTY00001,,,,LSX09/24-094,VAICUON,,0102125065000000,,2109B
TP,10/1/2024,TP10/24-005,Nhập báo cáo dệt ngày 01/10/2024,0102107006000000,"Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU",KCU001,M,339,KG,5105,0,0,15514,15414,CTY00001,,,,LSX09/24-042,VAICUON,,0102107006000000,,2155
TP,10/1/2024,TP10/24-005,Nhập báo cáo dệt ngày 01/10/2024,0102107006000000,"Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU",KCU001,M,334.5,KG,5105,0,0,15514,15414,CTY00001,,,,LSX09/24-042,VAICUON,,0102107006000000,,2155
TP,10/1/2024,TP10/24-005,Nhập báo cáo dệt ngày 01/10/2024,0102107006000000,"Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU",KCU001,M,333,KG,5115,0,0,15514,15414,CTY00001,,,,LSX09/24-042,VAICUON,,0102107006000000,,2155
TP,10/1/2024,TP10/24-005,Nhập báo cáo dệt ngày 01/10/2024,0102107006000000,"Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU",KCU001,M,336.5,KG,5115,0,0,15514,15414,CTY00001,,,,LSX09/24-042,VAICUON,,0102107006000000,,2155
TP,10/1/2024,TP10/24-005,Nhập báo cáo dệt ngày 01/10/2024,0102107006000000,"Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU",KCU001,M,335.5,KG,5100,0,0,15514,15414,CTY00001,,,,LSX09/24-042,VAICUON,,0102107006000000,,2155
TP,10/1/2024,TP10/24-005,Nhập báo cáo dệt ngày 01/10/2024,0102107006000000,"Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU",KCU001,M,336.5,KG,5100,0,0,15514,15414,CTY00001,,,,LSX09/24-042,VAICUON,,0102107006000000,,2155
TP,10/1/2024,TP10/24-005,Nhập báo cáo dệt ngày 01/10/2024,0102107006000000,"Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU",KCU001,M,336,KG,5050,0,0,15514,15414,CTY00001,,,,LSX09/24-042,VAICUON,,0102107006000000,,2155
TP,10/1/2024,TP10/24-005,Nhập báo cáo dệt ngày 01/10/2024,0102107006000000,"Vải manh cuộn PP, trắng đục, K119cm, MĐ: 7x7, 900D, caro láng, TL: 68.0g/m. [5000m/cuộn]/THACUECL119070070068TRDU",KCU001,M,339,KG,5050,0,0,15514,15414,CTY00001,,,,LSX09/24-042,VAICUON,,0102107006000000,,2155
TP,10/1/2024,TP10/24-005,Nhập báo cáo dệt ngày 01/10/2024,0102109008000000,"Vải cuộn PP, trắng đục, K58.5cm, MĐ: 10.0x10.0, dệt xếp, TL: 82.0g/m./THACUHAL585100100082TRDU",KCU001,M,291,KG,3532,0,0,15514,15414,CTY00001,,,,LSX09/24-012,VAICUON,,0102109008000000,,2155
TP,10/1/2024,TP10/24-005,Nhập báo cáo dệt ngày 01/10/2024,0102109008000000,"Vải cuộn PP, trắng đục, K58.5cm, MĐ: 10.0x10.0, dệt xếp, TL: 82.0g/m./THACUHAL585100100082TRDU",KCU001,M,283,KG,3510,0,0,15514,15414,CTY00001,,,,LSX09/24-012,VAICUON,,0102109008000000,,2155
TP,10/1/2024,TP10/24-005,Nhập báo cáo dệt ngày 01/10/2024,0102109008000000,"Vải cuộn PP, trắng đục, K58.5cm, MĐ: 10.0x10.0, dệt xếp, TL: 82.0g/m./THACUHAL585100100082TRDU",KCU001,M,285.5,KG,3496,0,0,15514,15414,CTY00001,,,,LSX09/24-012,VAICUON,,0102109008000000,,2155
TP,10/1/2024,TP10/24-005,Nhập báo cáo dệt ngày 01/10/2024,0102109009000000,"Vải cuộn PP, trắng đục, K58.5cm, MĐ: 13.0x13.0, 900D, TL: 120.0g/m.THACUHAL585130130120TRDU",KCU001,M,241.5,KG,2012,0,0,15514,15414,CTY00001,,,,LSX08/24-086,VAICUON,,0102109009000000,,2155
TP,10/1/2024,TP10/24-005,Nhập báo cáo dệt ngày 01/10/2024,0102109015000000,"Vải cuộn PP, trắng đục, K74.0cm , MĐ: 11x11.5, 900D, TL: 133g/m./THACUHAL740110115133TRDU",KCU001,M,324.5,KG,2525,0,0,15514,15414,CTY00001,,,,LSX09/24-023,VAICUON,,0102109015000000,,2155
TP,10/1/2024,TP10/24-005,Nhập báo cáo dệt ngày 01/10/2024,0102109015000000,"Vải cuộn PP, trắng đục, K74.0cm , MĐ: 11x11.5, 900D, TL: 133g/m./THACUHAL740110115133TRDU",KCU001,M,319,KG,2484,0,0,15514,15414,CTY00001,,,,LSX09/24-023,VAICUON,,0102109015000000,,2155
TP,10/1/2024,TP10/24-005,Nhập báo cáo dệt ngày 01/10/2024,0102109015000000,"Vải cuộn PP, trắng đục, K74.0cm , MĐ: 11x11.5, 900D, TL: 133g/m./THACUHAL740110115133TRDU",KCU001,M,327.5,KG,2550,0,0,15514,15414,CTY00001,,,,LSX09/24-023,VAICUON,,0102109015000000,,2155
