Chứng từ,Ngày tạo,Số chứng từ,Diễn giải,Vật tư,Tên vật tư,Kho,Đơn vị tính (1),SL 1,Đơn vị tính (2),SL 2,Giá,Tiền vốn,Tk Nợ,Tk Có,Đối tượng,Nhân viên,Bộ phận,Đơn hàng/Hợp đồng mua,Lệnh sản xuất,Công đoạn,Mã trung tâm chi phí,Sản phẩm,Mã vụ việc,Mã giao dịch
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUHAL595085080778TRTR,"Vải cuộn PP, trắng trong, dệt lồng PE, K59.5cm (+/-0.5), TL: PP-77.8g/m + HDPE-22.2g/m = 100g/m (TL vải: 65.4gsm)",KCU001,M,283,KG,2977,0,0,15514,15414,CTY00001,,,,LSX09/24-013,VAICUON,,0102109030000000,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUPER200100130150DE00,"Cuộn MANH PP, MÀU ĐEN, K200cm, 10.0x13.0, TL: 150.0g/m. [75gsm] [ID 3 đỏ 2 xanh cách biên 4cm cả bên của manh]",KCU001,M,349,KG,2445,0,0,15514,15414,CTY00001,,,,LSX09/24-017,VAICUON,,0102123047000000,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUPER200100130150TRDU,"Cuộn MANH PP, TRẮNG ĐỤC, K200cm, 10.0x13.0, TL: 150.0g/m. [75gsm] [ID 3 đỏ 2 xanh cách biên 4cm cả bên của manh]",KCU001,M,333,KG,2445,0,0,15514,15414,CTY00001,,,,LSX09/24-049,VAICUON,,0102123048000000,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUPER200100130150XD00,"Cuộn MANH PP, XANH DƯƠNG 2195C, K200cm, 10.0x13.0, TL: 150.0g/m. [75gsm] [ID 3 đỏ 2 xanh cách biên 4cm cả bên của manh]",KCU001,M,363,KG,2438,0,0,15514,15414,CTY00001,,,,LSX09/24-049,VAICUON,,0102123050000000,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUPER400100130340DE00,"Cuộn MANH PP, MÀU ĐEN, K400cm, 10.0x13.0, TL: 340.0g/m. [85gsm] [ID 3 đỏ 2 xanh cách biên 4cm cả bên của manh]",KCU001,M,65,KG,202,0,0,15514,15414,CTY00001,,,,LSX09/24-017,VAICUON,,0102123053000000,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUPER400100130340DE00,"Cuộn MANH PP, MÀU ĐEN, K400cm, 10.0x13.0, TL: 340.0g/m. [85gsm] [ID 3 đỏ 2 xanh cách biên 4cm cả bên của manh]",KCU001,M,66.5,KG,202,0,0,15514,15414,CTY00001,,,,LSX09/24-017,VAICUON,,0102123053000000,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUPER400100130340DE00,"Cuộn MANH PP, MÀU ĐEN, K400cm, 10.0x13.0, TL: 340.0g/m. [85gsm] [ID 3 đỏ 2 xanh cách biên 4cm cả bên của manh]",KCU001,M,65,KG,202,0,0,15514,15414,CTY00001,,,,LSX09/24-017,VAICUON,,0102123053000000,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUPER400100130340DE00,"Cuộn MANH PP, MÀU ĐEN, K400cm, 10.0x13.0, TL: 340.0g/m. [85gsm] [ID 3 đỏ 2 xanh cách biên 4cm cả bên của manh]",KCU001,M,65,KG,202,0,0,15514,15414,CTY00001,,,,LSX09/24-017,VAICUON,,0102123053000000,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUPER400100130340DE00,"Cuộn MANH PP, MÀU ĐEN, K400cm, 10.0x13.0, TL: 340.0g/m. [85gsm] [ID 3 đỏ 2 xanh cách biên 4cm cả bên của manh]",KCU001,M,65,KG,202,0,0,15514,15414,CTY00001,,,,LSX09/24-017,VAICUON,,0102123053000000,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUPER400100130340DE00,"Cuộn MANH PP, MÀU ĐEN, K400cm, 10.0x13.0, TL: 340.0g/m. [85gsm] [ID 3 đỏ 2 xanh cách biên 4cm cả bên của manh]",KCU001,M,65,KG,202,0,0,15514,15414,CTY00001,,,,LSX09/24-017,VAICUON,,0102123053000000,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUPER400100130340XD00,"Cuộn MANH PP, XANH DƯƠNG 2195C, K400cm, 10.0x13.0, TL: 340.0g/m. [85gsm] [ID 3 đỏ 2 xanh cách biên 4cm cả bên của manh]",KCU001,M,64.5,KG,202,0,0,15514,15414,CTY00001,,,,LSX09/24-017,VAICUON,,0102123056000000,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUPER400100130340XD00,"Cuộn MANH PP, XANH DƯƠNG 2195C, K400cm, 10.0x13.0, TL: 340.0g/m. [85gsm] [ID 3 đỏ 2 xanh cách biên 4cm cả bên của manh]",KCU001,M,65,KG,202,0,0,15514,15414,CTY00001,,,,LSX09/24-017,VAICUON,,0102123056000000,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUPER400100130340XD00,"Cuộn MANH PP, XANH DƯƠNG 2195C, K400cm, 10.0x13.0, TL: 340.0g/m. [85gsm] [ID 3 đỏ 2 xanh cách biên 4cm cả bên của manh]",KCU001,M,65,KG,202,0,0,15514,15414,CTY00001,,,,LSX09/24-017,VAICUON,,0102123056000000,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUPER400100130340XD00,"Cuộn MANH PP, XANH DƯƠNG 2195C, K400cm, 10.0x13.0, TL: 340.0g/m. [85gsm] [ID 3 đỏ 2 xanh cách biên 4cm cả bên của manh]",KCU001,M,64,KG,202,0,0,15514,15414,CTY00001,,,,LSX09/24-017,VAICUON,,0102123056000000,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUPER400100130340XD00,"Cuộn MANH PP, XANH DƯƠNG 2195C, K400cm, 10.0x13.0, TL: 340.0g/m. [85gsm] [ID 3 đỏ 2 xanh cách biên 4cm cả bên của manh]",KCU001,M,63.5,KG,202,0,0,15514,15414,CTY00001,,,,LSX09/24-017,VAICUON,,0102123056000000,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUPER400100130340XD00,"Cuộn MANH PP, XANH DƯƠNG 2195C, K400cm, 10.0x13.0, TL: 340.0g/m. [85gsm] [ID 3 đỏ 2 xanh cách biên 4cm cả bên của manh]",KCU001,M,64,KG,202,0,0,15514,15414,CTY00001,,,,LSX09/24-017,VAICUON,,0102123056000000,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUSGX520100094064CA00,"Cuộn PP, lồng PE, màu cam, K52.0cm, MĐ: 10.12x9.4, 2.50mm, TL: PP 64g/m + PE 20g/m = 84g/m. [Kiểm soát dung sai âm]",KCU001,M,249.2,KG,2972,0,0,15514,15414,CTY00001,,,,LSX09/24-018,VAICUON,,TPH050085G075CAMSGX.B01,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUSGX520100094064CA00,"Cuộn PP, lồng PE, màu cam, K52.0cm, MĐ: 10.12x9.4, 2.50mm, TL: PP 64g/m + PE 20g/m = 84g/m. [Kiểm soát dung sai âm]",KCU001,M,251.2,KG,2993,0,0,15514,15414,CTY00001,,,,LSX09/24-018,VAICUON,,TPH050085G075CAMSGX.B01,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",KCU001,M,455,KG,6000,0,0,15514,15414,CTY00001,,,,LSX09/24-087,VAICUON,,THACUTAU127080080078TRDU,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",KCU001,M,450,KG,6000,0,0,15514,15414,CTY00001,,,,LSX09/24-087,VAICUON,,THACUTAU127080080078TRDU,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",KCU001,M,458,KG,6044,0,0,15514,15414,CTY00001,,,,LSX09/24-087,VAICUON,,THACUTAU127080080078TRDU,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",KCU001,M,458,KG,6044,0,0,15514,15414,CTY00001,,,,LSX09/24-087,VAICUON,,THACUTAU127080080078TRDU,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",KCU001,M,452,KG,6040,0,0,15514,15414,CTY00001,,,,LSX09/24-087,VAICUON,,THACUTAU127080080078TRDU,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",KCU001,M,453,KG,6040,0,0,15514,15414,CTY00001,,,,LSX09/24-087,VAICUON,,THACUTAU127080080078TRDU,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUTAU132080080081TRDU,"Vải manh cuộn PP, trắng đục, K132.0cm, MĐ: 8.0x8.0, TL: 81.0g/m (61.4gsm)./THACUTAU132080080081TRDU",KCU001,M,475,KG,5991,0,0,15514,15414,CTY00001,,,,LSX09/24-064,VAICUON,,THACUTAU132080080081TRDU,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUTAU132080080081TRDU,"Vải manh cuộn PP, trắng đục, K132.0cm, MĐ: 8.0x8.0, TL: 81.0g/m (61.4gsm)./THACUTAU132080080081TRDU",KCU001,M,471,KG,5991,0,0,15514,15414,CTY00001,,,,LSX09/24-064,VAICUON,,THACUTAU132080080081TRDU,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUTAU132080080081TRDU,"Vải manh cuộn PP, trắng đục, K132.0cm, MĐ: 8.0x8.0, TL: 81.0g/m (61.4gsm)./THACUTAU132080080081TRDU",KCU001,M,481,KG,5988,0,0,15514,15414,CTY00001,,,,LSX09/24-064,VAICUON,,THACUTAU132080080081TRDU,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUTAU132080080081TRDU,"Vải manh cuộn PP, trắng đục, K132.0cm, MĐ: 8.0x8.0, TL: 81.0g/m (61.4gsm)./THACUTAU132080080081TRDU",KCU001,M,478,KG,5988,0,0,15514,15414,CTY00001,,,,LSX09/24-064,VAICUON,,THACUTAU132080080081TRDU,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUUWS430100100068TRDU,"Cuộn PP, trắng đục, K43cm, 10.0x10.0, TL: 68.0g/m. No Hooking",KCU001,M,206.5,KG,3060,0,0,15514,15414,CTY00001,,,,LSX09/24-086,VAICUON,,THACUUWS430100100068TRDU,,2155
TP,10/2/2024,TP10/24-012,Nhập báo cáo dệt ngày 02/10/2024,THACUUWS430100100068TRDU,"Cuộn PP, trắng đục, K43cm, 10.0x10.0, TL: 68.0g/m. No Hooking",KCU001,M,207.5,KG,3060,0,0,15514,15414,CTY00001,,,,LSX09/24-086,VAICUON,,THACUUWS430100100068TRDU,,2155
TP,10/2/2024,TP10/24-014,Nhập tp cột bao ngày 30/9/2024,TPH060085G102INT.DFIN117,"Bao TP-PP, trắng tẩy, K60x85LL, TL: 102g/cái, MK: DFIN PP 40KG - CODE 117 (2+0) (Mã: 5000407). [Tép 20 cái gấp 3, code ra ngoài; Bó 5 tép, dây cột trắng, cột chữ thập]",KTP001,Cái,207.5,KG,2000,0,0,15515,15412,CTY00001,,,,LSX09/24-074,BAOBT,,TPH060085G102INT.DFIN117,,2154
TP,10/2/2024,TP10/24-014,Nhập tp cột bao ngày 30/9/2024,TPH060085G102INT.REGL103,"Bao TP-PP, trắng tẩy, K60x85LL, TL: 102g/cái, MK: RED GLOBE (BAGUETTE) - CODE 103 (2+0) (Mã: 5000654). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",KTP001,Cái,405.5,KG,4000,0,0,15515,15412,CTY00001,,,,LSX09/24-074,BAOBT,,TPH060085G102INT.REGL103,,2154
TP,10/2/2024,TP10/24-014,Nhập tp cột bao ngày 30/9/2024,TPH060088G105INTAQ36132,"Bao TP-PP, trắng tẩy, K60x88LL, TL: 105g/cái, MK: AQUA FLOUR 36 - CODE 132 (2+1) (Mã: 5000622). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",KTP001,Cái,417.5,KG,4000,0,0,15515,15412,CTY00001,,,,LSX09/24-074,BAOBT,,TPH060088G105INTAQ36132,,2154
TP,10/2/2024,TP10/24-015,Nhập tp đóng gói ngày 2/10/2024,TPH495805G079MEK.CHD,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: Chuyên dụng - 25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",KTP001,Cái,371.5,KG,4700,0,0,15515,15415,CTY00001,,,,LSX09/24-046,BAOBT,,TPH495805G079MEK.CHD,,2156
TP,10/2/2024,TP10/24-015,Nhập tp đóng gói ngày 2/10/2024,TPH495805G079MEK.MK5,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: MK5 - 25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",KTP001,Cái,1177.5,KG,15000,0,0,15515,15415,CTY00001,,,,LSX09/24-059,BAOBT,,TPH495805G079MEK.MK5,,2156
TP,10/2/2024,TP10/24-015,Nhập tp đóng gói ngày 2/10/2024,TPH595920G112MEK.CF,"Bao TP-PP, trắng tẩy, K59.5x92.0PB (cm), TL: 112.0 (±3.0)g/cái, MK: CF - 40KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài, bỏ vào túi HDPE, dán tem nhận diện]",KTP001,Cái,1905,KG,17000,0,0,15515,15415,CTY00001,,,,LSX09/24-059,BAOBT,,TPH595920G112MEK.CF,,2156
TP,10/2/2024,TP10/24-016,Nhập tp ép kiện ngày 2/10/2024,0119110017000000,"Bao Val-TP, trắng đục, K50x60PB, TL: 44g/cái, không in. [EK: 500cái/kiện, bọc vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 4 ngang x 1 dọc]/TPH050060G44TD.HAR/TPH050060G44TD.HAR",KTP001,BAO,880,KG,20000,0,0,15515,15415,CTY00001,,,,LSX06/24-036,BAOBT,,0119110017000000,,2156
TP,10/2/2024,TP10/24-019,Nhập tp đóng gói ngày 30/9/2024,TPH495805G079MEK.CHD,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: Chuyên dụng - 25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",KTP001,Cái,789,KG,10000,0,0,15515,15415,CTY00001,,,,LSX09/24-046,BAOBT,,TPH495805G079MEK.CHD,,2156
TP,10/2/2024,TP10/24-028,Nhập công đoạn in cái ngày 2/10/2024,PHE-PHEIN,Phế thu hồi khâu in (in lỗi),KPH001,CAI,4,KG,40,0,0,1527,15415,CTY00001,,,,LSX09/24-077,BAOBT,,TPH495805G079MEK.SAB,,2109C
TP,10/2/2024,TP10/24-028,Nhập công đoạn in cái ngày 2/10/2024,PHE-PHEIN,Phế thu hồi khâu in (in lỗi),KPH001,CAI,10,KG,100,0,0,1527,15415,CTY00001,,,,LSX09/24-081,BAOBT,,TPH055090G147TDLU.T201,,2109C
TP,10/2/2024,TP10/24-028,Nhập công đoạn in cái ngày 2/10/2024,PHE-PHEIN,Phế thu hồi khâu in (in lỗi),KPH001,CAI,1,KG,10,0,0,1527,15415,CTY00001,,,,LSX10/24-002,BAOBT,,TPH055090G147TDLU.TSH528,,2109C
D1,10/3/2024,D110/24-0031,,10ROP-PPWHI-01-0612,"Dây ROPE, D6mm x 12g/m, trắng đục.",KNL002,M,35.64,KG,2970,648,1924560,15516,15516,NCC010100,,,,,,,,,
D1,10/3/2024,D110/24-0032,,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",KNL002,CAI,691.6,KG,53200,442,23514400,15515,15515,NCC010020,,,,,,,,,
D1,10/3/2024,D110/24-0033,,HAT-PPKC-P400S,Hạt nhựa PP kéo sợi -P400S,KNL001,KG,60000,KG,60000,24272.73,1456363800,1521,1521,NCC010015,,,,,,,,,
D1,10/3/2024,D110/24-0034,,HAT-PPKC-P400S,Hạt nhựa PP kéo sợi -P400S,KNL001,KG,90000,KG,90000,48545.46,2184545700,1521,1521,NCC010015,,,,,,,,,
D1,10/3/2024,D110/24-0035,,MDM-DMC,Dung môi Chỉnh,KHC001,KG,75,KG,75,39000,2925000,1523,1523,NCC010016,,,,,,,,,
D1,10/3/2024,D110/24-0036,,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KHC001,KG,510,KG,510,39000,19890000,1523,1523,NCC010016,,,,,,,,,
D1,10/3/2024,D110/24-0037,,MDM-DMNK,Dung môi nhanh khô,KHC001,KG,24,KG,24,39000,936000,1523,1523,NCC010016,,,,,,,,,
D1,10/3/2024,D110/24-0038,,MDM-FL61,Trắng Đục 61 FL,KHC001,KG,25,KG,25,71000,1775000,1523,1523,NCC010016,,,,,,,,,
D1,10/3/2024,D110/24-0039,,MDM-FL79,Xanh Lá 79 FL,KHC001,KG,25,KG,25,83000,2075000,1523,1523,NCC010016,,,,,,,,,
D1,10/3/2024,D110/24-0040,,MDM-FL81GT,Tím 81 FL gián tiếp,KHC001,KG,25,KG,25,91000,2275000,1523,1523,NCC010016,,,,,,,,,
D1,10/3/2024,D110/24-0041,,MDM-FLNHUVANG,Nhũ Vàng FL,KHC001,KG,10,KG,10,202000,2020000,1523,1523,NCC010016,,,,,,,,,
D1,10/3/2024,D110/24-0042,,MDM-DMO001,Dung môi Chậm khô Trực Tiếp,KHC001,KG,24,KG,24,74000,1776000,1523,1523,NCC010016,,,,,,,,,
D1,10/3/2024,D110/24-0043,,020020021,"Ống giấy mới, dài 202cm(+2/-0), ĐK trong: 76.0mm, Dày: 7.0-8.0mm, ĐK ngoài: 91.0mm, lực nén tối thiểu: 100kgF, TL: 3.0kg/ống(+/-0.2).",KNL002,ONG,1500,KG,500,60000,30000000,1522,1522,NCC010006,,,,,,,,,
D1,10/3/2024,D110/24-0044,,HAT-TACKS-1001,Hạt Taical EFPP1001 trắng sáng,KNL001,Kg,27000,Kg,27000,7500,202500000,1521,1521,NCC010014,,,,,,,,,
D1,10/3/2024,D110/24-0045,,HAT-EMPP-MF,"Hạt ổn định MFI. (MF4X, MF5X, MF6X)",KNL001,KG,3000,KG,3000,54000,162000000,1521,1521,NCC010014,,,,,,,,,
D1,10/3/2024,D110/24-0046,,HAT-CAM-EMH33113A,Hạt màu cam EMH33113A.,KNL001,KG,400,KG,400,97000,38800000,1521,1521,NCC010014,,,,,,,,,
D1,10/3/2024,D110/24-0047,,BIACARTON5LOP,Bìa carton 5 lớp kích thước 1.0mx1.2m,KVT001,TAM,45,TAM,45,13600,612000,1522,1522,NCC010053,,,,,,,,,
D1,10/3/2024,D110/24-0048,,0920600100000000,DÂY CỘT BAO,KVT001,Kg,100,Kg,100,25000,2500000,1524,1524,NCC010053,,,,,,,,,
DC,10/3/2024,DC10/24-0010,Chuyển Kho Thành Phẩm Bao sang kho Kinh Doanh xuất xe 51C-672.66 đi Cty MÊ KÔNG,TPH495805G079MEK.SAB,"Bao TP-PP, trắng tẩy, K49.5x80.5PB (cm), TL: 79.0 (±3.0)g/cái, MK: SAB-25KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài]",KKD001,Cái,1159.5,KG,15000,0,0,15517,15515,KH010025,002221,,,,,,,,2260
DC,10/3/2024,DC10/24-0010,Chuyển Kho Thành Phẩm Bao sang kho Kinh Doanh xuất xe 51C-672.66 đi Cty MÊ KÔNG,TPH595920G112MEK.CF,"Bao TP-PP, trắng tẩy, K59.5x92.0PB (cm), TL: 112.0 (±3.0)g/cái, MK: CF - 40KG [Đóng gói: 10 cái/xấp, gấp lại làm 3, 1 bó 10 xấp, dùng dây nilong buột chữ thập, marka hướng ra ngoài, bỏ vào túi HDPE, dán tem nhận diện]",KKD001,Cái,3295,KG,30000,0,0,15517,15515,KH010025,002221,,,,,,,,2260
DC,10/3/2024,DC10/24-0011,Chuyển Kho Thành Phẩm Bao sang kho Kinh Doanh xuất xe 51C-672.66 đi Cty Inter,TPH060096G115INT.FL.111,"Bao TP-PP, trắng tẩy, K60x96LL, TL: 115g/cái, MK: FEED FLOUR - CODE 111 (1+1) (Mã: 5001350). (Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập)",KKD001,Cái,454.5,KG,4000,0,0,15517,15515,KH010014,001306,,,,,,,,2260
DC,10/3/2024,DC10/24-0012,Chuyển Kho Thành Phẩm Bao sang kho Kinh Doanh xuất  Cty LOUIS,TPH055090G147TDLU.T201,"Bao TP-PP, trắng đục, K55.0x90PB(+/-1), lồng LDPE-K58x123x39g, TL: PP-108g + PE-39g = 147g/bộ, MK: T201 [Ép kiện: 300cái/kiện, bắn đai 3 ngang x 2 dọc]",KKD001,Bộ,2636.3,KG,18000,0,0,15517,15515,KH010052,002221,,,,,,,,2260
DC,10/3/2024,DC10/24-0013,Chuyển kho TP bao sang Kho KD xuất cont HANWA  ngày 03/10,0119111008013000,"HK4(S) Bao TP-PP, trắng đục, tráng ngoài, K68x126PB, TL: 158g/cái, MK: 150Ø x 90° 10PCS.",KKD001,CAI,3098.7,KG,19650,0,0,15513,15515,CTY00001,,,,,,,,,2260
DC,10/3/2024,DC10/24-0013,Chuyển kho TP bao sang Kho KD xuất cont HANWA  ngày 03/10,0119111008014000,"HK5(S) Bao TP-PP, trắng đục, tráng ngoài, K68x126PB, TL: 158g/cái, MK: 150Ø x 45° 15PCS.",KKD001,CAI,2367.9,KG,15090,0,0,15513,15515,CTY00001,,,,,,,,,2260
DC,10/3/2024,DC10/24-0013,Chuyển kho TP bao sang Kho KD xuất cont HANWA  ngày 03/10,0119111009015000,"HK1(S) Bao TP-PP, trắng đục, tráng ngoài, K73x126PB, TL: 170g/cái, MK: 100Ø x 90° 30PCS.",KKD001,CAI,1688.3,KG,10125,0,0,15513,15515,CTY00001,,,,,,,,,2260
DC,10/3/2024,DC10/24-0013,Chuyển kho TP bao sang Kho KD xuất cont HANWA  ngày 03/10,0119111011000000,"HK9(L) Bao TP-PP, trắng đục, tráng ngoài, K81x140PB, TL: 209g/cái.",KKD001,CAI,1090.6,KG,5078,575.76782,2923749,15513,15515,CTY00001,,,,,,,,,2260
DC,10/3/2024,DC10/24-0013,Chuyển kho TP bao sang Kho KD xuất cont HANWA  ngày 03/10,TPH073126G170VATHWHK11-1,"Bao TP-PP, màu vàng, tráng ngoài, K73x126PB, TL: 170g/cái, MK: ニップル Ø100 60pcs. [HK11-1 (Y-S-100-60)] [EK: Tép 25 cái gấp 4, MK ra ngoài, bó 4 tép cột dây màu trắng hai đầu cho vào bao màu trắng. Kiện 500cái/3 đai ngang/dán tem bên hông từng bao/có M",KKD001,CAI,887.85,KG,5095,731.56389,3727318,15513,15515,CTY00001,,,,,,,,,2260
DC,10/3/2024,DC10/24-0013,Chuyển kho TP bao sang Kho KD xuất cont HANWA  ngày 03/10,TPH073126G170VATHWHK11-2,"Bao TP-PP, màu vàng, tráng ngoài, K73x126PB, TL: 170g/cái, MK: ニップル Ø150 30pcs. [HK11-2 (Y-S-150-30)] [EK: Tép 25 cái gấp 4, MK ra ngoài, bó 4 tép cột dây màu trắng hai đầu cho vào bao màu trắng. Kiện 500cái/3 đai ngang/dán tem bên hông từng bao/có M",KKD001,CAI,801.8,KG,5061,575.76783,2913961,15513,15515,CTY00001,,,,,,,,,2260
DC,10/3/2024,DC10/24-0013,Chuyển kho TP bao sang Kho KD xuất cont HANWA  ngày 03/10,TPH073126TDHAW.HK2(S),"HK2(S) Bao TP-PP, trắng đục tráng ngoài, K73x126PB, TL: 170g/cái, MK: 100Ø x 45° 40pcs. [EK: Tép 25 cái gấp 4, MK ra ngoài, bó 4 tép cột dây màu trắng hai đầu cho vào bao màu trắng. Kiện 500cái/3 đai ngang/dán tem bên hông từng bao/có MK ra ngoài]",KKD001,CAI,854.3,KG,5085,707.85585,3599447,15513,15515,CTY00001,,,,,,,,,2260
PN,10/3/2024,PN10/24-004,"Nhập lại 1 trục sau sửa chữa, theo PX09/24-0401 ngày 26/09/2024",0904801140000000,Cốt hộp số cảo chính phi 100 x 700mm,KVTSC001,CAI,1,CAI,1,0,0,1524,1388,NCC010163,,,,,,,,,2162
PN,10/3/2024,PN10/24-005,ĐỀ XUẤT MỰC IN CHO CÔNG ĐOẠN IN PO10/24-001.,MDM-DMC,Dung môi Chỉnh,KQC001,KG,75,KG,75,39000,2925000,1523,3311,NCC010016,,,PO10/24-001,,,,,,2119
PN,10/3/2024,PN10/24-005,ĐỀ XUẤT MỰC IN CHO CÔNG ĐOẠN IN PO10/24-001.,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KQC001,KG,510,KG,510,39000,19890000,1523,3311,NCC010016,,,PO10/24-001,,,,,,2119
PN,10/3/2024,PN10/24-005,ĐỀ XUẤT MỰC IN CHO CÔNG ĐOẠN IN PO10/24-001.,MDM-DMNK,Dung môi nhanh khô,KQC001,KG,24,KG,24,39000,936000,1523,3311,NCC010016,,,PO10/24-001,,,,,,2119
PN,10/3/2024,PN10/24-005,ĐỀ XUẤT MỰC IN CHO CÔNG ĐOẠN IN PO10/24-001.,MDM-DMO001,Dung môi Chậm khô Trực Tiếp,KQC001,KG,24,KG,24,74000,1776000,1523,3311,NCC010016,,,PO10/24-001,,,,,,2119
