Mã phiếu,Người tạo,Ngày tạo,Mã yêu cầu,Mã vật tư,Tên vật tư,Đvt (01),SỐ LƯỢNG (01),ĐVT (02),SỐ LƯỢNG (02),NGÀY CẦN,Tiền tệ,Đơn giá,Tiền thuế,Tổng tiền,Tên NCC,Mã NCC
PO10/24-085,Nguyễn Thị Đào,10/25/2024,PR24/10-086,MDM-FL92,Đen 92 FL,KG,25,KG,25,,VND,69000,172500,1725000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-089,Nguyễn Thị Đào,10/26/2024,PR24/10-091,MDM-FL92,Đen 92 FL,KG,50,KG,50,,VND,69000,345000,3450000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-085,Nguyễn Thị Đào,10/25/2024,PR24/10-086,MDM-FL92GT,Đen 92 FL gián tiếp,KG,50,KG,50,,VND,69000,345000,3450000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO11/24-023,Nguyễn Thị Đào,11/7/2024,PR24/11-023,MDM-FL92GT,Đen 92 FL gián tiếp,KG,25,KG,25,,VND,69000,172500,1725000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-027,Nguyễn Thị Đào,10/10/2024,PR24/10-027,0902210970000000,Đèn chiếu vạch xe nâng màu đỏ.,CAI,3,CAI,3,,VND,833333,200000,2499999,CÔNG TY TNHH KỸ THUẬT LẬP XUÂN,NCC010005
PO10/24-055,Nguyễn Thị Đào,10/16/2024,PR24/10-058,0902205101000000,Đèn côn trùng led 40cm,CAI,12,CAI,12,,VND,1,0,12,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-017,Nguyễn Thị Đào,10/9/2024,PR24/10-019,0902210950000000,Đèn LED Pha vuông 220V-65W.,CAI,4,CAI,4,,VND,452000,0,1808000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-020,Nguyễn Thị Đào,11/6/2024,PR24/11-019,0902211020000000,Đèn Pha Chống Chói Năng Lượng Mặt Trời 200W KITAWA - DP15.200,CAI,2,CAI,2,,VND,1,0,2,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-028,Nguyễn Thị Đào,11/13/2024,PR24/11-028,0902205040000000,"Đèn pha Led DUHAL 100W - KDJD100, ánh sáng trắng",CAI,1,CAI,1,,VND,570000,0,570000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-028,Nguyễn Thị Đào,11/13/2024,PR24/11-028,0902211060000000,Đèn rọi EUROTO FN-289 LED 7x1W.,CAI,14,CAI,14,,VND,285000,0,3990000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-073,Nguyễn Thị Đào,10/21/2024,PR24/10-072,0902211000000000,Đèn xoay cảnh báo Hanyoung T084-FFD24R-D 24VDC (có còi),CAI,2,CAI,2,,VND,180000,0,360000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-037,Nguyễn Thị Đào,10/11/2024,PR24/10-037,0902209352000000,Điện trở nhiệt đúc nhôm 40x20x200mm - 240V-800W ( GC theo bản vẽ),CAI,4,CAI,4,,VND,730000,233600,2920000,CÔNG TY TNHH ĐIỆN TRỞ VIỆT Á CHÂU,NCC010027
PO10/24-050,Nguyễn Thị Đào,10/16/2024,PR24/10-055,0902205710000000,Điện trở nhiệt ống Ø16.95 x 450mm đầu dây phi 20x50mm /230v-1200w,Cái,4,Cái,4,,VND,270000,86400,1080000,CÔNG TY TNHH ĐIỆN TRỞ VIỆT Á CHÂU,NCC010027
PO11/24-003,Nguyễn Thị Đào,11/2/2024,PR24/11-003,0902207540000000,Điện trở nhiệt phi 120x65mm. 400v-900w ( GC theo bản vẽ),CAI,4,CAI,4,,VND,175000,0,700000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-011,Nguyễn Thị Đào,11/4/2024,PR24/11-014,0902205870000000,Điện trở nhiệt phi 20.85 mm x 140 mm - 240V-450W - Dây bọc lưới dài ra 1500mm,Cây,10,Cây,10,,VND,185000,148000,1850000,CÔNG TY TNHH ĐIỆN TRỞ VIỆT Á CHÂU,NCC010027
PO10/24-033,Nguyễn Thị Đào,10/11/2024,PR24/10-035,0913900070000000,Đinh 5 phân,Kg,10,Kg,10,,VND,24000,0,240000,Võ Công Vũ,NV041
PO10/24-070,Nguyễn Thị Đào,10/21/2024,PR24/10-071,0913900030000000,Đinh rút rive 4mm,Bịch,1,Bịch,1,,VND,85000,0,85000,Võ Công Vũ,NV041
PO10/24-089,Nguyễn Thị Đào,10/26/2024,PR24/10-091,MDM-FL185,Đỏ 185C,KG,150,KG,150,,VND,74000,1110000,11100000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-011,Nguyễn Thị Đào,10/7/2024,PR24/10-014,MDM-FLDO192,Đỏ 192C FL,KG,50,KG,50,,VND,74000,370000,3700000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-059,Nguyễn Thị Đào,10/19/2024,PR24/10-064,MDM-FLDO192,Đỏ 192C FL,KG,50,KG,50,,VND,74000,370000,3700000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-089,Nguyễn Thị Đào,10/26/2024,PR24/10-091,MDM-FLDO192,Đỏ 192C FL,KG,25,KG,25,,VND,74000,185000,1850000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO11/24-023,Nguyễn Thị Đào,11/7/2024,PR24/11-025,MDM-FLDO192,Đỏ 192C FL,KG,50,KG,50,,VND,74000,370000,3700000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-024,Nguyễn Thị Đào,10/10/2024,PR24/10-028,MDM-FLDO192GT,Đỏ 192C FL gián tiếp,KG,50,KG,50,,VND,74000,370000,3700000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-059,Nguyễn Thị Đào,10/19/2024,PR24/10-064,MDM-FLDO192GT,Đỏ 192C FL gián tiếp,KG,25,KG,25,,VND,74000,185000,1850000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-060,Nguyễn Thị Đào,10/19/2024,PR24/10-066,MDM-FLDO192GT,Đỏ 192C FL gián tiếp,KG,50,KG,50,,VND,74000,370000,3700000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO11/24-001,Nguyễn Thị Đào,11/2/2024,PR24/11-007,MDM-FLDO192GT,Đỏ 192C FL gián tiếp,KG,50,KG,50,,VND,74000,370000,3700000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO11/24-023,Nguyễn Thị Đào,11/7/2024,PR24/11-023,MDM-FLDO192GT,Đỏ 192C FL gián tiếp,KG,25,KG,25,,VND,74000,185000,1850000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-077,Nguyễn Thị Đào,10/23/2024,PR24/10-076,MDM-FL485,Đỏ 485C,KG,150,KG,150,,VND,74000,1110000,11100000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO11/24-040,Nguyễn Thị Đào,11/14/2024,PR24/11-044,MDM-FL485,Đỏ 485C,KG,200,KG,200,,VND,74000,1480000,14800000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-102,Nguyễn Thị Đào,10/30/2024,PR24/10-101,MDM-FL485,Đỏ 485C,KG,150,KG,150,,VND,74000,1110000,11100000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO11/24-049,Nguyễn Thị Đào,11/16/2024,PR24/11-053,MDM-FL10,Đỏ Cam 10 FL,KG,25,KG,25,,VND,74000,185000,1850000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-044,Nguyễn Thị Đào,10/14/2024,PR24/10-045,MDM-FL10,Đỏ Cam 10 FL,KG,25,KG,25,,VND,74000,185000,1850000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-085,Nguyễn Thị Đào,10/25/2024,PR24/10-086,MDM-FL10,Đỏ Cam 10 FL,KG,25,KG,25,,VND,74000,185000,1850000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-044,Nguyễn Thị Đào,10/14/2024,PR24/10-045,MDM-FL16,Đỏ Sen 16 FL,KG,25,KG,25,,VND,74000,185000,1850000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-102,Nguyễn Thị Đào,10/30/2024,PR24/10-101,MDM-FL16GT,Đỏ Sen 16 FL gián tiếp,KG,25,KG,25,,VND,74000,185000,1850000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-023,Nguyễn Thị Đào,10/10/2024,PR24/10-026,520010902000000,Dongwon 101-A,CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO10/24-005,Nguyễn Thị Đào,10/3/2024,PR24/10-008,520010904300000,Dongwon 113-A,CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO11/24-030,Nguyễn Thị Đào,11/13/2024,PR24/11-021,0902700640000000,Dual rely PCB (SMPS TYPE) supply voltage : 24 vac/dc for 12vdc,CAI,5,CAI,5,,VND,800000,0,4000000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-040,Nguyễn Thị Đào,11/14/2024,PR24/11-044,MDM-DMO001,Dung môi Chậm khô Trực Tiếp,KG,48,KG,48,,VND,74000,355200,3552000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-001,Nguyễn Thị Đào,10/2/2024,PR24/10-004,MDM-DMO001,Dung môi Chậm khô Trực Tiếp,KG,24,KG,24,,VND,74000,177600,1776000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO11/24-023,Nguyễn Thị Đào,11/7/2024,PR24/11-025,MDM-DMO001,Dung môi Chậm khô Trực Tiếp,KG,48,KG,48,,VND,74000,355200,3552000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-001,Nguyễn Thị Đào,10/2/2024,PR24/10-004,MDM-DMC,Dung môi Chỉnh,KG,75,KG,75,,VND,39000,292500,2925000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO11/24-023,Nguyễn Thị Đào,11/7/2024,PR24/11-023,MDM-DMC,Dung môi Chỉnh,KG,24,KG,24,,VND,39000,93600,936000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-001,Nguyễn Thị Đào,10/2/2024,PR24/10-004,MDM-DMNK,Dung môi nhanh khô,KG,24,KG,24,,VND,39000,93600,936000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-089,Nguyễn Thị Đào,10/26/2024,PR24/10-091,MDM-DMNK,Dung môi nhanh khô,KG,48,KG,48,,VND,39000,187200,1872000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-077,Nguyễn Thị Đào,10/23/2024,PR24/10-076,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1020,KG,1020,,VND,39000,3978000,39780000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO11/24-049,Nguyễn Thị Đào,11/16/2024,PR24/11-053,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1020,KG,1020,,VND,39000,3978000,39780000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-001,Nguyễn Thị Đào,10/2/2024,PR24/10-004,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,510,KG,510,,VND,39000,1989000,19890000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-011,Nguyễn Thị Đào,10/7/2024,PR24/10-014,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,510,KG,510,,VND,39000,1989000,19890000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-024,Nguyễn Thị Đào,10/10/2024,PR24/10-028,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,510,KG,510,,VND,39000,1989000,19890000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO10/24-059,Nguyễn Thị Đào,10/19/2024,PR24/10-064,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1020,KG,1020,,VND,39000,3978000,39780000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO11/24-001,Nguyễn Thị Đào,11/2/2024,PR24/11-007,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,1020,KG,1020,,VND,39000,3978000,39780000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO11/24-023,Nguyễn Thị Đào,11/7/2024,PR24/11-023,MDM-DML,Dung Môi PP - Dung Môi trực tiếp,KG,510,KG,510,,VND,39000,1989000,19890000,CÔNG TY CỔ PHẨN SẢN XUẤT THƯƠNG MẠI TÂN VIỆT SINH - CHI NHANH 1 (LONG AN),NCC010016
PO11/24-033,Nguyễn Thị Đào,11/13/2024,PR24/11-035,5300101121000000,Đường An Khê - Quảng Ngãi,CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO11/24-002,Nguyễn Thị Đào,11/2/2024,PR24/11-006,5300101121000000,Đường An Khê - Quảng Ngãi,CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO11/24-033,Nguyễn Thị Đào,11/13/2024,PR24/11-035,5300101120000000,Đường kính trắng - Quảng Ngãi,CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO11/24-002,Nguyễn Thị Đào,11/2/2024,PR24/11-006,5300101120000000,Đường kính trắng - Quảng Ngãi,CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO11/24-026,Nguyễn Thị Đào,11/13/2024,PR24/11-032,52001051350000000,Fairy-25kg,CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO10/24-033,Nguyễn Thị Đào,10/11/2024,PR24/10-035,091820006000000,Gạch lát nền 40x40,THUNG,165,THUNG,165,,VND,1,0,165,Võ Công Vũ,NV041
PO10/24-033,Nguyễn Thị Đào,10/11/2024,PR24/10-035,0922700094000000,Gạch men cắt 100mm,M,20,M,20,,VND,1,0,20,Võ Công Vũ,NV041
PO10/24-033,Nguyễn Thị Đào,10/11/2024,PR24/10-035,0922700095000000,Gạch men cắt 110mm,M,30,M,30,,VND,1,0,30,Võ Công Vũ,NV041
PO10/24-033,Nguyễn Thị Đào,10/11/2024,PR24/10-035,918200030000000,Gạch ống,VIEN,3000,VIEN,3000,,VND,1000,0,3000000,Võ Công Vũ,NV041
PO10/24-033,Nguyễn Thị Đào,10/11/2024,PR24/10-035,0922700093000000,Gạch thẻ.,VIEN,2000,VIEN,2000,,VND,1000,0,2000000,Võ Công Vũ,NV041
PO10/24-020,Nguyễn Thị Đào,10/9/2024,PR24/10-023,5300101450000000,Ghi Chú,XẤP,3,XẤP,3,,VND,6000,1440,18000,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ GIA VĨ,NCC010073
PO10/24-020,Nguyễn Thị Đào,10/9/2024,PR24/10-023,5300100450000000,Ghim Giấy,HOP,10,HOP,10,,VND,3500,3500,35000,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ GIA VĨ,NCC010073
PO11/24-039,Nguyễn Thị Đào,11/13/2024,PR24/11-040,5300100490000000,Giấy A4 Màu Vàng 70,GRAM,5,GRAM,5,,VND,1,0,5,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ GIA VĨ,NCC010073
PO11/24-039,Nguyễn Thị Đào,11/13/2024,PR24/11-040,5300100500000000,Giấy A4 Màu xanh 70,GRAM,5,GRAM,5,,VND,1,0,5,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ GIA VĨ,NCC010073
PO11/24-039,Nguyễn Thị Đào,11/13/2024,PR24/11-040,5300100460000000,Giấy A472,Gram,30,Gram,30,,VND,1,2,30,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ GIA VĨ,NCC010073
PO10/24-020,Nguyễn Thị Đào,10/9/2024,PR24/10-023,5300100460000000,Giấy A472,Gram,30,Gram,30,,VND,50000,120000,1500000,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ GIA VĨ,NCC010073
PO10/24-020,Nguyễn Thị Đào,10/9/2024,PR24/10-023,5300100510000000,Giấy A5/70,Gram,10,Gram,10,,VND,25000,20000,250000,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ GIA VĨ,NCC010073
PO10/24-020,Nguyễn Thị Đào,10/9/2024,PR24/10-023,5300100530000000,Giấy in liên tục 3 liên,THUNG,1,THUNG,1,,VND,310000,24800,310000,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ GIA VĨ,NCC010073
PO11/24-039,Nguyễn Thị Đào,11/13/2024,PR24/11-040,5300101250000000,Giấy in liên tục 3 liên ( chia đội),THUNG,1,THUNG,1,,VND,1,0,1,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ GIA VĨ,NCC010073
PO10/24-020,Nguyễn Thị Đào,10/9/2024,PR24/10-023,5300101250000000,Giấy in liên tục 3 liên ( chia đội),THUNG,1,THUNG,1,,VND,310000,24800,310000,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ GIA VĨ,NCC010073
PO11/24-045,Nguyễn Thị Đào,11/15/2024,PR24/11-050,0926400230000000,Giấy nhám vải AA-100,M,100,M,100,,VND,1,0,100,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-003,Nguyễn Thị Đào,10/2/2024,PR24/10-003,0918800100000000,Gỗ ghép 1200x2400mm - 10mm,TAM,1,TAM,1,,VND,550000,0,550000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-035,Thái Nguyễn Minh Quyết,11/13/2024,PR24/11-042,0909300024000000,Go sứ RX6.1 mã: Z4T - 03965,CAI,100,CAI,100,,USD,0.05,0,5,"Changzhou United Win Pack Co., Ltd",NCC020024
PO10/24-054,Thái Nguyễn Minh Quyết,10/16/2024,PR24/10-056,0918500350000000,Gối đỡ đầu dù sau Hengly (Back Block seat  SBY-850×6S-02A.10-4),CAI,100,CAI,100,,VND,2.53,0,253,"Changzhou United Win Pack Co., Ltd",NCC020024
PO10/24-054,Thái Nguyễn Minh Quyết,10/16/2024,PR24/10-056,0918500340000000,Gối đỡ đầu dù trước Hengly ( Front block seat SBY-850×6S-02A.3-1 ),CAI,100,CAI,100,,VND,1.09,0,109,"Changzhou United Win Pack Co., Ltd",NCC020024
PO11/24-026,Nguyễn Thị Đào,11/13/2024,PR24/11-032,5200105000000000,Golden Horse - Ubleached,CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO10/24-054,Thái Nguyễn Minh Quyết,10/16/2024,PR24/10-056,0918900100000000,Gọng thoi trên Hengly  (Guide backet SBY850×6S-02A-9 ),CAI,100,CAI,100,,VND,2.54,0,254,"Changzhou United Win Pack Co., Ltd",NCC020024
PO11/24-033,Nguyễn Thị Đào,11/13/2024,PR24/11-035,5200105120000000,Green Biccle,CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO10/24-049,Nguyễn Thị Đào,10/15/2024,PR24/10-051,5200105120000000,Green Biccle,CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO10/24-022,Nguyễn Thị Đào,10/9/2024,PR24/10-022,HAT-BEIGE-49006U,Hạt màu beige  49006U.( Á Châu),KG,3,KG,3,,VND,98000,0,294000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-076,Nguyễn Thị Đào,10/23/2024,PR24/10-075,HAT-MAUBEIGE-49006U,Hạt màu beige  49006U.(Polymerasia),KG,50,KG,50,,VND,230000,1150000,11500000,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI CÔNG NGHỆ NHỰA Á CHÂU,NCC010419
PO10/24-111,Nguyễn Thị Đào,10/31/2024,PR24/10-111,HAT-BEIGE-EMH66170A,Hạt màu beige EMH66170A.,KG,200,KG,200,,VND,76000,1520000,15200000,CÔNG TY CỔ PHẦN NHỰA CHÂU ÂU PHƯƠNG NAM,NCC010014
PO11/24-005,Nguyễn Thị Đào,11/2/2024,PR24/11-004,HAT-CAM-EMH33113A,Hạt màu cam EMH33113A.,KG,300,KG,300,,VND,97000,2910000,29100000,CÔNG TY CỔ PHẦN NHỰA CHÂU ÂU PHƯƠNG NAM,NCC010014
PO10/24-016,Nguyễn Thị Đào,10/9/2024,PR24/10-020,HAT-DEN-0030K1,Hạt màu đen mã số EMPE 0030K1 (Châu Âu),KG,125,KG,125,,VND,45000,562500,5625000,CÔNG TY CỔ PHẦN NHỰA CHÂU ÂU PHƯƠNG NAM,NCC010014
PO11/24-016,Thái Nguyễn Minh Quyết,11/5/2024,PR24/11-016,HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,5000,KG,5000,,VND,1,0,5000,CÔNG TY CỔ PHẦN AN THÀNH BICSOL,NCC010008
PO11/24-037,Thái Nguyễn Minh Quyết,11/13/2024,PR24/11-043,HAT-PPKC-GRADE-1,Hạt nhựa PP kéo sợi  Grade - 1,KG,286000,KG,286000,,VND,23181.82,663000052,6630000520,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ JP NHÂN HÒA,NCC010390
PO10/24-018,Thái Nguyễn Minh Quyết,10/9/2024,,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,2000,Kg,2000,,VND,25.0909,5018,50182,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ DƯƠNG MINH THÀNH,NCC010334
PO11/24-015,Thái Nguyễn Minh Quyết,11/5/2024,,HAT-PPKC-P400S,Hạt nhựa PP kéo sợi -P400S,KG,120000,KG,120000,,VND,25181.8181,302181817,3021818172,CÔNG TY TNHH MỘT THÀNH VIÊN MARUBENI VIỆT NAM,NCC010015
PO11/24-017,Thái Nguyễn Minh Quyết,11/5/2024,,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,34750,KG,34750,,VND,26300,0,913925000,CÔNG TY TNHH AMIBA VIỆT NAM,NCC010020
PO10/24-086,Nguyễn Thị Đào,10/25/2024,PR24/10-082,HAT-PPM9600,Hạt nhựa PP M9600,KG,5000,KG,5000,,VND,29272.727,14636364,146363635,CÔNG TY TNHH THẮNG VINH,NCC010425
PO10/24-058,Thái Nguyễn Minh Quyết,10/19/2024,,HAT-PPT3034,Hạt Nhựa PP T3034,KG,24750,KG,24750,,VND,24818.181,61424998,614249980,CÔNG TY CỔ PHẦN AN THÀNH BICSOL,NCC010008
PO11/24-055,Thái Nguyễn Minh Quyết,11/16/2024,,HAT-TPP,"Hạt nhựa TPP: FL7632L, Hạt L6000N ...",KG,5250,KG,5250,,VND,34818.1818,18279545,182795454,CÔNG TY TNHH VINH PHÁT PVN,NCC010329
PO11/24-013,Thái Nguyễn Minh Quyết,11/5/2024,,HAT-TPP,"Hạt nhựa TPP: FL7632L, Hạt L6000N ...",KG,5250,KG,5250,,VND,34818.1818,18279545,182795454,CÔNG TY TNHH VINH PHÁT PVN,NCC010329
PO11/24-027,Nguyễn Thị Đào,11/13/2024,PR24/11-031,HAT-EMPP-MF,"Hạt ổn định MFI. (MF4X, MF5X, MF6X)",KG,3000,KG,3000,,VND,54000,0,162000000,CÔNG TY CỔ PHẦN NHỰA CHÂU ÂU PHƯƠNG NAM,NCC010014
PO10/24-010,Nguyễn Thị Đào,10/5/2024,PR24/10-013,HAT-EMMV8C,Hạt phụ gia MV8C (Châu Âu),KG,2000,KG,2000,,VND,23000,0,46000000,CÔNG TY CỔ PHẦN NHỰA CHÂU ÂU PHƯƠNG NAM,NCC010014
PO10/24-062,Nguyễn Thị Đào,10/19/2024,PR24/10-065,HAT-EMMV8C,Hạt phụ gia MV8C (Châu Âu),KG,2000,KG,2000,,VND,23000,0,46000000,CÔNG TY CỔ PHẦN NHỰA CHÂU ÂU PHƯƠNG NAM,NCC010014
PO11/24-027,Nguyễn Thị Đào,11/13/2024,PR24/11-031,HAT-EMMV8C,Hạt phụ gia MV8C (Châu Âu),KG,2000,KG,2000,,VND,23000,0,46000000,CÔNG TY CỔ PHẦN NHỰA CHÂU ÂU PHƯƠNG NAM,NCC010014
