Mã phiếu,Người tạo,Ngày tạo,Mã yêu cầu,Mã vật tư,Tên vật tư,Đvt (01),SỐ LƯỢNG (01),ĐVT (02),SỐ LƯỢNG (02),NGÀY CẦN,Tiền tệ,Đơn giá,Tiền thuế,Tổng tiền,Tên NCC,Mã NCC
PO10/24-047,Nguyễn Thị Đào,10/15/2024,PR24/10-048,53NONTAMKHA00491,Nón (tạm cho khách),CAI,200,CAI,200,,VND,800,0,160000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-055,Nguyễn Thị Đào,10/16/2024,PR24/10-060,0916100010000000,Nước châm thêm bình ắc quy xe Nâng - hãng GS.,LIT,210,LIT,210,,VND,13334,0,2800140,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-054,Nguyễn Thị Đào,11/16/2024,PR24/11-060,0916100053000000,Nước lau kính,CHAI,10,CHAI,10,,VND,1,0,10,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-054,Nguyễn Thị Đào,11/16/2024,PR24/11-060,0916100052000000,Nước lau sàn nhà,CHAI,10,CHAI,10,,VND,1,0,10,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-028,Nguyễn Thị Đào,10/10/2024,PR24/10-024,0916100052000000,Nước lau sàn nhà,CHAI,4,CHAI,4,,VND,80000,0,320000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-101,Nguyễn Thị Đào,10/30/2024,PR24/10-100,0916100070000000,Nước sơn vàng vẽ layout,Hộp,1,Hộp,1,,VND,420000,0,420000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-054,Nguyễn Thị Đào,11/16/2024,PR24/11-057,5300101670000000,Nước suối aquafina 500ml,CHAI,720,CHAI,720,,VND,1,0,720,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-003,Nguyễn Thị Đào,10/2/2024,PR24/10-005,5300101670000000,Nước suối aquafina 500ml,CHAI,720,CHAI,720,,VND,3667,0,2640240,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-070,Nguyễn Thị Đào,10/21/2024,PR24/10-071,0905502180000000,Ổ Khóa Solex,CAI,1,CAI,1,,VND,230000,0,230000,Võ Công Vũ,NV041
PO10/24-084,Nguyễn Thị Đào,10/25/2024,PR24/10-085,5200106080000000,Omyagran 0-0.5-MI,CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO10/24-079,Nguyễn Thị Đào,10/24/2024,PR24/10-080,0906202680000000,Ống bố thủy lực 2 lớp bấm 2 đầu côn lõm ren trong phi 13 - dài 600mm ( Theo Mẫu ),CAI,2,CAI,2,,VND,150000,0,300000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-035,Nguyễn Thị Đào,10/11/2024,PR24/10-042,0906202660000000,Ống bố thủy lực bấm 2 đầu côn lõm ren trong phi 21 - dài 1500mm,ONG,1,ONG,1,,VND,370000,0,370000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-035,Nguyễn Thị Đào,10/11/2024,PR24/10-042,0906202670000000,Ống bố thủy lực bấm 2 đầu côn lõm ren trong phi 21 - dài 3500mm,ONG,2,ONG,2,,VND,690000,0,1380000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-035,Nguyễn Thị Đào,10/11/2024,PR24/10-042,0906202590000000,Ống bố thủy lực bấm 2 đầu côn lõm ren trong phi 21 - dài 800mm,ONG,1,ONG,1,,VND,290000,0,290000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-051,Nguyễn Thị Đào,10/16/2024,PR24/10-057,0906202460000000,Ống dầu thủy lực bấm 2 đầu côn lõm phi 27 - dài 3500mm.,CAI,2,CAI,2,,VND,1200000,0,2400000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-061,Nguyễn Thị Đào,10/19/2024,PR24/10-063,0906202470000000,Ống dầu thủy lực bấm 2 đầu côn lõm phi 60 - dài 15 mét.,ONG,1,ONG,1,,VND,6300000,0,6300000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-020,Nguyễn Thị Đào,11/6/2024,PR24/11-020,0906202690000000,Ống gân phi 56mm ( Theo Mẫu ),M,6,M,6,,VND,1,0,6,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-043,Nguyễn Thị Đào,10/14/2024,PR24/10-044,5200101410000000,Ống giấy cũ dài trên 135cm.,KG,2890,KG,2890,,VND,8000,0,23120000,PHAN HỮU ĐỨC,NCC010050
PO10/24-100,Nguyễn Thị Đào,10/30/2024,PR24/09-054,5200101410000000,Ống giấy cũ dài trên 135cm.,KG,280,KG,280,,VND,8000,0,2240000,PHAN HỮU ĐỨC,NCC010050
PO10/24-100,Nguyễn Thị Đào,10/30/2024,PR24/10-044,5200101410000000,Ống giấy cũ dài trên 135cm.,KG,110,KG,110,,VND,8000,0,880000,PHAN HỮU ĐỨC,NCC010050
PO10/24-100,Nguyễn Thị Đào,10/30/2024,PR24/10-099,5200101410000000,Ống giấy cũ dài trên 135cm.,KG,3000,KG,3000,,VND,8000,0,24000000,PHAN HỮU ĐỨC,NCC010050
PO10/24-048,Nguyễn Thị Đào,10/15/2024,PR24/10-050,0906200980000000,Ống hơi PU phi 10mm x lỗ 6mm màu trắng TGCN-23680 Lion.,Mét,100,Mét,100,,VND,11000,0,1100000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-106,Nguyễn Thị Đào,10/30/2024,PR24/10-108,0906201310000000,Ống nhựa PVC-BM phi 114,CAY,15,CAY,15,,VND,365000,0,5475000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-061,Nguyễn Thị Đào,10/19/2024,PR24/10-063,0905501440000000,ống sắt tráng kẽm phi 60 x 3mm,CAY,20,CAY,20,,VND,770000,0,15400000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-053,Nguyễn Thị Đào,11/16/2024,PR24/11-055,5200110060020000,"Pallet gỗ xuất khẩu hàng hóa; kích thước = 90.0cm (W) x 120.0cm (L) x 15.0cm (H); pallet 4 chiều; tải trọng nâng 1000kg, tải trọng tĩnh 2000kg; hun trùng tiêu chuẩn ISPM15; độ ẩm <20%, gỗ mới.",CAI,40,CAI,40,,VND,140000,448000,5600000,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI PALLET QUỐC TOẢN,NCC010304
PO10/24-099,Nguyễn Thị Đào,10/30/2024,PR24/10-099,5200110060020000,"Pallet gỗ xuất khẩu hàng hóa; kích thước = 90.0cm (W) x 120.0cm (L) x 15.0cm (H); pallet 4 chiều; tải trọng nâng 1000kg, tải trọng tĩnh 2000kg; hun trùng tiêu chuẩn ISPM15; độ ẩm <20%, gỗ mới.",CAI,40,CAI,40,,VND,140000,448000,5600000,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI PALLET QUỐC TOẢN,NCC010304
PO11/24-039,Nguyễn Thị Đào,11/13/2024,PR24/11-040,5300100610000000,Phấn màu không bụi 100 viên,CAI,12,CAI,12,,VND,1,1,12,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ GIA VĨ,NCC010073
PO10/24-035,Nguyễn Thị Đào,10/11/2024,PR24/10-038,0906300140000000,Phe trong lỗ phi 32mm.,CAI,200,CAI,200,,VND,2000,0,400000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-035,Nguyễn Thị Đào,10/11/2024,PR24/10-038,0906300210000000,Phe trong lỗ phi 35mm,CAI,200,CAI,200,,VND,3000,0,600000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-057,Nguyễn Thị Đào,10/17/2024,PR24/10-041,0904200240000000,Phễu chặn mực phi 40x33mm ( GC theo bản vẽ ),CAI,5,CAI,5,,VND,375000,0,1875000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-002,Nguyễn Thị Đào,11/2/2024,PR24/11-008,520010910500000,PHOSBIC (90X120 cm),CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO10/24-106,Nguyễn Thị Đào,10/30/2024,PR24/10-106,0905700870000000,PHỚT 15x27 x7 mm,Cái,20,Cái,20,,VND,20000,0,400000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-007,Nguyễn Thị Đào,10/4/2024,PR24/10-009,0905700710000000,Phớt 35x52,Cái,10,Cái,10,,VND,45000,0,450000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-035,Nguyễn Thị Đào,10/11/2024,PR24/10-040,0905700710000000,Phớt 35x52,Cái,10,Cái,10,,VND,45000,0,450000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-079,Nguyễn Thị Đào,10/24/2024,PR24/10-080,090570169000000,Phớt ben (cúp ben) 53x63x4mm,CAI,5,CAI,5,,VND,30000,0,150000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-079,Nguyễn Thị Đào,10/24/2024,PR24/10-080,090570241000000,Phớt ben chặn bụi 28x36x8mm,CAI,10,CAI,10,,VND,25000,0,250000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-079,Nguyễn Thị Đào,10/24/2024,PR24/10-080,0905700640000000,Phớt ben EU 20x30mm,CAI,5,CAI,5,,VND,45000,0,225000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-017,Nguyễn Thị Đào,10/9/2024,PR24/10-018,090570240000000,Phớt ben USH 50x64mm (Theo mẫu),CAI,4,CAI,4,,VND,50000,0,200000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-017,Nguyễn Thị Đào,10/9/2024,PR24/10-018,0905701320000000,Phớt ben USH 95x105x10mm ( theo mẫu),CAI,4,CAI,4,,VND,60000,0,240000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-045,Nguyễn Thị Đào,11/15/2024,PR24/11-050,090570244000000,Phớt dầu 55x72x8mm,CAI,2,CAI,2,,VND,70000,0,140000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-045,Nguyễn Thị Đào,11/15/2024,PR24/11-050,0905700480000000,Phớt dầu 80x100mm,CAI,2,CAI,2,,VND,90000,0,180000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-031,Nguyễn Thị Đào,11/13/2024,PR24/11-029,090570227000000,Phớt lò xo chặn nước cốt phi 20mm.  ( Theo mẫu),CAI,2,CAI,2,,VND,1,0,2,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-054,Nguyễn Thị Đào,11/16/2024,PR24/11-056,090570245000000,Phớt lò xo cốt 19 - 35mm .,CAI,2,CAI,2,,VND,1,0,2,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-012,Nguyễn Thị Đào,10/7/2024,PR24/10-015,0914700030000000,PIN -  CR2032,CAI,10,CAI,10,,VND,18000,0,180000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-017,Nguyễn Thị Đào,10/9/2024,PR24/10-019,0914700030000000,PIN -  CR2032,CAI,20,CAI,20,,VND,18000,0,360000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-039,Nguyễn Thị Đào,11/13/2024,PR24/11-040,0914700050000000,PIN AA-1.5V,Cái,20,Cái,20,,VND,1,2,20,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ GIA VĨ,NCC010073
PO11/24-039,Nguyễn Thị Đào,11/13/2024,PR24/11-040,0914700010000000,PIN AAA ,Cái,60,Cái,60,,VND,1,5,60,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ GIA VĨ,NCC010073
PO10/24-023,Nguyễn Thị Đào,10/10/2024,PR24/10-025,5200106330000000,Pink Globe,CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO10/24-023,Nguyễn Thị Đào,10/10/2024,PR24/10-026,5200106330000000,Pink Globe,CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO11/24-056,Thái Nguyễn Minh Quyết,11/16/2024,PR24/11-059,0902210610000000,PLC máy dệt Starlinger RX6.1 . MODEL: X20 CP 1381. Mã: AIVS-01380,CAI,2,CAI,2,,VND,1,0,2,"CÔNG TY STARLINGER PLASTICS MACHINERY (Taicang) CO., LTD",NCC020011
PO11/24-036,Thái Nguyễn Minh Quyết,11/13/2024,PR24/11-036,0902200450000000,PLC MÁY SỢI LH,CAI,1,CAI,1,,VND,1,0,1,CÔNG TY LOHIA CORP LIMITED,NCC020009
PO10/24-051,Nguyễn Thị Đào,10/16/2024,PR24/10-053,5200111430000000,"Quạt CA1640 H01, MFM - 09D24TS  / 24VDC- 92x92x25mm.",CAI,6,CAI,6,,VND,95000,0,570000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-051,Nguyễn Thị Đào,10/16/2024,PR24/10-053,5200111420000000,"Quạt CA2235 H25, MFM - 12F24DS - CP1 / 24VDC-120x120x38mm.",CAI,9,CAI,9,,VND,120000,0,1080000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-079,Nguyễn Thị Đào,10/24/2024,PR24/10-079,5200110140000000,"Que hàn thép 2,6",Hộp,10,Hộp,10,,VND,80000,0,800000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-061,Nguyễn Thị Đào,10/19/2024,PR24/10-063,0914300030000000,Rắc co sắt ren trong phi 60mm.,CAI,3,CAI,3,,VND,81000,0,243000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-026,Nguyễn Thị Đào,11/13/2024,PR24/11-032,5200106520000000,Rama 138,CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO10/24-005,Nguyễn Thị Đào,10/3/2024,PR24/10-008,5200106590000000,Red Bicycle,CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO10/24-090,Nguyễn Thị Đào,10/26/2024,PR24/10-088,5200106620000000,Red Horse,CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO11/24-022,Nguyễn Thị Đào,11/6/2024,PR24/11-021,0902200460000000,Relay IDEC RU4S - D24 6A 14 chân dẹt nhỏ - có đèn,CAI,24,CAI,24,,VND,1,0,24,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-035,Nguyễn Thị Đào,10/11/2024,PR24/10-041,0907800060000000,Ruột cao su trục hơi phi ngoài 42 x phi trong 32 mm.,M,4,M,4,,VND,850000,0,3400000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-005,Nguyễn Thị Đào,10/3/2024,PR24/10-008,5300101115000000,SAMHO (JUMBO),CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO10/24-035,Nguyễn Thị Đào,10/11/2024,PR24/10-039,0905500730000000,Sắt chữ U 50x100x5mm - dài 1300mm,CAY,4,CAY,4,,VND,225000,0,900000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-042,Nguyễn Thị Đào,10/14/2024,PR24/10-043,0906600720000000,Sắt hộp kẻm 40x80x1.8mm,CAY,10,CAY,10,,VND,325000,0,3250000,Võ Công Vũ,NV041
PO10/24-002,Nguyễn Thị Đào,10/2/2024,PR24/10-006,0905500910000000,Sắt hộp tráng kẽm 100x100x3mm,CAY,5,CAY,5,,VND,550000,0,2750000,Võ Công Vũ,NV041
PO10/24-078,Nguyễn Thị Đào,10/24/2024,PR24/10-081,0905500870000000,Sắt hộp tráng kẽm 20x20mm,CAY,60,CAY,60,,VND,95000,0,5700000,Võ Công Vũ,NV041
PO10/24-079,Nguyễn Thị Đào,10/24/2024,PR24/10-079,0905500290000000,Sắt hộp tráng kẽm 20x40x2mm,CAY,10,CAY,10,,VND,140000,0,1400000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-057,Nguyễn Thị Đào,11/18/2024,PR24/11-061,0905500900000000,Sắt hộp tráng kẽm 25x25 - 1.5mm - dài 6000mm.,CAY,3,CAY,3,,VND,1,0,3,Võ Công Vũ,NV041
PO10/24-042,Nguyễn Thị Đào,10/14/2024,PR24/10-043,0905500950000000,Sắt hộp tráng kẽm 30x60x1.4mm,CAY,15,CAY,15,,VND,195000,0,2925000,Võ Công Vũ,NV041
PO11/24-019,Nguyễn Thị Đào,11/6/2024,PR24/11-022,0905500950000000,Sắt hộp tráng kẽm 30x60x1.4mm,CAY,2,CAY,2,,VND,195000,0,390000,Võ Công Vũ,NV041
PO10/24-002,Nguyễn Thị Đào,10/2/2024,PR24/10-006,0905500500000000,"Sắt hộp vuông 30x30mm dày 1,4mm",CAY,5,CAY,5,,VND,135000,0,675000,Võ Công Vũ,NV041
PO10/24-032,Nguyễn Thị Đào,10/11/2024,PR24/10-032,0905500500000000,"Sắt hộp vuông 30x30mm dày 1,4mm",CAY,5,CAY,5,,VND,135000,0,675000,Võ Công Vũ,NV041
PO10/24-106,Nguyễn Thị Đào,10/30/2024,PR24/10-108,0905500500000000,"Sắt hộp vuông 30x30mm dày 1,4mm",CAY,10,CAY,10,,VND,140000,0,1400000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-109,Nguyễn Thị Đào,10/31/2024,PR24/10-110,0905500510000000,"Sắt hộp vuông 40x40mm dày 1,4mm",CAY,6,CAY,6,,VND,190000,0,1140000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-002,Nguyễn Thị Đào,10/2/2024,PR24/10-006,0905500480000000,Sắt kẽm H30x60 (1.4 ly),CAY,40,CAY,40,,VND,195000,0,7800000,Võ Công Vũ,NV041
PO10/24-032,Nguyễn Thị Đào,10/11/2024,PR24/10-032,0905500480000000,Sắt kẽm H30x60 (1.4 ly),CAY,10,CAY,10,,VND,195000,0,1950000,Võ Công Vũ,NV041
PO10/24-033,Nguyễn Thị Đào,10/11/2024,PR24/10-035,0905501650000000,Sắt la 40x3mm,M,21,M,21,,VND,30000,0,630000,Võ Công Vũ,NV041
PO10/24-035,Nguyễn Thị Đào,10/11/2024,PR24/10-042,0905500690000000,Sắt la 50x6x2000mm,CAY,4,CAY,4,,VND,75000,0,300000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-045,Nguyễn Thị Đào,10/14/2024,PR24/10-047,0905500560000000,Sắt la kẽm 18x1.4mmx3000mm,CAY,1,CAY,1,,VND,35000,0,35000,Võ Công Vũ,NV041
PO10/24-035,Nguyễn Thị Đào,10/11/2024,PR24/10-039,0905502150000000,Sắt tấm 130x190mm- dày 10mm,CAI,4,CAI,4,,VND,90000,0,360000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-035,Nguyễn Thị Đào,10/11/2024,PR24/10-042,0916600750000000,Sắt tấm 500x670x6mm.,TAM,1,TAM,1,,VND,220000,0,220000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-035,Nguyễn Thị Đào,10/11/2024,PR24/10-039,0905502170000000,Sắt tấm 60x120mm- dày 6mm,CAI,8,CAI,8,,VND,45000,0,360000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-035,Nguyễn Thị Đào,10/11/2024,PR24/10-039,0905502160000000,Sắt tấm 75x120mm- dày 12mm,CAI,4,CAI,4,,VND,60000,0,240000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-033,Nguyễn Thị Đào,10/11/2024,PR24/10-035,0905500390000000,Sắt tròn gân phi 16mm x 11700mm ( thép Việt Nhật),CAY,65,CAY,65,,VND,310000,0,20150000,Võ Công Vũ,NV041
PO10/24-032,Nguyễn Thị Đào,10/11/2024,PR24/10-032,0905500300000000,Sắt V30x30x3 - dài 6000mm,CAY,21,CAY,21,,VND,150000,0,3150000,Võ Công Vũ,NV041
PO10/24-033,Nguyễn Thị Đào,10/11/2024,PR24/10-035,0905501991000000,Sắt V50 Kẽm,CAY,4,CAY,4,,VND,295000,0,1180000,Võ Công Vũ,NV041
PO11/24-028,Nguyễn Thị Đào,11/13/2024,PR24/11-028,0905502190000000,Sắt vuông 25x25mm uốn vòng tròn theo bản vẽ.,CAY,3,CAY,3,,VND,243333,0,729999,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-049,Nguyễn Thị Đào,10/15/2024,PR24/10-051,520011800000000,SEMOLINA-25KG,CM2,10000,CM2,10000,,VND,290,232000,2900000,CÔNG TY TNHH CHÍNH KIỆT,NCC010204
PO10/24-072,Nguyễn Thị Đào,10/21/2024,PR24/10-072,0905600210000000,Sensor VL18-4N3712 (6013612),Cái,2,Cái,2,,VND,2100000,0,4200000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-072,Nguyễn Thị Đào,10/21/2024,PR24/10-072,0905600350000000,Sesor Banner - S18-2VNDl-2M,CAI,2,CAI,2,,VND,1131000,0,2262000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-033,Nguyễn Thị Đào,10/11/2024,PR24/10-035,0913200011000000,SIKATEX,KG,3,KG,3,,VND,200000,0,600000,Võ Công Vũ,NV041
PO10/24-032,Nguyễn Thị Đào,10/11/2024,PR24/10-032,0913000010000000,Silicol trong,LO,30,LO,30,,VND,65000,0,1950000,Võ Công Vũ,NV041
PO11/24-034,Nguyễn Thị Đào,11/13/2024,PR24/11-039,0904500430000000,Sơn chống thấm đa nâng (BITUME MEMBRANE),KG,2,KG,2,,VND,1,0,2,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-079,Nguyễn Thị Đào,10/24/2024,PR24/10-079,0904500190000000,Sơn dầu Bạch tuyết màu xanh dương 3kg/thùng,THUNG,2,THUNG,2,,VND,420000,0,840000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-033,Nguyễn Thị Đào,10/11/2024,PR24/10-035,0904500090000000,Sơn dầu màu xám,Kg,2,Kg,2,,VND,1,0,2,Võ Công Vũ,NV041
PO10/24-061,Nguyễn Thị Đào,10/19/2024,PR24/10-063,0904500090000000,Sơn dầu màu xám,Kg,6,Kg,6,,VND,140000,0,840000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-098,Nguyễn Thị Đào,10/29/2024,PR24/10-098,0904500090000000,Sơn dầu màu xám,Kg,10,Kg,10,,VND,90000,0,900000,Võ Công Vũ,NV041
PO10/24-078,Nguyễn Thị Đào,10/24/2024,PR24/10-081,0904500410000000,Sơn lót  Hải Âu 2 thành phần màu xám,KG,10,KG,10,,VND,1,0,10,Võ Công Vũ,NV041
PO11/24-057,Nguyễn Thị Đào,11/18/2024,PR24/11-061,0904500390000000,Sơn Màu giả gỗ.,KG,2,KG,2,,VND,120000,0,240000,Võ Công Vũ,NV041
PO10/24-079,Nguyễn Thị Đào,10/24/2024,PR24/10-079,0904500010000000,Sơn màu xám,THUNG,2,THUNG,2,,VND,420000,0,840000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-043,Nguyễn Thị Đào,11/14/2024,PR24/11-047,0904500240000000,Sơn Màu Xanh,KG,10,KG,10,,VND,1,0,10,Võ Công Vũ,NV041
PO10/24-098,Nguyễn Thị Đào,10/29/2024,PR24/10-098,0904500240000000,Sơn Màu Xanh,KG,10,KG,10,,VND,150000,0,1500000,Võ Công Vũ,NV041
PO10/24-003,Nguyễn Thị Đào,10/2/2024,PR24/10-002,0912700030000000,Sứ hạt cườm phi 11x7mm ( theo mẫu),CAI,1000,CAI,1000,,VND,2500,0,2500000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-045,Nguyễn Thị Đào,11/15/2024,PR24/11-050,0903700110000000,TA RÔ M8x1.25,Cái,2,Cái,2,,VND,1,0,2,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO11/24-038,Nguyễn Thị Đào,11/13/2024,PR24/11-041,0903400130000000,Tắc kê đạn M10x35.,CAI,250,CAI,250,,VND,1,0,250,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-002,Nguyễn Thị Đào,10/2/2024,PR24/10-006,09111000940000000,Tấm cao su rộng 1200-dày 4mm.,M,20,M,20,,VND,220000,0,4400000,Võ Công Vũ,NV041
PO10/24-032,Nguyễn Thị Đào,10/11/2024,PR24/10-034,0924200160000000,Tấm kính cường lực dày 5mm,M2,5,M2,5,,VND,500000,0,2500000,Võ Công Vũ,NV041
PO10/24-032,Nguyễn Thị Đào,10/11/2024,PR24/10-034,0924200170000000,Tấm kính cường lực dày 8 mm,M2,1.4,M2,1.4,,VND,1128571,0,1579999,Võ Công Vũ,NV041
PO10/24-071,Nguyễn Thị Đào,10/21/2024,PR24/10-073,0904600010000000,TÁN 10LY,CAI,200,CAI,200,,VND,300,0,60000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-071,Nguyễn Thị Đào,10/21/2024,PR24/10-073,0904600060000000,TÁN 12LY,Con,200,Con,200,,VND,300,0,60000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-106,Nguyễn Thị Đào,10/30/2024,PR24/10-106,0904600450000000,Tán M16 x P1.5mm,CAI,10,CAI,10,,VND,2000,0,20000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-071,Nguyễn Thị Đào,10/21/2024,PR24/10-073,0904600050000000,Tán trắng 8LY,CAI,200,CAI,200,,VND,200,0,40000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
PO10/24-020,Nguyễn Thị Đào,10/9/2024,PR24/10-023,5300100640000000,Tập SV 200 trang,QUYEN,6,QUYEN,6,,VND,15000,7200,90000,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ GIA VĨ,NCC010073
PO10/24-079,Nguyễn Thị Đào,10/24/2024,PR24/10-080,0903700250000000,Taro ren trong M16 x P1.5mm.,CAI,2,CAI,2,,VND,200000,0,400000,TRẦN HỮU THÀNH _ VẬT TƯ NHÀ MÁY,NCC010053
