Time,SL
10/12/2024,26301.36986
11/12/2024,26301.36986
12/12/2024,26301.36986
13/12/2024,26301.36986
14/12/2024,26301.36986
15/12/2024,26301.36986
16/12/2024,26301.36986
17/12/2024,26301.36986
18/12/2024,26301.36986
19/12/2024,26301.36986
20/12/2024,26301.36986
21/12/2024,26301.36986
22/12/2024,26301.36986
23/12/2024,26301.36986
24/12/2024,26301.36986
25/12/2024,26301.36986
26/12/2024,26301.36986
27/12/2024,26301.36986
28/12/2024,26301.36986
29/12/2024,26301.36986
30/12/2024,26301.36986
31/12/2024,26301.36986
