Mã số,Mặt hàng,Đơn vị tính 1,SL Đầu kỳ 1,Giá trị đầu kỳ 1,SL Nhập 1,Giá trị Nhập 1,SL Xuất 1,Giá trị xuất 1,SL Tồn 1,Giá trị tồn 1,Đơn vị tính 2,SL Đầu kỳ 2,SL Nhập 2,SL Xuất 2,SL Tồn 2,Date
0901100320000000,BẠC ĐẠN 6020,CAI,2,140000,0,0,0,0,2,140000,CAI,2,0,0,2,17/09/2024
0901100330000000,BẠC ĐẠN 6020ZZ,CAI,2,140000,0,0,0,0,2,140000,CAI,2,0,0,2,17/09/2024
0901100340000000,BẠC ĐẠN 607,CAI,120,4080000,0,0,0,0,120,4080000,CAI,120,0,0,120,17/09/2024
0901100350000000,BẠC ĐẠN 608,CAI,135,3375000,0,0,0,0,135,3375000,CAI,135,0,0,135,17/09/2024
0901100360000000,BẠC ĐẠN 6200,CAI,117,3510000,0,0,0,0,117,3510000,CAI,117,0,0,117,17/09/2024
0901100370000000,BẠC ĐẠN SKF 6201-2Z/C3,CAI,1411,42330000,0,0,30,900000,1381,41430000,CAI,1411,0,30,1381,17/09/2024
0901100380000000,BẠC ĐẠN SKF 6202 - 2Z/C3,CAI,66,2112000,0,0,0,0,66,2112000,CAI,66,0,0,66,17/09/2024
0901100390000000,BẠC ĐẠN SKF 6203-2Z/C3,CAI,11,442041,0,0,0,0,11,442041,CAI,11,0,0,11,17/09/2024
0901100400000000,BẠC ĐẠN SKF 6204-2Z/c3,CAI,9,405000,0,0,0,0,9,405000,CAI,9,0,0,9,17/09/2024
0901100410000000,BẠC ĐẠN 6205,CAI,30,2975344,0,0,1,99178,29,2876166,CAI,30,0,1,29,17/09/2024
0901100420000000,BẠC ĐẠN 6206,CAI,36,2232000,0,0,2,124000,34,2108000,CAI,36,0,2,34,17/09/2024
0901100430000000,BẠC ĐẠN 6208,CAI,19,3014667,0,0,0,0,19,3014667,CAI,19,0,0,19,17/09/2024
0901100440000000,BẠC ĐẠN 6209,CAI,7,1171800,0,0,0,0,7,1171800,CAI,7,0,0,7,17/09/2024
0901100450000000,BẠC ĐẠN 6210,CAI,43,8772000,0,0,0,0,43,8772000,CAI,43,0,0,43,17/09/2024
0901100460000000,BẠC ĐẠN 6211,CAI,5,1190000,0,0,0,0,5,1190000,CAI,5,0,0,5,17/09/2024
0901100470000000,Bạc đạn 6213-2Z/C3,CAI,4,1712000,0,0,0,0,4,1712000,CAI,4,0,0,4,17/09/2024
0901100480000000,Bạc đạn 625-2Z.,CAI,380,8740000,0,0,0,0,380,8740000,CAI,380,0,0,380,17/09/2024
0901100490000000,BẠC ĐẠN SKF 6301-2Z/C3,CAI,22,836000,0,0,0,0,22,836000,CAI,22,0,0,22,17/09/2024
0901100500000000,BẠC ĐẠN 6304ZZ,CAI,12,720000,0,0,0,0,12,720000,CAI,12,0,0,12,17/09/2024
0901100510000000,Bạc đạn SKF 6305- 2Z/C3,CAI,37,2775000,0,0,0,0,37,2775000,CAI,37,0,0,37,17/09/2024
0901100520000000,Bạc đạn SKF 6306 -2Z/C3,CAI,3,354000,0,0,3,354000,0,0,CAI,3,0,3,0,17/09/2024
0901100530000000,BẠC ĐẠN SKF 6307-2Z/C3,CAI,17,2295000,0,0,0,0,17,2295000,CAI,17,0,0,17,17/09/2024
0901100540000000,BẠC ĐẠN SKF 6308- 2Z/C3,CAI,20,2540000,0,0,0,0,20,2540000,CAI,20,0,0,20,17/09/2024
0901100550000000,BẠC ĐẠN  SKF 6309-2Z/C3,CAI,12,2964000,0,0,0,0,12,2964000,CAI,12,0,0,12,17/09/2024
0901100560000000,BẠC ĐẠN SKF 61804,CAI,127,11176000,0,0,0,0,127,11176000,CAI,127,0,0,127,17/09/2024
0901100580000000,BẠC ĐẠN BB30,CAI,23,5681000,0,0,0,0,23,5681000,CAI,23,0,0,23,17/09/2024
0901100600000000,BẠC ĐẠN UC 216,CAI,8,9600000,0,0,0,0,8,9600000,CAI,8,0,0,8,17/09/2024
0901100610000000,BẠC ĐẠN UC 205,CAI,4,352000,0,0,0,0,4,352000,CAI,4,0,0,4,17/09/2024
0901100620000000,BẠC ĐẠN UC206,CAI,20,1507575,0,0,2,150758,18,1356817,CAI,20,0,2,18,17/09/2024
0901100640000000,BẠC ĐẠN UC210,CAI,3,630000,0,0,0,0,3,630000,CAI,3,0,0,3,17/09/2024
0901100650000000,BẠC ĐẠN UCF213,CAI,3,1050000,0,0,0,0,3,1050000,CAI,3,0,0,3,17/09/2024
0901100660000000,BẠC ĐẠN UCFL205,CAI,2,394000,0,0,0,0,2,394000,CAI,2,0,0,2,17/09/2024
0901100680000000,BẠC ĐẠN UCFL207,CAI,11,2750000,0,0,0,0,11,2750000,CAI,11,0,0,11,17/09/2024
0901100690000000,BẠC ĐẠN UCP205,CAI,10,2000000,0,0,0,0,10,2000000,CAI,10,0,0,10,17/09/2024
0901100700000000,BẠC ĐẠN UCT208,CAI,4,660000,0,0,0,0,4,660000,CAI,4,0,0,4,17/09/2024
0901100710000000,BẠC ĐẠN 698,CAI,95,6650000,0,0,0,0,95,6650000,CAI,95,0,0,95,17/09/2024
0901100720000000,BẠC ĐẠN 6207,CAI,20,2140000,0,0,0,0,20,2140000,CAI,20,0,0,20,17/09/2024
0901100740000000,Bạc đạn 31317/J2,CAI,1,2400000,0,0,0,0,1,2400000,CAI,1,0,0,1,17/09/2024
0901100750000000,Bạc đạn 30310/Q,CAI,1,380000,0,0,0,0,1,380000,CAI,1,0,0,1,17/09/2024
0901100760000000,Bạc đạn 30312/Q,CAI,2,1370000,0,0,0,0,2,1370000,CAI,2,0,0,2,17/09/2024
0901100770000000,Bạc đạn 7304B,CAI,2,900000,0,0,0,0,2,900000,CAI,2,0,0,2,17/09/2024
0901100780000000,Bạc đạn UC204,CAI,15,750000,0,0,0,0,15,750000,CAI,15,0,0,15,17/09/2024
0901100800000000,BẠC ĐẠN UCT206,CAI,10,2180000,0,0,0,0,10,2180000,CAI,10,0,0,10,17/09/2024
0901100810000000,BẠC ĐẠN 32012XA,CAI,8,4312000,0,0,0,0,8,4312000,CAI,8,0,0,8,17/09/2024
0901100820000000,BẠC ĐẠN 6313 ZZ,CAI,4,2254544,0,0,0,0,4,2254544,CAI,4,0,0,4,17/09/2024
0901100840000000,BẠC ĐẠN 32006J,CAI,1,160000,0,0,0,0,1,160000,CAI,1,0,0,1,17/09/2024
0901100850000000,BẠC ĐẠN 32007J,CAI,1,185000,0,0,0,0,1,185000,CAI,1,0,0,1,17/09/2024
0901100860000000,BẠC ĐẠN 32010J,CAI,6,1650000,0,0,0,0,6,1650000,CAI,6,0,0,6,17/09/2024
0901100880000000,BẠC ĐẠN 1207,CAI,15,4486464,0,0,0,0,15,4486464,CAI,15,0,0,15,17/09/2024
0901100890000000,Bạc đạn 626,CAI,10,260000,0,0,0,0,10,260000,CAI,10,0,0,10,17/09/2024
0901100900000000,Bạc đạn 627,CAI,20,520000,0,0,0,0,20,520000,CAI,20,0,0,20,17/09/2024
0901100930000000,bạc đạn NU207E,CAI,5,1600000,0,0,0,0,5,1600000,CAI,5,0,0,5,17/09/2024
0901100950000000,BẠC ĐẠN SKF  32213 J2/Q,CAI,1,400000,0,0,0,0,1,400000,CAI,1,0,0,1,17/09/2024
0901100960000000,BẠC ĐẠN 6312 ZZ,CAI,3,1445454,0,0,0,0,3,1445454,CAI,3,0,0,3,17/09/2024
0901100970000000,BẠC ĐẠN 6310,CAI,15,5205000,0,0,0,0,15,5205000,CAI,15,0,0,15,17/09/2024
0901100990000000,BẠC ĐẠN UCT210,CAI,5,2280000,0,0,0,0,5,2280000,CAI,5,0,0,5,17/09/2024
0901101000000000,BẠC ĐẠN 6212,CAI,2,400000,0,0,0,0,2,400000,CAI,2,0,0,2,17/09/2024
0901101010000000,BẠC ĐẠN 22217 EK/C3.,CAI,1,1602000,0,0,0,0,1,1602000,CAI,1,0,0,1,17/09/2024
0901101020000000,BẠC ĐẠN 22219 EK/C3,CAI,1,1740000,0,0,0,0,1,1740000,CAI,1,0,0,1,17/09/2024
0901101030000000,BẠC ĐẠN 6007,CAI,4,280000,0,0,1,70000,3,210000,CAI,4,0,1,3,17/09/2024
0901101040000000,BẠC ĐẠN 32015,CAI,2,1411200,0,0,0,0,2,1411200,CAI,2,0,0,2,17/09/2024
0901101070000000,BẠC ĐẠN 6217,CAI,4,3384000,0,0,0,0,4,3384000,CAI,4,0,0,4,17/09/2024
0901101080000000,BẠC ĐẠN ucf 216,CAI,4,5640000,0,0,0,0,4,5640000,CAI,4,0,0,4,17/09/2024
0901101090000000,BẠC ĐẠN 6316/c3,CAI,9,11700000,0,0,0,0,9,11700000,CAI,9,0,0,9,17/09/2024
0901101110000000,BẠC ĐẠN NU319/C3,CAI,1,3800000,0,0,0,0,1,3800000,CAI,1,0,0,1,17/09/2024
0901101120000000,BẠC ĐẠN 6302,CAI,19,895714,0,0,0,0,19,895714,CAI,19,0,0,19,17/09/2024
0901101130000000,BẠC ĐẠN UCF207,CAI,6,1422000,0,0,0,0,6,1422000,CAI,6,0,0,6,17/09/2024
0901101170000000,BẠC ĐẠN NJ2216E,CAI,2,4322000,0,0,0,0,2,4322000,CAI,2,0,0,2,17/09/2024
0901101180000000,BẠC ĐẠN 6215,CAI,2,1268000,0,0,0,0,2,1268000,CAI,2,0,0,2,17/09/2024
0901101190000000,BẠC ĐẠN 32209,CAI,1,387000,0,0,0,0,1,387000,CAI,1,0,0,1,17/09/2024
0901101210000000,BẠC ĐẠN 22211,CAI,1,1120000,0,0,0,0,1,1120000,CAI,1,0,0,1,17/09/2024
0901101230000000,BẠC ĐẠN HK 0509,CAI,16,576000,0,0,0,0,16,576000,CAI,16,0,0,16,17/09/2024
0901101260000000,BẠC ĐẠN UCP 218,CAI,1,1900000,0,0,0,0,1,1900000,CAI,1,0,0,1,17/09/2024
0901101270000000,Bạc đạn UCFL209,CAI,5,1380000,0,0,0,0,5,1380000,CAI,5,0,0,5,17/09/2024
0901101280000000,Bạc đạn 6300,CAI,35,1190000,0,0,0,0,35,1190000,CAI,35,0,0,35,17/09/2024
0901101290000000,Bạc đạn 32314-J2/Q,CAI,3,4095000,0,0,0,0,3,4095000,CAI,3,0,0,3,17/09/2024
0901101300000000,Bạc đạn NJ2207 ECP,CAI,1,785000,0,0,0,0,1,785000,CAI,1,0,0,1,17/09/2024
0901101310000000,Bạc đạn NJ2206 ECP,CAI,1,495000,0,0,0,0,1,495000,CAI,1,0,0,1,17/09/2024
0901101340000000,Bạc đạn con trượt HGH30CA,CAI,3,6600000,0,0,0,0,3,6600000,CAI,3,0,0,3,17/09/2024
0901101350000000,Bạc đạn 33007J,CAI,11,3201000,0,0,0,0,11,3201000,CAI,11,0,0,11,17/09/2024
0901101360000000,Vòng Bi SKF 22222 EK/C3,CAI,2,6300000,0,0,0,0,2,6300000,CAI,2,0,0,2,17/09/2024
0901101370000000,Vòng Bi SKF 22220 EK/C3,CAI,2,5500000,0,0,0,0,2,5500000,CAI,2,0,0,2,17/09/2024
0901101380000000,Bạc đạn NJ2218,CAI,1,3100000,0,0,0,0,1,3100000,CAI,1,0,0,1,17/09/2024
0901101390000000,Bạc đạn 6002,CAI,30,960000,0,0,0,0,30,960000,CAI,30,0,0,30,17/09/2024
0901101400000000,Bạc đạn SKF  686 - RS,CAI,30,636000,0,0,0,0,30,636000,CAI,30,0,0,30,17/09/2024
0901101410000000,Bạc đạn 61901-2Z,CAI,20,1517392,0,0,0,0,20,1517392,CAI,20,0,0,20,17/09/2024
0901101430000000,Vòng bi NSK 6804-2RS1/C3.,CAI,19,589000,0,0,0,0,19,589000,CAI,19,0,0,19,17/09/2024
0901101440000000,Vòng bi NSK 6003-2RS1/C3.,CAI,21,609000,0,0,0,0,21,609000,CAI,21,0,0,21,17/09/2024
0901101470000000,BẠC ĐẠN 22208-CA,CAI,4,2500000,0,0,0,0,4,2500000,CAI,4,0,0,4,17/09/2024
0901101480000000,Bạc đạn UCF 210,CAI,6,1968000,0,0,0,0,6,1968000,CAI,6,0,0,6,17/09/2024
0901101490000000,Bạc đạn SKF 6407,CAI,9,4383000,0,0,0,0,9,4383000,CAI,9,0,0,9,17/09/2024
0901101500000000,Bạc đạn NSK 6216Z,CAI,4,2536000,0,0,0,0,4,2536000,CAI,4,0,0,4,17/09/2024
0901101510000000,Bạc đạn côn SKF 32230 -J2/Q,CAI,2,11060000,0,0,0,0,2,11060000,CAI,2,0,0,2,17/09/2024
0901101530000000,Bạc đạn UC207,CAI,18,1890000,0,0,0,0,18,1890000,CAI,18,0,0,18,17/09/2024
0901101540000000,Bạc đạn 628,CAI,30,2100000,0,0,0,0,30,2100000,CAI,30,0,0,30,17/09/2024
0901101560000000,Bạc đạn IJK 126.,CAI,2,120000,0,0,0,0,2,120000,CAI,2,0,0,2,17/09/2024
0901200030000000,Long đền 4x10 ly,CAI,500,100000,0,0,0,0,500,100000,CAI,500,0,0,500,17/09/2024
0901200040000000,Long đền lỗ phi 12 x30mm,CAI,370,195000,0,0,0,0,370,195000,CAI,370,0,0,370,17/09/2024
0901200110000000,Long đền đầu dù trước RX 6.1 (Support Disc)  mã: Z4R-13022,CAI,460,6755820,0,0,0,0,460,6755820,CAI,460,0,0,460,17/09/2024
0901200180000000,LONG ĐÈN 5LY,CAI,270,94500,0,0,0,0,270,94500,CAI,270,0,0,270,17/09/2024
0901200200000000,LONG ĐÈN 8x10mm,CAI,100,40000,0,0,0,0,100,40000,CAI,100,0,0,100,17/09/2024
0901200270000000,LONG ĐÈN VUÔNG LA 40X12mm,CAI,120,720000,0,0,0,0,120,720000,CAI,120,0,0,120,17/09/2024
0901200310000000,LONG ĐỀN LA 30-10,CAI,40,40000,0,0,0,0,40,40000,CAI,40,0,0,40,17/09/2024
0901200400000000,Long đền Chặn bánh xe côn dài,CAI,27,121500,0,0,0,0,27,121500,CAI,27,0,0,27,17/09/2024
0901200690000000,Lông đền phi 45x phi 23- dày 5mm.,CAI,48,316000,0,0,0,0,48,316000,CAI,48,0,0,48,17/09/2024
0901300800000000,BU LONG lục giác ngoài M12x350 + tán.,CAI,60,2400000,0,0,0,0,60,2400000,CAI,60,0,0,60,17/09/2024
0901300870000000,BU LONG LỤC GIÁC ÂM M6x10,CAI,150,133000,0,0,0,0,150,133000,CAI,150,0,0,150,17/09/2024
0901301020000000,BU LONG M12X60 +tán+lông đền vênh+ lông đền la,CAI,50,160000,0,0,0,0,50,160000,CAI,50,0,0,50,17/09/2024
0901301050000000,bu long bàn dao máy tiện M12x1.75mm,CAI,8,96000,0,0,0,0,8,96000,CAI,8,0,0,8,17/09/2024
0901301150000000,Dầu truyền nhiệt Shell heat transfer oil S2,LIT,189,12578078,0,0,49,3260983,140,9317095,LIT,189,0,49,140,17/09/2024
0901301200000000,Bulong thép chịu lực M22x80mm-P2.5- ren L=60. (theo mẫu),CON,10,160000,0,0,0,0,10,160000,CON,10,0,0,10,17/09/2024
0901301300000000,BU LY 90 bản B 3 Rãnh dài 77 lõ phi 27 rãnh then 8x4 2 lỗ đắp m8,CAI,22,4840000,0,0,0,0,22,4840000,CAI,22,0,0,22,17/09/2024
0901301370000000,BU LY PHI NGOÀI 145 PHI TRONG 38 CHỐT 10 SÂU 4MM,CAI,14,4900000,0,0,0,0,14,4900000,CAI,14,0,0,14,17/09/2024
0901301390000000,BU LY TRUNG GIAN NOVA6 32T,CAI,13,12086978,0,0,0,0,13,12086978,CAI,13,0,0,13,17/09/2024
0901301430000000,BU LY TRUNG GIAN LSL,CAI,26,31947825,0,0,0,0,26,31947825,CAI,26,0,0,26,17/09/2024
0901301560000000,Buly trung gian (TIMING PULLEY-31 T - Ref : LS 2010 9102 ),CAI,44,1952588,0,0,0,0,44,1952588,CAI,44,0,0,44,17/09/2024
0901301580000000,Buly trung gian (TIMING BELT-37 T -Ref : LS 2010 9103 ),CAI,44,2315632,0,0,0,0,44,2315632,CAI,44,0,0,44,17/09/2024
0901301610000000,"Bu ly đường kính ngoài 96mm ,lỗ cốt 19mm( theo mẫu)",CAI,2,200000,0,0,0,0,2,200000,CAI,2,0,0,2,17/09/2024
0901301620000000,Bulong lục giác đầu bằng chịu lực M12x110mm- răng L=40mm.,CAI,12,72000,0,0,0,0,12,72000,CAI,12,0,0,12,17/09/2024
0901301790000000,Bulong lục giác đầu trụ M5x25mm,CON,300,87000,0,0,0,0,300,87000,CON,300,0,0,300,17/09/2024
0901400050000000,BÍT NHỰA 90,CAI,100,700000,0,0,0,0,100,700000,CAI,100,0,0,100,17/09/2024
0901400270000000,Cây nhựa PU phi 13x1000mm,CAY,1,700000,0,0,0,0,1,700000,CAY,1,0,0,1,17/09/2024
0901500070000000,Bánh răng 39 răng cốt 50 chốt 14x36mm,CAI,14,6300000,0,0,0,0,14,6300000,CAI,14,0,0,14,17/09/2024
0901500080000000,"Bánh răng Z 20 răng mudul M2.5 LỖ PHIB 29,97 PHI NGOÀI 55MM DÀY 21",CAI,18,1620000,0,0,0,0,18,1620000,CAI,18,0,0,18,17/09/2024
0901500090000000,"Bánh răng Z69 RĂNG MODUL m2.5 lỗ phi 25 then 7 phi ngoài 177,5 dày 20",CAI,3,1200000,0,0,0,0,3,1200000,CAI,3,0,0,3,17/09/2024
0901500170000000,Bánh răng M=3- 25 răng-dày 32mm-lỗ 52mm,CAI,1,150000,0,0,0,0,1,150000,CAI,1,0,0,1,17/09/2024
0901500190000000,BÁNH RĂNG HỘP SỐ 53 RĂNG - GEAR 53 TEETH - Mã: AXL6 362106,CAI,2,240000,0,0,0,0,2,240000,CAI,2,0,0,2,17/09/2024
0901500240000000,Bánh răng lỗ phi 30-29 răng-DS lớn,CAI,5,600000,0,0,0,0,5,600000,CAI,5,0,0,5,17/09/2024
0901500250000000,Bánh răng lỗ phi 30-26 răng-DS lớn,CAI,12,1200000,0,0,0,0,12,1200000,CAI,12,0,0,12,17/09/2024
0901500280000000,Bánh răng phi 140x20mm - 44 răng cốt 25.,CAI,1,250000,0,0,0,0,1,250000,CAI,1,0,0,1,17/09/2024
0901500320000000,Bánh răng hộp số lô thu LSL - GEAR 88 TEETH - Mã: LSL6 362119,CAI,9,3375774,0,0,0,0,9,3375774,CAI,9,0,0,9,17/09/2024
0901500370000000,Bánh răng Xéo ống 88-20 răng,CAI,5,8500000,0,0,0,0,5,8500000,CAI,5,0,0,5,17/09/2024
0901500460000000,Bánh răng M=2.5. Z=16 lỗ cốt 17 x then 5x2.5mm. ( theo bản vẽ),CAI,3,840000,0,0,0,0,3,840000,CAI,3,0,0,3,17/09/2024
0901500490000000,Bánh răng xéo côn 20 răng (theo mẫu ),CAI,17,17000000,0,0,0,0,17,17000000,CAI,17,0,0,17,17/09/2024
0901500500000000,Bánh răng xéo côn 40 răng (theo mẫu),CAI,2,4000000,0,0,0,0,2,4000000,CAI,2,0,0,2,17/09/2024
0901500510000000,Bánh răng M=3. Z=20. Lỗ cốt 30( theo bản vẽ),CAI,4,1600000,0,0,0,0,4,1600000,CAI,4,0,0,4,17/09/2024
0901500570000000,Bánh răng lô in Z=112. M=2 -dày 42mm. lỗ cốt phi 30mm-then 8x4mm. ( theo bản vẽ),CAI,4,9080000,0,0,0,0,4,9080000,CAI,4,0,0,4,17/09/2024
0901500580000000,Bánh răng xéo nhựa M=4.5; Z=21 - lỗ cốt 32 x then 7x3mm. (theo bản vẽ),CAI,5,2250000,0,0,0,0,5,2250000,CAI,5,0,0,5,17/09/2024
0901600020000000,BEN HƠI 63x75,CAI,1,25000,0,0,0,0,1,25000,CAI,1,0,0,1,17/09/2024
0901600040000000,BEN HƠI SC63X125S,CAI,1,800000,0,0,0,0,1,800000,CAI,1,0,0,1,17/09/2024
0901600060000000,BEN HƠI 40X40-B,CAI,2,920000,0,0,0,0,2,920000,CAI,2,0,0,2,17/09/2024
0901900500000000,bánh xe nâng 18x7-8/ 4.254.33 - RY 45F ( Masai),CAI,2,5100000,0,0,0,0,2,5100000,CAI,2,0,0,2,17/09/2024
0901900560000000,Bánh cao su phi 115x90mm ( theo bản vẽ ),CAI,2,2202000,0,0,2,2202000,0,0,CAI,2,0,2,0,17/09/2024
0901900570000000,BÁNH XE LƯNG THOI 52mm NOVA6( mã: 11403580010).,CAI,296,13129435,0,0,0,0,296,13129435,CAI,296,0,0,296,17/09/2024
0901900640000000,Bánh xe treo cửa lùa ( loại 4 bánh),CAI,48,960000,0,0,0,0,48,960000,CAI,48,0,0,48,17/09/2024
0902100760000000,Cảm biến YX - 1812 - 24NA ( theo mẫu ),CON,2,3500000,0,0,0,0,2,3500000,CON,2,0,0,2,17/09/2024
0902100770000000,Dây curoa RECMF- 8720,SOI,5,400000,0,0,0,0,5,400000,SOI,5,0,0,5,17/09/2024
0902100790000000,Dây curoa FM33,SOI,5,100000,0,0,0,0,5,100000,SOI,5,0,0,5,17/09/2024
0902100810000000,Dây đai răng ( dây curoa) 900Hbản 32mm- chu vi 2150mm.,SOI,2,740740,0,0,0,0,2,740740,SOI,2,0,0,2,17/09/2024
0902100820000000,Dây curoa M30.,SOI,2,60000,0,0,0,0,2,60000,SOI,2,0,0,2,17/09/2024
0902100830000000,Dây curoa K19.,SOI,8,200000,0,0,0,0,8,200000,SOI,8,0,0,8,17/09/2024
0902100850000000,Dây curoa RECMF-6470.,SOI,2,140000,0,0,0,0,2,140000,SOI,2,0,0,2,17/09/2024
0902100870000000,Dây curoa B76.,SOI,4,280000,0,0,0,0,4,280000,SOI,4,0,0,4,17/09/2024
0902100890000000,Dây curoa răng máy may cầm tay.  ( theo mẫu ),SOI,2,180000,0,0,0,0,2,180000,SOI,2,0,0,2,17/09/2024
0902200101000000,Bộ điều khiển nguồn hanyoug TPR-2N-220V-35A,CAI,1,1595000,0,0,0,0,1,1595000,CAI,1,0,0,1,17/09/2024
0902200121000000,Bản nhiệt L 550 x 250 x 40mm x 240V x 850w( Làm theo mẫu),CAI,4,1020000,0,0,0,0,4,1020000,CAI,4,0,0,4,17/09/2024
0902200122000000,Bản nhiệt đúc nhôm 415V x 600w( đặt theo bản vẽ).,CAI,4,2100000,0,0,0,0,4,2100000,CAI,4,0,0,4,17/09/2024
0902200660000000,Khởi động từ  LS.MC-32A-COIL-220VAC,CAI,1,627000,0,0,1,627000,0,0,CAI,1,0,1,0,17/09/2024
0902200950000000,"DÂY NHIỆT 1,5mm",KG,1,487500,0,0,0,0,1,487500,KG,1,0,0,1,17/09/2024
0902203860000000,Card - dual relay PCB (smps type) Suplly Vol Tage 24VAC/DC,CAI,3,2969237,0,0,0,0,3,2969237,CAI,3,0,0,3,17/09/2024
0902205102000000,Keo đèn côn trùng,CAI,100,2445000,0,0,0,0,100,2445000,CAI,100,0,0,100,17/09/2024
0902207300000000,Bạc đạn vòng bi 30209 j2/Q,CAI,20,4940000,0,0,0,0,20,4940000,CAI,20,0,0,20,17/09/2024
0902207320000000,SENSO FESTO SME-8-K-LED-24-150855.Proximyti switch sme8kled24,SOI,4,1260000,0,0,0,0,4,1260000,SOI,4,0,0,4,17/09/2024
0902207330000000,Card power supply ps20 ( 24 heads)  HSN: 84482000 mã: 11147250193,CAI,14,52045751,0,0,0,0,14,52045751,CAI,14,0,0,14,17/09/2024
0902207340000000,Van điện từ khí nén Model: 4V210 - 08 ( Col: DC 24V - 3W - 125mA ),CAI,2,407692,0,0,0,0,2,407692,CAI,2,0,0,2,17/09/2024
0902207400000000,Công tắc RS-16-5,CAI,10,320000,0,0,0,0,10,320000,CAI,10,0,0,10,17/09/2024
0902207500000000,Điện trở nhiệt phi 230x90x220Vx1800W ( theo mẫu ),CAI,6,1320000,0,0,0,0,6,1320000,CAI,6,0,0,6,17/09/2024
0902207540000000,Điện trở nhiệt phi 120x65mm. 380v-900w,CAI,8,1152000,0,0,0,0,8,1152000,CAI,8,0,0,8,17/09/2024
0902207550000000,Điện trở nhiệt phi 225x80mm. 230v-1800w,CAI,2,420000,0,0,0,0,2,420000,CAI,2,0,0,2,17/09/2024
0902207560000000,Điện trở nhiệt phi 200x30mm. 230v-700w,CAI,4,473333,0,0,0,0,4,473333,CAI,4,0,0,4,17/09/2024
0902207570000000,Điện trở nhiệt phi 230x30mm. 230v-800w,CAI,2,270000,0,0,0,0,2,270000,CAI,2,0,0,2,17/09/2024
0902207580000000,Điện trở nhiệt phi 278x150mm. 230v-1700W,CAI,3,1035000,0,0,0,0,3,1035000,CAI,3,0,0,3,17/09/2024
0902207590000000,Điện trở nhiệt phi 320x45mm. 380v-1400w,CAI,2,380000,0,0,0,0,2,380000,CAI,2,0,0,2,17/09/2024
0902207600000000,Điện trở nhiệt phi 320x75mm. 380v-1400w,CAI,2,500000,0,0,0,0,2,500000,CAI,2,0,0,2,17/09/2024
0902207610000000,Núm vặn biến trở 3590S-2-101 hiện số vòng xoay. ( Cái),CAI,3,255000,0,0,0,0,3,255000,CAI,3,0,0,3,17/09/2024
0902207650000000,Điện trở nhiệt phi 60x60mm. 230v-500w,CAI,4,428571,0,0,0,0,4,428571,CAI,4,0,0,4,17/09/2024
0902207660000000,Điện trở nhiệt phi 100x140mm. 230v-1300w,CAI,4,720000,0,0,0,0,4,720000,CAI,4,0,0,4,17/09/2024
0902207670000000,Điện trở nhiệt phi 230x90mm. 230v-1800w,CAI,1,220000,0,0,0,0,1,220000,CAI,1,0,0,1,17/09/2024
0902207760000000,TRansistor B772-PM-95,CAI,10,35000,0,0,0,0,10,35000,CAI,10,0,0,10,17/09/2024
0902207770000000,Tụ CBB 104J-100V (0.1UF/100V),CAI,10,7000,0,0,0,0,10,7000,CAI,10,0,0,10,17/09/2024
0902207800000000,Bộ điện trở nhiệt lá 540x40mm - 240V-1125W ( theo bản vẽ),BO,10,1900000,0,0,0,0,10,1900000,BO,10,0,0,10,17/09/2024
0902207810000000,Ổ cắm chịu nhiệt,CAI,2,300000,0,0,0,0,2,300000,CAI,2,0,0,2,17/09/2024
0902207820000000,Phích cắm sứ 35A chữ L,CAI,2,500000,0,0,0,0,2,500000,CAI,2,0,0,2,17/09/2024
0902207830000000,Phích cắm sứ 35A chữ I,CAI,8,2000000,0,0,0,0,8,2000000,CAI,8,0,0,8,17/09/2024
0902207880000000,Khởi động từ LS-3P-40A. cuộn COL - 220VAC,CAI,1,648000,0,0,0,0,1,648000,CAI,1,0,0,1,17/09/2024
0902207900000000,Công tắc có chụp mũ chắn bụi swich rocker DPST 250VAC 16A ( 15322031101),CAI,99,1677852,0,0,0,0,99,1677852,CAI,99,0,0,99,17/09/2024
0902207910000000,Công tắc hành trình AZ-7141,CAI,6,390000,0,0,0,0,6,390000,CAI,6,0,0,6,17/09/2024
0902207930000000,Công tắc hành trình HY-L807,CAI,20,3160000,0,0,0,0,20,3160000,CAI,20,0,0,20,17/09/2024
0902207990000000,Molule DM9324- mã số 14270080420,CAI,1,1890748,0,0,0,0,1,1890748,CAI,1,0,0,1,17/09/2024
0902208070000000,Bóng đèn LED TOWER LINGT LTA-205-24VDC ( MÀU XANH),CAI,5,228010,0,0,0,0,5,228010,CAI,5,0,0,5,17/09/2024
0902208100000000,Màn hình điều khiển lô nước operator interface unit mã số: item code 14900000006,CAI,1,3731069,0,0,0,0,1,3731069,CAI,1,0,0,1,17/09/2024
0902208110000000,Rơ Le bán dẫn UNISON-SSR-905 3PH ZUA 489002. Input: 12-270VAC/DC/5-10mA,CAI,2,3312356,0,0,0,0,2,3312356,CAI,2,0,0,2,17/09/2024
0902208120000000,unison Rơ le bán dẫn UNI 901 DHT 24 90 420 CU2. Input: 4-20mA/100E.- o/p AC VOLTAGE( 230VAC B&B SCR).,CAI,4,3953208,0,0,0,0,4,3953208,CAI,4,0,0,4,17/09/2024
