Mã số,Mặt hàng,Đơn vị tính 1,SL Đầu kỳ 1,Giá trị đầu kỳ 1,SL Nhập 1,Giá trị Nhập 1,SL Xuất 1,Giá trị xuất 1,SL Tồn 1,Giá trị tồn 1,Đơn vị tính 2,SL Đầu kỳ 2,SL Nhập 2,SL Xuất 2,SL Tồn 2,Date
09176000590000000,Đầu tuýp đen 33mm - loại 1 inch.,CAI,2,400000,0,0,0,0,2,400000,CAI,2,0,0,2,17/09/2024
0905500870000000,Sắt hộp tráng kẽm 20x20mm,CAY,420,39900000,0,0,0,0,420,39900000,CAY,420,0,0,420,17/09/2024
0905500560000000,Sắt la kẽm 18x1.4mmx3000mm,CAY,716,17900000,0,0,0,0,716,17900000,CAY,716,0,0,716,17/09/2024
0900600160000000,Bản lề lá 20 x 80mm.,CAI,60,600000,0,0,0,0,60,600000,CAI,60,0,0,60,17/09/2024
0927600103000000,Bánh răng vỏ thau Z=100 - phi 104 x 16mm -cốt phi 45 x 112mm ( gia công theo bản vẻ ),CAI,4,7600000,0,0,0,0,4,7600000,CAI,4,0,0,4,17/09/2024
0902101030000000,Dây curoa răng dọc - Poly V Belt 20x3696,SOI,1,3334000,0,0,0,0,1,3334000,SOI,1,0,0,1,17/09/2024
0902101040000000,Dây curoa XPA 3000,SOI,3,638886,0,0,0,0,3,638886,SOI,3,0,0,3,17/09/2024
0906202440000000,Ống dầu thủy lực 2 lớp bấm 2 đầu côn lõm phi 15 - dài 2000. ( Theo mẫu),ONG,2,960000,0,0,0,0,2,960000,ONG,2,0,0,2,17/09/2024
0906101340000000,Nối inox 2 đầu ren ngoài 75x100mm.,CAI,2,234000,0,0,2,234000,0,0,CAI,2,0,2,0,17/09/2024
09047012900000000,Co lơi inox ren trong phi 75mm.,CAI,3,330000,0,0,3,330000,0,0,CAI,3,0,3,0,17/09/2024
09061036000000,Nối kép inox ren ngoài 75mm.,CAI,3,435000,0,0,3,435000,0,0,CAI,3,0,3,0,17/09/2024
090610210100000,Nối thẳng INOX 2 đầu ren trong phi 75mm.,CAI,2,390000,0,0,2,390000,0,0,CAI,2,0,2,0,17/09/2024
0901000430000000,Ống INOX phi 49x 100 - 1 đầu đuôi chuột.,CAI,4,300000,0,0,4,300000,0,0,CAI,4,0,4,0,17/09/2024
090610220000000,Bầu Nối hàn INOX 200 giảm 75mm,CAI,1,635000,0,0,1,635000,0,0,CAI,1,0,1,0,17/09/2024
0916600730000000,Mặt bít inox phi 250x5mm ( GC theo bản vẽ),CAI,2,910000,0,0,2,910000,0,0,CAI,2,0,2,0,17/09/2024
0901301880000000,Bulong inox lục giác đầu bằng M8x15mm + tán.,CON,20,60000,0,0,20,60000,0,0,CON,20,0,20,0,17/09/2024
09111000930000000,Tấm cao su rộng 1000mm - dày 2mm,M,1,450000,0,0,1,450000,0,0,M,1,0,1,0,17/09/2024
0900600101000000,Bản lề cối phi 14,CAP,18,360000,0,0,0,0,18,360000,CAP,18,0,0,18,17/09/2024
0906600690000000,Sắt hộp kẻm U3x4,CAY,2,480000,0,0,0,0,2,480000,CAY,2,0,0,2,17/09/2024
0905501991000000,Sắt V50 Kẽm,CAY,15,4400000,0,0,0,0,15,4400000,CAY,15,0,0,15,17/09/2024
0903600260000000,Tôn phẳng Việt Nhật dày 5 zem.,TAM,81,13511012,0,0,0,0,81,13511012,TAM,81,0,0,81,17/09/2024
091960099000000,"Bánh răng D=84mm. Z= 40, M= 2. ( Gia công theo bản vẽ)",CAI,6,3510000,0,0,0,0,6,3510000,CAI,6,0,0,6,17/09/2024
091960100000000,"Bánh răng D=44mm. Z= 20, M= 2. ( Gia công theo bản vẽ)",CAI,6,2490000,0,0,6,2490000,0,0,CAI,6,0,6,0,17/09/2024
0927600104000000,Bạc đạn SKF 6902 -2Z.,CAI,10,1070000,0,0,0,0,10,1070000,CAI,10,0,0,10,17/09/2024
090570229000000,Vòng sin phi 20x2mm.,CAI,20,40000,0,0,0,0,20,40000,CAI,20,0,0,20,17/09/2024
0906202640000000,Ống cao su bố vải mềm phi 42 dày 5mm.,M,5,1050000,0,0,0,0,5,1050000,M,5,0,0,5,17/09/2024
0906202650000000,Ống cao su bố vải mềm phi 34 dày 5mm.,M,5,1000000,0,0,0,0,5,1000000,M,5,0,0,5,17/09/2024
0905502130000000,Sắt đăc trắng trơn phi 25x1500mm.,CAY,8,4000000,0,0,8,4000000,0,0,CAY,8,0,8,0,17/09/2024
0905502140000000,Sắt ống phi trong 25mm phi ngoài 35mm.- dài 1000mm,CAY,2,360000,0,0,0,0,2,360000,CAY,2,0,0,2,17/09/2024
0920600580000000,Dây dù Thái Lan phi 8mm.,M,115,920000,0,0,0,0,115,920000,M,115,0,0,115,17/09/2024
5300102160000000,Mực bút lông dầu xanh - 380ml,HOP,2,98000,2,98000,2,98000,2,98000,HOP,2,2,2,2,17/09/2024
5300102170000000,Mực bút lông dầu đỏ - 380ml,HOP,2,98000,2,98000,2,98000,2,98000,HOP,2,2,2,2,17/09/2024
0927300010000000,Càng xe nâng 1500KG - dài 1200mm,BO,1,9000000,0,0,0,0,1,9000000,BO,1,0,0,1,17/09/2024
0927300020000000,Càng xe nâng 700kg - dài 1000mm.,BO,1,8000000,0,0,0,0,1,8000000,BO,1,0,0,1,17/09/2024
0916600740000000,Mặt bít sắt 220x220x5mm,CAI,10,400000,0,0,0,0,10,400000,CAI,10,0,0,10,17/09/2024
0905700740000000,Phớt bơm nước 32x47x60 (có lò xo),CAI,4,440000,0,0,1,110000,3,330000,CAI,4,0,1,3,17/09/2024
091960105000000,Bulong nhúng kẽm M9.25x25mm - P- 16G ( theo mẫu),CON,40,140000,0,0,40,140000,0,0,CON,40,0,40,0,17/09/2024
0906600700000000,Bánh xe giàn giáo LK 120 cao su Khóa,CAI,4,330000,0,0,0,0,4,330000,CAI,4,0,0,4,17/09/2024
0917400029000000,Băng keo 2 mặt ( 2.5 cm ),CUON,3,16500,0,0,0,0,3,16500,CUON,3,0,0,3,17/09/2024
0908200075000000,Xe Nâng điện Ngồi KOMATSU FB09M-12 (900kg),CHIEC,1,150000000,0,0,0,0,1,150000000,CHIEC,1,0,0,1,17/09/2024
0906800109000000,Cân điện tử 100kg (loại sạc pin),CAI,1,4200000,0,0,0,0,1,4200000,CAI,1,0,0,1,17/09/2024
0908601330000000,Bộ nguồn WDR - 120 - 24- input AC 2 pha 400-500V. Output DC24V-5A,CAI,1,4691100,0,0,0,0,1,4691100,CAI,1,0,0,1,17/09/2024
090570230000000,Phớt lò xo cốt 16mm (Theo mẫu),CAI,4,160000,0,0,0,0,4,160000,CAI,4,0,0,4,17/09/2024
0902210790000000,Card - encoder cho biến tần YAKAWA : MOdel : PG-B3.,CAI,1,1960000,0,0,0,0,1,1960000,CAI,1,0,0,1,17/09/2024
0902101050000000,Dây curoa 400H - bản 30mm.,SOI,2,450000,0,0,0,0,2,450000,SOI,2,0,0,2,17/09/2024
0907100180000000,MÔ TƠ 380V- 1HP/0.75KW,CAI,-1,0,0,0,0,0,-1,0,CAI,-1,0,0,-1,17/09/2024
091960106000000,Máy may 1 kim motor liền trục F4 Jackbao.,BO,4,0,0,0,0,0,4,0,BO,4,0,0,4,17/09/2024
5200104150000000,Blue Horse,CM2,-2,0,0,0,0,0,-2,0,CM2,-2,0,0,-2,17/09/2024
0908900050000000,Vòi rửa tay tự động (  cảm ứng ),KG,2,5940000,0,0,0,0,2,5940000,KG,2,0,0,2,17/09/2024
5200108091000000,Vòng Căng bụng đường kính 34.7cm,CAI,3,1500000,0,0,0,0,3,1500000,CAI,3,0,0,3,17/09/2024
5200111310000000,"Quạt hút EBMPAPST 614NHHR, 24VDC, 60x60x25mm",CAI,10,2150000,0,0,0,0,10,2150000,CAI,10,0,0,10,17/09/2024
0902210600000000,Tụ điện CD60-75UF -0250VAC,CAI,2,150000,0,0,0,0,2,150000,CAI,2,0,0,2,17/09/2024
0904900180000000,Cánh quạt nhôm đường kính sải cánh 180mm .,CAI,6,1140000,0,0,0,0,6,1140000,CAI,6,0,0,6,17/09/2024
HAT-PPA-3MB910,"Hạt phụ gia trợ gia công PPA cho thổi.  , ve sinh truc vit may soi",KG,78,5287172,0,0,0,0,78,5287172,KG,78,0,0,78,17/09/2024
HAT-PPM9600,Hạt nhựa PP M9600,KG,17957.42,533242894,0,0,0,0,17957.42,533242894,KG,16957.42,0,0,16957.42,17/09/2024
HAT-PPKC-114G,Hạt nhựa PP kéo sợi - 114G,Kg,7500,448646520,0,0,0,0,7500,448646520,Kg,7500,0,0,7500,17/09/2024
HAT-PPKC-H030GP,Hạt nhựa PP kéo sợi - H030GP,Kg,28734.1,709033864,0,0,8777.02,216579061,19957.08,492454803,Kg,28734.1,0,8777.02,19957.08,17/09/2024
HAT-PPKC-HP1106K,Hạt nhựa PP kéo sợi HP1106K,Kg,23,468065,0,0,0,0,23,468065,Kg,23,0,0,23,17/09/2024
HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,193521.95,4748677265,0,0,9986.84,244976855,183535.11,4503700410,Kg,193521.95,0,9986.84,183535.11,17/09/2024
HAT-PPKC-H350F,Hạt nhựa PP kéo sợi - H350F,KG,31000,729908950,0,0,0,0,31000,729908950,KG,31000,0,0,31000,17/09/2024
HAT-HDKC,"Hạt nhựa HDPE kéo chỉ. [5000S (Inno Plus), 5480s (SCG), MF5000 (Lotte)...]",KG,1500,36682500,0,0,0,0,1500,36682500,KG,1500,0,0,1500,17/09/2024
HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,20684.89,534665300,0,0,0,0,20684.89,534665300,KG,16684.89,0,0,16684.89,17/09/2024
HAT-LDPE.THOI,Hạt nhựa LDPE thổi gồm các mã: 2427H; 0374; 4024W; .....,KG,8522.04,234760154,0,0,0,0,8522.04,234760154,KG,8522.04,0,0,8522.04,17/09/2024
HAT-LDPE.TRANG,"Hạt nhựa LDPE tráng LDPE. [LDPE 801YY, D777C, SUMITOMO L705]",KG,575,23522675,0,0,0,0,575,23522675,KG,575,0,0,575,17/09/2024
HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,8827.44,230357394,0,0,0,0,8827.44,230357394,KG,8827.44,0,0,8827.44,17/09/2024
HAT-BEIGE-EMH66111A,Hạt màu beige EMH66111A.,KG,12,1104000,0,0,0,0,12,1104000,KG,12,0,0,12,17/09/2024
HAT-BEIGE-EMH66125A,Hạt màu beige EMH66125A.,KG,311.46,28539588,0,0,0,0,311.46,28539588,KG,311.46,0,0,311.46,17/09/2024
HAT-BLUEMPP3007,Hạt màu xanh da trời blue MPP 3007,KG,50,3900000,0,0,0,0,50,3900000,KG,50,0,0,50,17/09/2024
HAT-CAM-EMH33113,Hạt màu cam EMH33113.,KG,51,628309,0,0,0,0,51,628309,KG,51,0,0,51,17/09/2024
HAT-CAM-EMH33113B,Hạt màu cam EMH33113B ( hạt màu của Thiệu Trinh),KG,50,0,0,0,0,0,50,0,KG,50,0,0,50,17/09/2024
HAT-DEN-MPP330,Hạt màu đen mã số MPP 330 (Chính Phát Thành),KG,10.5,129358,0,0,0,0,10.5,129358,KG,10.5,0,0,10.5,17/09/2024
HAT-EMH-22103A,"Hạt màu vàng, châu Âu, 22103A.",KG,165,12607523,0,0,0,0,165,12607523,KG,165,0,0,165,17/09/2024
HAT-EMH4022,Hạt màu đỏ EMH4022 - Châu âu,KG,119.74,5697608,0,0,0,0,119.74,5697608,KG,119.74,0,0,119.74,17/09/2024
HAT-EMH5022,Hạt màu XANH NGỌC EMH5022. [EuP],KG,52.5,2992876,0,0,0,0,52.5,2992876,KG,52.5,0,0,52.5,17/09/2024
HAT-EMH55196,Hạt màu xanh lá EMH55196. [EUP] [376C],KG,146.54,11723200,0,0,0,0,146.54,11723200,KG,146.54,0,0,146.54,17/09/2024
HAT-EMH77197,Hạt màu xanh dương EMH77197. [EUP] [2195C],KG,192.8,18605200,0,0,0,0,192.8,18605200,KG,192.8,0,0,192.8,17/09/2024
HAT-EMPE0033K,Hạt màu đen EMPE0033K - Châu Âu. [KB3],KG,493.19,25171106,0,0,0,0,493.19,25171106,KG,493.19,0,0,493.19,17/09/2024
HAT-MCAM.EMH3004A,"Hạt màu cam, EMH3004A (EuP). [Cam DW]",KG,175,16625000,0,0,0,0,175,16625000,KG,175,0,0,175,17/09/2024
HAT-MPP1484L2,Hạt màu vàng MPP 1484 L2,KG,100,9000000,0,0,0,0,100,9000000,KG,100,0,0,100,17/09/2024
HAT-MV.MPP-2864,Hạt màu vàng MPP-2864,KG,25,2375000,0,0,0,0,25,2375000,KG,25,0,0,25,17/09/2024
HAT-MVCA-2014,Hạt màu vàng EMP2014(C. Âu),KG,384.81,15688924,0,0,0,0,384.81,15688924,KG,384.81,0,0,384.81,17/09/2024
HAT-MVCA-22269,Hạt màu vàng EMH 22269 (Châu Âu),KG,124.8,11232000,0,0,0,0,124.8,11232000,KG,124.8,0,0,124.8,17/09/2024
HAT-BEIGE-EMH66145B,Hạt màu beige EMH66145B.,KG,40,3680000,0,0,0,0,40,3680000,KG,40,0,0,40,17/09/2024
HAT-EMH1050,Hạt màu Trắng 1050,Kg,16.06,192614,0,0,0,0,16.06,192614,Kg,16.06,0,0,16.06,17/09/2024
HAT-CAM-33102C,Hạt màu cam EMH33102C,Kg,49.06,3673658,0,0,0,0,49.06,3673658,Kg,49.06,0,0,49.06,17/09/2024
HAT-CAM-EMH33113A,Hạt màu cam EMH33113A.,KG,219.54,21295380,0,0,0,0,219.54,21295380,KG,219.54,0,0,219.54,17/09/2024
HAT-BEIGE-EMH66170,Hạt màu beige EMH66170.,KG,25,1900000,0,0,0,0,25,1900000,KG,25,0,0,25,17/09/2024
HAT-M001-TAICAL-PP02M,Hạt mẫu Taical mã PP02M.,KG,200,0,0,0,0,0,200,0,KG,200,0,0,200,17/09/2024
HAT-TACCA,Hạt Taical tráng Châu Âu 1005.,KG,4649.4,45580936,0,0,0,0,4649.4,45580936,KG,4649.4,0,0,4649.4,17/09/2024
HAT-TACKS,Hạt Taical kéo sợi,KG,6125,42678731,0,0,0,0,6125,42678731,KG,6125,0,0,6125,17/09/2024
HAT-TACKS-JB,Hạt Taical kéo sợi Jumbo. [Hanotech: HF006R] [Châu Âu: PP1002BRT],KG,27542.41,235254995,0,0,8142.38,66493612,19400.03,168761383,KG,27542.41,0,8142.38,19400.03,17/09/2024
HAT-TACKS-1001,Hạt Taical EFPP1001 trắng sáng,Kg,2450,17198903,0,0,0,0,2450,17198903,Kg,2450,0,0,2450,17/09/2024
HAT-TACKS-1470REB,[Hạt Taical mẫu] Grade: HP 1470REB. [Hanotech] [Mã so sánh: EUP1001],Kg,200,0,0,0,0,0,200,0,Kg,200,0,0,200,17/09/2024
HAT-TACKS-AP442,Hạt Taical kéo sợi APP442,Kg,4325,26620883,0,0,0,0,4325,26620883,Kg,4325,0,0,4325,17/09/2024
TAICAL-EFPP1003D,Taical EFPP1003D,Kg,150,2008300,0,0,0,0,150,2008300,Kg,150,0,0,150,17/09/2024
TP-07PPS,Hạt Taical kéo sợi - mẫu,KG,200,0,0,0,0,0,200,0,KG,200,0,0,200,17/09/2024
TP-09PP,Hạt Taical kéo sợi - mẫu,KG,200,0,0,0,0,0,200,0,KG,200,0,0,200,17/09/2024
TP-9625T,Hạt Taical kéo sợi - mẫu,KG,50,0,0,0,0,0,50,0,KG,50,0,0,50,17/09/2024
HAT-TACKS-BDE40,Hạt taical kéo sợi ADE40,KG,50,0,0,0,0,0,50,0,KG,50,0,0,50,17/09/2024
HAT-TALC-THOI-IFC7,Hạt taical thổi HDPE IF-PE114C7 (Đại Á),KG,2131.82,17374333,0,0,0,0,2131.82,17374333,KG,2131.82,0,0,2131.82,17/09/2024
TAICAL-IFPP111CR-VTM,Hạt taical kéo sợi IFPP111CR-VTM D/A,KG,400,3600000,0,0,0,0,400,3600000,KG,400,0,0,400,17/09/2024
HAT-SUIMAU(TAH00059),Tạo hạt sủi màu beige (TAH00059),KG,2000,21418627,0,0,0,0,2000,21418627,KG,2000,0,0,2000,17/09/2024
SUI-DEN,Sủi đen,KG,6600,25016689,0,0,0,0,6600,25016689,KG,6600,0,0,6600,17/09/2024
SUI-HDPE,Sủi HDPE.,KG,7639.33,106408318,0,0,0,0,7639.33,106408318,KG,7639.33,0,0,7639.33,17/09/2024
SUI-KIENG-I,Sủi kiếng loại I.,KG,200,2412600,0,0,0,0,200,2412600,KG,200,0,0,200,17/09/2024
SUI-KIENG-III-TP,Sủi kiếng loại III TP. [Màu đen],KG,5082,61304166,0,0,0,0,5082,61304166,KG,5082,0,0,5082,17/09/2024
SUI-LDPE,Sủi LDPE.,KG,2393,0,0,0,0,0,2393,0,KG,2393,0,0,2393,17/09/2024
SUI-MAUCAM,Sủi màu CAM,KG,9060.59,84843110,0,0,0,0,9060.59,84843110,KG,9060.59,0,0,9060.59,17/09/2024
SUI-MAUDO,Sủi màu đỏ.,KG,2094.9,4020390,0,0,0,0,2094.9,4020390,KG,2094.9,0,0,2094.9,17/09/2024
SUI-RUALAI,"Hạt nhựa đổ, rửa ó lại",KG,12924.47,76952296,0,0,0,0,12924.47,76952296,KG,12924.47,0,0,12924.47,17/09/2024
SUI-TAPMAU,Sủi tạp màu.,KG,25378.45,260293944,0,0,7.5,0,25370.95,260293944,KG,25378.45,0,7.5,25370.95,17/09/2024
SUI-TRANG,Sủi trắng,KG,9100,70929336,0,0,0,0,9100,70929336,KG,9116.42,0,0,9116.42,17/09/2024
SUI-VANG,Sủi vàng,KG,16488.26,156083695,0,0,0,0,16488.26,156083695,KG,16488.26,0,0,16488.26,17/09/2024
SUI-XANHLA,Sủi màu xanh lá,KG,2200,2090076,0,0,0,0,2200,2090076,KG,2200,0,0,2200,17/09/2024
TAY-TRANG,Tẩy trắng,KG,13.48,5944501,0,0,0,0,13.48,5944501,KG,13.48,0,0,13.48,17/09/2024
HAT-TAYOP10,Hạt tẩy trắng quang học OP10 (Đại Á),KG,261.86,23829260,0,0,0,0,261.86,23829260,KG,261.86,0,0,261.86,17/09/2024
HAT-D2W-93190-C,Hạt phụ gia tự hủy d2w 93190/C.,KG,25,5377000,0,0,0,0,25,5377000,KG,25,0,0,25,17/09/2024
HAT-EMPP-MF,"Hạt ổn định MFI. (MF4X, MF5X, MF6X)",KG,2079.53,111809271,0,0,0,0,2079.53,111809271,KG,2079.53,0,0,2079.53,17/09/2024
HAT-EVA,"Hạt nhựa EVA: H2181, 7350M...",KG,13233.87,425775606,0,0,0,0,13233.87,425775606,KG,13233.87,0,0,13233.87,17/09/2024
HAT-PA05D,Hạt phụ gia trợ gia công PA 05D.,KG,25,1250000,0,0,0,0,25,1250000,KG,25,0,0,25,17/09/2024
HAT-HUPET,Hạt phụ gia Hupet,Kg,825,0,0,0,0,0,825,0,Kg,825,0,0,825,17/09/2024
UVDL,UV 20783PP,Kg,20,2000000,0,0,0,0,20,2000000,Kg,20,0,0,20,17/09/2024
HAT-UV218TA,"Hạt UV218TA (Đại Á, test UV 300h)",KG,70.15,8599478,0,0,0,0,70.15,8599478,KG,70.15,0,0,70.15,17/09/2024
HAT-IMSL5A,Hạt slip IM-SL5A (Đại Á),KG,206.34,13412100,0,0,0,0,206.34,13412100,KG,206.34,0,0,206.34,17/09/2024
HAT-ATB-EMA203,"Hạt phụ gia chống dính Antiblock, EM A 203",KG,20,1040000,0,0,0,0,20,1040000,KG,20,0,0,20,17/09/2024
HAT-EMMV8C,Hạt phụ gia MV8C (Châu Âu),KG,1258.59,28947570,0,0,161.71,3719330,1096.88,25228240,KG,1259.9,0,161.71,1098.19,17/09/2024
HAT-UV881C,Hạt UV 881C (Châu Âu),KG,3005.43,219396390,0,0,0,0,3005.43,219396390,KG,3005.43,0,0,3005.43,17/09/2024
HAT-MAUXAMVSM,Hat màu xám. Dùng để vệ sinh trục vít.,KG,25,2272727,0,0,0,0,25,2272727,KG,25,0,0,25,17/09/2024
HAT-TPP,"Hạt nhựa TPP: FL7632L, Hạt L6000N ...",KG,7859.48,259520031,0,0,0,0,7859.48,259520031,KG,7859.48,0,0,7859.48,17/09/2024
0914400014000001,Bộ chia HDMI,CAI,1,650000,0,0,0,0,1,650000,CAI,1,0,0,1,17/09/2024
0906201129000000,Bàn Hút Bụi (HITACHI),CAI,1,203500,0,0,0,0,1,203500,CAI,1,0,0,1,17/09/2024
0903600200000000,"Tôn sóng 4,5zem x5,5m",TAM,8,3460264,0,0,0,0,8,3460264,TAM,8,0,0,8,17/09/2024
0917400340000000,Băng Keo Dán Bạt,CUON,2,331000,0,0,0,0,2,331000,CUON,2,0,0,2,17/09/2024
5200109101000000,Nón Kết Lưỡi Trai,CAI,1087,26281685,0,0,894,21615296,193,4666389,CAI,1601,0,894,707,17/09/2024
VPP-009,ĐẤT SẠCH,Bao,70,2450000,0,0,0,0,70,2450000,Bao,70,0,0,70,17/09/2024
0926700020000000,"CỤC CHÊM CUỘN(Đáy dưới: L 12cm x W 10cm, Đáy trên: L 3cm x W 10cm, Mặt dựng: H 10cm x W 10cm, Mặt vát: L 12cm x W 10cm)c",CAI,500,3000000,500,3000000,1000,6000000,0,0,CAI,500,500,1000,0,17/09/2024
0926700030000000,CỤC THAU 032022,CAI,1,1200000,0,0,0,0,1,1200000,CAI,1,0,0,1,17/09/2024
0903900450000000,VAN NHỰA TAY GẠT PHI 60,CAI,3,270000,0,0,0,0,3,270000,CAI,3,0,0,3,17/09/2024
5200109110000000,Bồn rửa Rau 2 ô,Cái,1,8300000,0,0,0,0,1,8300000,Cái,1,0,0,1,17/09/2024
5200109120000000,Bồn Rửa 3 ô,Cái,1,11250000,0,0,0,0,1,11250000,Cái,1,0,0,1,17/09/2024
5200109130000000,Chậu vo gạo có cánh,Cái,1,6350000,0,0,0,0,1,6350000,Cái,1,0,0,1,17/09/2024
5200109140000000,Hệ thống Hút khói,Cái,5.4,20790000,0,0,0,0,5.4,20790000,M,5.4,0,0,5.4,17/09/2024
5200109150000000,Phin lọc mỡ,Cái,5.4,12420000,0,0,0,0,5.4,12420000,M,5.4,0,0,5.4,17/09/2024
5200109160000000,Ống hút khói +ông gom khói,Cái,11.4,13110000,0,0,0,0,11.4,13110000,M,11.4,0,0,11.4,17/09/2024
5200109170000000,Bẫy Tách Mỡ,CAI,1,2900000,0,0,0,0,1,2900000,CAI,1,0,0,1,17/09/2024
5200109180000000,Nồi điện ( nồi Hầm xương),CAI,1,9150000,0,0,0,0,1,9150000,CAI,1,0,0,1,17/09/2024
5200109190000000,Máy rửa 2 hộc công nghiệp,CAI,1,207000000,0,0,0,0,1,207000000,CAI,1,0,0,1,17/09/2024
52001092000000000,Tủ sấy Khay chén,CAI,1,32850000,0,0,0,0,1,32850000,CAI,1,0,0,1,17/09/2024
52001092100000000,Tủ đựng chén,CAI,1,11500000,0,0,0,0,1,11500000,CAI,1,0,0,1,17/09/2024
52001092200000000,Tủ hấp cơm Gas và điện (80kg),CAI,1,44500000,0,0,0,0,1,44500000,CAI,1,0,0,1,17/09/2024
52001092300000000,Tủ Dao sống_Chín,CAI,1,4600000,0,0,0,0,1,4600000,CAI,1,0,0,1,17/09/2024
52001092400000000,Kệ Gia Vị 2 Tầng Mặt Trên bàn,CAI,2,7900000,0,0,0,0,2,7900000,CAI,2,0,0,2,17/09/2024
52001092500000000,Xe chuyển Thức ăn 2 tầng,CAI,2,8500000,0,0,0,0,2,8500000,CAI,2,0,0,2,17/09/2024
52001092600000000,Hệ Thống gas 4 bình 20m ống,BO,1,21500000,0,0,0,0,1,21500000,BO,1,0,0,1,17/09/2024
52001092700000000,Xe chở và đẩy khay dơ,CAI,1,12800000,0,0,0,0,1,12800000,CAI,1,0,0,1,17/09/2024
52001092800000000,Mô tơ Quạt Hút 3HP,CAI,1,16700000,0,0,0,0,1,16700000,CAI,1,0,0,1,17/09/2024
5200109290000000,CO INOX,CAI,3,3450000,0,0,0,0,3,3450000,CAI,3,0,0,3,17/09/2024
5200109300000000,VẬT TƯ PHỤ,BO,1,4600000,0,0,0,0,1,4600000,BO,1,0,0,1,17/09/2024
53BCCMZMT5,Bình chữa cháy khí CO2 MT5,BINH,1,75000,0,0,0,0,1,75000,BINH,1,0,0,1,17/09/2024
53BCCMFZ8,Bình chữa cháy  bột ( CÓ DỒNG HỒ),BINH,1,60000,0,0,0,0,1,60000,BINH,1,0,0,1,17/09/2024
0908300410000000,Ổn Áp Robot Reno 5KVA (90-250v) - Reno 818,CAI,2,6203704,0,0,0,0,2,6203704,CAI,2,0,0,2,17/09/2024
5200109310000000,Dép tổ ong màu xanh dương Size 43,DOI,2,50000,0,0,0,0,2,50000,DOI,2,0,0,2,17/09/2024
5300101760000000,Bìa còng F7 khổ A5,CAI,2,58000,0,0,0,0,2,58000,CAI,2,0,0,2,17/09/2024
VPP-010000001000000,Mỳ tôm hảo hảo,THUNG,30,3600000,0,0,0,0,30,3600000,THUNG,30,0,0,30,17/09/2024
5300100650000000,Thẻ Xe Máy,CAI,40,215000,0,0,0,0,40,215000,CAI,60,0,0,60,17/09/2024
53NONTAMKHA00491,Nón (tạm cho khách),CAI,200,150000,0,0,0,0,200,150000,CAI,200,0,0,200,17/09/2024
5300100101000000,Bìa Trình Ký Nhựa,CAI,17,238000,0,0,0,0,17,238000,CAI,17,0,0,17,17/09/2024
5300100310000000,BB Double,CAI,145,363253,0,0,0,0,145,363253,CAI,169,0,0,169,17/09/2024
5300100360000000,Bút lông dầu đỏ,CAY,28,218689,20,160000,20,160000,28,218689,CAY,31,20,20,31,17/09/2024
5300100410000000,Bút xóa,CAY,6,110500,0,0,0,0,6,110500,CAY,5,0,0,5,17/09/2024
5300100450000000,Ghim Giấy,HOP,11,33000,0,0,0,0,11,33000,HOP,11,0,0,11,17/09/2024
5300100460000000,Giấy A472,Gram,64,3201832,30,1500000,30,1500000,64,3201832,Gram,79,30,30,79,17/09/2024
5300100480000000,Giấy A482,Gram,8,440000,0,0,0,0,8,440000,Gram,8,0,0,8,17/09/2024
5300100510000000,Giấy A5/70,Gram,16,400000,0,0,0,0,16,400000,Gram,21,0,0,21,17/09/2024
5300100530000000,Giấy in liên tục 3 liên,THUNG,1,310000,0,0,0,0,1,310000,THUNG,1,0,0,1,17/09/2024
5300100540000000,Kẹp Bướm 15 mm,HOP,6,33000,0,0,0,0,6,33000,HOP,6,0,0,6,17/09/2024
5300100550000000,Kẹp Bướm 19mm,HOP,7,41788,0,0,0,0,7,41788,HOP,7,0,0,7,17/09/2024
5300100560000000,Kẹp Bướm 25 mm,HOP,5,40000,0,0,0,0,5,40000,HOP,5,0,0,5,17/09/2024
5300100610000000,Phấn màu không bụi 100 viên,CAI,10,351207,0,0,0,0,10,351207,CAI,12,0,0,12,17/09/2024
5300101280000000,Bấm Kim 10 Plus,CAI,17,508362,5,150000,5,150000,17,508362,CAI,18,5,5,18,17/09/2024
5300101620000000,Bút bi đỏ,CAY,15,48886,0,0,0,0,15,48886,CAY,15,0,0,15,17/09/2024
53-5300100370000000,Bút lông dầu xanh,CAY,41,328732,20,160000,20,160000,41,328732,CAY,54,20,20,54,17/09/2024
53AOCNDOZZL00061N,Áo Thun CN (đỏ viền đen)-size L,CAI,310,24800000,0,0,153,12240000,157,12560000,CAI,350,0,153,197,17/09/2024
53AOCNDOZZM00060N,Áo Thun CN (đỏ viền đen)-size M,CAI,208,16610000,0,0,151,12058221,57,4551779,CAI,366,0,151,215,17/09/2024
53AOCNDOZZS00059,Áo Thun CN (đỏ viền đen)-size S,CAI,78,5460000,0,0,65,4550000,13,910000,CAI,144,0,65,79,17/09/2024
VPP001,ACCO Nhựa,HOP,5,72143,0,0,0,0,5,72143,HOP,5,0,0,5,17/09/2024
